#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.12724E+04    0.31905E-01    0.15906E-02    0.31905E-01    0.14536E-05   -0.20541E-07    0.15906E-02   -0.20541E-07    0.93585E-08
     3    0.12115E+04    0.72871E-01    0.11056E-02    0.72871E-01    0.68643E-05   -0.24704E-07    0.11056E-02   -0.24704E-07    0.56856E-08
     4    0.11587E+04    0.12464E+00    0.82762E-03    0.12464E+00    0.19758E-04   -0.26881E-07    0.82762E-03   -0.26881E-07    0.39283E-08
     5    0.11216E+04    0.18617E+00    0.64899E-03    0.18617E+00    0.44551E-04   -0.28246E-07    0.64899E-03   -0.28246E-07    0.29167E-08
     6    0.10976E+04    0.25661E+00    0.52567E-03    0.25661E+00    0.86472E-04   -0.29132E-07    0.52567E-03   -0.29132E-07    0.22679E-08
     7    0.10834E+04    0.33513E+00    0.43611E-03    0.33513E+00    0.15150E-03   -0.29739E-07    0.43611E-03   -0.29739E-07    0.18221E-08
     8    0.10759E+04    0.42070E+00    0.36858E-03    0.42070E+00    0.24626E-03   -0.30199E-07    0.36858E-03   -0.30199E-07    0.15001E-08
     9    0.10737E+04    0.51261E+00    0.31611E-03    0.51261E+00    0.37812E-03   -0.30584E-07    0.31611E-03   -0.30584E-07    0.12589E-08
    10    0.10757E+04    0.60984E+00    0.27436E-03    0.60984E+00    0.55465E-03   -0.30866E-07    0.27436E-03   -0.30866E-07    0.10726E-08
    11    0.10807E+04    0.71164E+00    0.24063E-03    0.71164E+00    0.78458E-03   -0.31057E-07    0.24063E-03   -0.31057E-07    0.92552E-09
    12    0.10889E+04    0.81779E+00    0.21281E-03    0.81779E+00    0.10766E-02   -0.31135E-07    0.21281E-03   -0.31135E-07    0.80681E-09
    13    0.10989E+04    0.92631E+00    0.18976E-03    0.92631E+00    0.14398E-02   -0.31181E-07    0.18976E-03   -0.31181E-07    0.70979E-09
    14    0.11106E+04    0.10367E+01    0.17025E-03    0.10367E+01    0.18832E-02   -0.31196E-07    0.17025E-03   -0.31196E-07    0.62913E-09
    15    0.11235E+04    0.11480E+01    0.15366E-03    0.11480E+01    0.24176E-02   -0.31216E-07    0.15366E-03   -0.31216E-07    0.56147E-09
    16    0.11382E+04    0.12607E+01    0.13934E-03    0.12607E+01    0.30535E-02   -0.31222E-07    0.13934E-03   -0.31222E-07    0.50404E-09
    17    0.11538E+04    0.13726E+01    0.12695E-03    0.13726E+01    0.38017E-02   -0.31204E-07    0.12695E-03   -0.31204E-07    0.45479E-09
