#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10983E+04    0.31196E-01    0.12894E-02    0.31196E-01    0.14135E-05   -0.19714E-07    0.12894E-02   -0.19714E-07    0.96593E-08
     3    0.10668E+04    0.70617E-01    0.90930E-03    0.70617E-01    0.66920E-05   -0.23663E-07    0.90930E-03   -0.23663E-07    0.58727E-08
     4    0.10346E+04    0.12051E+00    0.68720E-03    0.12051E+00    0.19297E-04   -0.25734E-07    0.68720E-03   -0.25734E-07    0.40626E-08
     5    0.10118E+04    0.17996E+00    0.54277E-03    0.17996E+00    0.43574E-04   -0.27040E-07    0.54277E-03   -0.27040E-07    0.30207E-08
     6    0.99764E+03    0.24817E+00    0.44222E-03    0.24817E+00    0.84677E-04   -0.27892E-07    0.44222E-03   -0.27892E-07    0.23524E-08
     7    0.99033E+03    0.32437E+00    0.36872E-03    0.32437E+00    0.14851E-03   -0.28480E-07    0.36872E-03   -0.28480E-07    0.18930E-08
     8    0.98769E+03    0.40758E+00    0.31299E-03    0.40758E+00    0.24160E-03   -0.28930E-07    0.31299E-03   -0.28930E-07    0.15611E-08
     9    0.98894E+03    0.49715E+00    0.26947E-03    0.49715E+00    0.37125E-03   -0.29311E-07    0.26947E-03   -0.29311E-07    0.13122E-08
    10    0.99311E+03    0.59207E+00    0.23470E-03    0.59207E+00    0.54496E-03   -0.29592E-07    0.23470E-03   -0.29592E-07    0.11198E-08
    11    0.99953E+03    0.69170E+00    0.20652E-03    0.69170E+00    0.77134E-03   -0.29788E-07    0.20652E-03   -0.29788E-07    0.96784E-09
    12    0.10084E+04    0.79578E+00    0.18318E-03    0.79578E+00    0.10590E-02   -0.29875E-07    0.18318E-03   -0.29875E-07    0.84506E-09
    13    0.10185E+04    0.90245E+00    0.16380E-03    0.90245E+00    0.14170E-02   -0.29932E-07    0.16380E-03   -0.29932E-07    0.74463E-09
    14    0.10298E+04    0.10112E+01    0.14734E-03    0.10112E+01    0.18542E-02   -0.29959E-07    0.14734E-03   -0.29959E-07    0.66105E-09
    15    0.10420E+04    0.11212E+01    0.13331E-03    0.11212E+01    0.23814E-02   -0.29991E-07    0.13331E-03   -0.29991E-07    0.59088E-09
    16    0.10556E+04    0.12327E+01    0.12117E-03    0.12327E+01    0.30089E-02   -0.30009E-07    0.12117E-03   -0.30009E-07    0.53127E-09
    17    0.10699E+04    0.13440E+01    0.11064E-03    0.13440E+01    0.37475E-02   -0.30006E-07    0.11064E-03   -0.30006E-07    0.48009E-09
    18    0.10844E+04    0.14539E+01    0.10144E-03    0.14539E+01    0.46055E-02   -0.29980E-07    0.10144E-03   -0.29980E-07    0.43592E-09
    19    0.11006E+04    0.15633E+01    0.93374E-04    0.15633E+01    0.55992E-02   -0.29951E-07    0.93374E-04   -0.29951E-07    0.39748E-09
    20    0.11170E+04    0.16704E+01    0.86204E-04    0.16704E+01    0.67338E-02   -0.29888E-07    0.86204E-04   -0.29888E-07    0.36377E-09
    21    0.11338E+04    0.17743E+01    0.79837E-04    0.17743E+01    0.80220E-02   -0.29811E-07    0.79837E-04   -0.29811E-07    0.33407E-09
    22    0.11511E+04    0.18745E+01    0.74149E-04    0.18745E+01    0.94755E-02   -0.29728E-07    0.74149E-04   -0.29728E-07    0.30777E-09
    23    0.11687E+04    0.19706E+01    0.69042E-04    0.19706E+01    0.11106E-01   -0.29644E-07    0.69042E-04   -0.29644E-07    0.28437E-09
    24    0.11867E+04    0.20606E+01    0.64456E-04    0.20606E+01    0.12923E-01   -0.29542E-07    0.64456E-04   -0.29542E-07    0.26342E-09
    25    0.12051E+04    0.21450E+01    0.60310E-04    0.21450E+01    0.14938E-01   -0.29437E-07    0.60310E-04   -0.29437E-07    0.24463E-09
    26    0.12239E+04    0.22236E+01    0.56540E-04    0.22236E+01    0.17164E-01   -0.29322E-07    0.56540E-04   -0.29322E-07    0.22770E-09
    27    0.12430E+04    0.22954E+01    0.53108E-04    0.22954E+01    0.19610E-01   -0.29204E-07    0.53108E-04   -0.29204E-07    0.21239E-09
    28    0.12622E+04    0.23590E+01    0.49981E-04    0.23590E+01    0.22288E-01   -0.29082E-07    0.49981E-04   -0.29082E-07    0.19850E-09
    29    0.12819E+04    0.24136E+01    0.47127E-04    0.24136E+01    0.25208E-01   -0.28954E-07    0.47127E-04   -0.28954E-07    0.18585E-09
    30    0.13018E+04    0.24603E+01    0.44501E-04    0.24603E+01    0.28380E-01   -0.28820E-07    0.44501E-04   -0.28820E-07    0.17432E-09
    31    0.13219E+04    0.24979E+01    0.42080E-04    0.24979E+01    0.31815E-01   -0.28682E-07    0.42080E-04   -0.28682E-07    0.16377E-09
    32    0.13422E+04    0.25254E+01    0.39852E-04    0.25254E+01    0.35523E-01   -0.28544E-07    0.39852E-04   -0.28544E-07    0.15409E-09
    33    0.13628E+04    0.25411E+01    0.37801E-04    0.25411E+01    0.39515E-01   -0.28405E-07    0.37801E-04   -0.28405E-07    0.14519E-09
    34    0.13837E+04    0.25465E+01    0.35899E-04    0.25465E+01    0.43797E-01   -0.28257E-07    0.35899E-04   -0.28257E-07    0.13700E-09
    35    0.14047E+04    0.25410E+01    0.34131E-04    0.25410E+01    0.48381E-01   -0.28106E-07    0.34131E-04   -0.28106E-07    0.12943E-09
    36    0.14259E+04    0.25234E+01    0.32489E-04    0.25234E+01    0.53275E-01   -0.27956E-07    0.32489E-04   -0.27956E-07    0.12243E-09
    37    0.14473E+04    0.24927E+01    0.30964E-04    0.24927E+01    0.58489E-01   -0.27807E-07    0.30964E-04   -0.27807E-07    0.11595E-09
    38    0.14690E+04    0.24494E+01    0.29541E-04    0.24494E+01    0.64031E-01   -0.27652E-07    0.29541E-04   -0.27652E-07    0.10993E-09
    39    0.14909E+04    0.23930E+01    0.28211E-04    0.23930E+01    0.69903E-01   -0.27494E-07    0.28211E-04   -0.27494E-07    0.10433E-09
    40    0.15129E+04    0.23223E+01    0.26970E-04    0.23223E+01    0.76115E-01   -0.27334E-07    0.26970E-04   -0.27334E-07    0.99119E-10
    41    0.15352E+04    0.22366E+01    0.25809E-04    0.22366E+01    0.82677E-01   -0.27177E-07    0.25809E-04   -0.27177E-07    0.94258E-10
    42    0.15577E+04    0.21370E+01    0.24720E-04    0.21370E+01    0.89595E-01   -0.27018E-07    0.24720E-04   -0.27018E-07    0.89718E-10
    43    0.15803E+04    0.20240E+01    0.23694E-04    0.20240E+01    0.96874E-01   -0.26855E-07    0.23694E-04   -0.26855E-07    0.85471E-10
