#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.485474E+06   0.485473E+06   0.646978E+06   0.646960E+06   0.502033E+06   0.485811E+06   0.485474E+06   0.491320E+06  -0.602473E+00   0.483980E+06   0.483980E+06   0.146250E+01
   0.798228E-04   0.485472E+06   0.485471E+06   0.646896E+06   0.646873E+06   0.502006E+06   0.485809E+06   0.485471E+06   0.491316E+06  -0.602468E+00   0.483978E+06   0.483978E+06   0.163436E+01
   0.892035E-04   0.485469E+06   0.485468E+06   0.646793E+06   0.646764E+06   0.501971E+06   0.485805E+06   0.485469E+06   0.491312E+06  -0.602463E+00   0.483975E+06   0.483975E+06   0.182641E+01
   0.996866E-04   0.485465E+06   0.485464E+06   0.646664E+06   0.646628E+06   0.501929E+06   0.485801E+06   0.485465E+06   0.491306E+06  -0.602456E+00   0.483971E+06   0.483971E+06   0.204101E+01
   0.111402E-03   0.485461E+06   0.485460E+06   0.646503E+06   0.646458E+06   0.501876E+06   0.485795E+06   0.485461E+06   0.491300E+06  -0.602447E+00   0.483966E+06   0.483966E+06   0.228083E+01
   0.124493E-03   0.485455E+06   0.485454E+06   0.646302E+06   0.646246E+06   0.501809E+06   0.485789E+06   0.485455E+06   0.491291E+06  -0.602436E+00   0.483960E+06   0.483960E+06   0.254881E+01
   0.139124E-03   0.485449E+06   0.485447E+06   0.646052E+06   0.645981E+06   0.501726E+06   0.485780E+06   0.485448E+06   0.491281E+06  -0.602423E+00   0.483953E+06   0.483953E+06   0.284827E+01
   0.155474E-03   0.485440E+06   0.485438E+06   0.645739E+06   0.645651E+06   0.501622E+06   0.485770E+06   0.485440E+06   0.491268E+06  -0.602406E+00   0.483944E+06   0.483944E+06   0.318288E+01
   0.173745E-03   0.485430E+06   0.485427E+06   0.645348E+06   0.645238E+06   0.501493E+06   0.485757E+06   0.485429E+06   0.491251E+06  -0.602384E+00   0.483933E+06   0.483932E+06   0.355677E+01
   0.194163E-03   0.485416E+06   0.485413E+06   0.644861E+06   0.644724E+06   0.501331E+06   0.485740E+06   0.485416E+06   0.491231E+06  -0.602358E+00   0.483918E+06   0.483918E+06   0.397454E+01
   0.216981E-03   0.485400E+06   0.485395E+06   0.644253E+06   0.644082E+06   0.501130E+06   0.485720E+06   0.485399E+06   0.491205E+06  -0.602325E+00   0.483901E+06   0.483900E+06   0.444132E+01
   0.242480E-03   0.485379E+06   0.485374E+06   0.643494E+06   0.643281E+06   0.500878E+06   0.485694E+06   0.485378E+06   0.491173E+06  -0.602284E+00   0.483879E+06   0.483878E+06   0.496283E+01
   0.270976E-03   0.485354E+06   0.485347E+06   0.642547E+06   0.642281E+06   0.500564E+06   0.485663E+06   0.485353E+06   0.491133E+06  -0.602232E+00   0.483851E+06   0.483850E+06   0.554547E+01
   0.302821E-03   0.485322E+06   0.485313E+06   0.641366E+06   0.641035E+06   0.500172E+06   0.485623E+06   0.485320E+06   0.491084E+06  -0.602168E+00   0.483816E+06   0.483815E+06   0.619633E+01
   0.338408E-03   0.485281E+06   0.485271E+06   0.639895E+06   0.639483E+06   0.499683E+06   0.485573E+06   0.485280E+06   0.491021E+06  -0.602088E+00   0.483773E+06   0.483772E+06   0.692336E+01
   0.378178E-03   0.485231E+06   0.485218E+06   0.638061E+06   0.637548E+06   0.499073E+06   0.485512E+06   0.485229E+06   0.490944E+06  -0.601988E+00   0.483720E+06   0.483717E+06   0.773538E+01
   0.422621E-03   0.485169E+06   0.485152E+06   0.635778E+06   0.635140E+06   0.498313E+06   0.485434E+06   0.485166E+06   0.490847E+06  -0.601863E+00   0.483652E+06   0.483650E+06   0.864218E+01
   0.472287E-03   0.485091E+06   0.485070E+06   0.632937E+06   0.632144E+06   0.497365E+06   0.485338E+06   0.485088E+06   0.490727E+06  -0.601707E+00   0.483569E+06   0.483565E+06   0.965466E+01
   0.527790E-03   0.484994E+06   0.484967E+06   0.629405E+06   0.628421E+06   0.496185E+06   0.485218E+06   0.484990E+06   0.490577E+06  -0.601513E+00   0.483464E+06   0.483460E+06   0.107849E+02
   0.589815E-03   0.484873E+06   0.484840E+06   0.625018E+06   0.623799E+06   0.494717E+06   0.485068E+06   0.484868E+06   0.490390E+06  -0.601271E+00   0.483334E+06   0.483328E+06   0.120462E+02
   0.659130E-03   0.484722E+06   0.484680E+06   0.619578E+06   0.618071E+06   0.492891E+06   0.484882E+06   0.484715E+06   0.490157E+06  -0.600970E+00   0.483171E+06   0.483164E+06   0.134534E+02
   0.736590E-03   0.484533E+06   0.484482E+06   0.612843E+06   0.610985E+06   0.490623E+06   0.484649E+06   0.484525E+06   0.489867E+06  -0.600595E+00   0.482969E+06   0.482960E+06   0.150227E+02
   0.823153E-03   0.484298E+06   0.484234E+06   0.604524E+06   0.602241E+06   0.487810E+06   0.484360E+06   0.484288E+06   0.489507E+06  -0.600129E+00   0.482716E+06   0.482706E+06   0.167717E+02
   0.919889E-03   0.484006E+06   0.483926E+06   0.594277E+06   0.591481E+06   0.484325E+06   0.484000E+06   0.483994E+06   0.489060E+06  -0.599551E+00   0.482402E+06   0.482389E+06   0.187200E+02
   0.102799E-02   0.483643E+06   0.483542E+06   0.581697E+06   0.578292E+06   0.480019E+06   0.483553E+06   0.483627E+06   0.488506E+06  -0.598833E+00   0.482011E+06   0.481994E+06   0.208884E+02
   0.114880E-02   0.483191E+06   0.483065E+06   0.566320E+06   0.562201E+06   0.474711E+06   0.482998E+06   0.483171E+06   0.487820E+06  -0.597945E+00   0.481524E+06   0.481504E+06   0.232995E+02
   0.128381E-02   0.482630E+06   0.482473E+06   0.547628E+06   0.542683E+06   0.468196E+06   0.482311E+06   0.482605E+06   0.486974E+06  -0.596847E+00   0.480922E+06   0.480896E+06   0.259772E+02
   0.143468E-02   0.481934E+06   0.481739E+06   0.525060E+06   0.519186E+06   0.460226E+06   0.481461E+06   0.481903E+06   0.485932E+06  -0.595495E+00   0.480175E+06   0.480143E+06   0.289468E+02
   0.160328E-02   0.481073E+06   0.480830E+06   0.498048E+06   0.491162E+06   0.450520E+06   0.480413E+06   0.481035E+06   0.484653E+06  -0.593833E+00   0.479249E+06   0.479209E+06   0.322341E+02
   0.179170E-02   0.480010E+06   0.479706E+06   0.466068E+06   0.458134E+06   0.438781E+06   0.479123E+06   0.479962E+06   0.483091E+06  -0.591800E+00   0.478104E+06   0.478054E+06   0.358655E+02
   0.200226E-02   0.478701E+06   0.478322E+06   0.428731E+06   0.419789E+06   0.424698E+06   0.477541E+06   0.478641E+06   0.481192E+06  -0.589325E+00   0.476694E+06   0.476632E+06   0.398667E+02
   0.223756E-02   0.477093E+06   0.476621E+06   0.385907E+06   0.376120E+06   0.407972E+06   0.475612E+06   0.477019E+06   0.478897E+06  -0.586329E+00   0.474963E+06   0.474886E+06   0.442621E+02
   0.250052E-02   0.475129E+06   0.474540E+06   0.337898E+06   0.327602E+06   0.388354E+06   0.473269E+06   0.475036E+06   0.476146E+06  -0.582730E+00   0.472845E+06   0.472750E+06   0.490737E+02
   0.279438E-02   0.472738E+06   0.472005E+06   0.285644E+06   0.275389E+06   0.365707E+06   0.470443E+06   0.472623E+06   0.472875E+06  -0.578442E+00   0.470268E+06   0.470150E+06   0.543200E+02
   0.312277E-02   0.469847E+06   0.468934E+06   0.230934E+06   0.221498E+06   0.340071E+06   0.467061E+06   0.469704E+06   0.469027E+06  -0.573386E+00   0.467150E+06   0.467005E+06   0.600153E+02
   0.348976E-02   0.466375E+06   0.465239E+06   0.176536E+06   0.168879E+06   0.311760E+06   0.463048E+06   0.466197E+06   0.464551E+06  -0.567497E+00   0.463406E+06   0.463227E+06   0.661696E+02
   0.389987E-02   0.462239E+06   0.460827E+06   0.126128E+06   0.121221E+06   0.281440E+06   0.458336E+06   0.462018E+06   0.459410E+06  -0.560728E+00   0.458949E+06   0.458729E+06   0.727888E+02
   0.435818E-02   0.457359E+06   0.455606E+06   0.838521E+05   0.823649E+05   0.250179E+06   0.452865E+06   0.457084E+06   0.453579E+06  -0.553062E+00   0.453697E+06   0.453427E+06   0.798779E+02
   0.487035E-02   0.451662E+06   0.449488E+06   0.533277E+05   0.551904E+05   0.219403E+06   0.446593E+06   0.451321E+06   0.447047E+06  -0.544510E+00   0.447583E+06   0.447252E+06   0.874433E+02
   0.492476E-02   0.451045E+06   0.448824E+06   0.510101E+05   0.531628E+05   0.216414E+06   0.445920E+06   0.450697E+06   0.446354E+06  -0.543607E+00   0.446922E+06   0.446585E+06   0.882265E+02
   0.497979E-02   0.450419E+06   0.448150E+06   0.488291E+05   0.512589E+05   0.213447E+06   0.445239E+06   0.450063E+06   0.445655E+06  -0.542696E+00   0.446252E+06   0.445908E+06   0.890145E+02
   0.503543E-02   0.449784E+06   0.447466E+06   0.467845E+05   0.494770E+05   0.210505E+06   0.444550E+06   0.449421E+06   0.444948E+06  -0.541776E+00   0.445572E+06   0.445221E+06   0.898075E+02
   0.509169E-02   0.449140E+06   0.446772E+06   0.448755E+05   0.478151E+05   0.207588E+06   0.443852E+06   0.448769E+06   0.444234E+06  -0.540847E+00   0.444884E+06   0.444526E+06   0.906053E+02
   0.514858E-02   0.448488E+06   0.446068E+06   0.431008E+05   0.462709E+05   0.204698E+06   0.443146E+06   0.448108E+06   0.443513E+06  -0.539910E+00   0.444186E+06   0.443821E+06   0.914082E+02
   0.520610E-02   0.447826E+06   0.445354E+06   0.414590E+05   0.448415E+05   0.201837E+06   0.442431E+06   0.447439E+06   0.442784E+06  -0.538965E+00   0.443479E+06   0.443106E+06   0.922159E+02
   0.526427E-02   0.447155E+06   0.444630E+06   0.399480E+05   0.435239E+05   0.199006E+06   0.441708E+06   0.446759E+06   0.442048E+06  -0.538011E+00   0.442762E+06   0.442382E+06   0.930287E+02
   0.532309E-02   0.446475E+06   0.443896E+06   0.385653E+05   0.423145E+05   0.196207E+06   0.440977E+06   0.446071E+06   0.441305E+06  -0.537048E+00   0.442036E+06   0.441649E+06   0.938464E+02
   0.538256E-02   0.445786E+06   0.443151E+06   0.373082E+05   0.412095E+05   0.193440E+06   0.440237E+06   0.445373E+06   0.440554E+06  -0.536078E+00   0.441301E+06   0.440906E+06   0.946692E+02
   0.544270E-02   0.445088E+06   0.442396E+06   0.361734E+05   0.402045E+05   0.190708E+06   0.439488E+06   0.444666E+06   0.439796E+06  -0.535098E+00   0.440557E+06   0.440154E+06   0.954970E+02
   0.550352E-02   0.444381E+06   0.441631E+06   0.351571E+05   0.392950E+05   0.188011E+06   0.438731E+06   0.443950E+06   0.439031E+06  -0.534111E+00   0.439803E+06   0.439392E+06   0.963299E+02
   0.556501E-02   0.443664E+06   0.440855E+06   0.342552E+05   0.384761E+05   0.185350E+06   0.437966E+06   0.443224E+06   0.438258E+06  -0.533115E+00   0.439040E+06   0.438621E+06   0.971679E+02
   0.562719E-02   0.442938E+06   0.440069E+06   0.334632E+05   0.377425E+05   0.182727E+06   0.437192E+06   0.442488E+06   0.437477E+06  -0.532111E+00   0.438268E+06   0.437840E+06   0.980110E+02
   0.569006E-02   0.442203E+06   0.439272E+06   0.327760E+05   0.370887E+05   0.180142E+06   0.436410E+06   0.441743E+06   0.436689E+06  -0.531099E+00   0.437486E+06   0.437049E+06   0.988591E+02
   0.575363E-02   0.441458E+06   0.438464E+06   0.321884E+05   0.365088E+05   0.177597E+06   0.435619E+06   0.440989E+06   0.435893E+06  -0.530078E+00   0.436694E+06   0.436249E+06   0.997125E+02
   0.581792E-02   0.440704E+06   0.437646E+06   0.316945E+05   0.359967E+05   0.175091E+06   0.434819E+06   0.440225E+06   0.435089E+06  -0.529049E+00   0.435894E+06   0.435440E+06   0.100571E+03
   0.588292E-02   0.439941E+06   0.436817E+06   0.312882E+05   0.355463E+05   0.172627E+06   0.434011E+06   0.439451E+06   0.434277E+06  -0.528011E+00   0.435084E+06   0.434621E+06   0.101435E+03
   0.594865E-02   0.439168E+06   0.435978E+06   0.309632E+05   0.351510E+05   0.170204E+06   0.433194E+06   0.438668E+06   0.433458E+06  -0.526965E+00   0.434264E+06   0.433792E+06   0.102304E+03
   0.601512E-02   0.438386E+06   0.435127E+06   0.307125E+05   0.348041E+05   0.167823E+06   0.432369E+06   0.437875E+06   0.432630E+06  -0.525910E+00   0.433435E+06   0.432954E+06   0.103178E+03
   0.608233E-02   0.437594E+06   0.434266E+06   0.305293E+05   0.344991E+05   0.165485E+06   0.431535E+06   0.437072E+06   0.431795E+06  -0.524847E+00   0.432597E+06   0.432106E+06   0.104057E+03
   0.615028E-02   0.436792E+06   0.433394E+06   0.304060E+05   0.342290E+05   0.163189E+06   0.430692E+06   0.436260E+06   0.430951E+06  -0.523776E+00   0.431750E+06   0.431249E+06   0.104942E+03
   0.621900E-02   0.435982E+06   0.432510E+06   0.303354E+05   0.339872E+05   0.160936E+06   0.429841E+06   0.435438E+06   0.430099E+06  -0.522696E+00   0.430893E+06   0.430382E+06   0.105832E+03
   0.628849E-02   0.435161E+06   0.431616E+06   0.303095E+05   0.337667E+05   0.158726E+06   0.428981E+06   0.434606E+06   0.429239E+06  -0.521607E+00   0.430026E+06   0.429506E+06   0.106727E+03
   0.635875E-02   0.434331E+06   0.430711E+06   0.303206E+05   0.335609E+05   0.156558E+06   0.428112E+06   0.433764E+06   0.428370E+06  -0.520509E+00   0.429151E+06   0.428620E+06   0.107627E+03
   0.642980E-02   0.433492E+06   0.429794E+06   0.303609E+05   0.333632E+05   0.154434E+06   0.427234E+06   0.432912E+06   0.427493E+06  -0.519403E+00   0.428266E+06   0.427725E+06   0.108533E+03
   0.650164E-02   0.432643E+06   0.428867E+06   0.304222E+05   0.331671E+05   0.152351E+06   0.426348E+06   0.432051E+06   0.426607E+06  -0.518288E+00   0.427372E+06   0.426820E+06   0.109444E+03
   0.657428E-02   0.431784E+06   0.427928E+06   0.304968E+05   0.329666E+05   0.150310E+06   0.425453E+06   0.431180E+06   0.425713E+06  -0.517164E+00   0.426468E+06   0.425906E+06   0.110361E+03
   0.664773E-02   0.430916E+06   0.426978E+06   0.305767E+05   0.327555E+05   0.148311E+06   0.424549E+06   0.430299E+06   0.424810E+06  -0.516030E+00   0.425556E+06   0.424982E+06   0.111283E+03
   0.672201E-02   0.430038E+06   0.426017E+06   0.306542E+05   0.325285E+05   0.146352E+06   0.423636E+06   0.429408E+06   0.423897E+06  -0.514888E+00   0.424634E+06   0.424049E+06   0.112210E+03
   0.679711E-02   0.429150E+06   0.425044E+06   0.307219E+05   0.322803E+05   0.144433E+06   0.422715E+06   0.428507E+06   0.422976E+06  -0.513736E+00   0.423703E+06   0.423106E+06   0.113142E+03
   0.687306E-02   0.428253E+06   0.424060E+06   0.307724E+05   0.320060E+05   0.142552E+06   0.421784E+06   0.427596E+06   0.422046E+06  -0.512575E+00   0.422762E+06   0.422154E+06   0.114080E+03
   0.694985E-02   0.427346E+06   0.423064E+06   0.307988E+05   0.317016E+05   0.140710E+06   0.420844E+06   0.426675E+06   0.421107E+06  -0.511405E+00   0.421812E+06   0.421193E+06   0.115023E+03
   0.702750E-02   0.426429E+06   0.422058E+06   0.307945E+05   0.313631E+05   0.138904E+06   0.419896E+06   0.425744E+06   0.420158E+06  -0.510225E+00   0.420854E+06   0.420222E+06   0.115972E+03
   0.710602E-02   0.425503E+06   0.421039E+06   0.307534E+05   0.309875E+05   0.137133E+06   0.418938E+06   0.424803E+06   0.419200E+06  -0.509035E+00   0.419885E+06   0.419241E+06   0.116925E+03
   0.718542E-02   0.424567E+06   0.420009E+06   0.306699E+05   0.305721E+05   0.135396E+06   0.417971E+06   0.423852E+06   0.418232E+06  -0.507835E+00   0.418908E+06   0.418251E+06   0.117884E+03
