#           k/h    P           
    0.10000E-03    0.34918E+00
    0.10202E-03    0.35602E+00
    0.10408E-03    0.36299E+00
    0.10618E-03    0.37010E+00
    0.10833E-03    0.37735E+00
    0.11052E-03    0.38474E+00
    0.11275E-03    0.39227E+00
    0.11503E-03    0.39996E+00
    0.11735E-03    0.40779E+00
    0.11972E-03    0.41578E+00
    0.12214E-03    0.42392E+00
    0.12461E-03    0.43222E+00
    0.12712E-03    0.44068E+00
    0.12969E-03    0.44931E+00
    0.13231E-03    0.45811E+00
    0.13499E-03    0.46708E+00
    0.13771E-03    0.47623E+00
    0.14049E-03    0.48555E+00
    0.14333E-03    0.49506E+00
    0.14623E-03    0.50476E+00
    0.14918E-03    0.51464E+00
    0.15220E-03    0.52472E+00
    0.15527E-03    0.53499E+00
    0.15841E-03    0.54546E+00
    0.16161E-03    0.55614E+00
    0.16487E-03    0.56703E+00
    0.16820E-03    0.57813E+00
    0.17160E-03    0.58945E+00
    0.17507E-03    0.60099E+00
    0.17860E-03    0.61276E+00
    0.18221E-03    0.62475E+00
    0.18589E-03    0.63698E+00
    0.18965E-03    0.64945E+00
    0.19348E-03    0.66216E+00
    0.19739E-03    0.67513E+00
    0.20138E-03    0.68834E+00
    0.20544E-03    0.70181E+00
    0.20959E-03    0.71555E+00
    0.21383E-03    0.72955E+00
    0.21815E-03    0.74383E+00
    0.22255E-03    0.75839E+00
    0.22705E-03    0.77323E+00
    0.23164E-03    0.78836E+00
    0.23632E-03    0.80378E+00
    0.24109E-03    0.81951E+00
    0.24596E-03    0.83554E+00
    0.25093E-03    0.85189E+00
    0.25600E-03    0.86856E+00
    0.26117E-03    0.88555E+00
    0.26645E-03    0.90287E+00
    0.27183E-03    0.92053E+00
    0.27732E-03    0.93853E+00
    0.28292E-03    0.95689E+00
    0.28864E-03    0.97560E+00
    0.29447E-03    0.99468E+00
    0.30042E-03    0.10141E+01
    0.30649E-03    0.10340E+01
    0.31268E-03    0.10542E+01
    0.31899E-03    0.10748E+01
    0.32544E-03    0.10958E+01
    0.33201E-03    0.11172E+01
    0.33872E-03    0.11390E+01
    0.34556E-03    0.11613E+01
    0.35254E-03    0.11840E+01
    0.35966E-03    0.12071E+01
    0.36693E-03    0.12307E+01
    0.37434E-03    0.12547E+01
    0.38190E-03    0.12792E+01
    0.38962E-03    0.13042E+01
    0.39749E-03    0.13297E+01
    0.40552E-03    0.13557E+01
    0.41371E-03    0.13821E+01
    0.42207E-03    0.14091E+01
    0.43060E-03    0.14366E+01
    0.43929E-03    0.14646E+01
    0.44817E-03    0.14932E+01
    0.45722E-03    0.15223E+01
    0.46646E-03    0.15520E+01
    0.47588E-03    0.15823E+01
    0.48550E-03    0.16131E+01
    0.49530E-03    0.16446E+01
    0.50531E-03    0.16766E+01
    0.51552E-03    0.17093E+01
    0.52593E-03    0.17426E+01
    0.53656E-03    0.17765E+01
    0.54739E-03    0.18111E+01
    0.55845E-03    0.18463E+01
    0.56973E-03    0.18823E+01
    0.58124E-03    0.19189E+01
    0.59299E-03    0.19562E+01
    0.60496E-03    0.19942E+01
    0.61719E-03    0.20330E+01
    0.62965E-03    0.20725E+01
    0.64237E-03    0.21128E+01
    0.65535E-03    0.21538E+01
    0.66859E-03    0.21956E+01
    0.68210E-03    0.22382E+01
    0.69588E-03    0.22816E+01
    0.70993E-03    0.23259E+01
    0.72427E-03    0.23709E+01
    0.73891E-03    0.24169E+01
    0.75383E-03    0.24637E+01
    0.76906E-03    0.25113E+01
    0.78460E-03    0.25599E+01
    0.80045E-03    0.26094E+01
    0.81662E-03    0.26598E+01
    0.83311E-03    0.27112E+01
    0.84994E-03    0.27636E+01
    0.86711E-03    0.28169E+01
    0.88463E-03    0.28712E+01
    0.90250E-03    0.29265E+01
    0.92073E-03    0.29828E+01
    0.93933E-03    0.30402E+01
    0.95831E-03    0.30987E+01
    0.97767E-03    0.31582E+01
    0.99742E-03    0.32189E+01
    0.10176E-02    0.32806E+01
    0.10381E-02    0.33435E+01
    0.10591E-02    0.34075E+01
    0.10805E-02    0.34727E+01
    0.11023E-02    0.35391E+01
    0.11246E-02    0.36066E+01
    0.11473E-02    0.36754E+01
    0.11705E-02    0.37455E+01
    0.11941E-02    0.38168E+01
    0.12182E-02    0.38893E+01
    0.12429E-02    0.39632E+01
    0.12680E-02    0.40384E+01
    0.12936E-02    0.41148E+01
    0.13197E-02    0.41927E+01
    0.13464E-02    0.42719E+01
    0.13736E-02    0.43525E+01
    0.14013E-02    0.44344E+01
    0.14296E-02    0.45178E+01
    0.14585E-02    0.46026E+01
    0.14880E-02    0.46889E+01
    0.15180E-02    0.47766E+01
    0.15487E-02    0.48658E+01
    0.15800E-02    0.49565E+01
    0.16119E-02    0.50487E+01
    0.16445E-02    0.51425E+01
    0.16777E-02    0.52377E+01
    0.17116E-02    0.53346E+01
    0.17462E-02    0.54330E+01
    0.17814E-02    0.55329E+01
    0.18174E-02    0.56345E+01
    0.18541E-02    0.57377E+01
    0.18916E-02    0.58424E+01
    0.19298E-02    0.59488E+01
    0.19688E-02    0.60569E+01
    0.20086E-02    0.61665E+01
    0.20491E-02    0.62779E+01
    0.20905E-02    0.63908E+01
    0.21328E-02    0.65055E+01
    0.21758E-02    0.66218E+01
    0.22198E-02    0.67397E+01
    0.22646E-02    0.68594E+01
    0.23104E-02    0.69807E+01
    0.23571E-02    0.71037E+01
    0.24047E-02    0.72283E+01
    0.24533E-02    0.73546E+01
    0.25028E-02    0.74826E+01
    0.25534E-02    0.76122E+01
    0.26050E-02    0.77434E+01
    0.26576E-02    0.78763E+01
    0.27113E-02    0.80108E+01
    0.27660E-02    0.81469E+01
    0.28219E-02    0.82846E+01
    0.28789E-02    0.84239E+01
    0.29371E-02    0.85648E+01
    0.29964E-02    0.87072E+01
    0.30569E-02    0.88511E+01
    0.31187E-02    0.89965E+01
    0.31817E-02    0.91434E+01
    0.32460E-02    0.92917E+01
    0.33115E-02    0.94414E+01
    0.33784E-02    0.95925E+01
    0.34467E-02    0.97450E+01
    0.35163E-02    0.98987E+01
    0.35874E-02    0.10054E+02
    0.36598E-02    0.10210E+02
    0.37338E-02    0.10367E+02
    0.38092E-02    0.10526E+02
    0.38861E-02    0.10686E+02
    0.39646E-02    0.10847E+02
    0.40447E-02    0.11008E+02
    0.41264E-02    0.11171E+02
    0.42098E-02    0.11335E+02
    0.42948E-02    0.11500E+02
    0.43816E-02    0.11665E+02
    0.44701E-02    0.11831E+02
    0.45604E-02    0.11998E+02
    0.46525E-02    0.12165E+02
    0.47465E-02    0.12334E+02
    0.48424E-02    0.12502E+02
    0.49402E-02    0.12671E+02
    0.50400E-02    0.12841E+02
    0.51419E-02    0.13011E+02
    0.52457E-02    0.13181E+02
    0.53517E-02    0.13351E+02
    0.54598E-02    0.13521E+02
    0.55701E-02    0.13692E+02
    0.56826E-02    0.13862E+02
    0.57974E-02    0.14033E+02
    0.59145E-02    0.14203E+02
    0.60340E-02    0.14373E+02
    0.61559E-02    0.14542E+02
    0.62803E-02    0.14712E+02
    0.64072E-02    0.14880E+02
    0.65366E-02    0.15048E+02
    0.66686E-02    0.15215E+02
    0.68033E-02    0.15382E+02
    0.69408E-02    0.15547E+02
    0.70810E-02    0.15711E+02
    0.72240E-02    0.15874E+02
    0.73700E-02    0.16036E+02
    0.75189E-02    0.16196E+02
    0.76708E-02    0.16355E+02
    0.78257E-02    0.16511E+02
    0.79838E-02    0.16666E+02
    0.81451E-02    0.16819E+02
    0.83096E-02    0.16969E+02
    0.84775E-02    0.17117E+02
    0.86488E-02    0.17262E+02
    0.88235E-02    0.17405E+02
    0.90017E-02    0.17544E+02
    0.91836E-02    0.17681E+02
    0.93691E-02    0.17814E+02
    0.95583E-02    0.17943E+02
    0.97514E-02    0.18069E+02
