#    L    TT             EE             TE             PP             TP          
     2    0.12850E+04    0.15562E-05    0.34162E-01    0.12716E+07    0.35868E+05
     3    0.12345E+04    0.73583E-05    0.77719E-01    0.19554E+07    0.42301E+05
     4    0.11880E+04    0.21199E-04    0.13281E+00    0.25625E+07    0.45190E+05
     5    0.11552E+04    0.47832E-04    0.19835E+00    0.30976E+07    0.46253E+05
     6    0.11344E+04    0.92893E-04    0.27347E+00    0.35687E+07    0.46327E+05
     7    0.11225E+04    0.16283E-03    0.35729E+00    0.39854E+07    0.45843E+05
     8    0.11169E+04    0.26478E-03    0.44873E+00    0.43555E+07    0.45037E+05
     9    0.11164E+04    0.40670E-03    0.54705E+00    0.46857E+07    0.44042E+05
    10    0.11196E+04    0.59677E-03    0.65112E+00    0.49805E+07    0.42939E+05
    11    0.11258E+04    0.84440E-03    0.76022E+00    0.52456E+07    0.41805E+05
    12    0.11350E+04    0.11589E-02    0.87408E+00    0.54823E+07    0.40642E+05
    13    0.11459E+04    0.15503E-02    0.99061E+00    0.56964E+07    0.39519E+05
    14    0.11583E+04    0.20282E-02    0.11093E+01    0.58882E+07    0.38401E+05
    15    0.11719E+04    0.26041E-02    0.12290E+01    0.60618E+07    0.37321E+05
    16    0.11872E+04    0.32897E-02    0.13504E+01    0.62184E+07    0.36261E+05
    17    0.12034E+04    0.40964E-02    0.14712E+01    0.63585E+07    0.35242E+05
    18    0.12200E+04    0.50334E-02    0.15902E+01    0.64855E+07    0.34262E+05
    19    0.12386E+04    0.61184E-02    0.17084E+01    0.65999E+07    0.33331E+05
    20    0.12576E+04    0.73571E-02    0.18240E+01    0.67021E+07    0.32425E+05
    21    0.12771E+04    0.87633E-02    0.19356E+01    0.67938E+07    0.31559E+05
    22    0.12972E+04    0.10350E-01    0.20431E+01    0.68761E+07    0.30729E+05
    23    0.13178E+04    0.12129E-01    0.21456E+01    0.69497E+07    0.29933E+05
    24    0.13389E+04    0.14112E-01    0.22412E+01    0.70147E+07    0.29175E+05
    25    0.13605E+04    0.16312E-01    0.23304E+01    0.70725E+07    0.28448E+05
    26    0.13826E+04    0.18740E-01    0.24130E+01    0.71234E+07    0.27747E+05
    27    0.14051E+04    0.21409E-01    0.24876E+01    0.71678E+07    0.27074E+05
    28    0.14278E+04    0.24331E-01    0.25530E+01    0.72064E+07    0.26431E+05
    29    0.14512E+04    0.27516E-01    0.26082E+01    0.72394E+07    0.25818E+05
    30    0.14748E+04    0.30977E-01    0.26545E+01    0.72676E+07    0.25225E+05
    31    0.14986E+04    0.34725E-01    0.26904E+01    0.72906E+07    0.24652E+05
    32    0.15229E+04    0.38771E-01    0.27147E+01    0.73096E+07    0.24104E+05
    33    0.15475E+04    0.43126E-01    0.27258E+01    0.73246E+07    0.23581E+05
    34    0.15723E+04    0.47798E-01    0.27254E+01    0.73357E+07    0.23075E+05
    35    0.15975E+04    0.52799E-01    0.27126E+01    0.73432E+07    0.22586E+05
    36    0.16228E+04    0.58139E-01    0.26861E+01    0.73476E+07    0.22115E+05
    37    0.16486E+04    0.63828E-01    0.26447E+01    0.73490E+07    0.21664E+05
