#    L    TT             EE             BB             TE          
     2    0.86939E+03    0.33321E-05    0.21911E-05    0.25319E-01
     3    0.84846E+03    0.97870E-05    0.43829E-05    0.57186E-01
     4    0.82567E+03    0.22895E-04    0.73060E-05    0.97533E-01
     5    0.80939E+03    0.46172E-04    0.10961E-04    0.14563E+00
     6    0.79951E+03    0.83790E-04    0.15350E-04    0.20083E+00
     7    0.79469E+03    0.14053E-03    0.20472E-04    0.26252E+00
     8    0.79334E+03    0.22169E-03    0.26330E-04    0.32992E+00
     9    0.79491E+03    0.33316E-03    0.32924E-04    0.40251E+00
    10    0.79868E+03    0.48105E-03    0.40255E-04    0.47946E+00
    11    0.80414E+03    0.67232E-03    0.48327E-04    0.56028E+00
    12    0.81149E+03    0.91395E-03    0.57138E-04    0.64475E+00
    13    0.81977E+03    0.12133E-02    0.66693E-04    0.73139E+00
    14    0.82892E+03    0.15776E-02    0.76991E-04    0.81979E+00
    15    0.83877E+03    0.20154E-02    0.88034E-04    0.90922E+00
    16    0.84966E+03    0.25354E-02    0.99826E-04    0.10000E+01
    17    0.86108E+03    0.31461E-02    0.11237E-03    0.10907E+01
    18    0.87268E+03    0.38543E-02    0.12566E-03    0.11804E+01
    19    0.88554E+03    0.46732E-02    0.13970E-03    0.12697E+01
    20    0.89855E+03    0.56071E-02    0.15450E-03    0.13573E+01
    21    0.91190E+03    0.66663E-02    0.17005E-03    0.14423E+01
    22    0.92554E+03    0.78602E-02    0.18636E-03    0.15246E+01
    23    0.93948E+03    0.91981E-02    0.20342E-03    0.16036E+01
    24    0.95370E+03    0.10688E-01    0.22125E-03    0.16778E+01
    25    0.96818E+03    0.12340E-01    0.23984E-03    0.17475E+01
    26    0.98292E+03    0.14163E-01    0.25919E-03    0.18128E+01
    27    0.99791E+03    0.16165E-01    0.27930E-03    0.18726E+01
    28    0.10130E+04    0.18357E-01    0.30018E-03    0.19259E+01
    29    0.10284E+04    0.20745E-01    0.32183E-03    0.19721E+01
    30    0.10440E+04    0.23338E-01    0.34424E-03    0.20121E+01
    31    0.10597E+04    0.26146E-01    0.36742E-03    0.20447E+01
    32    0.10756E+04    0.29176E-01    0.39137E-03    0.20694E+01
    33    0.10917E+04    0.32436E-01    0.41608E-03    0.20847E+01
    34    0.11079E+04    0.35933E-01    0.44157E-03    0.20917E+01
    35    0.11243E+04    0.39675E-01    0.46783E-03    0.20901E+01
    36    0.11408E+04    0.43670E-01    0.49485E-03    0.20788E+01
    37    0.11575E+04    0.47924E-01    0.52265E-03    0.20571E+01
    38    0.11743E+04    0.52445E-01    0.55122E-03    0.20254E+01
    39    0.11913E+04    0.57235E-01    0.58055E-03    0.19831E+01
    40    0.12084E+04    0.62301E-01    0.61066E-03    0.19294E+01
    41    0.12257E+04    0.67652E-01    0.64154E-03    0.18638E+01
    42    0.12431E+04    0.73293E-01    0.67319E-03    0.17870E+01
    43    0.12607E+04    0.79227E-01    0.70561E-03    0.16996E+01
    44    0.12783E+04    0.85452E-01    0.73880E-03    0.16000E+01
    45    0.12961E+04    0.91977E-01    0.77277E-03    0.14868E+01
    46    0.13142E+04    0.98816E-01    0.80750E-03    0.13610E+01
    47    0.13323E+04    0.10595E+00    0.84300E-03    0.12235E+01
    48    0.13505E+04    0.11340E+00    0.87926E-03    0.10731E+01
    49    0.13690E+04    0.12116E+00    0.91630E-03    0.90870E+00
    50    0.13877E+04    0.12924E+00    0.95410E-03    0.73093E+00
    51    0.14063E+04    0.13764E+00    0.99267E-03    0.54062E+00
    52    0.14254E+04    0.14633E+00    0.10320E-02    0.33682E+00
    53    0.14446E+04    0.15535E+00    0.10721E-02    0.11846E+00
    54    0.14638E+04    0.16468E+00    0.11130E-02   -0.11362E+00
    55    0.14832E+04    0.17432E+00    0.11546E-02   -0.35860E+00
    56    0.15029E+04    0.18428E+00    0.11970E-02   -0.61730E+00
    57    0.15227E+04    0.19455E+00    0.12401E-02   -0.89062E+00
    58    0.15428E+04    0.20513E+00    0.12841E-02   -0.11781E+01
    59    0.15630E+04    0.21602E+00    0.13287E-02   -0.14790E+01
    60    0.15833E+04    0.22718E+00    0.13742E-02   -0.17920E+01
    61    0.16042E+04    0.23863E+00    0.14204E-02   -0.21165E+01
    62    0.16250E+04    0.25036E+00    0.14673E-02   -0.24539E+01
    63    0.16459E+04    0.26236E+00    0.15151E-02   -0.28056E+01
    64    0.16673E+04    0.27469E+00    0.15635E-02   -0.31736E+01
    65    0.16886E+04    0.28734E+00    0.16128E-02   -0.35590E+01
    66    0.17102E+04    0.30027E+00    0.16628E-02   -0.39605E+01
    67    0.17319E+04    0.31348E+00    0.17135E-02   -0.43758E+01
    68    0.17540E+04    0.32697E+00    0.17650E-02   -0.48032E+01
    69    0.17762E+04    0.34067E+00    0.18173E-02   -0.52401E+01
    70    0.17988E+04    0.35461E+00    0.18703E-02   -0.56867E+01
    71    0.18216E+04    0.36874E+00    0.19241E-02   -0.61443E+01
    72    0.18446E+04    0.38306E+00    0.19787E-02   -0.66143E+01
    73    0.18677E+04    0.39754E+00    0.20340E-02   -0.70972E+01
    74    0.18911E+04    0.41219E+00    0.20900E-02   -0.75924E+01
    75    0.19147E+04    0.42705E+00    0.21469E-02   -0.80986E+01
    76    0.19385E+04    0.44212E+00    0.22044E-02   -0.86161E+01
    77    0.19625E+04    0.45739E+00    0.22628E-02   -0.91446E+01
    78    0.19869E+04    0.47287E+00    0.23219E-02   -0.96855E+01
    79    0.20115E+04    0.48851E+00    0.23818E-02   -0.10235E+02
    80    0.20363E+04    0.50428E+00    0.24424E-02   -0.10793E+02
    81    0.20614E+04    0.52014E+00    0.25038E-02   -0.11362E+02
    82    0.20868E+04    0.53610E+00    0.25660E-02   -0.11939E+02
    83    0.21123E+04    0.55214E+00    0.26290E-02   -0.12527E+02
    84    0.21382E+04    0.56825E+00    0.26927E-02   -0.13121E+02
    85    0.21642E+04    0.58442E+00    0.27572E-02   -0.13725E+02
    86    0.21904E+04    0.60064E+00    0.28225E-02   -0.14336E+02
    87    0.22171E+04    0.61690E+00    0.28885E-02   -0.14954E+02
    88    0.22438E+04    0.63319E+00    0.29554E-02   -0.15579E+02
    89    0.22708E+04    0.64951E+00    0.30230E-02   -0.16211E+02
    90    0.22981E+04    0.66581E+00    0.30914E-02   -0.16848E+02
    91    0.23256E+04    0.68208E+00    0.31606E-02   -0.17491E+02
    92    0.23533E+04    0.69831E+00    0.32306E-02   -0.18137E+02
    93    0.23814E+04    0.71449E+00    0.33014E-02   -0.18789E+02
    94    0.24095E+04    0.73058E+00    0.33730E-02   -0.19443E+02
    95    0.24380E+04    0.74659E+00    0.34454E-02   -0.20101E+02
    96    0.24664E+04    0.76249E+00    0.35187E-02   -0.20762E+02
    97    0.24953E+04    0.77827E+00    0.35927E-02   -0.21426E+02
    98    0.25244E+04    0.79392E+00    0.36675E-02   -0.22090E+02
    99    0.25536E+04    0.80941E+00    0.37432E-02   -0.22757E+02
   100    0.25830E+04    0.82473E+00    0.38197E-02   -0.23422E+02
   101    0.26127E+04    0.83993E+00    0.38970E-02   -0.24089E+02
   102    0.26428E+04    0.85488E+00    0.39752E-02   -0.24756E+02
   103    0.26728E+04    0.86964E+00    0.40542E-02   -0.25422E+02
   104    0.27031E+04    0.88421E+00    0.41341E-02   -0.26085E+02
   105    0.27336E+04    0.89852E+00    0.42148E-02   -0.26747E+02
   106    0.27642E+04    0.91264E+00    0.42964E-02   -0.27407E+02
   107    0.27948E+04    0.92641E+00    0.43788E-02   -0.28063E+02
   108    0.28257E+04    0.93992E+00    0.44621E-02   -0.28715E+02
   109    0.28568E+04    0.95309E+00    0.45462E-02   -0.29364E+02
   110    0.28880E+04    0.96590E+00    0.46313E-02   -0.30006E+02
   111    0.29193E+04    0.97845E+00    0.47172E-02   -0.30643E+02
   112    0.29508E+04    0.99065E+00    0.48041E-02   -0.31276E+02
   113    0.29825E+04    0.10025E+01    0.48918E-02   -0.31901E+02
   114    0.30143E+04    0.10139E+01    0.49804E-02   -0.32519E+02
   115    0.30463E+04    0.10251E+01    0.50699E-02   -0.33129E+02
   116    0.30783E+04    0.10357E+01    0.51604E-02   -0.33730E+02
   117    0.31105E+04    0.10459E+01    0.52518E-02   -0.34322E+02
   118    0.31430E+04    0.10559E+01    0.53441E-02   -0.34906E+02
   119    0.31754E+04    0.10654E+01    0.54373E-02   -0.35479E+02
   120    0.32080E+04    0.10743E+01    0.55315E-02   -0.36041E+02
   121    0.32406E+04    0.10830E+01    0.56266E-02   -0.36592E+02
   122    0.32732E+04    0.10911E+01    0.57227E-02   -0.37131E+02
   123    0.33059E+04    0.10987E+01    0.58198E-02   -0.37658E+02
   124    0.33387E+04    0.11059E+01    0.59178E-02   -0.38171E+02
   125    0.33715E+04    0.11125E+01    0.60168E-02   -0.38671E+02
   126    0.34043E+04    0.11188E+01    0.61167E-02   -0.39157E+02
   127    0.34371E+04    0.11245E+01    0.62177E-02   -0.39629E+02
   128    0.34700E+04    0.11297E+01    0.63196E-02   -0.40086E+02
   129    0.35028E+04    0.11344E+01    0.64226E-02   -0.40527E+02
   130    0.35357E+04    0.11385E+01    0.65265E-02   -0.40951E+02
   131    0.35686E+04    0.11422E+01    0.66315E-02   -0.41361E+02
   132    0.36015E+04    0.11453E+01    0.67375E-02   -0.41752E+02
   133    0.36343E+04    0.11480E+01    0.68445E-02   -0.42126E+02
   134    0.36672E+04    0.11501E+01    0.69525E-02   -0.42481E+02
   135    0.37000E+04    0.11517E+01    0.70616E-02   -0.42818E+02
   136    0.37326E+04    0.11527E+01    0.71717E-02   -0.43134E+02
   137    0.37652E+04    0.11532E+01    0.72828E-02   -0.43431E+02
   138    0.37978E+04    0.11532E+01    0.73950E-02   -0.43708E+02
   139    0.38301E+04    0.11527E+01    0.75083E-02   -0.43964E+02
   140    0.38625E+04    0.11516E+01    0.76226E-02   -0.44200E+02
   141    0.38947E+04    0.11500E+01    0.77380E-02   -0.44413E+02
   142    0.39268E+04    0.11479E+01    0.78545E-02   -0.44605E+02
   143    0.39589E+04    0.11453E+01    0.79721E-02   -0.44776E+02
   144    0.39908E+04    0.11421E+01    0.80907E-02   -0.44924E+02
   145    0.40225E+04    0.11386E+01    0.82104E-02   -0.45049E+02
   146    0.40542E+04    0.11344E+01    0.83312E-02   -0.45151E+02
   147    0.40856E+04    0.11298E+01    0.84531E-02   -0.45229E+02
   148    0.41169E+04    0.11247E+01    0.85761E-02   -0.45284E+02
   149    0.41481E+04    0.11191E+01    0.87002E-02   -0.45315E+02
   150    0.41789E+04    0.11131E+01    0.88254E-02   -0.45320E+02
   151    0.42096E+04    0.11067E+01    0.89517E-02   -0.45301E+02
   152    0.42400E+04    0.10997E+01    0.90791E-02   -0.45256E+02
   153    0.42703E+04    0.10923E+01    0.92077E-02   -0.45185E+02
   154    0.43003E+04    0.10846E+01    0.93373E-02   -0.45089E+02
   155    0.43300E+04    0.10765E+01    0.94681E-02   -0.44967E+02
   156    0.43594E+04    0.10680E+01    0.96000E-02   -0.44819E+02
   157    0.43886E+04    0.10591E+01    0.97329E-02   -0.44644E+02
   158    0.44175E+04    0.10500E+01    0.98671E-02   -0.44442E+02
   159    0.44461E+04    0.10404E+01    0.10002E-01   -0.44214E+02
   160    0.44745E+04    0.10305E+01    0.10139E-01   -0.43958E+02
   161    0.45025E+04    0.10205E+01    0.10276E-01   -0.43675E+02
   162    0.45302E+04    0.10101E+01    0.10415E-01   -0.43366E+02
   163    0.45577E+04    0.99938E+00    0.10554E-01   -0.43028E+02
   164    0.45847E+04    0.98850E+00    0.10695E-01   -0.42665E+02
   165    0.46115E+04    0.97735E+00    0.10837E-01   -0.42272E+02
   166    0.46380E+04    0.96610E+00    0.10980E-01   -0.41852E+02
   167    0.46641E+04    0.95451E+00    0.11124E-01   -0.41406E+02
   168    0.46898E+04    0.94297E+00    0.11270E-01   -0.40931E+02
   169    0.47151E+04    0.93118E+00    0.11416E-01   -0.40427E+02
   170    0.47400E+04    0.91936E+00    0.11564E-01   -0.39896E+02
   171    0.47644E+04    0.90752E+00    0.11712E-01   -0.39336E+02
   172    0.47884E+04    0.89559E+00    0.11862E-01   -0.38749E+02
   173    0.48119E+04    0.88358E+00    0.12013E-01   -0.38134E+02
   174    0.48351E+04    0.87177E+00    0.12165E-01   -0.37492E+02
   175    0.48578E+04    0.85989E+00    0.12318E-01   -0.36821E+02
   176    0.48800E+04    0.84814E+00    0.12472E-01   -0.36123E+02
   177    0.49018E+04    0.83648E+00    0.12627E-01   -0.35398E+02
   178    0.49230E+04    0.82511E+00    0.12783E-01   -0.34645E+02
   179    0.49438E+04    0.81375E+00    0.12940E-01   -0.33864E+02
   180    0.49642E+04    0.80262E+00    0.13098E-01   -0.33057E+02
   181    0.49841E+04    0.79173E+00    0.13258E-01   -0.32224E+02
   182    0.50035E+04    0.78116E+00    0.13418E-01   -0.31363E+02
   183    0.50223E+04    0.77082E+00    0.13579E-01   -0.30476E+02
   184    0.50407E+04    0.76081E+00    0.13742E-01   -0.29562E+02
   185    0.50586E+04    0.75126E+00    0.13905E-01   -0.28624E+02
   186    0.50757E+04    0.74205E+00    0.14070E-01   -0.27659E+02
   187    0.50926E+04    0.73332E+00    0.14235E-01   -0.26668E+02
