#    L    TT             EE             TE             PP             TP          
     2    0.11637E+04    0.14457E-05    0.32002E-01    0.12304E+07    0.31834E+05
     3    0.11255E+04    0.68400E-05    0.72581E-01    0.18951E+07    0.37808E+05
     4    0.10884E+04    0.19715E-04    0.12392E+00    0.24876E+07    0.40612E+05
     5    0.10619E+04    0.44501E-04    0.18505E+00    0.30123E+07    0.41764E+05
     6    0.10453E+04    0.86455E-04    0.25514E+00    0.34764E+07    0.42010E+05
     7    0.10363E+04    0.15159E-03    0.33339E+00    0.38890E+07    0.41734E+05
     8    0.10324E+04    0.24657E-03    0.41882E+00    0.42572E+07    0.41148E+05
     9    0.10329E+04    0.37882E-03    0.51073E+00    0.45875E+07    0.40373E+05
    10    0.10366E+04    0.55599E-03    0.60809E+00    0.48841E+07    0.39484E+05
    11    0.10428E+04    0.78686E-03    0.71024E+00    0.51523E+07    0.38550E+05
    12    0.10516E+04    0.10802E-02    0.81692E+00    0.53933E+07    0.37577E+05
    13    0.10619E+04    0.14452E-02    0.92622E+00    0.56126E+07    0.36627E+05
    14    0.10734E+04    0.18910E-02    0.10376E+01    0.58103E+07    0.35671E+05
    15    0.10861E+04    0.24284E-02    0.11502E+01    0.59905E+07    0.34738E+05
    16    0.11001E+04    0.30681E-02    0.12644E+01    0.61542E+07    0.33815E+05
    17    0.11149E+04    0.38210E-02    0.13783E+01    0.63018E+07    0.32920E+05
    18    0.11300E+04    0.46957E-02    0.14907E+01    0.64367E+07    0.32053E+05
    19    0.11469E+04    0.57086E-02    0.16026E+01    0.65592E+07    0.31225E+05
    20    0.11640E+04    0.68652E-02    0.17121E+01    0.66698E+07    0.30414E+05
    21    0.11817E+04    0.81783E-02    0.18183E+01    0.67699E+07    0.29634E+05
    22    0.11997E+04    0.96600E-02    0.19207E+01    0.68609E+07    0.28883E+05
    23    0.12182E+04    0.11322E-01    0.20187E+01    0.69432E+07    0.28158E+05
    24    0.12372E+04    0.13174E-01    0.21105E+01    0.70168E+07    0.27465E+05
    25    0.12565E+04    0.15229E-01    0.21966E+01    0.70833E+07    0.26798E+05
    26    0.12762E+04    0.17497E-01    0.22767E+01    0.71429E+07    0.26150E+05
