#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11565E+04    0.30192E-01    0.14252E-02    0.30192E-01    0.13759E-05   -0.19325E-07    0.14252E-02   -0.19325E-07    0.89675E-08
     3    0.11079E+04    0.68772E-01    0.99417E-03    0.68772E-01    0.65033E-05   -0.23229E-07    0.99417E-03   -0.23229E-07    0.54476E-08
     4    0.10641E+04    0.11756E+00    0.74585E-03    0.11756E+00    0.18731E-04   -0.25272E-07    0.74585E-03   -0.25272E-07    0.37642E-08
     5    0.10332E+04    0.17558E+00    0.58576E-03    0.17558E+00    0.42254E-04   -0.26557E-07    0.58576E-03   -0.26557E-07    0.27953E-08
     6    0.10134E+04    0.24206E+00    0.47499E-03    0.24206E+00    0.82046E-04   -0.27392E-07    0.47499E-03   -0.27392E-07    0.21740E-08
     7    0.10020E+04    0.31621E+00    0.39442E-03    0.31621E+00    0.14380E-03   -0.27965E-07    0.39442E-03   -0.27965E-07    0.17470E-08
     8    0.99642E+03    0.39708E+00    0.33358E-03    0.39708E+00    0.23380E-03   -0.28402E-07    0.33358E-03   -0.28402E-07    0.14386E-08
     9    0.99545E+03    0.48400E+00    0.28626E-03    0.48400E+00    0.35907E-03   -0.28768E-07    0.28626E-03   -0.28768E-07    0.12076E-08
    10    0.99801E+03    0.57600E+00    0.24857E-03    0.57600E+00    0.52682E-03   -0.29037E-07    0.24857E-03   -0.29037E-07    0.10291E-08
    11    0.10032E+04    0.67240E+00    0.21811E-03    0.67240E+00    0.74536E-03   -0.29222E-07    0.21811E-03   -0.29222E-07    0.88819E-09
    12    0.10113E+04    0.77297E+00    0.19296E-03    0.77297E+00    0.10229E-02   -0.29300E-07    0.19296E-03   -0.29300E-07    0.77444E-09
    13    0.10208E+04    0.87587E+00    0.17212E-03    0.87587E+00    0.13683E-02   -0.29347E-07    0.17212E-03   -0.29347E-07    0.68147E-09
    14    0.10318E+04    0.98061E+00    0.15447E-03    0.98061E+00    0.17899E-02   -0.29365E-07    0.15447E-03   -0.29365E-07    0.60417E-09
    15    0.10439E+04    0.10863E+01    0.13946E-03    0.10863E+01    0.22981E-02   -0.29388E-07    0.13946E-03   -0.29388E-07    0.53931E-09
    16    0.10576E+04    0.11933E+01    0.12650E-03    0.11933E+01    0.29029E-02   -0.29399E-07    0.12650E-03   -0.29399E-07    0.48427E-09
    17    0.10720E+04    0.12998E+01    0.11529E-03    0.12998E+01    0.36146E-02   -0.29387E-07    0.11529E-03   -0.29387E-07    0.43704E-09
    18    0.10869E+04    0.14047E+01    0.10551E-03    0.14047E+01    0.44412E-02   -0.29352E-07    0.10551E-03   -0.29352E-07    0.39632E-09
    19    0.11036E+04    0.15089E+01    0.96948E-04    0.15089E+01    0.53983E-02   -0.29315E-07    0.96948E-04   -0.29315E-07    0.36091E-09
    20    0.11205E+04    0.16106E+01    0.89355E-04    0.16106E+01    0.64910E-02   -0.29246E-07    0.89355E-04   -0.29246E-07    0.32988E-09
    21    0.11381E+04    0.17088E+01    0.82621E-04    0.17088E+01    0.77314E-02   -0.29162E-07    0.82621E-04   -0.29162E-07    0.30256E-09
    22    0.11561E+04    0.18033E+01    0.76618E-04    0.18033E+01    0.91309E-02   -0.29074E-07    0.76618E-04   -0.29074E-07    0.27840E-09
    23    0.11746E+04    0.18932E+01    0.71240E-04    0.18932E+01    0.10700E-01   -0.28982E-07    0.71240E-04   -0.28982E-07    0.25691E-09
