#    L    TT             EE             BB             TE          
     2    0.11835E+04    0.37951E-05    0.24350E-05    0.29999E-01
     3    0.11300E+04    0.11295E-04    0.48708E-05    0.68435E-01
     4    0.10828E+04    0.26614E-04    0.81196E-05    0.11701E+00
     5    0.10495E+04    0.53889E-04    0.12182E-04    0.17475E+00
     6    0.10280E+04    0.98023E-04    0.17060E-04    0.24087E+00
     7    0.10153E+04    0.16462E-03    0.22755E-04    0.31459E+00
     8    0.10087E+04    0.25989E-03    0.29267E-04    0.39495E+00
     9    0.10070E+04    0.39075E-03    0.36599E-04    0.48129E+00
    10    0.10090E+04    0.56430E-03    0.44752E-04    0.57266E+00
    11    0.10139E+04    0.78872E-03    0.53728E-04    0.66836E+00
    12    0.10216E+04    0.10721E-02    0.63530E-04    0.76819E+00
    13    0.10310E+04    0.14232E-02    0.74158E-04    0.87032E+00
    14    0.10419E+04    0.18502E-02    0.85617E-04    0.97426E+00
    15    0.10540E+04    0.23634E-02    0.97906E-04    0.10791E+01
    16    0.10676E+04    0.29727E-02    0.11103E-03    0.11853E+01
    17    0.10821E+04    0.36881E-02    0.12499E-03    0.12910E+01
    18    0.10971E+04    0.45176E-02    0.13979E-03    0.13950E+01
    19    0.11139E+04    0.54766E-02    0.15542E-03    0.14983E+01
    20    0.11310E+04    0.65701E-02    0.17191E-03    0.15992E+01
    21    0.11487E+04    0.78101E-02    0.18923E-03    0.16967E+01
    22    0.11669E+04    0.92077E-02    0.20740E-03    0.17904E+01
    23    0.11856E+04    0.10774E-01    0.22642E-03    0.18796E+01
    24    0.12049E+04    0.12518E-01    0.24629E-03    0.19629E+01
    25    0.12245E+04    0.14451E-01    0.26702E-03    0.20405E+01
    26    0.12446E+04    0.16584E-01    0.28860E-03    0.21122E+01
    27    0.12651E+04    0.18928E-01    0.31103E-03    0.21769E+01
    28    0.12859E+04    0.21492E-01    0.33432E-03    0.22333E+01
    29    0.13072E+04    0.24287E-01    0.35847E-03    0.22809E+01
    30    0.13287E+04    0.27322E-01    0.38348E-03    0.23206E+01
    31    0.13505E+04    0.30608E-01    0.40936E-03    0.23511E+01
    32    0.13727E+04    0.34154E-01    0.43609E-03    0.23713E+01
    33    0.13951E+04    0.37971E-01    0.46369E-03    0.23799E+01
    34    0.14179E+04    0.42064E-01    0.49216E-03    0.23785E+01
    35    0.14408E+04    0.46445E-01    0.52149E-03    0.23661E+01
    36    0.14640E+04    0.51123E-01    0.55169E-03    0.23415E+01
    37    0.14876E+04    0.56106E-01    0.58275E-03    0.23038E+01
    38    0.15113E+04    0.61401E-01    0.61469E-03    0.22538E+01
    39    0.15353E+04    0.67012E-01    0.64749E-03    0.21909E+01
    40    0.15595E+04    0.72948E-01    0.68116E-03    0.21140E+01
    41    0.15841E+04    0.79218E-01    0.71569E-03    0.20220E+01
    42    0.16088E+04    0.85830E-01    0.75110E-03    0.19161E+01
    43    0.16338E+04    0.92786E-01    0.78737E-03    0.17971E+01
    44    0.16589E+04    0.10009E+00    0.82452E-03    0.16629E+01
    45    0.16844E+04    0.10774E+00    0.86253E-03    0.15119E+01
    46    0.17101E+04    0.11576E+00    0.90141E-03    0.13453E+01
    47    0.17360E+04    0.12414E+00    0.94116E-03    0.11645E+01
    48    0.17620E+04    0.13289E+00    0.98178E-03    0.96774E+00
    49    0.17884E+04    0.14199E+00    0.10233E-02    0.75318E+00
    50    0.18151E+04    0.15148E+00    0.10656E-02    0.52216E+00
    51    0.18418E+04    0.16135E+00    0.11088E-02    0.27619E+00
    52    0.18690E+04    0.17157E+00    0.11529E-02    0.13539E-01
    53    0.18965E+04    0.18217E+00    0.11979E-02   -0.26763E+00
    54    0.19241E+04    0.19315E+00    0.12437E-02   -0.56579E+00
    55    0.19518E+04    0.20449E+00    0.12904E-02   -0.87942E+00
    56    0.19799E+04    0.21621E+00    0.13379E-02   -0.12100E+01
    57    0.20084E+04    0.22830E+00    0.13863E-02   -0.15593E+01
    58    0.20372E+04    0.24076E+00    0.14356E-02   -0.19259E+01
    59    0.20660E+04    0.25359E+00    0.14857E-02   -0.23084E+01
    60    0.20950E+04    0.26676E+00    0.15367E-02   -0.27060E+01
    61    0.21247E+04    0.28026E+00    0.15886E-02   -0.31185E+01
    62    0.21544E+04    0.29411E+00    0.16413E-02   -0.35473E+01
    63    0.21843E+04    0.30829E+00    0.16948E-02   -0.39940E+01
    64    0.22147E+04    0.32285E+00    0.17493E-02   -0.44603E+01
    65    0.22452E+04    0.33780E+00    0.18046E-02   -0.49474E+01
    66    0.22761E+04    0.35308E+00    0.18607E-02   -0.54538E+01
    67    0.23071E+04    0.36869E+00    0.19178E-02   -0.59772E+01
    68    0.23386E+04    0.38464E+00    0.19757E-02   -0.65159E+01
    69    0.23703E+04    0.40086E+00    0.20344E-02   -0.70670E+01
    70    0.24024E+04    0.41737E+00    0.20940E-02   -0.76309E+01
    71    0.24347E+04    0.43412E+00    0.21545E-02   -0.82087E+01
    72    0.24674E+04    0.45111E+00    0.22158E-02   -0.88018E+01
    73    0.25002E+04    0.46832E+00    0.22780E-02   -0.94107E+01
    74    0.25333E+04    0.48575E+00    0.23411E-02   -0.10035E+02
    75    0.25668E+04    0.50342E+00    0.24050E-02   -0.10672E+02
    76    0.26005E+04    0.52136E+00    0.24698E-02   -0.11324E+02
    77    0.26345E+04    0.53954E+00    0.25355E-02   -0.11990E+02
    78    0.26689E+04    0.55798E+00    0.26020E-02   -0.12670E+02
    79    0.27035E+04    0.57661E+00    0.26694E-02   -0.13361E+02
    80    0.27385E+04    0.59542E+00    0.27377E-02   -0.14064E+02
    81    0.27738E+04    0.61436E+00    0.28068E-02   -0.14780E+02
    82    0.28094E+04    0.63343E+00    0.28769E-02   -0.15507E+02
    83    0.28453E+04    0.65261E+00    0.29478E-02   -0.16246E+02
    84    0.28816E+04    0.67190E+00    0.30196E-02   -0.16995E+02
    85    0.29181E+04    0.69128E+00    0.30923E-02   -0.17755E+02
    86    0.29549E+04    0.71074E+00    0.31658E-02   -0.18524E+02
    87    0.29922E+04    0.73026E+00    0.32403E-02   -0.19302E+02
    88    0.30296E+04    0.74984E+00    0.33157E-02   -0.20089E+02
    89    0.30674E+04    0.76946E+00    0.33919E-02   -0.20885E+02
    90    0.31055E+04    0.78909E+00    0.34691E-02   -0.21687E+02
    91    0.31438E+04    0.80871E+00    0.35472E-02   -0.22497E+02
    92    0.31825E+04    0.82830E+00    0.36262E-02   -0.23312E+02
    93    0.32215E+04    0.84785E+00    0.37061E-02   -0.24132E+02
    94    0.32606E+04    0.86733E+00    0.37869E-02   -0.24958E+02
    95    0.33002E+04    0.88672E+00    0.38686E-02   -0.25788E+02
    96    0.33397E+04    0.90601E+00    0.39513E-02   -0.26622E+02
    97    0.33798E+04    0.92519E+00    0.40349E-02   -0.27460E+02
    98    0.34201E+04    0.94424E+00    0.41195E-02   -0.28298E+02
    99    0.34606E+04    0.96312E+00    0.42050E-02   -0.29141E+02
   100    0.35014E+04    0.98182E+00    0.42915E-02   -0.29982E+02
