#           k/h    P           
    0.10000E-03    0.21740E+02
    0.10202E-03    0.22165E+02
    0.10408E-03    0.22599E+02
    0.10618E-03    0.23042E+02
    0.10833E-03    0.23493E+02
    0.11052E-03    0.23953E+02
    0.11275E-03    0.24422E+02
    0.11503E-03    0.24901E+02
    0.11735E-03    0.25388E+02
    0.11972E-03    0.25885E+02
    0.12214E-03    0.26392E+02
    0.12461E-03    0.26909E+02
    0.12712E-03    0.27436E+02
    0.12969E-03    0.27973E+02
    0.13231E-03    0.28521E+02
    0.13499E-03    0.29079E+02
    0.13771E-03    0.29649E+02
    0.14049E-03    0.30229E+02
    0.14333E-03    0.30821E+02
    0.14623E-03    0.31424E+02
    0.14918E-03    0.32039E+02
    0.15220E-03    0.32667E+02
    0.15527E-03    0.33306E+02
    0.15841E-03    0.33958E+02
    0.16161E-03    0.34623E+02
    0.16487E-03    0.35301E+02
    0.16820E-03    0.35992E+02
    0.17160E-03    0.36696E+02
    0.17507E-03    0.37414E+02
    0.17860E-03    0.38146E+02
    0.18221E-03    0.38893E+02
    0.18589E-03    0.39654E+02
    0.18965E-03    0.40430E+02
    0.19348E-03    0.41221E+02
    0.19739E-03    0.42028E+02
    0.20138E-03    0.42850E+02
    0.20544E-03    0.43689E+02
    0.20959E-03    0.44544E+02
    0.21383E-03    0.45415E+02
    0.21815E-03    0.46304E+02
    0.22255E-03    0.47209E+02
    0.22705E-03    0.48133E+02
    0.23164E-03    0.49074E+02
    0.23632E-03    0.50034E+02
    0.24109E-03    0.51013E+02
    0.24596E-03    0.52010E+02
    0.25093E-03    0.53027E+02
    0.25600E-03    0.54064E+02
    0.26117E-03    0.55121E+02
    0.26645E-03    0.56199E+02
    0.27183E-03    0.57297E+02
    0.27732E-03    0.58417E+02
    0.28292E-03    0.59559E+02
    0.28864E-03    0.60723E+02
    0.29447E-03    0.61910E+02
    0.30042E-03    0.63120E+02
    0.30649E-03    0.64353E+02
    0.31268E-03    0.65610E+02
    0.31899E-03    0.66892E+02
    0.32544E-03    0.68198E+02
    0.33201E-03    0.69530E+02
    0.33872E-03    0.70888E+02
    0.34556E-03    0.72272E+02
    0.35254E-03    0.73683E+02
    0.35966E-03    0.75121E+02
    0.36693E-03    0.76587E+02
    0.37434E-03    0.78081E+02
    0.38190E-03    0.79605E+02
    0.38962E-03    0.81158E+02
    0.39749E-03    0.82740E+02
    0.40552E-03    0.84354E+02
    0.41371E-03    0.85998E+02
    0.42207E-03    0.87675E+02
    0.43060E-03    0.89383E+02
    0.43929E-03    0.91125E+02
    0.44817E-03    0.92900E+02
    0.45722E-03    0.94710E+02
    0.46646E-03    0.96554E+02
    0.47588E-03    0.98433E+02
    0.48550E-03    0.10035E+03
    0.49530E-03    0.10230E+03
    0.50531E-03    0.10429E+03
    0.51552E-03    0.10632E+03
    0.52593E-03    0.10839E+03
    0.53656E-03    0.11049E+03
    0.54739E-03    0.11264E+03
    0.55845E-03    0.11483E+03
    0.56973E-03    0.11706E+03
    0.58124E-03    0.11933E+03
    0.59299E-03    0.12164E+03
    0.60496E-03    0.12400E+03
    0.61719E-03    0.12641E+03
    0.62965E-03    0.12886E+03
    0.64237E-03    0.13135E+03
    0.65535E-03    0.13390E+03
    0.66859E-03    0.13649E+03
    0.68210E-03    0.13913E+03
    0.69588E-03    0.14182E+03
    0.70993E-03    0.14456E+03
    0.72427E-03    0.14735E+03
    0.73891E-03    0.15020E+03
    0.75383E-03    0.15310E+03
    0.76906E-03    0.15605E+03
    0.78460E-03    0.15905E+03
    0.80045E-03    0.16212E+03
    0.81662E-03    0.16524E+03
    0.83311E-03    0.16842E+03
    0.84994E-03    0.17165E+03
    0.86711E-03    0.17495E+03
    0.88463E-03    0.17831E+03
