#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.11050E+04    0.13883E-05    0.00000E+00    0.30377E-01    0.54765E-07    0.32588E-02   -0.47282E-07
     3    0.10663E+04    0.65694E-05    0.00000E+00    0.68969E-01    0.66511E-07    0.32298E-02   -0.80321E-07
     4    0.10294E+04    0.18936E-04    0.00000E+00    0.11780E+00    0.76584E-07    0.31365E-02   -0.11280E-06
     5    0.10033E+04    0.42744E-04    0.00000E+00    0.17594E+00    0.85299E-07    0.30220E-02   -0.14518E-06
     6    0.98688E+03    0.83039E-04    0.00000E+00    0.24261E+00    0.92870E-07    0.29027E-02   -0.17719E-06
     7    0.97787E+03    0.14560E-03    0.00000E+00    0.31705E+00    0.99504E-07    0.27852E-02   -0.20892E-06
     8    0.97396E+03    0.23681E-03    0.00000E+00    0.39829E+00    0.10535E-06    0.26721E-02   -0.24063E-06
     9    0.97422E+03    0.36381E-03    0.00000E+00    0.48570E+00    0.11053E-06    0.25642E-02   -0.27256E-06
    10    0.97763E+03    0.53393E-03    0.00000E+00    0.57827E+00    0.11512E-06    0.24618E-02   -0.30421E-06
    11    0.98344E+03    0.75559E-03    0.00000E+00    0.67537E+00    0.11923E-06    0.23661E-02   -0.33543E-06
    12    0.99182E+03    0.10372E-02    0.00000E+00    0.77674E+00    0.12286E-06    0.22753E-02   -0.36569E-06
    13    0.10016E+04    0.13876E-02    0.00000E+00    0.88056E+00    0.12613E-06    0.21917E-02   -0.39571E-06
    14    0.10125E+04    0.18155E-02    0.00000E+00    0.98632E+00    0.12902E-06    0.21123E-02   -0.42541E-06
    15    0.10245E+04    0.23313E-02    0.00000E+00    0.10931E+01    0.13161E-06    0.20381E-02   -0.45524E-06
    16    0.10379E+04    0.29452E-02    0.00000E+00    0.12014E+01    0.13393E-06    0.19676E-02   -0.48490E-06
    17    0.10521E+04    0.36677E-02    0.00000E+00    0.13093E+01    0.13597E-06    0.19013E-02   -0.51421E-06
    18    0.10665E+04    0.45070E-02    0.00000E+00    0.14156E+01    0.13780E-06    0.18389E-02   -0.54308E-06
    19    0.10827E+04    0.54787E-02    0.00000E+00    0.15213E+01    0.13943E-06    0.17806E-02   -0.57185E-06
    20    0.10991E+04    0.65882E-02    0.00000E+00    0.16247E+01    0.14085E-06    0.17249E-02   -0.59988E-06
    21    0.11160E+04    0.78477E-02    0.00000E+00    0.17247E+01    0.14210E-06    0.16723E-02   -0.62748E-06
    22    0.11333E+04    0.92687E-02    0.00000E+00    0.18210E+01    0.14320E-06    0.16225E-02   -0.65480E-06
    23    0.11511E+04    0.10862E-01    0.00000E+00    0.19129E+01    0.14415E-06    0.15753E-02   -0.68188E-06
    24    0.11693E+04    0.12638E-01    0.00000E+00    0.19988E+01    0.14496E-06    0.15309E-02   -0.70838E-06
    25    0.11879E+04    0.14608E-01    0.00000E+00    0.20790E+01    0.14566E-06    0.14887E-02   -0.73459E-06
    26    0.12069E+04    0.16783E-01    0.00000E+00    0.21534E+01    0.14624E-06    0.14483E-02   -0.76035E-06
    27    0.12262E+04    0.19173E-01    0.00000E+00    0.22208E+01    0.14672E-06    0.14099E-02   -0.78579E-06
    28    0.12458E+04    0.21790E-01    0.00000E+00    0.22800E+01    0.14711E-06    0.13734E-02   -0.81089E-06
    29    0.12659E+04    0.24643E-01    0.00000E+00    0.23302E+01    0.14740E-06    0.13389E-02   -0.83555E-06
    30    0.12862E+04    0.27742E-01    0.00000E+00    0.23725E+01    0.14762E-06    0.13057E-02   -0.85977E-06
    31    0.13067E+04    0.31097E-01    0.00000E+00    0.24056E+01    0.14775E-06    0.12739E-02   -0.88361E-06
    32    0.13275E+04    0.34720E-01    0.00000E+00    0.24285E+01    0.14782E-06    0.12436E-02   -0.90718E-06
    33    0.13486E+04    0.38619E-01    0.00000E+00    0.24397E+01    0.14782E-06    0.12149E-02   -0.93042E-06
    34    0.13700E+04    0.42801E-01    0.00000E+00    0.24405E+01    0.14776E-06    0.11873E-02   -0.95308E-06
    35    0.13916E+04    0.47278E-01    0.00000E+00    0.24305E+01    0.14765E-06    0.11607E-02   -0.97535E-06
    36    0.14134E+04    0.52058E-01    0.00000E+00    0.24083E+01    0.14748E-06    0.11352E-02   -0.99737E-06
    37    0.14355E+04    0.57149E-01    0.00000E+00    0.23730E+01    0.14727E-06    0.11109E-02   -0.10191E-05
    38    0.14578E+04    0.62560E-01    0.00000E+00    0.23252E+01    0.14701E-06    0.10876E-02   -0.10403E-05
    39    0.14804E+04    0.68294E-01    0.00000E+00    0.22643E+01    0.14671E-06    0.10651E-02   -0.10611E-05
    40    0.15031E+04    0.74358E-01    0.00000E+00    0.21892E+01    0.14638E-06    0.10436E-02   -0.10815E-05
    41    0.15263E+04    0.80765E-01    0.00000E+00    0.20991E+01    0.14601E-06    0.10229E-02   -0.11017E-05
    42    0.15495E+04    0.87519E-01    0.00000E+00    0.19951E+01    0.14560E-06    0.10031E-02   -0.11215E-05
    43    0.15730E+04    0.94624E-01    0.00000E+00    0.18778E+01    0.14517E-06    0.98378E-03   -0.11408E-05
    44    0.15966E+04    0.10208E+00    0.00000E+00    0.17453E+01    0.14470E-06    0.96520E-03   -0.11598E-05
    45    0.16206E+04    0.10990E+00    0.00000E+00    0.15959E+01    0.14421E-06    0.94742E-03   -0.11785E-05
    46    0.16448E+04    0.11809E+00    0.00000E+00    0.14308E+01    0.14370E-06    0.93030E-03   -0.11967E-05
    47    0.16692E+04    0.12664E+00    0.00000E+00    0.12513E+01    0.14316E-06    0.91365E-03   -0.12146E-05
    48    0.16937E+04    0.13556E+00    0.00000E+00    0.10557E+01    0.14260E-06    0.89756E-03   -0.12321E-05
    49    0.17185E+04    0.14485E+00    0.00000E+00    0.84254E+00    0.14202E-06    0.88211E-03   -0.12493E-05
    50    0.17437E+04    0.15453E+00    0.00000E+00    0.61281E+00    0.14143E-06    0.86719E-03   -0.12662E-05
    51    0.17689E+04    0.16459E+00    0.00000E+00    0.36769E+00    0.14082E-06    0.85269E-03   -0.12825E-05
    52    0.17946E+04    0.17501E+00    0.00000E+00    0.10581E+00    0.14019E-06    0.83866E-03   -0.12986E-05
    53    0.18205E+04    0.18582E+00    0.00000E+00   -0.17429E+00    0.13955E-06    0.82515E-03   -0.13144E-05
    54    0.18465E+04    0.19700E+00    0.00000E+00   -0.47142E+00    0.13890E-06    0.81207E-03   -0.13298E-05
    55    0.18727E+04    0.20855E+00    0.00000E+00   -0.78437E+00    0.13823E-06    0.79931E-03   -0.13448E-05
    56    0.18993E+04    0.22049E+00    0.00000E+00   -0.11143E+01    0.13756E-06    0.78695E-03   -0.13594E-05
    57    0.19262E+04    0.23279E+00    0.00000E+00   -0.14626E+01    0.13688E-06    0.77504E-03   -0.13738E-05
    58    0.19534E+04    0.24547E+00    0.00000E+00   -0.18284E+01    0.13618E-06    0.76349E-03   -0.13878E-05
    59    0.19806E+04    0.25852E+00    0.00000E+00   -0.22104E+01    0.13548E-06    0.75221E-03   -0.14014E-05
    60    0.20081E+04    0.27190E+00    0.00000E+00   -0.26077E+01    0.13477E-06    0.74122E-03   -0.14146E-05
    61    0.20363E+04    0.28563E+00    0.00000E+00   -0.30198E+01    0.13406E-06    0.73056E-03   -0.14275E-05
    62    0.20644E+04    0.29969E+00    0.00000E+00   -0.34481E+01    0.13334E-06    0.72022E-03   -0.14400E-05
    63    0.20928E+04    0.31409E+00    0.00000E+00   -0.38941E+01    0.13262E-06    0.71020E-03   -0.14522E-05
    64    0.21216E+04    0.32887E+00    0.00000E+00   -0.43597E+01    0.13189E-06    0.70046E-03   -0.14642E-05
    65    0.21505E+04    0.34402E+00    0.00000E+00   -0.48459E+01    0.13115E-06    0.69100E-03   -0.14757E-05
    66    0.21798E+04    0.35952E+00    0.00000E+00   -0.53514E+01    0.13042E-06    0.68179E-03   -0.14870E-05
    67    0.22092E+04    0.37533E+00    0.00000E+00   -0.58737E+01    0.12968E-06    0.67283E-03   -0.14979E-05
    68    0.22390E+04    0.39149E+00    0.00000E+00   -0.64112E+01    0.12894E-06    0.66408E-03   -0.15085E-05
    69    0.22691E+04    0.40790E+00    0.00000E+00   -0.69611E+01    0.12820E-06    0.65556E-03   -0.15187E-05
    70    0.22996E+04    0.42460E+00    0.00000E+00   -0.75237E+01    0.12745E-06    0.64724E-03   -0.15286E-05
    71    0.23304E+04    0.44154E+00    0.00000E+00   -0.81001E+01    0.12671E-06    0.63912E-03   -0.15381E-05
    72    0.23614E+04    0.45870E+00    0.00000E+00   -0.86916E+01    0.12596E-06    0.63119E-03   -0.15473E-05
    73    0.23926E+04    0.47608E+00    0.00000E+00   -0.92988E+01    0.12522E-06    0.62345E-03   -0.15562E-05
    74    0.24241E+04    0.49366E+00    0.00000E+00   -0.99208E+01    0.12447E-06    0.61589E-03   -0.15647E-05
    75    0.24560E+04    0.51149E+00    0.00000E+00   -0.10557E+02    0.12373E-06    0.60850E-03   -0.15729E-05
    76    0.24880E+04    0.52956E+00    0.00000E+00   -0.11206E+02    0.12298E-06    0.60128E-03   -0.15807E-05
    77    0.25204E+04    0.54787E+00    0.00000E+00   -0.11869E+02    0.12224E-06    0.59422E-03   -0.15882E-05
