#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.70432E+03    0.95307E-06    0.00000E+00    0.20990E-01    0.39485E-07    0.19516E-02   -0.32272E-07
     3    0.68871E+03    0.45170E-05    0.00000E+00    0.47364E-01    0.47995E-07    0.19578E-02   -0.54745E-07
     4    0.67118E+03    0.13035E-04    0.00000E+00    0.80769E-01    0.55326E-07    0.19164E-02   -0.76848E-07
     5    0.65867E+03    0.29449E-04    0.00000E+00    0.12061E+00    0.61701E-07    0.18576E-02   -0.98900E-07
     6    0.65120E+03    0.57254E-04    0.00000E+00    0.16635E+00    0.67268E-07    0.17932E-02   -0.12072E-06
     7    0.64773E+03    0.10045E-03    0.00000E+00    0.21750E+00    0.72173E-07    0.17280E-02   -0.14234E-06
     8    0.64698E+03    0.16348E-03    0.00000E+00    0.27339E+00    0.76520E-07    0.16643E-02   -0.16397E-06
     9    0.64857E+03    0.25127E-03    0.00000E+00    0.33361E+00    0.80397E-07    0.16025E-02   -0.18578E-06
    10    0.65188E+03    0.36893E-03    0.00000E+00    0.39746E+00    0.83854E-07    0.15434E-02   -0.20741E-06
    11    0.65654E+03    0.52231E-03    0.00000E+00    0.46455E+00    0.86967E-07    0.14877E-02   -0.22875E-06
    12    0.66271E+03    0.71722E-03    0.00000E+00    0.53468E+00    0.89737E-07    0.14346E-02   -0.24942E-06
    13    0.66958E+03    0.95985E-03    0.00000E+00    0.60662E+00    0.92248E-07    0.13855E-02   -0.26996E-06
    14    0.67715E+03    0.12562E-02    0.00000E+00    0.68001E+00    0.94489E-07    0.13386E-02   -0.29031E-06
    15    0.68527E+03    0.16136E-02    0.00000E+00    0.75429E+00    0.96520E-07    0.12945E-02   -0.31078E-06
    16    0.69421E+03    0.20390E-02    0.00000E+00    0.82968E+00    0.98350E-07    0.12524E-02   -0.33112E-06
    17    0.70358E+03    0.25398E-02    0.00000E+00    0.90502E+00    0.99980E-07    0.12127E-02   -0.35120E-06
    18    0.71308E+03    0.31216E-02    0.00000E+00    0.97946E+00    0.10146E-06    0.11752E-02   -0.37098E-06
    19    0.72359E+03    0.37955E-02    0.00000E+00    0.10537E+01    0.10278E-06    0.11401E-02   -0.39076E-06
    20    0.73422E+03    0.45649E-02    0.00000E+00    0.11264E+01    0.10396E-06    0.11064E-02   -0.41006E-06
    21    0.74512E+03    0.54385E-02    0.00000E+00    0.11970E+01    0.10502E-06    0.10745E-02   -0.42906E-06
    22    0.75625E+03    0.64242E-02    0.00000E+00    0.12652E+01    0.10596E-06    0.10443E-02   -0.44785E-06
    23    0.76763E+03    0.75298E-02    0.00000E+00    0.13307E+01    0.10680E-06    0.10154E-02   -0.46647E-06
    24    0.77922E+03    0.87621E-02    0.00000E+00    0.13922E+01    0.10753E-06    0.98830E-03   -0.48472E-06
    25    0.79103E+03    0.10129E-01    0.00000E+00    0.14500E+01    0.10818E-06    0.96248E-03   -0.50278E-06
    26    0.80305E+03    0.11638E-01    0.00000E+00    0.15040E+01    0.10874E-06    0.93770E-03   -0.52056E-06
    27    0.81529E+03    0.13297E-01    0.00000E+00    0.15535E+01    0.10923E-06    0.91404E-03   -0.53813E-06
    28    0.82762E+03    0.15113E-01    0.00000E+00    0.15976E+01    0.10964E-06    0.89155E-03   -0.55547E-06
    29    0.84020E+03    0.17093E-01    0.00000E+00    0.16356E+01    0.10999E-06    0.87023E-03   -0.57253E-06
    30    0.85292E+03    0.19244E-01    0.00000E+00    0.16685E+01    0.11027E-06    0.84970E-03   -0.58927E-06
    31    0.86575E+03    0.21573E-01    0.00000E+00    0.16952E+01    0.11050E-06    0.82995E-03   -0.60574E-06
    32    0.87875E+03    0.24087E-01    0.00000E+00    0.17153E+01    0.11067E-06    0.81112E-03   -0.62204E-06
    33    0.89188E+03    0.26793E-01    0.00000E+00    0.17276E+01    0.11080E-06    0.79323E-03   -0.63814E-06
    34    0.90518E+03    0.29696E-01    0.00000E+00    0.17328E+01    0.11088E-06    0.77602E-03   -0.65385E-06
