#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.76080E+03    0.88182E-06    0.00000E+00    0.19345E-01    0.34180E-07    0.23197E-02   -0.30448E-07
     3    0.72586E+03    0.41655E-05    0.00000E+00    0.44144E-01    0.41529E-07    0.22827E-02   -0.51777E-07
     4    0.69520E+03    0.11993E-04    0.00000E+00    0.75490E-01    0.47824E-07    0.22074E-02   -0.72732E-07
     5    0.67362E+03    0.27045E-04    0.00000E+00    0.11276E+00    0.53264E-07    0.21209E-02   -0.93607E-07
     6    0.65971E+03    0.52502E-04    0.00000E+00    0.15543E+00    0.57985E-07    0.20332E-02   -0.11423E-06
     7    0.65154E+03    0.91997E-04    0.00000E+00    0.20301E+00    0.62118E-07    0.19481E-02   -0.13466E-06
     8    0.64732E+03    0.14955E-03    0.00000E+00    0.25487E+00    0.65758E-07    0.18671E-02   -0.15506E-06
     9    0.64625E+03    0.22964E-03    0.00000E+00    0.31060E+00    0.68981E-07    0.17905E-02   -0.17559E-06
    10    0.64760E+03    0.33688E-03    0.00000E+00    0.36955E+00    0.71835E-07    0.17181E-02   -0.19592E-06
    11    0.65075E+03    0.47657E-03    0.00000E+00    0.43129E+00    0.74386E-07    0.16508E-02   -0.21596E-06
    12    0.65577E+03    0.65397E-03    0.00000E+00    0.49568E+00    0.76637E-07    0.15872E-02   -0.23538E-06
    13    0.66187E+03    0.87465E-03    0.00000E+00    0.56153E+00    0.78661E-07    0.15287E-02   -0.25463E-06
    14    0.66892E+03    0.11441E-02    0.00000E+00    0.62853E+00    0.80451E-07    0.14732E-02   -0.27366E-06
    15    0.67676E+03    0.14688E-02    0.00000E+00    0.69610E+00    0.82057E-07    0.14215E-02   -0.29276E-06
    16    0.68559E+03    0.18552E-02    0.00000E+00    0.76449E+00    0.83489E-07    0.13724E-02   -0.31175E-06
    17    0.69500E+03    0.23098E-02    0.00000E+00    0.83250E+00    0.84749E-07    0.13262E-02   -0.33050E-06
    18    0.70470E+03    0.28379E-02    0.00000E+00    0.89940E+00    0.85876E-07    0.12828E-02   -0.34895E-06
    19    0.71558E+03    0.34493E-02    0.00000E+00    0.96582E+00    0.86874E-07    0.12422E-02   -0.36733E-06
    20    0.72669E+03    0.41473E-02    0.00000E+00    0.10306E+01    0.87747E-07    0.12034E-02   -0.38523E-06
    21    0.73817E+03    0.49396E-02    0.00000E+00    0.10932E+01    0.88511E-07    0.11667E-02   -0.40285E-06
    22    0.75000E+03    0.58335E-02    0.00000E+00    0.11533E+01    0.89181E-07    0.11321E-02   -0.42029E-06
    23    0.76216E+03    0.68359E-02    0.00000E+00    0.12104E+01    0.89761E-07    0.10991E-02   -0.43757E-06
    24    0.77465E+03    0.79531E-02    0.00000E+00    0.12636E+01    0.90252E-07    0.10681E-02   -0.45444E-06
    25    0.78745E+03    0.91923E-02    0.00000E+00    0.13131E+01    0.90671E-07    0.10385E-02   -0.47112E-06
    26    0.80052E+03    0.10560E-01    0.00000E+00    0.13587E+01    0.91020E-07    0.10103E-02   -0.48753E-06
    27    0.81387E+03    0.12064E-01    0.00000E+00    0.13998E+01    0.91302E-07    0.98334E-03   -0.50374E-06
    28    0.82740E+03    0.13710E-01    0.00000E+00    0.14354E+01    0.91526E-07    0.95776E-03   -0.51974E-06
    29    0.84127E+03    0.15505E-01    0.00000E+00    0.14653E+01    0.91692E-07    0.93348E-03   -0.53542E-06
    30    0.85530E+03    0.17455E-01    0.00000E+00    0.14901E+01    0.91811E-07    0.91011E-03   -0.55081E-06
    31    0.86951E+03    0.19566E-01    0.00000E+00    0.15088E+01    0.91876E-07    0.88768E-03   -0.56596E-06
    32    0.88395E+03    0.21846E-01    0.00000E+00    0.15208E+01    0.91901E-07    0.86630E-03   -0.58094E-06
    33    0.89860E+03    0.24300E-01    0.00000E+00    0.15253E+01    0.91887E-07    0.84599E-03   -0.59571E-06
    34    0.91344E+03    0.26932E-01    0.00000E+00    0.15232E+01    0.91833E-07    0.82640E-03   -0.61011E-06
    35    0.92843E+03    0.29750E-01    0.00000E+00    0.15140E+01    0.91744E-07    0.80754E-03   -0.62426E-06
    36    0.94357E+03    0.32759E-01    0.00000E+00    0.14968E+01    0.91623E-07    0.78946E-03   -0.63823E-06
    37    0.95894E+03    0.35965E-01    0.00000E+00    0.14711E+01    0.91473E-07    0.77219E-03   -0.65202E-06
    38    0.97448E+03    0.39374E-01    0.00000E+00    0.14374E+01    0.91295E-07    0.75554E-03   -0.66550E-06
    39    0.99019E+03    0.42986E-01    0.00000E+00    0.13953E+01    0.91090E-07    0.73949E-03   -0.67868E-06
    40    0.10060E+04    0.46805E-01    0.00000E+00    0.13440E+01    0.90861E-07    0.72408E-03   -0.69164E-06
    41    0.10220E+04    0.50842E-01    0.00000E+00    0.12830E+01    0.90610E-07    0.70932E-03   -0.70443E-06
    42    0.10382E+04    0.55099E-01    0.00000E+00    0.12130E+01    0.90340E-07    0.69508E-03   -0.71697E-06
    43    0.10546E+04    0.59579E-01    0.00000E+00    0.11344E+01    0.90050E-07    0.68124E-03   -0.72924E-06
    44    0.10709E+04    0.64279E-01    0.00000E+00    0.10460E+01    0.89741E-07    0.66788E-03   -0.74126E-06
    45    0.10876E+04    0.69207E-01    0.00000E+00    0.94657E+00    0.89416E-07    0.65509E-03   -0.75310E-06
    46    0.11044E+04    0.74374E-01    0.00000E+00    0.83707E+00    0.89076E-07    0.64275E-03   -0.76469E-06
    47    0.11214E+04    0.79770E-01    0.00000E+00    0.71841E+00    0.88722E-07    0.63074E-03   -0.77599E-06
    48    0.11384E+04    0.85401E-01    0.00000E+00    0.58927E+00    0.88355E-07    0.61911E-03   -0.78706E-06
    49    0.11556E+04    0.91265E-01    0.00000E+00    0.44865E+00    0.87976E-07    0.60795E-03   -0.79796E-06
    50    0.11731E+04    0.97380E-01    0.00000E+00    0.29732E+00    0.87585E-07    0.59716E-03   -0.80864E-06
    51    0.11906E+04    0.10374E+00    0.00000E+00    0.13627E+00    0.87185E-07    0.58664E-03   -0.81903E-06
    52    0.12084E+04    0.11031E+00    0.00000E+00   -0.35590E-01    0.86776E-07    0.57646E-03   -0.82921E-06
    53    0.12264E+04    0.11715E+00    0.00000E+00   -0.21945E+00    0.86358E-07    0.56666E-03   -0.83921E-06
    54    0.12444E+04    0.12421E+00    0.00000E+00   -0.41433E+00    0.85932E-07    0.55716E-03   -0.84897E-06
    55    0.12626E+04    0.13152E+00    0.00000E+00   -0.61926E+00    0.85498E-07    0.54788E-03   -0.85844E-06
    56    0.12810E+04    0.13907E+00    0.00000E+00   -0.83518E+00    0.85058E-07    0.53888E-03   -0.86769E-06
    57    0.12996E+04    0.14685E+00    0.00000E+00   -0.10631E+01    0.84613E-07    0.53021E-03   -0.87680E-06
    58    0.13184E+04    0.15488E+00    0.00000E+00   -0.13025E+01    0.84162E-07    0.52179E-03   -0.88571E-06
    59    0.13373E+04    0.16315E+00    0.00000E+00   -0.15522E+01    0.83706E-07    0.51356E-03   -0.89431E-06
    60    0.13563E+04    0.17162E+00    0.00000E+00   -0.18114E+01    0.83246E-07    0.50552E-03   -0.90266E-06
    61    0.13758E+04    0.18031E+00    0.00000E+00   -0.20792E+01    0.82782E-07    0.49773E-03   -0.91080E-06
    62    0.13952E+04    0.18921E+00    0.00000E+00   -0.23572E+01    0.82315E-07    0.49018E-03   -0.91874E-06
    63    0.14148E+04    0.19832E+00    0.00000E+00   -0.26469E+01    0.81844E-07    0.48284E-03   -0.92648E-06
    64    0.14347E+04    0.20769E+00    0.00000E+00   -0.29502E+01    0.81371E-07    0.47572E-03   -0.93402E-06
    65    0.14546E+04    0.21733E+00    0.00000E+00   -0.32683E+01    0.80895E-07    0.46880E-03   -0.94135E-06
    66    0.14748E+04    0.22718E+00    0.00000E+00   -0.36000E+01    0.80418E-07    0.46206E-03   -0.94847E-06
    67    0.14950E+04    0.23725E+00    0.00000E+00   -0.39428E+01    0.79939E-07    0.45549E-03   -0.95538E-06
    68    0.15156E+04    0.24755E+00    0.00000E+00   -0.42952E+01    0.79459E-07    0.44909E-03   -0.96207E-06
    69    0.15363E+04    0.25801E+00    0.00000E+00   -0.46544E+01    0.78978E-07    0.44285E-03   -0.96855E-06
    70    0.15573E+04    0.26864E+00    0.00000E+00   -0.50210E+01    0.78497E-07    0.43675E-03   -0.97481E-06
    71    0.15784E+04    0.27943E+00    0.00000E+00   -0.53961E+01    0.78015E-07    0.43080E-03   -0.98085E-06
    72    0.15998E+04    0.29035E+00    0.00000E+00   -0.57812E+01    0.77532E-07    0.42499E-03   -0.98668E-06
    73    0.16213E+04    0.30140E+00    0.00000E+00   -0.61769E+01    0.77050E-07    0.41932E-03   -0.99229E-06
    74    0.16429E+04    0.31258E+00    0.00000E+00   -0.65826E+01    0.76568E-07    0.41378E-03   -0.99769E-06
    75    0.16647E+04    0.32391E+00    0.00000E+00   -0.69971E+01    0.76086E-07    0.40836E-03   -0.10029E-05
    76    0.16867E+04    0.33543E+00    0.00000E+00   -0.74206E+01    0.75605E-07    0.40307E-03   -0.10078E-05
    77    0.17089E+04    0.34712E+00    0.00000E+00   -0.78532E+01    0.75124E-07    0.39790E-03   -0.10126E-05
    78    0.17314E+04    0.35899E+00    0.00000E+00   -0.82960E+01    0.74645E-07    0.39284E-03   -0.10171E-05
    79    0.17540E+04    0.37099E+00    0.00000E+00   -0.87450E+01    0.74166E-07    0.38790E-03   -0.10215E-05
    80    0.17769E+04    0.38310E+00    0.00000E+00   -0.92016E+01    0.73689E-07    0.38307E-03   -0.10256E-05
    81    0.17999E+04    0.39527E+00    0.00000E+00   -0.96662E+01    0.73213E-07    0.37834E-03   -0.10295E-05
    82    0.18232E+04    0.40753E+00    0.00000E+00   -0.10138E+02    0.72739E-07    0.37373E-03   -0.10333E-05
    83    0.18467E+04    0.41986E+00    0.00000E+00   -0.10618E+02    0.72267E-07    0.36921E-03   -0.10368E-05
    84    0.18704E+04    0.43225E+00    0.00000E+00   -0.11104E+02    0.71796E-07    0.36480E-03   -0.10401E-05
    85    0.18942E+04    0.44469E+00    0.00000E+00   -0.11597E+02    0.71327E-07    0.36048E-03   -0.10432E-05
    86    0.19182E+04    0.45719E+00    0.00000E+00   -0.12097E+02    0.70860E-07    0.35624E-03   -0.10462E-05
    87    0.19426E+04    0.46971E+00    0.00000E+00   -0.12602E+02    0.70395E-07    0.35210E-03   -0.10489E-05
    88    0.19670E+04    0.48228E+00    0.00000E+00   -0.13112E+02    0.69933E-07    0.34804E-03   -0.10514E-05
    89    0.19917E+04    0.49489E+00    0.00000E+00   -0.13629E+02    0.69472E-07    0.34406E-03   -0.10537E-05
    90    0.20165E+04    0.50749E+00    0.00000E+00   -0.14150E+02    0.69014E-07    0.34016E-03   -0.10559E-05
    91    0.20415E+04    0.52007E+00    0.00000E+00   -0.14674E+02    0.68559E-07    0.33633E-03   -0.10578E-05
    92    0.20667E+04    0.53264E+00    0.00000E+00   -0.15203E+02    0.68105E-07    0.33257E-03   -0.10595E-05
    93    0.20922E+04    0.54518E+00    0.00000E+00   -0.15735E+02    0.67655E-07    0.32889E-03   -0.10611E-05
    94    0.21178E+04    0.55766E+00    0.00000E+00   -0.16270E+02    0.67207E-07    0.32527E-03   -0.10624E-05
    95    0.21435E+04    0.57009E+00    0.00000E+00   -0.16808E+02    0.66761E-07    0.32171E-03   -0.10635E-05
    96    0.21693E+04    0.58245E+00    0.00000E+00   -0.17349E+02    0.66318E-07    0.31823E-03   -0.10645E-05
    97    0.21954E+04    0.59472E+00    0.00000E+00   -0.17892E+02    0.65878E-07    0.31480E-03   -0.10652E-05
    98    0.22218E+04    0.60692E+00    0.00000E+00   -0.18434E+02    0.65441E-07    0.31143E-03   -0.10658E-05
    99    0.22481E+04    0.61899E+00    0.00000E+00   -0.18980E+02    0.65007E-07    0.30812E-03   -0.10662E-05
   100    0.22747E+04    0.63095E+00    0.00000E+00   -0.19524E+02    0.64575E-07    0.30487E-03   -0.10664E-05
   101    0.23014E+04    0.64285E+00    0.00000E+00   -0.20071E+02    0.64147E-07    0.30168E-03   -0.10664E-05
   102    0.23286E+04    0.65455E+00    0.00000E+00   -0.20616E+02    0.63721E-07    0.29854E-03   -0.10662E-05
   103    0.23557E+04    0.66613E+00    0.00000E+00   -0.21162E+02    0.63298E-07    0.29545E-03   -0.10658E-05
   104    0.23830E+04    0.67758E+00    0.00000E+00   -0.21706E+02    0.62878E-07    0.29242E-03   -0.10652E-05
   105    0.24104E+04    0.68883E+00    0.00000E+00   -0.22249E+02    0.62461E-07    0.28943E-03   -0.10645E-05
   106    0.24379E+04    0.69997E+00    0.00000E+00   -0.22790E+02    0.62047E-07    0.28650E-03   -0.10636E-05
   107    0.24654E+04    0.71084E+00    0.00000E+00   -0.23328E+02    0.61636E-07    0.28361E-03   -0.10625E-05
   108    0.24932E+04    0.72152E+00    0.00000E+00   -0.23865E+02    0.61228E-07    0.28077E-03   -0.10612E-05
   109    0.25211E+04    0.73194E+00    0.00000E+00   -0.24397E+02    0.60822E-07    0.27798E-03   -0.10597E-05
   110    0.25491E+04    0.74210E+00    0.00000E+00   -0.24925E+02    0.60420E-07    0.27523E-03   -0.10580E-05
   111    0.25771E+04    0.75208E+00    0.00000E+00   -0.25450E+02    0.60021E-07    0.27253E-03   -0.10562E-05
   112    0.26053E+04    0.76180E+00    0.00000E+00   -0.25971E+02    0.59625E-07    0.26986E-03   -0.10542E-05
   113    0.26337E+04    0.77127E+00    0.00000E+00   -0.26486E+02    0.59232E-07    0.26724E-03   -0.10520E-05
   114    0.26622E+04    0.78041E+00    0.00000E+00   -0.26995E+02    0.58842E-07    0.26466E-03   -0.10497E-05
   115    0.26908E+04    0.78938E+00    0.00000E+00   -0.27499E+02    0.58455E-07    0.26212E-03   -0.10471E-05
   116    0.27195E+04    0.79795E+00    0.00000E+00   -0.27996E+02    0.58071E-07    0.25961E-03   -0.10444E-05
   117    0.27484E+04    0.80620E+00    0.00000E+00   -0.28485E+02    0.57690E-07    0.25714E-03   -0.10415E-05
   118    0.27774E+04    0.81428E+00    0.00000E+00   -0.28968E+02    0.57313E-07    0.25471E-03   -0.10385E-05
   119    0.28064E+04    0.82205E+00    0.00000E+00   -0.29443E+02    0.56938E-07    0.25231E-03   -0.10353E-05
   120    0.28355E+04    0.82936E+00    0.00000E+00   -0.29909E+02    0.56566E-07    0.24995E-03   -0.10319E-05
   121    0.28646E+04    0.83650E+00    0.00000E+00   -0.30366E+02    0.56198E-07    0.24762E-03   -0.10284E-05
   122    0.28938E+04    0.84318E+00    0.00000E+00   -0.30814E+02    0.55832E-07    0.24532E-03   -0.10246E-05
   123    0.29230E+04    0.84948E+00    0.00000E+00   -0.31253E+02    0.55470E-07    0.24306E-03   -0.10208E-05
   124    0.29523E+04    0.85548E+00    0.00000E+00   -0.31680E+02    0.55110E-07    0.24083E-03   -0.10167E-05
   125    0.29816E+04    0.86110E+00    0.00000E+00   -0.32096E+02    0.54754E-07    0.23862E-03   -0.10125E-05
   126    0.30109E+04    0.86641E+00    0.00000E+00   -0.32503E+02    0.54400E-07    0.23645E-03   -0.10082E-05
   127    0.30403E+04    0.87128E+00    0.00000E+00   -0.32898E+02    0.54049E-07    0.23430E-03   -0.10037E-05
   128    0.30696E+04    0.87584E+00    0.00000E+00   -0.33281E+02    0.53701E-07    0.23219E-03   -0.99899E-06
   129    0.30989E+04    0.87997E+00    0.00000E+00   -0.33652E+02    0.53357E-07    0.23010E-03   -0.99416E-06
   130    0.31283E+04    0.88365E+00    0.00000E+00   -0.34009E+02    0.53015E-07    0.22803E-03   -0.98918E-06
   131    0.31576E+04    0.88703E+00    0.00000E+00   -0.34355E+02    0.52676E-07    0.22600E-03   -0.98404E-06
   132    0.31871E+04    0.88998E+00    0.00000E+00   -0.34685E+02    0.52340E-07    0.22398E-03   -0.97876E-06
   133    0.32164E+04    0.89257E+00    0.00000E+00   -0.35004E+02    0.52006E-07    0.22200E-03   -0.97332E-06
   134    0.32457E+04    0.89478E+00    0.00000E+00   -0.35306E+02    0.51676E-07    0.22003E-03   -0.96773E-06
   135    0.32751E+04    0.89656E+00    0.00000E+00   -0.35594E+02    0.51349E-07    0.21809E-03   -0.96200E-06
   136    0.33042E+04    0.89791E+00    0.00000E+00   -0.35865E+02    0.51024E-07    0.21617E-03   -0.95612E-06
   137    0.33334E+04    0.89888E+00    0.00000E+00   -0.36121E+02    0.50702E-07    0.21428E-03   -0.95009E-06
   138    0.33625E+04    0.89942E+00    0.00000E+00   -0.36361E+02    0.50383E-07    0.21241E-03   -0.94393E-06
   139    0.33915E+04    0.89967E+00    0.00000E+00   -0.36584E+02    0.50067E-07    0.21055E-03   -0.93762E-06
   140    0.34204E+04    0.89941E+00    0.00000E+00   -0.36791E+02    0.49753E-07    0.20873E-03   -0.93118E-06
   141    0.34492E+04    0.89870E+00    0.00000E+00   -0.36979E+02    0.49443E-07    0.20692E-03   -0.92459E-06
   142    0.34780E+04    0.89764E+00    0.00000E+00   -0.37151E+02    0.49134E-07    0.20513E-03   -0.91787E-06
   143    0.35068E+04    0.89621E+00    0.00000E+00   -0.37305E+02    0.48829E-07    0.20337E-03   -0.91102E-06
   144    0.35353E+04    0.89434E+00    0.00000E+00   -0.37441E+02    0.48526E-07    0.20162E-03   -0.90403E-06
   145    0.35638E+04    0.89218E+00    0.00000E+00   -0.37559E+02    0.48226E-07    0.19989E-03   -0.89691E-06
   146    0.35923E+04    0.88951E+00    0.00000E+00   -0.37658E+02    0.47929E-07    0.19819E-03   -0.88966E-06
   147    0.36205E+04    0.88655E+00    0.00000E+00   -0.37738E+02    0.47634E-07    0.19650E-03   -0.88228E-06
   148    0.36486E+04    0.88315E+00    0.00000E+00   -0.37800E+02    0.47342E-07    0.19483E-03   -0.87478E-06
   149    0.36766E+04    0.87939E+00    0.00000E+00   -0.37841E+02    0.47052E-07    0.19318E-03   -0.86715E-06
   150    0.37044E+04    0.87534E+00    0.00000E+00   -0.37862E+02    0.46765E-07    0.19154E-03   -0.85940E-06
   151    0.37320E+04    0.87093E+00    0.00000E+00   -0.37863E+02    0.46481E-07    0.18993E-03   -0.85152E-06
   152    0.37594E+04    0.86607E+00    0.00000E+00   -0.37844E+02    0.46199E-07    0.18833E-03   -0.84353E-06
   153    0.37867E+04    0.86092E+00    0.00000E+00   -0.37803E+02    0.45919E-07    0.18675E-03   -0.83542E-06
   154    0.38138E+04    0.85548E+00    0.00000E+00   -0.37741E+02    0.45642E-07    0.18518E-03   -0.82719E-06
   155    0.38407E+04    0.84975E+00    0.00000E+00   -0.37659E+02    0.45368E-07    0.18363E-03   -0.81885E-06
   156    0.38672E+04    0.84372E+00    0.00000E+00   -0.37555E+02    0.45095E-07    0.18210E-03   -0.81039E-06
   157    0.38937E+04    0.83739E+00    0.00000E+00   -0.37429E+02    0.44826E-07    0.18058E-03   -0.80182E-06
   158    0.39199E+04    0.83084E+00    0.00000E+00   -0.37281E+02    0.44558E-07    0.17908E-03   -0.79314E-06
   159    0.39458E+04    0.82392E+00    0.00000E+00   -0.37112E+02    0.44294E-07    0.17760E-03   -0.78436E-06
   160    0.39716E+04    0.81677E+00    0.00000E+00   -0.36919E+02    0.44031E-07    0.17613E-03   -0.77547E-06
   161    0.39971E+04    0.80947E+00    0.00000E+00   -0.36705E+02    0.43771E-07    0.17467E-03   -0.76648E-06
   162    0.40224E+04    0.80187E+00    0.00000E+00   -0.36469E+02    0.43513E-07    0.17323E-03   -0.75738E-06
   163    0.40475E+04    0.79405E+00    0.00000E+00   -0.36210E+02    0.43257E-07    0.17180E-03   -0.74818E-06
   164    0.40722E+04    0.78607E+00    0.00000E+00   -0.35929E+02    0.43004E-07    0.17039E-03   -0.73889E-06
   165    0.40967E+04    0.77786E+00    0.00000E+00   -0.35625E+02    0.42753E-07    0.16899E-03   -0.72949E-06
   166    0.41210E+04    0.76957E+00    0.00000E+00   -0.35298E+02    0.42504E-07    0.16760E-03   -0.72000E-06
   167    0.41450E+04    0.76097E+00    0.00000E+00   -0.34949E+02    0.42257E-07    0.16623E-03   -0.71042E-06
   168    0.41686E+04    0.75243E+00    0.00000E+00   -0.34576E+02    0.42013E-07    0.16487E-03   -0.70075E-06
   169    0.41920E+04    0.74366E+00    0.00000E+00   -0.34180E+02    0.41770E-07    0.16352E-03   -0.69098E-06
   170    0.42150E+04    0.73486E+00    0.00000E+00   -0.33762E+02    0.41530E-07    0.16219E-03   -0.68113E-06
   171    0.42377E+04    0.72604E+00    0.00000E+00   -0.33318E+02    0.41292E-07    0.16087E-03   -0.67120E-06
   172    0.42600E+04    0.71711E+00    0.00000E+00   -0.32852E+02    0.41056E-07    0.15956E-03   -0.66117E-06
   173    0.42818E+04    0.70808E+00    0.00000E+00   -0.32363E+02    0.40822E-07    0.15826E-03   -0.65107E-06
   174    0.43035E+04    0.69924E+00    0.00000E+00   -0.31851E+02    0.40590E-07    0.15697E-03   -0.64088E-06
