#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.10039E+04    0.12514E-05    0.00000E+00    0.27197E-01    0.48157E-07    0.29941E-02   -0.42443E-07
     3    0.96547E+03    0.59206E-05    0.00000E+00    0.61843E-01    0.58443E-07    0.29589E-02   -0.72128E-07
     4    0.92982E+03    0.17063E-04    0.00000E+00    0.10567E+00    0.67242E-07    0.28669E-02   -0.10131E-06
     5    0.90461E+03    0.38511E-04    0.00000E+00    0.15785E+00    0.74833E-07    0.27565E-02   -0.13040E-06
     6    0.88862E+03    0.74808E-04    0.00000E+00    0.21766E+00    0.81406E-07    0.26426E-02   -0.15916E-06
     7    0.87965E+03    0.13115E-03    0.00000E+00    0.28443E+00    0.87145E-07    0.25308E-02   -0.18765E-06
     8    0.87550E+03    0.21329E-03    0.00000E+00    0.35728E+00    0.92183E-07    0.24236E-02   -0.21614E-06
     9    0.87527E+03    0.32765E-03    0.00000E+00    0.43564E+00    0.96630E-07    0.23214E-02   -0.24481E-06
    10    0.87800E+03    0.48082E-03    0.00000E+00    0.51861E+00    0.10055E-06    0.22247E-02   -0.27324E-06
    11    0.88298E+03    0.68038E-03    0.00000E+00    0.60561E+00    0.10404E-06    0.21343E-02   -0.30128E-06
    12    0.89034E+03    0.93388E-03    0.00000E+00    0.69642E+00    0.10711E-06    0.20488E-02   -0.32845E-06
    13    0.89897E+03    0.12493E-02    0.00000E+00    0.78938E+00    0.10986E-06    0.19700E-02   -0.35540E-06
    14    0.90877E+03    0.16344E-02    0.00000E+00    0.88404E+00    0.11227E-06    0.18954E-02   -0.38206E-06
    15    0.91952E+03    0.20986E-02    0.00000E+00    0.97961E+00    0.11442E-06    0.18257E-02   -0.40884E-06
    16    0.93155E+03    0.26511E-02    0.00000E+00    0.10764E+01    0.11633E-06    0.17596E-02   -0.43547E-06
    17    0.94430E+03    0.33012E-02    0.00000E+00    0.11728E+01    0.11799E-06    0.16975E-02   -0.46178E-06
    18    0.95737E+03    0.40563E-02    0.00000E+00    0.12678E+01    0.11946E-06    0.16391E-02   -0.48768E-06
    19    0.97194E+03    0.49306E-02    0.00000E+00    0.13621E+01    0.12076E-06    0.15846E-02   -0.51349E-06
    20    0.98677E+03    0.59287E-02    0.00000E+00    0.14543E+01    0.12188E-06    0.15326E-02   -0.53865E-06
    21    0.10021E+04    0.70618E-02    0.00000E+00    0.15433E+01    0.12284E-06    0.14837E-02   -0.56341E-06
    22    0.10178E+04    0.83400E-02    0.00000E+00    0.16290E+01    0.12368E-06    0.14375E-02   -0.58792E-06
    23    0.10339E+04    0.97733E-02    0.00000E+00    0.17107E+01    0.12439E-06    0.13937E-02   -0.61220E-06
    24    0.10505E+04    0.11371E-01    0.00000E+00    0.17868E+01    0.12497E-06    0.13525E-02   -0.63595E-06
    25    0.10674E+04    0.13142E-01    0.00000E+00    0.18577E+01    0.12546E-06    0.13135E-02   -0.65944E-06
    26    0.10847E+04    0.15098E-01    0.00000E+00    0.19233E+01    0.12585E-06    0.12762E-02   -0.68254E-06
