#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.99894E+03    0.25425E-01    0.12427E-02    0.25425E-01    0.11535E-05   -0.16325E-07    0.12427E-02   -0.16325E-07    0.75801E-08
     3    0.95423E+03    0.57988E-01    0.86661E-03    0.57988E-01    0.54486E-05   -0.19627E-07    0.86661E-03   -0.19627E-07    0.46096E-08
     4    0.91466E+03    0.99145E-01    0.65052E-03    0.99145E-01    0.15687E-04   -0.21354E-07    0.65052E-03   -0.21354E-07    0.31881E-08
     5    0.88675E+03    0.14808E+00    0.51138E-03    0.14808E+00    0.35377E-04   -0.22438E-07    0.51138E-03   -0.22438E-07    0.23694E-08
     6    0.86874E+03    0.20410E+00    0.41513E-03    0.20410E+00    0.68677E-04   -0.23141E-07    0.41513E-03   -0.23141E-07    0.18442E-08
     7    0.85817E+03    0.26658E+00    0.34512E-03    0.26658E+00    0.12035E-03   -0.23623E-07    0.34512E-03   -0.23623E-07    0.14832E-08
     8    0.85272E+03    0.33468E+00    0.29224E-03    0.33468E+00    0.19564E-03   -0.23989E-07    0.29224E-03   -0.23989E-07    0.12223E-08
     9    0.85137E+03    0.40786E+00    0.25107E-03    0.40786E+00    0.30042E-03   -0.24296E-07    0.25107E-03   -0.24296E-07    0.10267E-08
    10    0.85316E+03    0.48529E+00    0.21826E-03    0.48529E+00    0.44074E-03   -0.24520E-07    0.21826E-03   -0.24520E-07    0.87555E-09
    11    0.85730E+03    0.56641E+00    0.19171E-03    0.56641E+00    0.62351E-03   -0.24674E-07    0.19171E-03   -0.24674E-07    0.75619E-09
    12    0.86389E+03    0.65102E+00    0.16977E-03    0.65102E+00    0.85564E-03   -0.24737E-07    0.16977E-03   -0.24737E-07    0.65978E-09
    13    0.87186E+03    0.73757E+00    0.15156E-03    0.73757E+00    0.11444E-02   -0.24775E-07    0.15156E-03   -0.24775E-07    0.58094E-09
    14    0.88109E+03    0.82567E+00    0.13612E-03    0.82567E+00    0.14970E-02   -0.24788E-07    0.13612E-03   -0.24788E-07    0.51535E-09
    15    0.89134E+03    0.91456E+00    0.12297E-03    0.91456E+00    0.19219E-02   -0.24805E-07    0.12297E-03   -0.24805E-07    0.46030E-09
    16    0.90287E+03    0.10046E+01    0.11160E-03    0.10046E+01    0.24277E-02   -0.24812E-07    0.11160E-03   -0.24812E-07    0.41355E-09
    17    0.91517E+03    0.10941E+01    0.10175E-03    0.10941E+01    0.30227E-02   -0.24800E-07    0.10175E-03   -0.24800E-07    0.37343E-09
    18    0.92782E+03    0.11823E+01    0.93154E-04    0.11823E+01    0.37139E-02   -0.24769E-07    0.93154E-04   -0.24769E-07    0.33881E-09
    19    0.94202E+03    0.12698E+01    0.85620E-04    0.12698E+01    0.45142E-02   -0.24736E-07    0.85620E-04   -0.24736E-07    0.30870E-09
    20    0.95649E+03    0.13554E+01    0.78927E-04    0.13554E+01    0.54279E-02   -0.24676E-07    0.78927E-04   -0.24676E-07    0.28230E-09
    21    0.97146E+03    0.14380E+01    0.72984E-04    0.14380E+01    0.64652E-02   -0.24604E-07    0.72984E-04   -0.24604E-07    0.25905E-09
    22    0.98686E+03    0.15174E+01    0.67681E-04    0.15174E+01    0.76354E-02   -0.24528E-07    0.67681E-04   -0.24528E-07    0.23847E-09
    23    0.10027E+04    0.15931E+01    0.62925E-04    0.15931E+01    0.89478E-02   -0.24450E-07    0.62925E-04   -0.24450E-07    0.22017E-09
    24    0.10189E+04    0.16637E+01    0.58653E-04    0.16637E+01    0.10410E-01   -0.24357E-07    0.58653E-04   -0.24357E-07    0.20379E-09
    25    0.10356E+04    0.17294E+01    0.54793E-04    0.17294E+01    0.12033E-01   -0.24261E-07    0.54793E-04   -0.24261E-07    0.18911E-09
    26    0.10525E+04    0.17902E+01    0.51286E-04    0.17902E+01    0.13824E-01   -0.24160E-07    0.51286E-04   -0.24160E-07    0.17588E-09
    27    0.10699E+04    0.18450E+01    0.48096E-04    0.18450E+01    0.15793E-01   -0.24056E-07    0.48096E-04   -0.24056E-07    0.16392E-09
    28    0.10874E+04    0.18929E+01    0.45192E-04    0.18929E+01    0.17949E-01   -0.23950E-07    0.45192E-04   -0.23950E-07    0.15308E-09
    29    0.11054E+04    0.19332E+01    0.42542E-04    0.19332E+01    0.20300E-01   -0.23837E-07    0.42542E-04   -0.23837E-07    0.14322E-09
    30    0.11236E+04    0.19669E+01    0.40105E-04    0.19669E+01    0.22853E-01   -0.23719E-07    0.40105E-04   -0.23719E-07    0.13422E-09
    31    0.11420E+04    0.19928E+01    0.37861E-04    0.19928E+01    0.25619E-01   -0.23598E-07    0.37861E-04   -0.23598E-07    0.12599E-09
    32    0.11607E+04    0.20100E+01    0.35797E-04    0.20100E+01    0.28604E-01   -0.23478E-07    0.35797E-04   -0.23478E-07    0.11845E-09
    33    0.11797E+04    0.20173E+01    0.33899E-04    0.20173E+01    0.31819E-01   -0.23358E-07    0.33899E-04   -0.23358E-07    0.11153E-09
    34    0.11989E+04    0.20161E+01    0.32139E-04    0.20161E+01    0.35267E-01   -0.23230E-07    0.32139E-04   -0.23230E-07    0.10515E-09
    35    0.12183E+04    0.20057E+01    0.30504E-04    0.20057E+01    0.38959E-01   -0.23100E-07    0.30504E-04   -0.23100E-07    0.99260E-10
    36    0.12378E+04    0.19849E+01    0.28988E-04    0.19849E+01    0.42901E-01   -0.22971E-07    0.28988E-04   -0.22971E-07    0.93818E-10
    37    0.12577E+04    0.19530E+01    0.27582E-04    0.19530E+01    0.47102E-01   -0.22842E-07    0.27582E-04   -0.22842E-07    0.88779E-10
    38    0.12778E+04    0.19106E+01    0.26269E-04    0.19106E+01    0.51567E-01   -0.22710E-07    0.26269E-04   -0.22710E-07    0.84101E-10
    39    0.12981E+04    0.18574E+01    0.25044E-04    0.18574E+01    0.56299E-01   -0.22575E-07    0.25044E-04   -0.22575E-07    0.79754E-10
    40    0.13185E+04    0.17922E+01    0.23901E-04    0.17922E+01    0.61305E-01   -0.22439E-07    0.23901E-04   -0.22439E-07    0.75709E-10
    41    0.13392E+04    0.17143E+01    0.22833E-04    0.17143E+01    0.66596E-01   -0.22304E-07    0.22833E-04   -0.22304E-07    0.71938E-10
    42    0.13601E+04    0.16246E+01    0.21833E-04    0.16246E+01    0.72174E-01   -0.22168E-07    0.21833E-04   -0.22168E-07    0.68418E-10
    43    0.13812E+04    0.15239E+01    0.20891E-04    0.15239E+01    0.78045E-01   -0.22030E-07    0.20891E-04   -0.22030E-07    0.65127E-10
    44    0.14023E+04    0.14102E+01    0.20005E-04    0.14102E+01    0.84205E-01   -0.21891E-07    0.20005E-04   -0.21891E-07    0.62046E-10
    45    0.14238E+04    0.12822E+01    0.19176E-04    0.12822E+01    0.90666E-01   -0.21753E-07    0.19176E-04   -0.21753E-07    0.59158E-10
    46    0.14456E+04    0.11411E+01    0.18396E-04    0.11411E+01    0.97438E-01   -0.21614E-07    0.18396E-04   -0.21614E-07    0.56449E-10
    47    0.14674E+04    0.98803E+00    0.17658E-04    0.98803E+00    0.10451E+00   -0.21472E-07    0.17658E-04   -0.21472E-07    0.53905E-10
    48    0.14894E+04    0.82130E+00    0.16961E-04    0.82130E+00    0.11189E+00   -0.21331E-07    0.16961E-04   -0.21331E-07    0.51512E-10
    49    0.15116E+04    0.63955E+00    0.16305E-04    0.63955E+00    0.11958E+00   -0.21190E-07    0.16305E-04   -0.21190E-07    0.49259E-10
    50    0.15342E+04    0.44383E+00    0.15685E-04    0.44383E+00    0.12760E+00   -0.21049E-07    0.15685E-04   -0.21049E-07    0.47135E-10
    51    0.15567E+04    0.23543E+00    0.15097E-04    0.23543E+00    0.13593E+00   -0.20907E-07    0.15097E-04   -0.20907E-07    0.45133E-10
    52    0.15797E+04    0.12909E-01    0.14540E-04    0.12909E-01    0.14456E+00   -0.20765E-07    0.14540E-04   -0.20765E-07    0.43243E-10
    53    0.16029E+04   -0.22530E+00    0.14013E-04   -0.22530E+00    0.15352E+00   -0.20623E-07    0.14013E-04   -0.20623E-07    0.41456E-10
    54    0.16262E+04   -0.47791E+00    0.13513E-04   -0.47791E+00    0.16279E+00   -0.20482E-07    0.13513E-04   -0.20482E-07    0.39767E-10
    55    0.16496E+04   -0.74365E+00    0.13038E-04   -0.74365E+00    0.17237E+00   -0.20338E-07    0.13038E-04   -0.20338E-07    0.38167E-10
    56    0.16733E+04   -0.10238E+01    0.12585E-04   -0.10238E+01    0.18227E+00   -0.20194E-07    0.12585E-04   -0.20194E-07    0.36652E-10
    57    0.16974E+04   -0.13196E+01    0.12156E-04   -0.13196E+01    0.19249E+00   -0.20052E-07    0.12156E-04   -0.20052E-07    0.35215E-10
    58    0.17216E+04   -0.16303E+01    0.11748E-04   -0.16303E+01    0.20301E+00   -0.19911E-07    0.11748E-04   -0.19911E-07    0.33852E-10
    59    0.17460E+04   -0.19545E+01    0.11359E-04   -0.19545E+01    0.21386E+00   -0.19767E-07    0.11359E-04   -0.19767E-07    0.32558E-10
    60    0.17705E+04   -0.22913E+01    0.10986E-04   -0.22913E+01    0.22498E+00   -0.19623E-07    0.10986E-04   -0.19623E-07    0.31328E-10
    61    0.17956E+04   -0.26403E+01    0.10631E-04   -0.26403E+01    0.23639E+00   -0.19479E-07    0.10631E-04   -0.19479E-07    0.30158E-10
    62    0.18206E+04   -0.30030E+01    0.10293E-04   -0.30030E+01    0.24809E+00   -0.19335E-07    0.10293E-04   -0.19335E-07    0.29045E-10
    63    0.18459E+04   -0.33810E+01    0.99701E-05   -0.33810E+01    0.26006E+00   -0.19192E-07    0.99701E-05   -0.19192E-07    0.27985E-10
    64    0.18716E+04   -0.37759E+01    0.96621E-05   -0.37759E+01    0.27236E+00   -0.19049E-07    0.96621E-05   -0.19049E-07    0.26976E-10
    65    0.18973E+04   -0.41890E+01    0.93679E-05   -0.41890E+01    0.28499E+00   -0.18907E-07    0.93679E-05   -0.18907E-07    0.26015E-10
    66    0.19233E+04   -0.46189E+01    0.90865E-05   -0.46189E+01    0.29792E+00   -0.18764E-07    0.90865E-05   -0.18764E-07    0.25098E-10
    67    0.19495E+04   -0.50633E+01    0.88171E-05   -0.50633E+01    0.31112E+00   -0.18622E-07    0.88171E-05   -0.18622E-07    0.24223E-10
    68    0.19761E+04   -0.55206E+01    0.85588E-05   -0.55206E+01    0.32461E+00   -0.18480E-07    0.85588E-05   -0.18480E-07    0.23387E-10
    69    0.20028E+04   -0.59879E+01    0.83109E-05   -0.59879E+01    0.33833E+00   -0.18337E-07    0.83109E-05   -0.18337E-07    0.22588E-10
    70    0.20299E+04   -0.64656E+01    0.80732E-05   -0.64656E+01    0.35228E+00   -0.18195E-07    0.80732E-05   -0.18195E-07    0.21825E-10
    71    0.20572E+04   -0.69549E+01    0.78450E-05   -0.69549E+01    0.36645E+00   -0.18053E-07    0.78450E-05   -0.18053E-07    0.21094E-10
