#           k/h    P           
    0.10000E-03    0.31746E+00
    0.10202E-03    0.32368E+00
    0.10408E-03    0.33002E+00
    0.10618E-03    0.33648E+00
    0.10833E-03    0.34307E+00
    0.11052E-03    0.34979E+00
    0.11275E-03    0.35664E+00
    0.11503E-03    0.36363E+00
    0.11735E-03    0.37075E+00
    0.11972E-03    0.37801E+00
    0.12214E-03    0.38541E+00
    0.12461E-03    0.39296E+00
    0.12712E-03    0.40065E+00
    0.12969E-03    0.40850E+00
    0.13231E-03    0.41650E+00
    0.13499E-03    0.42466E+00
    0.13771E-03    0.43297E+00
    0.14049E-03    0.44145E+00
    0.14333E-03    0.45010E+00
    0.14623E-03    0.45891E+00
    0.14918E-03    0.46790E+00
    0.15220E-03    0.47706E+00
    0.15527E-03    0.48640E+00
    0.15841E-03    0.49592E+00
    0.16161E-03    0.50563E+00
    0.16487E-03    0.51553E+00
    0.16820E-03    0.52563E+00
    0.17160E-03    0.53592E+00
    0.17507E-03    0.54641E+00
    0.17860E-03    0.55711E+00
    0.18221E-03    0.56801E+00
    0.18589E-03    0.57913E+00
    0.18965E-03    0.59047E+00
    0.19348E-03    0.60203E+00
    0.19739E-03    0.61381E+00
    0.20138E-03    0.62583E+00
    0.20544E-03    0.63808E+00
    0.20959E-03    0.65057E+00
    0.21383E-03    0.66330E+00
    0.21815E-03    0.67628E+00
    0.22255E-03    0.68952E+00
    0.22705E-03    0.70301E+00
    0.23164E-03    0.71677E+00
    0.23632E-03    0.73080E+00
    0.24109E-03    0.74510E+00
    0.24596E-03    0.75968E+00
    0.25093E-03    0.77454E+00
    0.25600E-03    0.78970E+00
    0.26117E-03    0.80515E+00
    0.26645E-03    0.82090E+00
    0.27183E-03    0.83696E+00
    0.27732E-03    0.85333E+00
    0.28292E-03    0.87002E+00
    0.28864E-03    0.88704E+00
    0.29447E-03    0.90438E+00
    0.30042E-03    0.92207E+00
    0.30649E-03    0.94010E+00
    0.31268E-03    0.95848E+00
    0.31899E-03    0.97722E+00
    0.32544E-03    0.99633E+00
    0.33201E-03    0.10158E+01
    0.33872E-03    0.10357E+01
    0.34556E-03    0.10559E+01
    0.35254E-03    0.10765E+01
    0.35966E-03    0.10976E+01
    0.36693E-03    0.11190E+01
    0.37434E-03    0.11409E+01
    0.38190E-03    0.11632E+01
    0.38962E-03    0.11859E+01
    0.39749E-03    0.12091E+01
    0.40552E-03    0.12327E+01
    0.41371E-03    0.12567E+01
    0.42207E-03    0.12813E+01
    0.43060E-03    0.13063E+01
    0.43929E-03    0.13318E+01
    0.44817E-03    0.13578E+01
    0.45722E-03    0.13843E+01
    0.46646E-03    0.14113E+01
    0.47588E-03    0.14388E+01
    0.48550E-03    0.14669E+01
    0.49530E-03    0.14955E+01
    0.50531E-03    0.15246E+01
    0.51552E-03    0.15544E+01
    0.52593E-03    0.15847E+01
    0.53656E-03    0.16155E+01
    0.54739E-03    0.16470E+01
    0.55845E-03    0.16791E+01
    0.56973E-03    0.17118E+01
    0.58124E-03    0.17451E+01
