#    L    TT             EE             BB             TE          
     2    0.92742E+03    0.44616E-05    0.31574E-05    0.28992E-01
     3    0.91464E+03    0.12502E-04    0.63156E-05    0.65143E-01
     4    0.89688E+03    0.28390E-04    0.10528E-04    0.11096E+00
     5    0.88414E+03    0.56172E-04    0.15795E-04    0.16564E+00
     6    0.87701E+03    0.10065E-03    0.22118E-04    0.22850E+00
     7    0.87450E+03    0.16734E-03    0.29498E-04    0.29882E+00
     8    0.87510E+03    0.26233E-03    0.37937E-04    0.37574E+00
     9    0.87847E+03    0.39245E-03    0.47437E-04    0.45868E+00
    10    0.88384E+03    0.56472E-03    0.57999E-04    0.54669E+00
    11    0.89083E+03    0.78719E-03    0.69625E-04    0.63924E+00
    12    0.89969E+03    0.10679E-02    0.82318E-04    0.73608E+00
    13    0.90935E+03    0.14154E-02    0.96079E-04    0.83552E+00
    14    0.91981E+03    0.18379E-02    0.11091E-03    0.93709E+00
    15    0.93092E+03    0.23455E-02    0.12682E-03    0.10400E+01
    16    0.94306E+03    0.29479E-02    0.14379E-03    0.11446E+01
    17    0.95571E+03    0.36553E-02    0.16185E-03    0.12493E+01
    18    0.96847E+03    0.44754E-02    0.18099E-03    0.13529E+01
    19    0.98253E+03    0.54234E-02    0.20120E-03    0.14563E+01
    20    0.99669E+03    0.65042E-02    0.22250E-03    0.15579E+01
    21    0.10111E+04    0.77297E-02    0.24489E-03    0.16568E+01
    22    0.10259E+04    0.91109E-02    0.26836E-03    0.17527E+01
    23    0.10409E+04    0.10658E-01    0.29293E-03    0.18450E+01
    24    0.10561E+04    0.12382E-01    0.31858E-03    0.19321E+01
    25    0.10716E+04    0.14292E-01    0.34533E-03    0.20142E+01
    26    0.10874E+04    0.16399E-01    0.37317E-03    0.20914E+01
    27    0.11034E+04    0.18714E-01    0.40210E-03    0.21626E+01
    28    0.11194E+04    0.21247E-01    0.43214E-03    0.22266E+01
    29    0.11358E+04    0.24007E-01    0.46327E-03    0.22827E+01
    30    0.11523E+04    0.27004E-01    0.49550E-03    0.23318E+01
    31    0.11689E+04    0.30248E-01    0.52883E-03    0.23728E+01
    32    0.11857E+04    0.33748E-01    0.56327E-03    0.24049E+01
    33    0.12027E+04    0.37514E-01    0.59880E-03    0.24267E+01
    34    0.12198E+04    0.41553E-01    0.63544E-03    0.24389E+01
    35    0.12371E+04    0.45874E-01    0.67318E-03    0.24416E+01
    36    0.12544E+04    0.50487E-01    0.71203E-03    0.24336E+01
    37    0.12719E+04    0.55399E-01    0.75198E-03    0.24140E+01
    38    0.12896E+04    0.60618E-01    0.79303E-03    0.23831E+01
    39    0.13074E+04    0.66146E-01    0.83518E-03    0.23401E+01
    40    0.13253E+04    0.71992E-01    0.87844E-03    0.22845E+01
    41    0.13434E+04    0.78167E-01    0.92280E-03    0.22156E+01
    42    0.13616E+04    0.84674E-01    0.96827E-03    0.21342E+01
    43    0.13800E+04    0.91518E-01    0.10148E-02    0.20408E+01
    44    0.13984E+04    0.98697E-01    0.10625E-02    0.19336E+01
    45    0.14171E+04    0.10622E+00    0.11113E-02    0.18115E+01
    46    0.14359E+04    0.11411E+00    0.11611E-02    0.16752E+01
    47    0.14548E+04    0.12233E+00    0.12121E-02    0.15254E+01
    48    0.14738E+04    0.13092E+00    0.12642E-02    0.13612E+01
    49    0.14930E+04    0.13986E+00    0.13173E-02    0.11816E+01
    50    0.15125E+04    0.14917E+00    0.13716E-02    0.98697E+00
    51    0.15320E+04    0.15883E+00    0.14269E-02    0.77796E+00
    52    0.15518E+04    0.16885E+00    0.14834E-02    0.55380E+00
    53    0.15718E+04    0.17923E+00    0.15409E-02    0.31361E+00
    54    0.15918E+04    0.18997E+00    0.15995E-02    0.58024E-01
    55    0.16120E+04    0.20107E+00    0.16593E-02   -0.21234E+00
    56    0.16325E+04    0.21252E+00    0.17201E-02   -0.49806E+00
    57    0.16532E+04    0.22433E+00    0.17820E-02   -0.79985E+00
    58    0.16741E+04    0.23650E+00    0.18449E-02   -0.11175E+01
    59    0.16951E+04    0.24902E+00    0.19090E-02   -0.14505E+01
    60    0.17163E+04    0.26185E+00    0.19742E-02   -0.17976E+01
    61    0.17380E+04    0.27501E+00    0.20404E-02   -0.21576E+01
    62    0.17597E+04    0.28849E+00    0.21077E-02   -0.25321E+01
    63    0.17816E+04    0.30229E+00    0.21761E-02   -0.29226E+01
    64    0.18038E+04    0.31644E+00    0.22456E-02   -0.33308E+01
    65    0.18260E+04    0.33095E+00    0.23162E-02   -0.37581E+01
    66    0.18486E+04    0.34579E+00    0.23878E-02   -0.42030E+01
    67    0.18712E+04    0.36092E+00    0.24605E-02   -0.46632E+01
    68    0.18942E+04    0.37638E+00    0.25343E-02   -0.51372E+01
    69    0.19174E+04    0.39208E+00    0.26092E-02   -0.56221E+01
    70    0.19410E+04    0.40804E+00    0.26852E-02   -0.61182E+01
    71    0.19648E+04    0.42423E+00    0.27622E-02   -0.66268E+01
    72    0.19888E+04    0.44063E+00    0.28403E-02   -0.71491E+01
