#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.90917E+03    0.11907E-05    0.00000E+00    0.26405E-01    0.50034E-07    0.25633E-02   -0.40724E-07
     3    0.88680E+03    0.56395E-05    0.00000E+00    0.59655E-01    0.60893E-07    0.25688E-02   -0.69096E-07
     4    0.86266E+03    0.16267E-04    0.00000E+00    0.10175E+00    0.70270E-07    0.25151E-02   -0.96991E-07
     5    0.84542E+03    0.36741E-04    0.00000E+00    0.15193E+00    0.78446E-07    0.24401E-02   -0.12482E-06
     6    0.83492E+03    0.71414E-04    0.00000E+00    0.20952E+00    0.85609E-07    0.23584E-02   -0.15234E-06
     7    0.82977E+03    0.12527E-03    0.00000E+00    0.27388E+00    0.91940E-07    0.22760E-02   -0.17961E-06
     8    0.82826E+03    0.20383E-03    0.00000E+00    0.34418E+00    0.97571E-07    0.21954E-02   -0.20688E-06
     9    0.82983E+03    0.31326E-03    0.00000E+00    0.41991E+00    0.10261E-06    0.21175E-02   -0.23435E-06
    10    0.83371E+03    0.45990E-03    0.00000E+00    0.50017E+00    0.10712E-06    0.20428E-02   -0.26161E-06
    11    0.83936E+03    0.65104E-03    0.00000E+00    0.58446E+00    0.11120E-06    0.19724E-02   -0.28851E-06
    12    0.84701E+03    0.89393E-03    0.00000E+00    0.67257E+00    0.11484E-06    0.19050E-02   -0.31454E-06
    13    0.85562E+03    0.11963E-02    0.00000E+00    0.76293E+00    0.11816E-06    0.18427E-02   -0.34039E-06
    14    0.86515E+03    0.15656E-02    0.00000E+00    0.85510E+00    0.12114E-06    0.17830E-02   -0.36601E-06
    15    0.87543E+03    0.20108E-02    0.00000E+00    0.94836E+00    0.12385E-06    0.17268E-02   -0.39179E-06
    16    0.88678E+03    0.25409E-02    0.00000E+00    0.10430E+01    0.12630E-06    0.16730E-02   -0.41740E-06
    17    0.89870E+03    0.31649E-02    0.00000E+00    0.11376E+01    0.12850E-06    0.16220E-02   -0.44267E-06
    18    0.91080E+03    0.38899E-02    0.00000E+00    0.12310E+01    0.13051E-06    0.15738E-02   -0.46755E-06
    19    0.92423E+03    0.47295E-02    0.00000E+00    0.13242E+01    0.13232E-06    0.15285E-02   -0.49242E-06
    20    0.93782E+03    0.56883E-02    0.00000E+00    0.14154E+01    0.13395E-06    0.14848E-02   -0.51671E-06
    21    0.95176E+03    0.67770E-02    0.00000E+00    0.15041E+01    0.13541E-06    0.14433E-02   -0.54063E-06
    22    0.96602E+03    0.80054E-02    0.00000E+00    0.15898E+01    0.13673E-06    0.14038E-02   -0.56428E-06
    23    0.98058E+03    0.93833E-02    0.00000E+00    0.16721E+01    0.13792E-06    0.13661E-02   -0.58770E-06
    24    0.99544E+03    0.10919E-01    0.00000E+00    0.17493E+01    0.13896E-06    0.13305E-02   -0.61064E-06
    25    0.10106E+04    0.12623E-01    0.00000E+00    0.18219E+01    0.13990E-06    0.12964E-02   -0.63335E-06
    26    0.10260E+04    0.14504E-01    0.00000E+00    0.18898E+01    0.14073E-06    0.12636E-02   -0.65573E-06
    27    0.10417E+04    0.16572E-01    0.00000E+00    0.19521E+01    0.14145E-06    0.12322E-02   -0.67785E-06
    28    0.10575E+04    0.18836E-01    0.00000E+00    0.20075E+01    0.14209E-06    0.12023E-02   -0.69967E-06
    29    0.10736E+04    0.21305E-01    0.00000E+00    0.20555E+01    0.14263E-06    0.11737E-02   -0.72112E-06
    30    0.10899E+04    0.23987E-01    0.00000E+00    0.20970E+01    0.14310E-06    0.11462E-02   -0.74218E-06
    31    0.11063E+04    0.26891E-01    0.00000E+00    0.21309E+01    0.14348E-06    0.11196E-02   -0.76291E-06
    32    0.11229E+04    0.30027E-01    0.00000E+00    0.21563E+01    0.14380E-06    0.10942E-02   -0.78342E-06
    33    0.11397E+04    0.33402E-01    0.00000E+00    0.21721E+01    0.14406E-06    0.10700E-02   -0.80367E-06
    34    0.11567E+04    0.37023E-01    0.00000E+00    0.21791E+01    0.14425E-06    0.10466E-02   -0.82345E-06
    35    0.11739E+04    0.40899E-01    0.00000E+00    0.21772E+01    0.14438E-06    0.10239E-02   -0.84289E-06
    36    0.11911E+04    0.45039E-01    0.00000E+00    0.21651E+01    0.14446E-06    0.10021E-02   -0.86211E-06
    37    0.12086E+04    0.49448E-01    0.00000E+00    0.21422E+01    0.14449E-06    0.98123E-03   -0.88109E-06
    38    0.12262E+04    0.54135E-01    0.00000E+00    0.21088E+01    0.14448E-06    0.96106E-03   -0.89965E-06
    39    0.12440E+04    0.59101E-01    0.00000E+00    0.20643E+01    0.14442E-06    0.94159E-03   -0.91782E-06
    40    0.12619E+04    0.64354E-01    0.00000E+00    0.20080E+01    0.14432E-06    0.92285E-03   -0.93571E-06
    41    0.12800E+04    0.69904E-01    0.00000E+00    0.19392E+01    0.14418E-06    0.90484E-03   -0.95339E-06
    42    0.12982E+04    0.75756E-01    0.00000E+00    0.18587E+01    0.14401E-06    0.88740E-03   -0.97076E-06
    43    0.13166E+04    0.81912E-01    0.00000E+00    0.17671E+01    0.14380E-06    0.87042E-03   -0.98773E-06
    44    0.13350E+04    0.88372E-01    0.00000E+00    0.16627E+01    0.14356E-06    0.85400E-03   -0.10044E-05
    45    0.13537E+04    0.95145E-01    0.00000E+00    0.15443E+01    0.14329E-06    0.83823E-03   -0.10207E-05
    46    0.13726E+04    0.10224E+00    0.00000E+00    0.14126E+01    0.14299E-06    0.82299E-03   -0.10368E-05
    47    0.13916E+04    0.10965E+00    0.00000E+00    0.12687E+01    0.14267E-06    0.80813E-03   -0.10525E-05
    48    0.14107E+04    0.11739E+00    0.00000E+00    0.11113E+01    0.14232E-06    0.79373E-03   -0.10679E-05
    49    0.14300E+04    0.12544E+00    0.00000E+00    0.93926E+00    0.14195E-06    0.77984E-03   -0.10831E-05
    50    0.14496E+04    0.13383E+00    0.00000E+00    0.75328E+00    0.14156E-06    0.76639E-03   -0.10980E-05
    51    0.14691E+04    0.14255E+00    0.00000E+00    0.55421E+00    0.14115E-06    0.75330E-03   -0.11124E-05
    52    0.14890E+04    0.15158E+00    0.00000E+00    0.34105E+00    0.14073E-06    0.74060E-03   -0.11266E-05
    53    0.15091E+04    0.16095E+00    0.00000E+00    0.11266E+00    0.14028E-06    0.72833E-03   -0.11406E-05
    54    0.15293E+04    0.17064E+00    0.00000E+00   -0.13006E+00    0.13982E-06    0.71640E-03   -0.11542E-05
    55    0.15496E+04    0.18066E+00    0.00000E+00   -0.38625E+00    0.13934E-06    0.70477E-03   -0.11675E-05
    56    0.15702E+04    0.19101E+00    0.00000E+00   -0.65678E+00    0.13885E-06    0.69346E-03   -0.11804E-05
    57    0.15910E+04    0.20168E+00    0.00000E+00   -0.94260E+00    0.13835E-06    0.68253E-03   -0.11932E-05
    58    0.16120E+04    0.21267E+00    0.00000E+00   -0.12432E+01    0.13783E-06    0.67191E-03   -0.12056E-05
    59    0.16331E+04    0.22399E+00    0.00000E+00   -0.15578E+01    0.13731E-06    0.66153E-03   -0.12177E-05
    60    0.16544E+04    0.23559E+00    0.00000E+00   -0.18851E+01    0.13677E-06    0.65141E-03   -0.12294E-05
    61    0.16763E+04    0.24749E+00    0.00000E+00   -0.22246E+01    0.13622E-06    0.64156E-03   -0.12409E-05
    62    0.16981E+04    0.25968E+00    0.00000E+00   -0.25775E+01    0.13567E-06    0.63200E-03   -0.12520E-05
    63    0.17200E+04    0.27216E+00    0.00000E+00   -0.29454E+01    0.13511E-06    0.62271E-03   -0.12630E-05
    64    0.17423E+04    0.28497E+00    0.00000E+00   -0.33302E+01    0.13453E-06    0.61366E-03   -0.12736E-05
    65    0.17647E+04    0.29813E+00    0.00000E+00   -0.37331E+01    0.13396E-06    0.60486E-03   -0.12840E-05
    66    0.17873E+04    0.31157E+00    0.00000E+00   -0.41526E+01    0.13337E-06    0.59628E-03   -0.12940E-05
    67    0.18100E+04    0.32530E+00    0.00000E+00   -0.45866E+01    0.13278E-06    0.58791E-03   -0.13038E-05
    68    0.18332E+04    0.33932E+00    0.00000E+00   -0.50333E+01    0.13219E-06    0.57974E-03   -0.13133E-05
    69    0.18564E+04    0.35357E+00    0.00000E+00   -0.54900E+01    0.13158E-06    0.57177E-03   -0.13225E-05
    70    0.18801E+04    0.36805E+00    0.00000E+00   -0.59570E+01    0.13098E-06    0.56398E-03   -0.13314E-05
    71    0.19039E+04    0.38275E+00    0.00000E+00   -0.64356E+01    0.13037E-06    0.55638E-03   -0.13400E-05
    72    0.19280E+04    0.39764E+00    0.00000E+00   -0.69271E+01    0.12976E-06    0.54894E-03   -0.13483E-05
    73    0.19523E+04    0.41270E+00    0.00000E+00   -0.74321E+01    0.12915E-06    0.54168E-03   -0.13563E-05
    74    0.19767E+04    0.42795E+00    0.00000E+00   -0.79499E+01    0.12853E-06    0.53459E-03   -0.13641E-05
    75    0.20014E+04    0.44340E+00    0.00000E+00   -0.84793E+01    0.12791E-06    0.52765E-03   -0.13715E-05
    76    0.20263E+04    0.45907E+00    0.00000E+00   -0.90204E+01    0.12729E-06    0.52086E-03   -0.13786E-05
    77    0.20515E+04    0.47496E+00    0.00000E+00   -0.95731E+01    0.12666E-06    0.51423E-03   -0.13855E-05
    78    0.20771E+04    0.49106E+00    0.00000E+00   -0.10139E+02    0.12604E-06    0.50774E-03   -0.13920E-05
    79    0.21028E+04    0.50732E+00    0.00000E+00   -0.10713E+02    0.12541E-06    0.50140E-03   -0.13983E-05
    80    0.21288E+04    0.52372E+00    0.00000E+00   -0.11297E+02    0.12478E-06    0.49520E-03   -0.14043E-05
    81    0.21550E+04    0.54022E+00    0.00000E+00   -0.11891E+02    0.12415E-06    0.48913E-03   -0.14100E-05
    82    0.21816E+04    0.55682E+00    0.00000E+00   -0.12496E+02    0.12353E-06    0.48320E-03   -0.14155E-05
    83    0.22084E+04    0.57350E+00    0.00000E+00   -0.13110E+02    0.12290E-06    0.47740E-03   -0.14206E-05
    84    0.22355E+04    0.59026E+00    0.00000E+00   -0.13732E+02    0.12227E-06    0.47172E-03   -0.14255E-05
    85    0.22627E+04    0.60708E+00    0.00000E+00   -0.14363E+02    0.12164E-06    0.46616E-03   -0.14302E-05
    86    0.22902E+04    0.62395E+00    0.00000E+00   -0.15003E+02    0.12102E-06    0.46071E-03   -0.14345E-05
    87    0.23181E+04    0.64086E+00    0.00000E+00   -0.15650E+02    0.12039E-06    0.45538E-03   -0.14386E-05
    88    0.23460E+04    0.65781E+00    0.00000E+00   -0.16303E+02    0.11976E-06    0.45015E-03   -0.14424E-05
    89    0.23744E+04    0.67478E+00    0.00000E+00   -0.16964E+02    0.11914E-06    0.44503E-03   -0.14459E-05
    90    0.24030E+04    0.69174E+00    0.00000E+00   -0.17631E+02    0.11852E-06    0.44001E-03   -0.14492E-05
    91    0.24317E+04    0.70866E+00    0.00000E+00   -0.18303E+02    0.11790E-06    0.43508E-03   -0.14521E-05
    92    0.24608E+04    0.72554E+00    0.00000E+00   -0.18979E+02    0.11728E-06    0.43024E-03   -0.14548E-05
    93    0.24902E+04    0.74237E+00    0.00000E+00   -0.19661E+02    0.11666E-06    0.42549E-03   -0.14573E-05
    94    0.25196E+04    0.75911E+00    0.00000E+00   -0.20346E+02    0.11604E-06    0.42084E-03   -0.14594E-05
    95    0.25494E+04    0.77576E+00    0.00000E+00   -0.21034E+02    0.11543E-06    0.41626E-03   -0.14613E-05
    96    0.25792E+04    0.79230E+00    0.00000E+00   -0.21726E+02    0.11481E-06    0.41177E-03   -0.14630E-05
    97    0.26094E+04    0.80871E+00    0.00000E+00   -0.22421E+02    0.11420E-06    0.40736E-03   -0.14643E-05
    98    0.26399E+04    0.82499E+00    0.00000E+00   -0.23116E+02    0.11360E-06    0.40303E-03   -0.14654E-05
