#    L    TT             EE             TE             PP             TP          
     2    0.90917E+03    0.11907E-05    0.26405E-01    0.10379E+07    0.23894E+05
     3    0.88680E+03    0.56395E-05    0.59655E-01    0.15987E+07    0.28572E+05
     4    0.86266E+03    0.16267E-04    0.10175E+00    0.20991E+07    0.30819E+05
     5    0.84542E+03    0.36741E-04    0.15193E+00    0.25426E+07    0.31787E+05
     6    0.83492E+03    0.71414E-04    0.20952E+00    0.29356E+07    0.32049E+05
     7    0.82977E+03    0.12527E-03    0.27388E+00    0.32854E+07    0.31901E+05
     8    0.82826E+03    0.20383E-03    0.34418E+00    0.35982E+07    0.31507E+05
     9    0.82983E+03    0.31326E-03    0.41991E+00    0.38792E+07    0.30961E+05
    10    0.83371E+03    0.45990E-03    0.50017E+00    0.41320E+07    0.30322E+05
    11    0.83936E+03    0.65104E-03    0.58446E+00    0.43611E+07    0.29644E+05
    12    0.84701E+03    0.89393E-03    0.67257E+00    0.45673E+07    0.28932E+05
    13    0.85562E+03    0.11963E-02    0.76293E+00    0.47553E+07    0.28236E+05
    14    0.86515E+03    0.15656E-02    0.85510E+00    0.49253E+07    0.27532E+05
    15    0.87543E+03    0.20108E-02    0.94836E+00    0.50805E+07    0.26843E+05
    16    0.88678E+03    0.25409E-02    0.10430E+01    0.52220E+07    0.26159E+05
    17    0.89870E+03    0.31649E-02    0.11376E+01    0.53499E+07    0.25494E+05
    18    0.91080E+03    0.38899E-02    0.12310E+01    0.54671E+07    0.24851E+05
    19    0.92423E+03    0.47295E-02    0.13242E+01    0.55739E+07    0.24236E+05
    20    0.93782E+03    0.56883E-02    0.14154E+01    0.56707E+07    0.23632E+05
    21    0.95176E+03    0.67770E-02    0.15041E+01    0.57586E+07    0.23051E+05
    22    0.96602E+03    0.80054E-02    0.15898E+01    0.58389E+07    0.22490E+05
    23    0.98058E+03    0.93833E-02    0.16721E+01    0.59118E+07    0.21948E+05
    24    0.99544E+03    0.10919E-01    0.17493E+01    0.59774E+07    0.21431E+05
    25    0.10106E+04    0.12623E-01    0.18219E+01    0.60370E+07    0.20932E+05
    26    0.10260E+04    0.14504E-01    0.18898E+01    0.60908E+07    0.20448E+05
    27    0.10417E+04    0.16572E-01    0.19521E+01    0.61390E+07    0.19981E+05
    28    0.10575E+04    0.18836E-01    0.20075E+01    0.61823E+07    0.19533E+05
    29    0.10736E+04    0.21305E-01    0.20555E+01    0.62208E+07    0.19103E+05
    30    0.10899E+04    0.23987E-01    0.20970E+01    0.62551E+07    0.18686E+05
    31    0.11063E+04    0.26891E-01    0.21309E+01    0.62849E+07    0.18281E+05
    32    0.11229E+04    0.30027E-01    0.21563E+01    0.63112E+07    0.17893E+05
    33    0.11397E+04    0.33402E-01    0.21721E+01    0.63340E+07    0.17520E+05
    34    0.11567E+04    0.37023E-01    0.21791E+01    0.63534E+07    0.17159E+05
    35    0.11739E+04    0.40899E-01    0.21772E+01    0.63696E+07    0.16809E+05
    36    0.11911E+04    0.45039E-01    0.21651E+01    0.63830E+07    0.16470E+05
    37    0.12086E+04    0.49448E-01    0.21422E+01    0.63938E+07    0.16145E+05
    38    0.12262E+04    0.54135E-01    0.21088E+01    0.64020E+07    0.15829E+05
    39    0.12440E+04    0.59101E-01    0.20643E+01    0.64077E+07    0.15524E+05
    40    0.12619E+04    0.64354E-01    0.20080E+01    0.64112E+07    0.15229E+05
    41    0.12800E+04    0.69904E-01    0.19392E+01    0.64127E+07    0.14945E+05
    42    0.12982E+04    0.75756E-01    0.18587E+01    0.64123E+07    0.14670E+05
    43    0.13166E+04    0.81912E-01    0.17671E+01    0.64100E+07    0.14401E+05
    44    0.13350E+04    0.88372E-01    0.16627E+01    0.64059E+07    0.14140E+05
    45    0.13537E+04    0.95145E-01    0.15443E+01    0.64002E+07    0.13889E+05
    46    0.13726E+04    0.10224E+00    0.14126E+01    0.63930E+07    0.13646E+05
    47    0.13916E+04    0.10965E+00    0.12687E+01    0.63844E+07    0.13409E+05
    48    0.14107E+04    0.11739E+00    0.11113E+01    0.63744E+07    0.13178E+05
    49    0.14300E+04    0.12544E+00    0.93926E+00    0.63632E+07    0.12956E+05
    50    0.14496E+04    0.13383E+00    0.75328E+00    0.63507E+07    0.12740E+05
    51    0.14691E+04    0.14255E+00    0.55421E+00    0.63372E+07    0.12530E+05
    52    0.14890E+04    0.15158E+00    0.34105E+00    0.63227E+07    0.12325E+05
    53    0.15091E+04    0.16095E+00    0.11266E+00    0.63072E+07    0.12128E+05
    54    0.15293E+04    0.17064E+00   -0.13006E+00    0.62908E+07    0.11935E+05
    55    0.15496E+04    0.18066E+00   -0.38625E+00    0.62735E+07    0.11747E+05
    56    0.15702E+04    0.19101E+00   -0.65678E+00    0.62553E+07    0.11564E+05
    57    0.15910E+04    0.20168E+00   -0.94260E+00    0.62365E+07    0.11387E+05
    58    0.16120E+04    0.21267E+00   -0.12432E+01    0.62170E+07    0.11215E+05
    59    0.16331E+04    0.22399E+00   -0.15578E+01    0.61968E+07    0.11047E+05
    60    0.16544E+04    0.23559E+00   -0.18851E+01    0.61760E+07    0.10882E+05
