#           k/h    P           
    0.10000E-03    0.16627E+03
    0.10202E-03    0.16953E+03
    0.10408E-03    0.17285E+03
    0.10618E-03    0.17623E+03
    0.10833E-03    0.17968E+03
    0.11052E-03    0.18320E+03
    0.11275E-03    0.18679E+03
    0.11503E-03    0.19045E+03
    0.11735E-03    0.19417E+03
    0.11972E-03    0.19798E+03
    0.12214E-03    0.20185E+03
    0.12461E-03    0.20580E+03
    0.12712E-03    0.20983E+03
    0.12969E-03    0.21394E+03
    0.13231E-03    0.21813E+03
    0.13499E-03    0.22240E+03
    0.13771E-03    0.22675E+03
    0.14049E-03    0.23119E+03
    0.14333E-03    0.23572E+03
    0.14623E-03    0.24033E+03
    0.14918E-03    0.24504E+03
    0.15220E-03    0.24983E+03
    0.15527E-03    0.25472E+03
    0.15841E-03    0.25971E+03
    0.16161E-03    0.26479E+03
    0.16487E-03    0.26997E+03
    0.16820E-03    0.27526E+03
    0.17160E-03    0.28064E+03
    0.17507E-03    0.28613E+03
    0.17860E-03    0.29173E+03
    0.18221E-03    0.29744E+03
    0.18589E-03    0.30326E+03
    0.18965E-03    0.30919E+03
    0.19348E-03    0.31524E+03
    0.19739E-03    0.32141E+03
    0.20138E-03    0.32769E+03
    0.20544E-03    0.33410E+03
    0.20959E-03    0.34064E+03
    0.21383E-03    0.34730E+03
    0.21815E-03    0.35409E+03
    0.22255E-03    0.36102E+03
    0.22705E-03    0.36807E+03
    0.23164E-03    0.37527E+03
    0.23632E-03    0.38261E+03
    0.24109E-03    0.39009E+03
    0.24596E-03    0.39771E+03
    0.25093E-03    0.40548E+03
    0.25600E-03    0.41341E+03
    0.26117E-03    0.42149E+03
    0.26645E-03    0.42972E+03
    0.27183E-03    0.43812E+03
    0.27732E-03    0.44668E+03
    0.28292E-03    0.45540E+03
    0.28864E-03    0.46430E+03
    0.29447E-03    0.47336E+03
    0.30042E-03    0.48261E+03
    0.30649E-03    0.49203E+03
    0.31268E-03    0.50163E+03
    0.31899E-03    0.51142E+03
    0.32544E-03    0.52141E+03
    0.33201E-03    0.53158E+03
    0.33872E-03    0.54195E+03
    0.34556E-03    0.55252E+03
    0.35254E-03    0.56330E+03
    0.35966E-03    0.57428E+03
    0.36693E-03    0.58548E+03
    0.37434E-03    0.59689E+03
    0.38190E-03    0.60852E+03
    0.38962E-03    0.62038E+03
    0.39749E-03    0.63246E+03
    0.40552E-03    0.64478E+03
    0.41371E-03    0.65734E+03
    0.42207E-03    0.67013E+03
    0.43060E-03    0.68317E+03
    0.43929E-03    0.69647E+03
    0.44817E-03    0.71002E+03
    0.45722E-03    0.72382E+03
    0.46646E-03    0.73790E+03
    0.47588E-03    0.75224E+03
    0.48550E-03    0.76685E+03
    0.49530E-03    0.78175E+03
    0.50531E-03    0.79693E+03
    0.51552E-03    0.81240E+03
    0.52593E-03    0.82816E+03
    0.53656E-03    0.84422E+03
    0.54739E-03    0.86059E+03
    0.55845E-03    0.87727E+03
    0.56973E-03    0.89427E+03
    0.58124E-03    0.91159E+03
    0.59299E-03    0.92923E+03
    0.60496E-03    0.94721E+03
    0.61719E-03    0.96553E+03
    0.62965E-03    0.98419E+03
    0.64237E-03    0.10032E+04
    0.65535E-03    0.10226E+04
    0.66859E-03    0.10423E+04
    0.68210E-03    0.10624E+04
    0.69588E-03    0.10829E+04
    0.70993E-03    0.11038E+04
    0.72427E-03    0.11250E+04
    0.73891E-03    0.11467E+04
    0.75383E-03    0.11687E+04
    0.76906E-03    0.11912E+04
    0.78460E-03    0.12141E+04
    0.80045E-03    0.12374E+04
    0.81662E-03    0.12611E+04
    0.83311E-03    0.12853E+04
    0.84994E-03    0.13099E+04
    0.86711E-03    0.13349E+04
    0.88463E-03    0.13604E+04
    0.90250E-03    0.13864E+04
    0.92073E-03    0.14129E+04
    0.93933E-03    0.14398E+04
    0.95831E-03    0.14672E+04
    0.97767E-03    0.14952E+04
    0.99742E-03    0.15236E+04
    0.10176E-02    0.15525E+04
    0.10381E-02    0.15820E+04
    0.10591E-02    0.16119E+04
    0.10805E-02    0.16424E+04
    0.11023E-02    0.16735E+04
    0.11246E-02    0.17051E+04
    0.11473E-02    0.17372E+04
    0.11705E-02    0.17699E+04
    0.11941E-02    0.18032E+04
    0.12182E-02    0.18371E+04
    0.12429E-02    0.18715E+04
    0.12680E-02    0.19066E+04
    0.12936E-02    0.19422E+04
    0.13197E-02    0.19785E+04
    0.13464E-02    0.20154E+04
    0.13736E-02    0.20529E+04
    0.14013E-02    0.20910E+04
    0.14296E-02    0.21298E+04
    0.14585E-02    0.21692E+04
    0.14880E-02    0.22093E+04
    0.15180E-02    0.22500E+04
    0.15487E-02    0.22914E+04
    0.15800E-02    0.23335E+04
    0.16119E-02    0.23763E+04
    0.16445E-02    0.24197E+04
    0.16777E-02    0.24639E+04
    0.17116E-02    0.25087E+04
    0.17462E-02    0.25543E+04
    0.17814E-02    0.26005E+04
    0.18174E-02    0.26475E+04
    0.18541E-02    0.26952E+04
    0.18916E-02    0.27437E+04
    0.19298E-02    0.27928E+04
    0.19688E-02    0.28427E+04
    0.20086E-02    0.28934E+04
    0.20491E-02    0.29448E+04
    0.20905E-02    0.29970E+04
    0.21328E-02    0.30499E+04
    0.21758E-02    0.31036E+04
    0.22198E-02    0.31580E+04
    0.22646E-02    0.32132E+04
    0.23104E-02    0.32691E+04
    0.23571E-02    0.33259E+04
    0.24047E-02    0.33833E+04
    0.24533E-02    0.34416E+04
    0.25028E-02    0.35006E+04
    0.25534E-02    0.35604E+04
    0.26050E-02    0.36210E+04
    0.26576E-02    0.36823E+04
    0.27113E-02    0.37444E+04
    0.27660E-02    0.38073E+04
    0.28219E-02    0.38709E+04
    0.28789E-02    0.39352E+04
    0.29371E-02    0.40003E+04
    0.29964E-02    0.40662E+04
    0.30569E-02    0.41328E+04
    0.31187E-02    0.42001E+04
    0.31817E-02    0.42682E+04
    0.32460E-02    0.43370E+04
    0.33115E-02    0.44065E+04
    0.33784E-02    0.44766E+04
    0.34467E-02    0.45475E+04
    0.35163E-02    0.46191E+04
    0.35874E-02    0.46913E+04
    0.36598E-02    0.47642E+04
    0.37338E-02    0.48378E+04
    0.38092E-02    0.49119E+04
    0.38861E-02    0.49867E+04
    0.39646E-02    0.50621E+04
    0.40447E-02    0.51381E+04
    0.41264E-02    0.52147E+04
    0.42098E-02    0.52918E+04
    0.42948E-02    0.53694E+04
    0.43816E-02    0.54476E+04
    0.44701E-02    0.55262E+04
    0.45604E-02    0.56054E+04
    0.46525E-02    0.56849E+04
    0.47465E-02    0.57649E+04
    0.48424E-02    0.58453E+04
    0.49402E-02    0.59261E+04
    0.50400E-02    0.60072E+04
    0.51419E-02    0.60886E+04
    0.52457E-02    0.61703E+04
    0.53517E-02    0.62523E+04
    0.54598E-02    0.63344E+04
    0.55701E-02    0.64168E+04
    0.56826E-02    0.64993E+04
    0.57974E-02    0.65820E+04
    0.59145E-02    0.66647E+04
    0.60340E-02    0.67474E+04
    0.61559E-02    0.68302E+04
    0.62803E-02    0.69129E+04
    0.64072E-02    0.69955E+04
    0.65366E-02    0.70780E+04
    0.66686E-02    0.71603E+04
    0.68033E-02    0.72424E+04
    0.69408E-02    0.73241E+04
    0.70810E-02    0.74056E+04
    0.72240E-02    0.74866E+04
    0.73700E-02    0.75673E+04
    0.75189E-02    0.76474E+04
    0.76708E-02    0.77269E+04
    0.78257E-02    0.78059E+04
    0.79838E-02    0.78841E+04
    0.81451E-02    0.79616E+04
    0.83096E-02    0.80383E+04
    0.84775E-02    0.81141E+04
    0.86488E-02    0.81890E+04
    0.88235E-02    0.82628E+04
    0.90017E-02    0.83356E+04
    0.91836E-02    0.84071E+04
    0.93691E-02    0.84775E+04
    0.95583E-02    0.85465E+04
    0.97514E-02    0.86140E+04
    0.99484E-02    0.86802E+04
    0.10149E-01    0.87447E+04
    0.10354E-01    0.88076E+04
    0.10564E-01    0.88688E+04
    0.10777E-01    0.89281E+04
    0.10995E-01    0.89855E+04
    0.11217E-01    0.90409E+04
    0.11443E-01    0.90943E+04
    0.11675E-01    0.91454E+04
    0.11910E-01    0.91942E+04
    0.12151E-01    0.92407E+04
    0.12397E-01    0.92847E+04
    0.12647E-01    0.93261E+04
    0.12902E-01    0.93648E+04
    0.13163E-01    0.94007E+04
    0.13429E-01    0.94338E+04
    0.13700E-01    0.94639E+04
    0.13977E-01    0.94909E+04
    0.14259E-01    0.95147E+04
    0.14547E-01    0.95353E+04
    0.14841E-01    0.95525E+04
    0.15141E-01    0.95663E+04
    0.15447E-01    0.95765E+04
    0.15759E-01    0.95831E+04
    0.16077E-01    0.95860E+04
    0.16402E-01    0.95851E+04
    0.16734E-01    0.95803E+04
    0.17072E-01    0.95715E+04
    0.17416E-01    0.95587E+04
    0.17768E-01    0.95417E+04
    0.18127E-01    0.95206E+04
    0.18493E-01    0.94953E+04
    0.18867E-01    0.94657E+04
    0.19248E-01    0.94318E+04
    0.19637E-01    0.93935E+04
    0.20034E-01    0.93509E+04
    0.20438E-01    0.93039E+04
    0.20851E-01    0.92524E+04
    0.21272E-01    0.91966E+04
    0.21702E-01    0.91364E+04
    0.22141E-01    0.90719E+04
    0.22588E-01    0.90030E+04
    0.23044E-01    0.89299E+04
    0.23510E-01    0.88526E+04
    0.23985E-01    0.87712E+04
    0.24469E-01    0.86859E+04
    0.24964E-01    0.85966E+04
    0.25468E-01    0.85036E+04
    0.25982E-01    0.84069E+04
    0.26507E-01    0.83069E+04
    0.27043E-01    0.82035E+04
    0.27589E-01    0.80971E+04
    0.28146E-01    0.79878E+04
    0.28715E-01    0.78759E+04
    0.29295E-01    0.77616E+04
    0.29887E-01    0.76451E+04
    0.30490E-01    0.75268E+04
    0.31106E-01    0.74069E+04
    0.31735E-01    0.72858E+04
    0.32376E-01    0.71636E+04
    0.33030E-01    0.70408E+04
    0.33697E-01    0.69176E+04
    0.34378E-01    0.67944E+04
    0.35072E-01    0.66715E+04
    0.35781E-01    0.65492E+04
    0.36504E-01    0.64279E+04
    0.37241E-01    0.63079E+04
    0.37993E-01    0.61894E+04
    0.38761E-01    0.60729E+04
    0.39544E-01    0.59585E+04
    0.40343E-01    0.58465E+04
    0.41158E-01    0.57373E+04
    0.41989E-01    0.56310E+04
    0.42838E-01    0.55278E+04
    0.43703E-01    0.54279E+04
    0.44586E-01    0.53314E+04
    0.45486E-01    0.52384E+04
    0.46405E-01    0.51491E+04
    0.47343E-01    0.50633E+04
    0.48299E-01    0.49812E+04
    0.49275E-01    0.49025E+04
    0.50270E-01    0.48272E+04
    0.51286E-01    0.47551E+04
    0.52322E-01    0.46861E+04
    0.53379E-01    0.46197E+04
    0.54457E-01    0.45557E+04
    0.55557E-01    0.44936E+04
    0.56680E-01    0.44332E+04
    0.57825E-01    0.43738E+04
    0.58993E-01    0.43151E+04
    0.60184E-01    0.42564E+04
    0.61400E-01    0.41971E+04
    0.62641E-01    0.41369E+04
    0.63906E-01    0.40750E+04
    0.65197E-01    0.40110E+04
    0.66514E-01    0.39444E+04
    0.67858E-01    0.38747E+04
    0.69229E-01    0.38015E+04
    0.70627E-01    0.37246E+04
    0.72054E-01    0.36439E+04
    0.73510E-01    0.35593E+04
    0.74994E-01    0.34709E+04
    0.76509E-01    0.33789E+04
    0.78055E-01    0.32837E+04
    0.79632E-01    0.31859E+04
    0.81241E-01    0.30861E+04
    0.82882E-01    0.29851E+04
    0.84556E-01    0.28837E+04
    0.86264E-01    0.27830E+04
    0.88007E-01    0.26839E+04
    0.89785E-01    0.25873E+04
    0.91598E-01    0.24942E+04
    0.93449E-01    0.24054E+04
    0.95337E-01    0.23217E+04
    0.97263E-01    0.22437E+04
    0.99227E-01    0.21718E+04
    0.10123E+00    0.21062E+04
    0.10328E+00    0.20470E+04
    0.10536E+00    0.19940E+04
    0.10749E+00    0.19467E+04
    0.10966E+00    0.19044E+04
    0.11188E+00    0.18664E+04
    0.11414E+00    0.18315E+04
    0.11644E+00    0.17987E+04
    0.11880E+00    0.17666E+04
    0.12120E+00    0.17340E+04
    0.12365E+00    0.16998E+04
    0.12614E+00    0.16629E+04
    0.12869E+00    0.16225E+04
    0.13129E+00    0.15782E+04
    0.13394E+00    0.15299E+04
    0.13665E+00    0.14779E+04
    0.13941E+00    0.14229E+04
    0.14223E+00    0.13660E+04
    0.14510E+00    0.13085E+04
    0.14803E+00    0.12518E+04
    0.15102E+00    0.11972E+04
    0.15407E+00    0.11461E+04
    0.15718E+00    0.10993E+04
    0.16036E+00    0.10577E+04
    0.16360E+00    0.10214E+04
    0.16690E+00    0.99011E+03
    0.17028E+00    0.96331E+03
    0.17371E+00    0.93998E+03
    0.17722E+00    0.91883E+03
    0.18080E+00    0.89847E+03
    0.18446E+00    0.87752E+03
    0.18818E+00    0.85484E+03
    0.19198E+00    0.82965E+03
    0.19586E+00    0.80170E+03
    0.19982E+00    0.77128E+03
    0.20386E+00    0.73919E+03
    0.20797E+00    0.70655E+03
    0.21218E+00    0.67467E+03
    0.21646E+00    0.64474E+03
    0.22083E+00    0.61769E+03
    0.22530E+00    0.59397E+03
    0.22985E+00    0.57356E+03
    0.23449E+00    0.55592E+03
    0.23923E+00    0.54015E+03
    0.24406E+00    0.52517E+03
    0.24899E+00    0.50991E+03
    0.25402E+00    0.49360E+03
    0.25915E+00    0.47591E+03
    0.26439E+00    0.45701E+03
    0.26973E+00    0.43752E+03
    0.27518E+00    0.41828E+03
    0.28074E+00    0.40014E+03
    0.28641E+00    0.38369E+03
    0.29219E+00    0.36913E+03
    0.29810E+00    0.35624E+03
    0.30412E+00    0.34445E+03
    0.31026E+00    0.33307E+03
    0.31653E+00    0.32150E+03
    0.32292E+00    0.30945E+03
    0.32945E+00    0.29696E+03
    0.33610E+00    0.28440E+03
    0.34289E+00    0.27228E+03
    0.34982E+00    0.26099E+03
    0.35689E+00    0.25072E+03
    0.36409E+00    0.24133E+03
    0.37145E+00    0.23249E+03
    0.37895E+00    0.22385E+03
    0.38661E+00    0.21516E+03
    0.39442E+00    0.20640E+03
    0.40239E+00    0.19777E+03
    0.41052E+00    0.18949E+03
    0.41881E+00    0.18174E+03
    0.42727E+00    0.17452E+03
    0.43590E+00    0.16769E+03
    0.44471E+00    0.16108E+03
    0.45369E+00    0.15456E+03
    0.46286E+00    0.14816E+03
    0.47221E+00    0.14196E+03
    0.48174E+00    0.13605E+03
    0.49148E+00    0.13047E+03
    0.50141E+00    0.12516E+03
    0.51153E+00    0.12004E+03
    0.52187E+00    0.11505E+03
    0.53241E+00    0.11022E+03
    0.54317E+00    0.10558E+03
    0.55414E+00    0.10116E+03
    0.56533E+00    0.96931E+02
    0.57675E+00    0.92872E+02
    0.58840E+00    0.88953E+02
    0.60029E+00    0.85175E+02
    0.61242E+00    0.81552E+02
    0.62479E+00    0.78086E+02
    0.63741E+00    0.74765E+02
    0.65029E+00    0.71574E+02
    0.66342E+00    0.68506E+02
    0.67683E+00    0.65562E+02
    0.69050E+00    0.62738E+02
    0.70445E+00    0.60031E+02
    0.71868E+00    0.57437E+02
    0.73320E+00    0.54949E+02
    0.74801E+00    0.52564E+02
    0.76312E+00    0.50277E+02
    0.77854E+00    0.48084E+02
    0.79426E+00    0.45981E+02
    0.81031E+00    0.43967E+02
    0.82668E+00    0.42037E+02
