#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.462972E+06   0.462971E+06   0.617003E+06   0.616986E+06   0.475904E+06   0.463250E+06   0.462972E+06   0.468254E+06  -0.602336E+00   0.461626E+06   0.461626E+06   0.138892E+01
   0.798228E-04   0.462970E+06   0.462969E+06   0.616928E+06   0.616906E+06   0.475882E+06   0.463248E+06   0.462970E+06   0.468251E+06  -0.602332E+00   0.461624E+06   0.461624E+06   0.155213E+01
   0.892035E-04   0.462967E+06   0.462966E+06   0.616834E+06   0.616807E+06   0.475854E+06   0.463245E+06   0.462967E+06   0.468248E+06  -0.602327E+00   0.461621E+06   0.461621E+06   0.173452E+01
   0.996866E-04   0.462964E+06   0.462963E+06   0.616716E+06   0.616683E+06   0.475819E+06   0.463241E+06   0.462964E+06   0.468243E+06  -0.602321E+00   0.461618E+06   0.461618E+06   0.193833E+01
   0.111402E-03   0.462960E+06   0.462959E+06   0.616570E+06   0.616528E+06   0.475775E+06   0.463236E+06   0.462960E+06   0.468237E+06  -0.602313E+00   0.461614E+06   0.461614E+06   0.216608E+01
   0.124493E-03   0.462956E+06   0.462954E+06   0.616386E+06   0.616334E+06   0.475721E+06   0.463230E+06   0.462955E+06   0.468230E+06  -0.602303E+00   0.461609E+06   0.461608E+06   0.242059E+01
   0.139124E-03   0.462950E+06   0.462948E+06   0.616158E+06   0.616092E+06   0.475652E+06   0.463223E+06   0.462949E+06   0.468220E+06  -0.602290E+00   0.461602E+06   0.461602E+06   0.270498E+01
   0.155474E-03   0.462942E+06   0.462940E+06   0.615872E+06   0.615791E+06   0.475568E+06   0.463214E+06   0.462942E+06   0.468209E+06  -0.602275E+00   0.461594E+06   0.461594E+06   0.302277E+01
   0.173745E-03   0.462933E+06   0.462930E+06   0.615516E+06   0.615414E+06   0.475461E+06   0.463202E+06   0.462932E+06   0.468194E+06  -0.602255E+00   0.461584E+06   0.461584E+06   0.337786E+01
   0.194163E-03   0.462921E+06   0.462918E+06   0.615071E+06   0.614944E+06   0.475329E+06   0.463188E+06   0.462921E+06   0.468177E+06  -0.602231E+00   0.461572E+06   0.461571E+06   0.377462E+01
   0.216981E-03   0.462907E+06   0.462902E+06   0.614516E+06   0.614358E+06   0.475164E+06   0.463170E+06   0.462906E+06   0.468154E+06  -0.602201E+00   0.461556E+06   0.461555E+06   0.421794E+01
   0.242480E-03   0.462889E+06   0.462883E+06   0.613824E+06   0.613626E+06   0.474957E+06   0.463148E+06   0.462888E+06   0.468126E+06  -0.602163E+00   0.461536E+06   0.461535E+06   0.471324E+01
   0.270976E-03   0.462866E+06   0.462859E+06   0.612960E+06   0.612713E+06   0.474700E+06   0.463120E+06   0.462865E+06   0.468091E+06  -0.602116E+00   0.461512E+06   0.461511E+06   0.526661E+01
   0.302821E-03   0.462838E+06   0.462830E+06   0.611883E+06   0.611575E+06   0.474378E+06   0.463085E+06   0.462836E+06   0.468048E+06  -0.602057E+00   0.461481E+06   0.461480E+06   0.588479E+01
   0.338408E-03   0.462802E+06   0.462792E+06   0.610540E+06   0.610157E+06   0.473977E+06   0.463042E+06   0.462801E+06   0.467993E+06  -0.601983E+00   0.461443E+06   0.461442E+06   0.657532E+01
   0.378178E-03   0.462758E+06   0.462746E+06   0.608867E+06   0.608389E+06   0.473477E+06   0.462988E+06   0.462756E+06   0.467926E+06  -0.601891E+00   0.461396E+06   0.461394E+06   0.734660E+01
   0.422621E-03   0.462703E+06   0.462688E+06   0.606783E+06   0.606189E+06   0.472854E+06   0.462920E+06   0.462701E+06   0.467841E+06  -0.601777E+00   0.461337E+06   0.461334E+06   0.820794E+01
   0.472287E-03   0.462635E+06   0.462615E+06   0.604189E+06   0.603451E+06   0.472076E+06   0.462835E+06   0.462632E+06   0.467736E+06  -0.601634E+00   0.461263E+06   0.461259E+06   0.916971E+01
   0.527790E-03   0.462549E+06   0.462525E+06   0.600964E+06   0.600048E+06   0.471108E+06   0.462730E+06   0.462546E+06   0.467604E+06  -0.601456E+00   0.461170E+06   0.461166E+06   0.102434E+02
   0.589815E-03   0.462443E+06   0.462412E+06   0.596958E+06   0.595822E+06   0.469902E+06   0.462599E+06   0.462438E+06   0.467441E+06  -0.601234E+00   0.461055E+06   0.461050E+06   0.114417E+02
   0.659130E-03   0.462310E+06   0.462271E+06   0.591988E+06   0.590583E+06   0.468403E+06   0.462435E+06   0.462304E+06   0.467237E+06  -0.600958E+00   0.460911E+06   0.460905E+06   0.127787E+02
   0.736590E-03   0.462144E+06   0.462096E+06   0.585833E+06   0.584100E+06   0.466539E+06   0.462232E+06   0.462137E+06   0.466983E+06  -0.600614E+00   0.460732E+06   0.460724E+06   0.142699E+02
   0.823153E-03   0.461937E+06   0.461877E+06   0.578227E+06   0.576096E+06   0.464225E+06   0.461978E+06   0.461928E+06   0.466667E+06  -0.600187E+00   0.460509E+06   0.460499E+06   0.159321E+02
   0.919889E-03   0.461680E+06   0.461605E+06   0.568851E+06   0.566240E+06   0.461357E+06   0.461662E+06   0.461669E+06   0.466276E+06  -0.599656E+00   0.460231E+06   0.460219E+06   0.177840E+02
   0.102799E-02   0.461360E+06   0.461266E+06   0.557333E+06   0.554150E+06   0.457809E+06   0.461269E+06   0.461346E+06   0.465790E+06  -0.598996E+00   0.459885E+06   0.459870E+06   0.198456E+02
   0.114880E-02   0.460962E+06   0.460844E+06   0.543242E+06   0.539384E+06   0.453429E+06   0.460782E+06   0.460944E+06   0.465188E+06  -0.598180E+00   0.459455E+06   0.459436E+06   0.221385E+02
   0.128381E-02   0.460467E+06   0.460321E+06   0.526091E+06   0.521453E+06   0.448039E+06   0.460178E+06   0.460445E+06   0.464445E+06  -0.597170E+00   0.458921E+06   0.458897E+06   0.246859E+02
