#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.98372E+03    0.10331E-05    0.00000E+00    0.22491E-01    0.37720E-07    0.30720E-02   -0.35985E-07
     3    0.92208E+03    0.48690E-05    0.00000E+00    0.51723E-01    0.45765E-07    0.29896E-02   -0.61293E-07
     4    0.87223E+03    0.13995E-04    0.00000E+00    0.88622E-01    0.52603E-07    0.28674E-02   -0.86140E-07
     5    0.83753E+03    0.31521E-04    0.00000E+00    0.13240E+00    0.58464E-07    0.27363E-02   -0.11087E-06
     6    0.81473E+03    0.61126E-04    0.00000E+00    0.18243E+00    0.63506E-07    0.26075E-02   -0.13528E-06
     7    0.80059E+03    0.10701E-03    0.00000E+00    0.23811E+00    0.67880E-07    0.24850E-02   -0.15944E-06
     8    0.79243E+03    0.17382E-03    0.00000E+00    0.29870E+00    0.71694E-07    0.23699E-02   -0.18354E-06
     9    0.78889E+03    0.26672E-03    0.00000E+00    0.36366E+00    0.75037E-07    0.22624E-02   -0.20777E-06
    10    0.78893E+03    0.39103E-03    0.00000E+00    0.43228E+00    0.77965E-07    0.21617E-02   -0.23174E-06
    11    0.79160E+03    0.55285E-03    0.00000E+00    0.50400E+00    0.80551E-07    0.20688E-02   -0.25535E-06
    12    0.79689E+03    0.75826E-03    0.00000E+00    0.57864E+00    0.82804E-07    0.19817E-02   -0.27822E-06
    13    0.80381E+03    0.10137E-02    0.00000E+00    0.65480E+00    0.84803E-07    0.19019E-02   -0.30086E-06
    14    0.81213E+03    0.13253E-02    0.00000E+00    0.73212E+00    0.86543E-07    0.18269E-02   -0.32323E-06
    15    0.82162E+03    0.17008E-02    0.00000E+00    0.80990E+00    0.88080E-07    0.17572E-02   -0.34564E-06
    16    0.83249E+03    0.21475E-02    0.00000E+00    0.88843E+00    0.89426E-07    0.16914E-02   -0.36792E-06
    17    0.84421E+03    0.26729E-02    0.00000E+00    0.96623E+00    0.90583E-07    0.16300E-02   -0.38989E-06
    18    0.85642E+03    0.32831E-02    0.00000E+00    0.10425E+01    0.91596E-07    0.15725E-02   -0.41150E-06
    19    0.87020E+03    0.39892E-02    0.00000E+00    0.11179E+01    0.92470E-07    0.15190E-02   -0.43300E-06
    20    0.88437E+03    0.47953E-02    0.00000E+00    0.11912E+01    0.93208E-07    0.14681E-02   -0.45391E-06
    21    0.89912E+03    0.57102E-02    0.00000E+00    0.12617E+01    0.93831E-07    0.14202E-02   -0.47448E-06
    22    0.91438E+03    0.67421E-02    0.00000E+00    0.13289E+01    0.94353E-07    0.13751E-02   -0.49482E-06
    23    0.93013E+03    0.78992E-02    0.00000E+00    0.13923E+01    0.94780E-07    0.13326E-02   -0.51498E-06
    24    0.94641E+03    0.91884E-02    0.00000E+00    0.14509E+01    0.95113E-07    0.12925E-02   -0.53465E-06
    25    0.96314E+03    0.10618E-01    0.00000E+00    0.15048E+01    0.95371E-07    0.12545E-02   -0.55405E-06
    26    0.98027E+03    0.12197E-01    0.00000E+00    0.15540E+01    0.95556E-07    0.12184E-02   -0.57312E-06
    27    0.99780E+03    0.13932E-01    0.00000E+00    0.15974E+01    0.95672E-07    0.11841E-02   -0.59194E-06
    28    0.10157E+04    0.15831E-01    0.00000E+00    0.16341E+01    0.95729E-07    0.11516E-02   -0.61050E-06
    29    0.10340E+04    0.17902E-01    0.00000E+00    0.16639E+01    0.95726E-07    0.11209E-02   -0.62870E-06
    30    0.10526E+04    0.20151E-01    0.00000E+00    0.16873E+01    0.95675E-07    0.10914E-02   -0.64655E-06
    31    0.10715E+04    0.22587E-01    0.00000E+00    0.17032E+01    0.95571E-07    0.10632E-02   -0.66410E-06
    32    0.10907E+04    0.25217E-01    0.00000E+00    0.17110E+01    0.95426E-07    0.10365E-02   -0.68142E-06
    33    0.11102E+04    0.28048E-01    0.00000E+00    0.17095E+01    0.95243E-07    0.10111E-02   -0.69848E-06
    34    0.11301E+04    0.31085E-01    0.00000E+00    0.17003E+01    0.95020E-07    0.98672E-03   -0.71512E-06
    35    0.11501E+04    0.34337E-01    0.00000E+00    0.16822E+01    0.94763E-07    0.96330E-03   -0.73147E-06
    36    0.11704E+04    0.37809E-01    0.00000E+00    0.16544E+01    0.94476E-07    0.94094E-03   -0.74760E-06
    37    0.11911E+04    0.41508E-01    0.00000E+00    0.16161E+01    0.94160E-07    0.91965E-03   -0.76349E-06
    38    0.12120E+04    0.45442E-01    0.00000E+00    0.15683E+01    0.93817E-07    0.89915E-03   -0.77901E-06
    39    0.12331E+04    0.49610E-01    0.00000E+00    0.15104E+01    0.93450E-07    0.87942E-03   -0.79420E-06
    40    0.12544E+04    0.54019E-01    0.00000E+00    0.14414E+01    0.93060E-07    0.86052E-03   -0.80911E-06
    41    0.12761E+04    0.58679E-01    0.00000E+00    0.13605E+01    0.92650E-07    0.84248E-03   -0.82380E-06
    42    0.12979E+04    0.63593E-01    0.00000E+00    0.12687E+01    0.92222E-07    0.82511E-03   -0.83821E-06
    43    0.13200E+04    0.68766E-01    0.00000E+00    0.11666E+01    0.91776E-07    0.80827E-03   -0.85229E-06
    44    0.13421E+04    0.74194E-01    0.00000E+00    0.10525E+01    0.91315E-07    0.79205E-03   -0.86608E-06
    45    0.13647E+04    0.79887E-01    0.00000E+00    0.92516E+00    0.90838E-07    0.77656E-03   -0.87964E-06
    46    0.13875E+04    0.85855E-01    0.00000E+00    0.78569E+00    0.90348E-07    0.76164E-03   -0.89293E-06
    47    0.14104E+04    0.92090E-01    0.00000E+00    0.63524E+00    0.89847E-07    0.74712E-03   -0.90588E-06
    48    0.14334E+04    0.98597E-01    0.00000E+00    0.47213E+00    0.89336E-07    0.73310E-03   -0.91856E-06
    49    0.14568E+04    0.10538E+00    0.00000E+00    0.29497E+00    0.88813E-07    0.71969E-03   -0.93101E-06
    50    0.14806E+04    0.11244E+00    0.00000E+00    0.10496E+00    0.88282E-07    0.70674E-03   -0.94319E-06
    51    0.15043E+04    0.11979E+00    0.00000E+00   -0.96563E-01    0.87744E-07    0.69412E-03   -0.95506E-06
    52    0.15283E+04    0.12740E+00    0.00000E+00   -0.31112E+00    0.87199E-07    0.68191E-03   -0.96667E-06
    53    0.15528E+04    0.13531E+00    0.00000E+00   -0.54035E+00    0.86647E-07    0.67019E-03   -0.97808E-06
    54    0.15773E+04    0.14348E+00    0.00000E+00   -0.78288E+00    0.86090E-07    0.65886E-03   -0.98922E-06
    55    0.16019E+04    0.15194E+00    0.00000E+00   -0.10374E+01    0.85527E-07    0.64780E-03   -0.10000E-05
    56    0.16268E+04    0.16068E+00    0.00000E+00   -0.13051E+01    0.84960E-07    0.63707E-03   -0.10105E-05
    57    0.16520E+04    0.16969E+00    0.00000E+00   -0.15874E+01    0.84389E-07    0.62677E-03   -0.10209E-05
    58    0.16775E+04    0.17899E+00    0.00000E+00   -0.18835E+01    0.83816E-07    0.61678E-03   -0.10310E-05
    59    0.17031E+04    0.18857E+00    0.00000E+00   -0.21919E+01    0.83240E-07    0.60700E-03   -0.10407E-05
    60    0.17288E+04    0.19839E+00    0.00000E+00   -0.25117E+01    0.82662E-07    0.59747E-03   -0.10502E-05
    61    0.17551E+04    0.20847E+00    0.00000E+00   -0.28426E+01    0.82082E-07    0.58823E-03   -0.10595E-05
    62    0.17813E+04    0.21880E+00    0.00000E+00   -0.31860E+01    0.81501E-07    0.57929E-03   -0.10685E-05
    63    0.18078E+04    0.22938E+00    0.00000E+00   -0.35435E+01    0.80919E-07    0.57062E-03   -0.10772E-05
    64    0.18347E+04    0.24026E+00    0.00000E+00   -0.39169E+01    0.80336E-07    0.56221E-03   -0.10858E-05
    65    0.18616E+04    0.25143E+00    0.00000E+00   -0.43073E+01    0.79754E-07    0.55405E-03   -0.10940E-05
    66    0.18888E+04    0.26287E+00    0.00000E+00   -0.47135E+01    0.79171E-07    0.54611E-03   -0.11020E-05
    67    0.19162E+04    0.27456E+00    0.00000E+00   -0.51331E+01    0.78589E-07    0.53838E-03   -0.11098E-05
    68    0.19439E+04    0.28652E+00    0.00000E+00   -0.55644E+01    0.78008E-07    0.53085E-03   -0.11173E-05
    69    0.19718E+04    0.29867E+00    0.00000E+00   -0.60047E+01    0.77428E-07    0.52350E-03   -0.11246E-05
    70    0.20001E+04    0.31103E+00    0.00000E+00   -0.64543E+01    0.76850E-07    0.51634E-03   -0.11317E-05
    71    0.20285E+04    0.32358E+00    0.00000E+00   -0.69146E+01    0.76273E-07    0.50936E-03   -0.11384E-05
    72    0.20572E+04    0.33631E+00    0.00000E+00   -0.73868E+01    0.75697E-07    0.50254E-03   -0.11450E-05
    73    0.20861E+04    0.34918E+00    0.00000E+00   -0.78717E+01    0.75124E-07    0.49588E-03   -0.11513E-05
    74    0.21151E+04    0.36222E+00    0.00000E+00   -0.83685E+01    0.74552E-07    0.48938E-03   -0.11573E-05
    75    0.21444E+04    0.37546E+00    0.00000E+00   -0.88761E+01    0.73983E-07    0.48303E-03   -0.11631E-05
    76    0.21739E+04    0.38890E+00    0.00000E+00   -0.93946E+01    0.73417E-07    0.47683E-03   -0.11686E-05
    77    0.22037E+04    0.40254E+00    0.00000E+00   -0.99239E+01    0.72852E-07    0.47077E-03   -0.11739E-05
    78    0.22338E+04    0.41640E+00    0.00000E+00   -0.10465E+02    0.72291E-07    0.46484E-03   -0.11790E-05
    79    0.22640E+04    0.43040E+00    0.00000E+00   -0.11015E+02    0.71732E-07    0.45905E-03   -0.11838E-05
    80    0.22946E+04    0.44455E+00    0.00000E+00   -0.11573E+02    0.71177E-07    0.45340E-03   -0.11884E-05
    81    0.23253E+04    0.45879E+00    0.00000E+00   -0.12141E+02    0.70625E-07    0.44787E-03   -0.11927E-05
    82    0.23564E+04    0.47313E+00    0.00000E+00   -0.12719E+02    0.70075E-07    0.44246E-03   -0.11968E-05
    83    0.23876E+04    0.48757E+00    0.00000E+00   -0.13306E+02    0.69530E-07    0.43717E-03   -0.12007E-05
    84    0.24192E+04    0.50209E+00    0.00000E+00   -0.13900E+02    0.68987E-07    0.43200E-03   -0.12043E-05
    85    0.24509E+04    0.51667E+00    0.00000E+00   -0.14503E+02    0.68448E-07    0.42694E-03   -0.12077E-05
    86    0.24828E+04    0.53134E+00    0.00000E+00   -0.15113E+02    0.67913E-07    0.42199E-03   -0.12109E-05
    87    0.25151E+04    0.54605E+00    0.00000E+00   -0.15731E+02    0.67381E-07    0.41713E-03   -0.12139E-05
    88    0.25475E+04    0.56082E+00    0.00000E+00   -0.16355E+02    0.66854E-07    0.41238E-03   -0.12166E-05
    89    0.25802E+04    0.57563E+00    0.00000E+00   -0.16986E+02    0.66329E-07    0.40772E-03   -0.12191E-05
    90    0.26131E+04    0.59045E+00    0.00000E+00   -0.17623E+02    0.65809E-07    0.40314E-03   -0.12213E-05
    91    0.26462E+04    0.60527E+00    0.00000E+00   -0.18264E+02    0.65292E-07    0.39866E-03   -0.12233E-05
    92    0.26796E+04    0.62008E+00    0.00000E+00   -0.18911E+02    0.64780E-07    0.39426E-03   -0.12251E-05
    93    0.27132E+04    0.63488E+00    0.00000E+00   -0.19562E+02    0.64271E-07    0.38994E-03   -0.12267E-05
    94    0.27470E+04    0.64961E+00    0.00000E+00   -0.20216E+02    0.63766E-07    0.38570E-03   -0.12281E-05
    95    0.27810E+04    0.66430E+00    0.00000E+00   -0.20874E+02    0.63266E-07    0.38153E-03   -0.12292E-05
    96    0.28150E+04    0.67892E+00    0.00000E+00   -0.21536E+02    0.62769E-07    0.37744E-03   -0.12301E-05
    97    0.28494E+04    0.69346E+00    0.00000E+00   -0.22200E+02    0.62276E-07    0.37342E-03   -0.12308E-05
    98    0.28841E+04    0.70791E+00    0.00000E+00   -0.22865E+02    0.61788E-07    0.36947E-03   -0.12312E-05
    99    0.29188E+04    0.72225E+00    0.00000E+00   -0.23534E+02    0.61303E-07    0.36559E-03   -0.12315E-05
   100    0.29538E+04    0.73646E+00    0.00000E+00   -0.24201E+02    0.60823E-07    0.36178E-03   -0.12315E-05
   101    0.29889E+04    0.75061E+00    0.00000E+00   -0.24871E+02    0.60347E-07    0.35803E-03   -0.12313E-05
   102    0.30246E+04    0.76455E+00    0.00000E+00   -0.25540E+02    0.59875E-07    0.35434E-03   -0.12309E-05
   103    0.30601E+04    0.77835E+00    0.00000E+00   -0.26209E+02    0.59407E-07    0.35072E-03   -0.12303E-05
   104    0.30959E+04    0.79202E+00    0.00000E+00   -0.26876E+02    0.58943E-07    0.34716E-03   -0.12294E-05
   105    0.31318E+04    0.80547E+00    0.00000E+00   -0.27543E+02    0.58483E-07    0.34365E-03   -0.12284E-05
   106    0.31680E+04    0.81879E+00    0.00000E+00   -0.28207E+02    0.58027E-07    0.34020E-03   -0.12271E-05
   107    0.32040E+04    0.83183E+00    0.00000E+00   -0.28869E+02    0.57576E-07    0.33681E-03   -0.12257E-05
   108    0.32404E+04    0.84466E+00    0.00000E+00   -0.29527E+02    0.57128E-07    0.33347E-03   -0.12240E-05
   109    0.32770E+04    0.85720E+00    0.00000E+00   -0.30182E+02    0.56684E-07    0.33019E-03   -0.12221E-05
   110    0.33136E+04    0.86946E+00    0.00000E+00   -0.30832E+02    0.56245E-07    0.32695E-03   -0.12200E-05
   111    0.33504E+04    0.88152E+00    0.00000E+00   -0.31478E+02    0.55809E-07    0.32377E-03   -0.12178E-05
   112    0.33873E+04    0.89329E+00    0.00000E+00   -0.32119E+02    0.55378E-07    0.32063E-03   -0.12153E-05
   113    0.34244E+04    0.90477E+00    0.00000E+00   -0.32754E+02    0.54950E-07    0.31754E-03   -0.12126E-05
