#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.98372E+03    0.22491E-01    0.12541E-02    0.22491E-01    0.10331E-05   -0.14691E-07    0.12541E-02   -0.14691E-07    0.62866E-08
     3    0.92208E+03    0.51723E-01    0.86302E-03    0.51723E-01    0.48690E-05   -0.17694E-07    0.86302E-03   -0.17694E-07    0.38137E-08
     4    0.87223E+03    0.88622E-01    0.64117E-03    0.88622E-01    0.13995E-04   -0.19261E-07    0.64117E-03   -0.19261E-07    0.26301E-08
     5    0.83753E+03    0.13240E+00    0.49958E-03    0.13240E+00    0.31521E-04   -0.20242E-07    0.49958E-03   -0.20242E-07    0.19488E-08
     6    0.81473E+03    0.18243E+00    0.40234E-03    0.18243E+00    0.61126E-04   -0.20875E-07    0.40234E-03   -0.20875E-07    0.15121E-08
     7    0.80059E+03    0.23811E+00    0.33207E-03    0.23811E+00    0.10701E-03   -0.21306E-07    0.33207E-03   -0.21306E-07    0.12121E-08
     8    0.79243E+03    0.29870E+00    0.27930E-03    0.29870E+00    0.17382E-03   -0.21631E-07    0.27930E-03   -0.21631E-07    0.99575E-09
     9    0.78889E+03    0.36366E+00    0.23848E-03    0.36366E+00    0.26672E-03   -0.21900E-07    0.23848E-03   -0.21900E-07    0.83374E-09
    10    0.78893E+03    0.43228E+00    0.20611E-03    0.43228E+00    0.39103E-03   -0.22095E-07    0.20611E-03   -0.22095E-07    0.70877E-09
    11    0.79160E+03    0.50400E+00    0.18007E-03    0.50400E+00    0.55285E-03   -0.22226E-07    0.18007E-03   -0.22226E-07    0.61024E-09
    12    0.79689E+03    0.57864E+00    0.15866E-03    0.57864E+00    0.75826E-03   -0.22276E-07    0.15866E-03   -0.22276E-07    0.53080E-09
    13    0.80381E+03    0.65480E+00    0.14098E-03    0.65480E+00    0.10137E-02   -0.22301E-07    0.14098E-03   -0.22301E-07    0.46595E-09
    14    0.81213E+03    0.73212E+00    0.12607E-03    0.73212E+00    0.13253E-02   -0.22305E-07    0.12607E-03   -0.22305E-07    0.41211E-09
    15    0.82162E+03    0.80990E+00    0.11342E-03    0.80990E+00    0.17008E-02   -0.22311E-07    0.11342E-03   -0.22311E-07    0.36700E-09
    16    0.83249E+03    0.88843E+00    0.10256E-03    0.88843E+00    0.21475E-02   -0.22308E-07    0.10256E-03   -0.22308E-07    0.32877E-09
    17    0.84421E+03    0.96623E+00    0.93182E-04    0.96623E+00    0.26729E-02   -0.22288E-07    0.93182E-04   -0.22288E-07    0.29602E-09
    18    0.85642E+03    0.10425E+01    0.85033E-04    0.10425E+01    0.32831E-02   -0.22252E-07    0.85033E-04   -0.22252E-07    0.26783E-09
    19    0.87020E+03    0.11179E+01    0.77923E-04    0.11179E+01    0.39892E-02   -0.22212E-07    0.77923E-04   -0.22212E-07    0.24334E-09
    20    0.88437E+03    0.11912E+01    0.71636E-04    0.11912E+01    0.47953E-02   -0.22149E-07    0.71636E-04   -0.22149E-07    0.22192E-09
    21    0.89912E+03    0.12617E+01    0.66075E-04    0.12617E+01    0.57102E-02   -0.22075E-07    0.66075E-04   -0.22075E-07    0.20310E-09
    22    0.91438E+03    0.13289E+01    0.61132E-04    0.13289E+01    0.67421E-02   -0.21998E-07    0.61132E-04   -0.21998E-07    0.18647E-09
    23    0.93013E+03    0.13923E+01    0.56718E-04    0.13923E+01    0.78992E-02   -0.21919E-07    0.56718E-04   -0.21919E-07    0.17170E-09
    24    0.94641E+03    0.14509E+01    0.52765E-04    0.14509E+01    0.91884E-02   -0.21827E-07    0.52765E-04   -0.21827E-07    0.15852E-09
    25    0.96314E+03    0.15048E+01    0.49207E-04    0.15048E+01    0.10618E-01   -0.21732E-07    0.49207E-04   -0.21732E-07    0.14672E-09
    26    0.98027E+03    0.15540E+01    0.45986E-04    0.15540E+01    0.12197E-01   -0.21631E-07    0.45986E-04   -0.21631E-07    0.13612E-09
    27    0.99780E+03    0.15974E+01    0.43065E-04    0.15974E+01    0.13932E-01   -0.21529E-07    0.43065E-04   -0.21529E-07    0.12655E-09
    28    0.10157E+04    0.16341E+01    0.40414E-04    0.16341E+01    0.15831E-01   -0.21424E-07    0.40414E-04   -0.21424E-07    0.11789E-09
    29    0.10340E+04    0.16639E+01    0.38002E-04    0.16639E+01    0.17902E-01   -0.21315E-07    0.38002E-04   -0.21315E-07    0.11003E-09
    30    0.10526E+04    0.16873E+01    0.35789E-04    0.16873E+01    0.20151E-01   -0.21201E-07    0.35789E-04   -0.21201E-07    0.10288E-09
    31    0.10715E+04    0.17032E+01    0.33758E-04    0.17032E+01    0.22587E-01   -0.21085E-07    0.33758E-04   -0.21085E-07    0.96341E-10
    32    0.10907E+04    0.17110E+01    0.31896E-04    0.17110E+01    0.25217E-01   -0.20969E-07    0.31896E-04   -0.20969E-07    0.90366E-10
    33    0.11102E+04    0.17095E+01    0.30186E-04    0.17095E+01    0.28048E-01   -0.20853E-07    0.30186E-04   -0.20853E-07    0.84886E-10
    34    0.11301E+04    0.17003E+01    0.28603E-04    0.17003E+01    0.31085E-01   -0.20730E-07    0.28603E-04   -0.20730E-07    0.79849E-10
    35    0.11501E+04    0.16822E+01    0.27138E-04    0.16822E+01    0.34337E-01   -0.20607E-07    0.27138E-04   -0.20607E-07    0.75209E-10
    36    0.11704E+04    0.16544E+01    0.25782E-04    0.16544E+01    0.37809E-01   -0.20484E-07    0.25782E-04   -0.20484E-07    0.70928E-10
    37    0.11911E+04    0.16161E+01    0.24526E-04    0.16161E+01    0.41508E-01   -0.20361E-07    0.24526E-04   -0.20361E-07    0.66970E-10
    38    0.12120E+04    0.15683E+01    0.23356E-04    0.15683E+01    0.45442E-01   -0.20236E-07    0.23356E-04   -0.20236E-07    0.63304E-10
    39    0.12331E+04    0.15104E+01    0.22265E-04    0.15104E+01    0.49610E-01   -0.20108E-07    0.22265E-04   -0.20108E-07    0.59903E-10
    40    0.12544E+04    0.14414E+01    0.21249E-04    0.14414E+01    0.54019E-01   -0.19980E-07    0.21249E-04   -0.19980E-07    0.56744E-10
    41    0.12761E+04    0.13605E+01    0.20302E-04    0.13605E+01    0.58679E-01   -0.19852E-07    0.20302E-04   -0.19852E-07    0.53804E-10
    42    0.12979E+04    0.12687E+01    0.19416E-04    0.12687E+01    0.63593E-01   -0.19724E-07    0.19416E-04   -0.19724E-07    0.51064E-10
    43    0.13200E+04    0.11666E+01    0.18582E-04    0.11666E+01    0.68766E-01   -0.19594E-07    0.18582E-04   -0.19594E-07    0.48507E-10
    44    0.13421E+04    0.10525E+01    0.17800E-04    0.10525E+01    0.74194E-01   -0.19464E-07    0.17800E-04   -0.19464E-07    0.46119E-10
    45    0.13647E+04    0.92516E+00    0.17068E-04    0.92516E+00    0.79887E-01   -0.19334E-07    0.17068E-04   -0.19334E-07    0.43883E-10
    46    0.13875E+04    0.78569E+00    0.16380E-04    0.78569E+00    0.85855E-01   -0.19204E-07    0.16380E-04   -0.19204E-07    0.41789E-10
    47    0.14104E+04    0.63524E+00    0.15730E-04    0.63524E+00    0.92090E-01   -0.19072E-07    0.15730E-04   -0.19072E-07    0.39826E-10
    48    0.14334E+04    0.47213E+00    0.15116E-04    0.47213E+00    0.98597E-01   -0.18940E-07    0.15116E-04   -0.18940E-07    0.37983E-10
    49    0.14568E+04    0.29497E+00    0.14540E-04    0.29497E+00    0.10538E+00   -0.18809E-07    0.14540E-04   -0.18809E-07    0.36250E-10
