#           k/h    P           
    0.10000E-03    0.52245E-01
    0.10202E-03    0.53269E-01
    0.10408E-03    0.54312E-01
    0.10618E-03    0.55376E-01
    0.10833E-03    0.56460E-01
    0.11052E-03    0.57566E-01
    0.11275E-03    0.58694E-01
    0.11503E-03    0.59843E-01
    0.11735E-03    0.61016E-01
    0.11972E-03    0.62211E-01
    0.12214E-03    0.63429E-01
    0.12461E-03    0.64671E-01
    0.12712E-03    0.65938E-01
    0.12969E-03    0.67230E-01
    0.13231E-03    0.68546E-01
    0.13499E-03    0.69889E-01
    0.13771E-03    0.71258E-01
    0.14049E-03    0.72653E-01
    0.14333E-03    0.74076E-01
    0.14623E-03    0.75527E-01
    0.14918E-03    0.77006E-01
    0.15220E-03    0.78514E-01
    0.15527E-03    0.80052E-01
    0.15841E-03    0.81620E-01
    0.16161E-03    0.83218E-01
    0.16487E-03    0.84848E-01
    0.16820E-03    0.86510E-01
    0.17160E-03    0.88204E-01
    0.17507E-03    0.89931E-01
    0.17860E-03    0.91692E-01
    0.18221E-03    0.93488E-01
    0.18589E-03    0.95319E-01
    0.18965E-03    0.97185E-01
    0.19348E-03    0.99088E-01
    0.19739E-03    0.10103E+00
    0.20138E-03    0.10301E+00
    0.20544E-03    0.10502E+00
    0.20959E-03    0.10708E+00
    0.21383E-03    0.10918E+00
    0.21815E-03    0.11131E+00
    0.22255E-03    0.11349E+00
    0.22705E-03    0.11572E+00
    0.23164E-03    0.11798E+00
    0.23632E-03    0.12029E+00
    0.24109E-03    0.12265E+00
    0.24596E-03    0.12505E+00
    0.25093E-03    0.12750E+00
    0.25600E-03    0.12999E+00
    0.26117E-03    0.13254E+00
    0.26645E-03    0.13513E+00
    0.27183E-03    0.13778E+00
    0.27732E-03    0.14047E+00
    0.28292E-03    0.14322E+00
    0.28864E-03    0.14603E+00
    0.29447E-03    0.14888E+00
    0.30042E-03    0.15180E+00
    0.30649E-03    0.15477E+00
    0.31268E-03    0.15780E+00
    0.31899E-03    0.16088E+00
    0.32544E-03    0.16403E+00
    0.33201E-03    0.16724E+00
    0.33872E-03    0.17051E+00
    0.34556E-03    0.17385E+00
    0.35254E-03    0.17725E+00
    0.35966E-03    0.18072E+00
    0.36693E-03    0.18426E+00
    0.37434E-03    0.18786E+00
    0.38190E-03    0.19153E+00
    0.38962E-03    0.19528E+00
    0.39749E-03    0.19910E+00
    0.40552E-03    0.20299E+00
    0.41371E-03    0.20696E+00
    0.42207E-03    0.21101E+00
    0.43060E-03    0.21514E+00
    0.43929E-03    0.21934E+00
    0.44817E-03    0.22363E+00
    0.45722E-03    0.22800E+00
    0.46646E-03    0.23246E+00
    0.47588E-03    0.23700E+00
    0.48550E-03    0.24163E+00
    0.49530E-03    0.24635E+00
    0.50531E-03    0.25117E+00
    0.51552E-03    0.25607E+00
    0.52593E-03    0.26108E+00
    0.53656E-03    0.26618E+00
    0.54739E-03    0.27137E+00
    0.55845E-03    0.27667E+00
    0.56973E-03    0.28207E+00
    0.58124E-03    0.28758E+00
    0.59299E-03    0.29319E+00
    0.60496E-03    0.29892E+00
    0.61719E-03    0.30475E+00
    0.62965E-03    0.31069E+00
    0.64237E-03    0.31676E+00
    0.65535E-03    0.32293E+00
    0.66859E-03    0.32923E+00
    0.68210E-03    0.33565E+00
    0.69588E-03    0.34219E+00
    0.70993E-03    0.34886E+00
    0.72427E-03    0.35566E+00
    0.73891E-03    0.36259E+00
    0.75383E-03    0.36965E+00
    0.76906E-03    0.37685E+00
    0.78460E-03    0.38418E+00
    0.80045E-03    0.39166E+00
    0.81662E-03    0.39928E+00
    0.83311E-03    0.40705E+00
    0.84994E-03    0.41496E+00
    0.86711E-03    0.42303E+00
    0.88463E-03    0.43125E+00
    0.90250E-03    0.43963E+00
    0.92073E-03    0.44817E+00
    0.93933E-03    0.45687E+00
    0.95831E-03    0.46573E+00
    0.97767E-03    0.47477E+00
    0.99742E-03    0.48397E+00
    0.10176E-02    0.49336E+00
    0.10381E-02    0.50291E+00
    0.10591E-02    0.51265E+00
    0.10805E-02    0.52258E+00
    0.11023E-02    0.53269E+00
    0.11246E-02    0.54299E+00
    0.11473E-02    0.55349E+00
    0.11705E-02    0.56418E+00
    0.11941E-02    0.57507E+00
    0.12182E-02    0.58617E+00
    0.12429E-02    0.59747E+00
    0.12680E-02    0.60899E+00
    0.12936E-02    0.62072E+00
    0.13197E-02    0.63267E+00
    0.13464E-02    0.64483E+00
    0.13736E-02    0.65723E+00
    0.14013E-02    0.66985E+00
    0.14296E-02    0.68270E+00
    0.14585E-02    0.69579E+00
    0.14880E-02    0.70912E+00
    0.15180E-02    0.72269E+00
    0.15487E-02    0.73651E+00
    0.15800E-02    0.75058E+00
    0.16119E-02    0.76490E+00
    0.16445E-02    0.77948E+00
    0.16777E-02    0.79433E+00
    0.17116E-02    0.80944E+00
    0.17462E-02    0.82481E+00
    0.17814E-02    0.84046E+00
    0.18174E-02    0.85639E+00
    0.18541E-02    0.87260E+00
    0.18916E-02    0.88909E+00
    0.19298E-02    0.90587E+00
    0.19688E-02    0.92294E+00
    0.20086E-02    0.94031E+00
    0.20491E-02    0.95798E+00
    0.20905E-02    0.97594E+00
    0.21328E-02    0.99422E+00
    0.21758E-02    0.10128E+01
    0.22198E-02    0.10317E+01
    0.22646E-02    0.10509E+01
    0.23104E-02    0.10704E+01
    0.23571E-02    0.10903E+01
    0.24047E-02    0.11104E+01
    0.24533E-02    0.11309E+01
    0.25028E-02    0.11518E+01
    0.25534E-02    0.11729E+01
    0.26050E-02    0.11944E+01
    0.26576E-02    0.12163E+01
    0.27113E-02    0.12385E+01
    0.27660E-02    0.12610E+01
    0.28219E-02    0.12838E+01
    0.28789E-02    0.13070E+01
    0.29371E-02    0.13306E+01
    0.29964E-02    0.13545E+01
    0.30569E-02    0.13787E+01
    0.31187E-02    0.14033E+01
    0.31817E-02    0.14283E+01
    0.32460E-02    0.14536E+01
    0.33115E-02    0.14792E+01
    0.33784E-02    0.15052E+01
    0.34467E-02    0.15316E+01
    0.35163E-02    0.15583E+01
    0.35874E-02    0.15853E+01
    0.36598E-02    0.16127E+01
    0.37338E-02    0.16404E+01
    0.38092E-02    0.16685E+01
    0.38861E-02    0.16969E+01
    0.39646E-02    0.17256E+01
    0.40447E-02    0.17547E+01
    0.41264E-02    0.17841E+01
    0.42098E-02    0.18138E+01
    0.42948E-02    0.18439E+01
    0.43816E-02    0.18742E+01
    0.44701E-02    0.19049E+01
    0.45604E-02    0.19358E+01
    0.46525E-02    0.19671E+01
    0.47465E-02    0.19987E+01
    0.48424E-02    0.20305E+01
    0.49402E-02    0.20626E+01
    0.50400E-02    0.20950E+01
    0.51419E-02    0.21276E+01
    0.52457E-02    0.21605E+01
    0.53517E-02    0.21936E+01
    0.54598E-02    0.22270E+01
    0.55701E-02    0.22606E+01
    0.56826E-02    0.22943E+01
    0.57974E-02    0.23283E+01
