#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.230527E+07   0.230527E+07   0.306540E+07   0.306529E+07   0.230996E+07   0.230536E+07   0.230527E+07   0.231127E+07  -0.600307E+00   0.230113E+07   0.230113E+07   0.391959E+00
   0.798228E-04   0.230525E+07   0.230525E+07   0.306331E+07   0.306318E+07   0.230983E+07   0.230534E+07   0.230525E+07   0.231124E+07  -0.600300E+00   0.230111E+07   0.230111E+07   0.438002E+00
   0.892035E-04   0.230523E+07   0.230523E+07   0.306070E+07   0.306054E+07   0.230967E+07   0.230531E+07   0.230523E+07   0.231121E+07  -0.600291E+00   0.230108E+07   0.230108E+07   0.489448E+00
   0.996866E-04   0.230520E+07   0.230520E+07   0.305745E+07   0.305724E+07   0.230947E+07   0.230528E+07   0.230520E+07   0.231117E+07  -0.600280E+00   0.230105E+07   0.230105E+07   0.546929E+00
   0.111402E-03   0.230516E+07   0.230516E+07   0.305340E+07   0.305314E+07   0.230922E+07   0.230523E+07   0.230516E+07   0.231112E+07  -0.600266E+00   0.230101E+07   0.230101E+07   0.611150E+00
   0.124493E-03   0.230511E+07   0.230511E+07   0.304834E+07   0.304801E+07   0.230890E+07   0.230518E+07   0.230511E+07   0.231105E+07  -0.600249E+00   0.230096E+07   0.230096E+07   0.682898E+00
   0.139124E-03   0.230505E+07   0.230505E+07   0.304203E+07   0.304163E+07   0.230851E+07   0.230511E+07   0.230505E+07   0.231098E+07  -0.600228E+00   0.230089E+07   0.230089E+07   0.763048E+00
   0.155474E-03   0.230497E+07   0.230497E+07   0.303417E+07   0.303367E+07   0.230802E+07   0.230503E+07   0.230497E+07   0.231088E+07  -0.600201E+00   0.230081E+07   0.230081E+07   0.852576E+00
   0.173745E-03   0.230488E+07   0.230487E+07   0.302438E+07   0.302375E+07   0.230741E+07   0.230492E+07   0.230488E+07   0.231075E+07  -0.600168E+00   0.230071E+07   0.230071E+07   0.952569E+00
   0.194163E-03   0.230476E+07   0.230476E+07   0.301220E+07   0.301142E+07   0.230665E+07   0.230479E+07   0.230476E+07   0.231060E+07  -0.600126E+00   0.230059E+07   0.230059E+07   0.106423E+01
   0.216981E-03   0.230461E+07   0.230461E+07   0.299704E+07   0.299608E+07   0.230570E+07   0.230463E+07   0.230461E+07   0.231041E+07  -0.600074E+00   0.230044E+07   0.230043E+07   0.118891E+01
   0.242480E-03   0.230443E+07   0.230442E+07   0.297822E+07   0.297702E+07   0.230451E+07   0.230443E+07   0.230443E+07   0.231017E+07  -0.600010E+00   0.230024E+07   0.230024E+07   0.132809E+01
   0.270976E-03   0.230420E+07   0.230419E+07   0.295486E+07   0.295339E+07   0.230303E+07   0.230418E+07   0.230420E+07   0.230987E+07  -0.599929E+00   0.230000E+07   0.230000E+07   0.148340E+01
   0.302821E-03   0.230391E+07   0.230390E+07   0.292594E+07   0.292412E+07   0.230119E+07   0.230386E+07   0.230391E+07   0.230950E+07  -0.599828E+00   0.229970E+07   0.229970E+07   0.165668E+01
   0.338408E-03   0.230356E+07   0.230354E+07   0.289018E+07   0.288794E+07   0.229889E+07   0.230347E+07   0.230355E+07   0.230904E+07  -0.599703E+00   0.229932E+07   0.229932E+07   0.184990E+01
   0.378178E-03   0.230311E+07   0.230309E+07   0.284609E+07   0.284335E+07   0.229602E+07   0.230297E+07   0.230311E+07   0.230846E+07  -0.599547E+00   0.229886E+07   0.229886E+07   0.206527E+01
   0.422621E-03   0.230256E+07   0.230253E+07   0.279192E+07   0.278858E+07   0.229246E+07   0.230236E+07   0.230255E+07   0.230774E+07  -0.599353E+00   0.229827E+07   0.229827E+07   0.230515E+01
   0.472287E-03   0.230186E+07   0.230184E+07   0.272561E+07   0.272156E+07   0.228803E+07   0.230160E+07   0.230186E+07   0.230685E+07  -0.599113E+00   0.229755E+07   0.229754E+07   0.257214E+01
   0.527790E-03   0.230101E+07   0.230097E+07   0.264486E+07   0.263999E+07   0.228252E+07   0.230065E+07   0.230100E+07   0.230575E+07  -0.598814E+00   0.229664E+07   0.229664E+07   0.286901E+01
   0.589815E-03   0.229994E+07   0.229990E+07   0.254715E+07   0.254137E+07   0.227569E+07   0.229948E+07   0.229993E+07   0.230439E+07  -0.598444E+00   0.229552E+07   0.229552E+07   0.319871E+01
   0.659130E-03   0.229861E+07   0.229856E+07   0.242988E+07   0.242309E+07   0.226723E+07   0.229802E+07   0.229860E+07   0.230270E+07  -0.597987E+00   0.229412E+07   0.229412E+07   0.356437E+01
   0.736590E-03   0.229697E+07   0.229691E+07   0.229054E+07   0.228270E+07   0.225677E+07   0.229621E+07   0.229696E+07   0.230062E+07  -0.597424E+00   0.229239E+07   0.229239E+07   0.396920E+01
   0.823153E-03   0.229494E+07   0.229486E+07   0.212711E+07   0.211826E+07   0.224387E+07   0.229397E+07   0.229492E+07   0.229807E+07  -0.596731E+00   0.229024E+07   0.229024E+07   0.441650E+01
   0.919889E-03   0.229242E+07   0.229232E+07   0.193855E+07   0.192884E+07   0.222801E+07   0.229120E+07   0.229241E+07   0.229494E+07  -0.595882E+00   0.228759E+07   0.228758E+07   0.490952E+01
   0.102799E-02   0.228933E+07   0.228921E+07   0.172550E+07   0.171524E+07   0.220860E+07   0.228780E+07   0.228931E+07   0.229113E+07  -0.594846E+00   0.228432E+07   0.228431E+07   0.545144E+01
   0.114880E-02   0.228553E+07   0.228538E+07   0.149119E+07   0.148091E+07   0.218493E+07   0.228362E+07   0.228550E+07   0.228650E+07  -0.593589E+00   0.228029E+07   0.228028E+07   0.604527E+01
   0.128381E-02   0.228088E+07   0.228069E+07   0.124235E+07   0.123283E+07   0.215643E+07   0.227853E+07   0.228085E+07   0.228092E+07  -0.592073E+00   0.227537E+07   0.227535E+07   0.669377E+01
   0.143468E-02   0.227522E+07   0.227498E+07   0.989958E+06   0.982150E+06   0.212204E+07   0.227232E+07   0.227518E+07   0.227423E+07  -0.590256E+00   0.226935E+07   0.226934E+07   0.739945E+01
   0.160328E-02   0.226836E+07   0.226806E+07   0.749205E+06   0.744107E+06   0.208106E+07   0.226482E+07   0.226832E+07   0.226626E+07  -0.588093E+00   0.226206E+07   0.226204E+07   0.816474E+01
   0.179170E-02   0.226010E+07   0.225973E+07   0.538012E+06   0.536352E+06   0.203278E+07   0.225579E+07   0.226004E+07   0.225683E+07  -0.585541E+00   0.225326E+07   0.225323E+07   0.899216E+01
   0.200226E-02   0.225022E+07   0.224975E+07   0.373379E+06   0.375177E+06   0.197665E+07   0.224503E+07   0.225014E+07   0.224575E+07  -0.582553E+00   0.224273E+07   0.224269E+07   0.988479E+01
   0.223756E-02   0.223847E+07   0.223790E+07   0.265468E+06   0.269622E+06   0.191245E+07   0.223229E+07   0.223838E+07   0.223280E+07  -0.579081E+00   0.223023E+07   0.223018E+07   0.108468E+02
   0.250052E-02   0.222463E+07   0.222391E+07   0.211039E+06   0.215316E+06   0.184037E+07   0.221734E+07   0.222452E+07   0.221774E+07  -0.575074E+00   0.221552E+07   0.221547E+07   0.118838E+02
   0.279438E-02   0.220845E+07   0.220756E+07   0.190523E+06   0.192405E+06   0.176121E+07   0.219995E+07   0.220831E+07   0.220032E+07  -0.570472E+00   0.219839E+07   0.219833E+07   0.130032E+02
   0.312277E-02   0.218968E+07   0.218857E+07   0.174586E+06   0.173040E+06   0.167635E+07   0.217991E+07   0.218950E+07   0.218024E+07  -0.565211E+00   0.217862E+07   0.217855E+07   0.142130E+02
   0.348976E-02   0.216808E+07   0.216669E+07   0.142055E+06   0.138998E+06   0.158768E+07   0.215701E+07   0.216785E+07   0.215728E+07  -0.559223E+00   0.215602E+07   0.215593E+07   0.155212E+02
   0.389987E-02   0.214340E+07   0.214169E+07   0.979470E+05   0.970104E+05   0.149722E+07   0.213105E+07   0.214313E+07   0.213124E+07  -0.552446E+00   0.213039E+07   0.213028E+07   0.169344E+02
   0.435818E-02   0.211544E+07   0.211332E+07   0.677058E+05   0.697531E+05   0.140666E+07   0.210186E+07   0.211510E+07   0.210199E+07  -0.544831E+00   0.210153E+07   0.210140E+07   0.184580E+02
   0.440687E-02   0.211246E+07   0.211029E+07   0.661630E+05   0.683416E+05   0.139764E+07   0.209875E+07   0.211211E+07   0.209888E+07  -0.544022E+00   0.209846E+07   0.209833E+07   0.186166E+02
   0.445611E-02   0.210944E+07   0.210723E+07   0.648821E+05   0.671426E+05   0.138863E+07   0.209561E+07   0.210908E+07   0.209574E+07  -0.543205E+00   0.209536E+07   0.209522E+07   0.187764E+02
   0.450590E-02   0.210638E+07   0.210412E+07   0.638451E+05   0.661361E+05   0.137963E+07   0.209244E+07   0.210602E+07   0.209256E+07  -0.542378E+00   0.209222E+07   0.209208E+07   0.189374E+02
   0.455624E-02   0.210330E+07   0.210098E+07   0.630299E+05   0.652985E+05   0.137064E+07   0.208923E+07   0.210292E+07   0.208935E+07  -0.541543E+00   0.208905E+07   0.208890E+07   0.190995E+02
   0.460715E-02   0.210017E+07   0.209781E+07   0.624101E+05   0.646036E+05   0.136166E+07   0.208599E+07   0.209979E+07   0.208611E+07  -0.540699E+00   0.208584E+07   0.208569E+07   0.192629E+02
   0.465863E-02   0.209701E+07   0.209460E+07   0.619554E+05   0.640223E+05   0.135268E+07   0.208271E+07   0.209662E+07   0.208283E+07  -0.539846E+00   0.208260E+07   0.208244E+07   0.194274E+02
   0.471068E-02   0.209381E+07   0.209135E+07   0.616327E+05   0.635242E+05   0.134371E+07   0.207940E+07   0.209342E+07   0.207952E+07  -0.538983E+00   0.207932E+07   0.207916E+07   0.195931E+02
   0.476331E-02   0.209058E+07   0.208806E+07   0.614067E+05   0.630777E+05   0.133475E+07   0.207605E+07   0.209017E+07   0.207617E+07  -0.538112E+00   0.207600E+07   0.207585E+07   0.197600E+02
   0.481653E-02   0.208731E+07   0.208474E+07   0.612404E+05   0.626510E+05   0.132580E+07   0.207267E+07   0.208690E+07   0.207278E+07  -0.537232E+00   0.207265E+07   0.207249E+07   0.199281E+02
   0.487035E-02   0.208400E+07   0.208138E+07   0.610964E+05   0.622130E+05   0.131686E+07   0.206925E+07   0.208358E+07   0.206936E+07  -0.536343E+00   0.206927E+07   0.206911E+07   0.200974E+02
   0.492476E-02   0.208066E+07   0.207798E+07   0.609375E+05   0.617341E+05   0.130792E+07   0.206579E+07   0.208023E+07   0.206591E+07  -0.535444E+00   0.206585E+07   0.206568E+07   0.202680E+02
   0.497979E-02   0.207728E+07   0.207455E+07   0.607280E+05   0.611872E+05   0.129898E+07   0.206230E+07   0.207684E+07   0.206242E+07  -0.534536E+00   0.206239E+07   0.206222E+07   0.204397E+02
   0.503543E-02   0.207387E+07   0.207107E+07   0.604348E+05   0.605480E+05   0.129005E+07   0.205877E+07   0.207342E+07   0.205889E+07  -0.533619E+00   0.205890E+07   0.205873E+07   0.206127E+02
   0.509169E-02   0.207042E+07   0.206756E+07   0.600277E+05   0.597963E+05   0.128113E+07   0.205521E+07   0.206996E+07   0.205532E+07  -0.532693E+00   0.205537E+07   0.205520E+07   0.207870E+02
   0.514858E-02   0.206693E+07   0.206401E+07   0.594812E+05   0.589167E+05   0.127220E+07   0.205161E+07   0.206646E+07   0.205172E+07  -0.531757E+00   0.205181E+07   0.205163E+07   0.209624E+02
   0.520610E-02   0.206340E+07   0.206042E+07   0.587746E+05   0.578984E+05   0.126328E+07   0.204797E+07   0.206292E+07   0.204808E+07  -0.530812E+00   0.204821E+07   0.204802E+07   0.211391E+02
   0.526427E-02   0.205983E+07   0.205679E+07   0.578934E+05   0.567365E+05   0.125436E+07   0.204429E+07   0.205934E+07   0.204441E+07  -0.529857E+00   0.204457E+07   0.204438E+07   0.213171E+02
   0.532309E-02   0.205623E+07   0.205312E+07   0.568290E+05   0.554317E+05   0.124544E+07   0.204058E+07   0.205573E+07   0.204069E+07  -0.528892E+00   0.204090E+07   0.204070E+07   0.214963E+02
   0.538256E-02   0.205259E+07   0.204942E+07   0.555801E+05   0.539905E+05   0.123652E+07   0.203683E+07   0.205208E+07   0.203694E+07  -0.527919E+00   0.203718E+07   0.203699E+07   0.216767E+02
   0.544270E-02   0.204892E+07   0.204567E+07   0.541519E+05   0.524249E+05   0.122760E+07   0.203305E+07   0.204839E+07   0.203315E+07  -0.526935E+00   0.203344E+07   0.203324E+07   0.218584E+02
   0.550352E-02   0.204520E+07   0.204189E+07   0.525569E+05   0.507525E+05   0.121868E+07   0.202922E+07   0.204467E+07   0.202932E+07  -0.525941E+00   0.202965E+07   0.202945E+07   0.220413E+02
   0.556501E-02   0.204144E+07   0.203806E+07   0.508139E+05   0.489952E+05   0.120975E+07   0.202536E+07   0.204090E+07   0.202546E+07  -0.524938E+00   0.202583E+07   0.202562E+07   0.222255E+02
   0.562719E-02   0.203765E+07   0.203420E+07   0.489479E+05   0.471793E+05   0.120082E+07   0.202146E+07   0.203710E+07   0.202156E+07  -0.523925E+00   0.202197E+07   0.202175E+07   0.224110E+02
   0.569006E-02   0.203382E+07   0.203029E+07   0.469893E+05   0.453338E+05   0.119188E+07   0.201752E+07   0.203325E+07   0.201761E+07  -0.522902E+00   0.201807E+07   0.201785E+07   0.225977E+02
   0.575363E-02   0.202995E+07   0.202635E+07   0.449728E+05   0.434898E+05   0.118294E+07   0.201355E+07   0.202937E+07   0.201363E+07  -0.521870E+00   0.201413E+07   0.201391E+07   0.227857E+02
   0.581792E-02   0.202604E+07   0.202236E+07   0.429360E+05   0.416792E+05   0.117399E+07   0.200953E+07   0.202545E+07   0.200961E+07  -0.520827E+00   0.201016E+07   0.200993E+07   0.229749E+02
   0.588292E-02   0.202209E+07   0.201834E+07   0.409183E+05   0.399332E+05   0.116503E+07   0.200548E+07   0.202149E+07   0.200556E+07  -0.519774E+00   0.200614E+07   0.200591E+07   0.231654E+02
   0.594865E-02   0.201811E+07   0.201427E+07   0.389595E+05   0.382812E+05   0.115607E+07   0.200138E+07   0.201749E+07   0.200146E+07  -0.518711E+00   0.200209E+07   0.200186E+07   0.233571E+02
   0.601512E-02   0.201408E+07   0.201016E+07   0.370977E+05   0.367495E+05   0.114710E+07   0.199725E+07   0.201345E+07   0.199732E+07  -0.517638E+00   0.199800E+07   0.199776E+07   0.235501E+02
   0.608233E-02   0.201001E+07   0.200602E+07   0.353680E+05   0.353599E+05   0.113812E+07   0.199308E+07   0.200937E+07   0.199315E+07  -0.516554E+00   0.199387E+07   0.199363E+07   0.237443E+02
   0.615028E-02   0.200591E+07   0.200182E+07   0.338011E+05   0.341291E+05   0.112913E+07   0.198887E+07   0.200525E+07   0.198893E+07  -0.515461E+00   0.198970E+07   0.198946E+07   0.239398E+02
   0.621900E-02   0.200176E+07   0.199759E+07   0.324217E+05   0.330671E+05   0.112014E+07   0.198462E+07   0.200109E+07   0.198468E+07  -0.514357E+00   0.198550E+07   0.198524E+07   0.241365E+02
   0.628849E-02   0.199757E+07   0.199332E+07   0.312472E+05   0.321774E+05   0.111113E+07   0.198033E+07   0.199689E+07   0.198039E+07  -0.513243E+00   0.198125E+07   0.198099E+07   0.243345E+02
