#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.98167E+03    0.21821E-01    0.12552E-02    0.21821E-01    0.10098E-05   -0.14322E-07    0.12552E-02   -0.14322E-07    0.59556E-08
     3    0.91495E+03    0.50308E-01    0.86056E-03    0.50308E-01    0.47566E-05   -0.17259E-07    0.86056E-03   -0.17259E-07    0.36092E-08
     4    0.86200E+03    0.86252E-01    0.63732E-03    0.86252E-01    0.13667E-04   -0.18792E-07    0.63732E-03   -0.18792E-07    0.24862E-08
     5    0.82524E+03    0.12887E+00    0.49511E-03    0.12887E+00    0.30772E-04   -0.19750E-07    0.49511E-03   -0.19750E-07    0.18398E-08
     6    0.80099E+03    0.17756E+00    0.39760E-03    0.17756E+00    0.59657E-04   -0.20368E-07    0.39760E-03   -0.20368E-07    0.14256E-08
     7    0.78579E+03    0.23172E+00    0.32724E-03    0.23172E+00    0.10442E-03   -0.20788E-07    0.32724E-03   -0.20788E-07    0.11412E-08
     8    0.77683E+03    0.29062E+00    0.27448E-03    0.29062E+00    0.16956E-03   -0.21105E-07    0.27448E-03   -0.21105E-07    0.93617E-09
     9    0.77268E+03    0.35375E+00    0.23372E-03    0.35375E+00    0.26014E-03   -0.21367E-07    0.23372E-03   -0.21367E-07    0.78274E-09
    10    0.77221E+03    0.42039E+00    0.20147E-03    0.42039E+00    0.38131E-03   -0.21555E-07    0.20147E-03   -0.21555E-07    0.66446E-09
    11    0.77448E+03    0.49000E+00    0.17555E-03    0.49000E+00    0.53902E-03   -0.21681E-07    0.17555E-03   -0.21681E-07    0.57126E-09
    12    0.77943E+03    0.56240E+00    0.15429E-03    0.56240E+00    0.73918E-03   -0.21728E-07    0.15429E-03   -0.21728E-07    0.49617E-09
    13    0.78606E+03    0.63622E+00    0.13675E-03    0.63622E+00    0.98801E-03   -0.21752E-07    0.13675E-03   -0.21752E-07    0.43492E-09
    14    0.79416E+03    0.71111E+00    0.12200E-03    0.71111E+00    0.12916E-02   -0.21753E-07    0.12200E-03   -0.21753E-07    0.38411E-09
    15    0.80346E+03    0.78639E+00    0.10951E-03    0.78639E+00    0.16573E-02   -0.21758E-07    0.10951E-03   -0.21758E-07    0.34157E-09
    16    0.81416E+03    0.86230E+00    0.98793E-04    0.86230E+00    0.20924E-02   -0.21753E-07    0.98793E-04   -0.21753E-07    0.30555E-09
    17    0.82575E+03    0.93743E+00    0.89566E-04    0.93743E+00    0.26040E-02   -0.21732E-07    0.89566E-04   -0.21732E-07    0.27472E-09
    18    0.83786E+03    0.10109E+01    0.81563E-04    0.10109E+01    0.31980E-02   -0.21694E-07    0.81563E-04   -0.21694E-07    0.24820E-09
    19    0.85155E+03    0.10836E+01    0.74593E-04    0.10836E+01    0.38855E-02   -0.21653E-07    0.74593E-04   -0.21653E-07    0.22519E-09
    20    0.86566E+03    0.11541E+01    0.68442E-04    0.11541E+01    0.46702E-02   -0.21589E-07    0.68442E-04   -0.21589E-07    0.20508E-09
    21    0.88037E+03    0.12216E+01    0.63015E-04    0.12216E+01    0.55607E-02   -0.21515E-07    0.63015E-04   -0.21515E-07    0.18742E-09
    22    0.89562E+03    0.12859E+01    0.58199E-04    0.12859E+01    0.65650E-02   -0.21438E-07    0.58199E-04   -0.21438E-07    0.17184E-09
