#    L    TT             EE             BB             TE          
     2    0.94047E+03    0.22378E-05    0.11774E-05    0.23165E-01
     3    0.89219E+03    0.73614E-05    0.23551E-05    0.52993E-01
     4    0.85109E+03    0.18333E-04    0.39261E-05    0.90681E-01
     5    0.82229E+03    0.38368E-04    0.58907E-05    0.13546E+00
     6    0.80358E+03    0.71277E-04    0.82497E-05    0.18671E+00
     7    0.79236E+03    0.12142E-03    0.11004E-04    0.24381E+00
     8    0.78630E+03    0.19359E-03    0.14154E-04    0.30603E+00
     9    0.78432E+03    0.29318E-03    0.17700E-04    0.37284E+00
    10    0.78546E+03    0.42570E-03    0.21645E-04    0.44348E+00
    11    0.78893E+03    0.59748E-03    0.25988E-04    0.51742E+00
    12    0.79478E+03    0.81483E-03    0.30731E-04    0.59448E+00
    13    0.80202E+03    0.10844E-02    0.35875E-04    0.67322E+00
    14    0.81051E+03    0.14128E-02    0.41421E-04    0.75328E+00
    15    0.82001E+03    0.18077E-02    0.47370E-04    0.83396E+00
    16    0.83077E+03    0.22769E-02    0.53724E-04    0.91553E+00
    17    0.84228E+03    0.28282E-02    0.60484E-04    0.99656E+00
    18    0.85419E+03    0.34678E-02    0.67650E-04    0.10762E+01
    19    0.86757E+03    0.42075E-02    0.75224E-04    0.11551E+01
    20    0.88126E+03    0.50512E-02    0.83208E-04    0.12320E+01
    21    0.89545E+03    0.60083E-02    0.91602E-04    0.13061E+01
    22    0.91009E+03    0.70873E-02    0.10041E-03    0.13771E+01
    23    0.92516E+03    0.82966E-02    0.10963E-03    0.14444E+01
    24    0.94068E+03    0.96435E-02    0.11926E-03    0.15070E+01
    25    0.95659E+03    0.11137E-01    0.12930E-03    0.15649E+01
    26    0.97286E+03    0.12785E-01    0.13977E-03    0.16182E+01
    27    0.98949E+03    0.14595E-01    0.15064E-03    0.16657E+01
    28    0.10064E+04    0.16577E-01    0.16194E-03    0.17067E+01
    29    0.10237E+04    0.18737E-01    0.17366E-03    0.17406E+01
    30    0.10413E+04    0.21082E-01    0.18579E-03    0.17682E+01
    31    0.10590E+04    0.23621E-01    0.19834E-03    0.17884E+01
    32    0.10771E+04    0.26363E-01    0.21131E-03    0.18006E+01
    33    0.10955E+04    0.29312E-01    0.22471E-03    0.18033E+01
    34    0.11141E+04    0.32476E-01    0.23852E-03    0.17982E+01
    35    0.11330E+04    0.35863E-01    0.25276E-03    0.17844E+01
    36    0.11520E+04    0.39479E-01    0.26742E-03    0.17608E+01
    37    0.11713E+04    0.43330E-01    0.28250E-03    0.17268E+01
    38    0.11909E+04    0.47424E-01    0.29801E-03    0.16831E+01
    39    0.12106E+04    0.51761E-01    0.31394E-03    0.16293E+01
    40    0.12305E+04    0.56349E-01    0.33029E-03    0.15642E+01
    41    0.12508E+04    0.61196E-01    0.34706E-03    0.14873E+01
    42    0.12712E+04    0.66307E-01    0.36426E-03    0.13994E+01
    43    0.12918E+04    0.71685E-01    0.38189E-03    0.13011E+01
    44    0.13124E+04    0.77327E-01    0.39993E-03    0.11908E+01
    45    0.13335E+04    0.83243E-01    0.41840E-03    0.10672E+01
    46    0.13548E+04    0.89445E-01    0.43729E-03    0.93136E+00
    47    0.13761E+04    0.95921E-01    0.45661E-03    0.78439E+00
    48    0.13976E+04    0.10268E+00    0.47635E-03    0.62469E+00
    49    0.14194E+04    0.10972E+00    0.49651E-03    0.45098E+00
    50    0.14416E+04    0.11706E+00    0.51709E-03    0.26429E+00
    51    0.14637E+04    0.12468E+00    0.53810E-03    0.65871E-01
    52    0.14861E+04    0.13258E+00    0.55953E-03   -0.14568E+00
    53    0.15089E+04    0.14078E+00    0.58138E-03   -0.37185E+00
    54    0.15317E+04    0.14926E+00    0.60365E-03   -0.61140E+00
    55    0.15547E+04    0.15802E+00    0.62634E-03   -0.86309E+00
    56    0.15779E+04    0.16708E+00    0.64946E-03   -0.11281E+01
    57    0.16015E+04    0.17642E+00    0.67299E-03   -0.14078E+01
    58    0.16253E+04    0.18605E+00    0.69695E-03   -0.17013E+01
    59    0.16491E+04    0.19597E+00    0.72133E-03   -0.20072E+01
    60    0.16731E+04    0.20614E+00    0.74612E-03   -0.23247E+01
    61    0.16977E+04    0.21658E+00    0.77134E-03   -0.26534E+01
    62    0.17223E+04    0.22727E+00    0.79698E-03   -0.29946E+01
    63    0.17470E+04    0.23821E+00    0.82304E-03   -0.33500E+01
    64    0.17721E+04    0.24946E+00    0.84951E-03   -0.37212E+01
    65    0.17973E+04    0.26101E+00    0.87641E-03   -0.41097E+01
    66    0.18228E+04    0.27283E+00    0.90372E-03   -0.45139E+01
    67    0.18484E+04    0.28491E+00    0.93146E-03   -0.49315E+01
    68    0.18744E+04    0.29725E+00    0.95961E-03   -0.53609E+01
    69    0.19005E+04    0.30979E+00    0.98819E-03   -0.57993E+01
    70    0.19270E+04    0.32255E+00    0.10172E-02   -0.62471E+01
    71    0.19537E+04    0.33550E+00    0.10466E-02   -0.67056E+01
    72    0.19806E+04    0.34862E+00    0.10764E-02   -0.71761E+01
    73    0.20077E+04    0.36189E+00    0.11067E-02   -0.76592E+01
    74    0.20350E+04    0.37533E+00    0.11374E-02   -0.81542E+01
    75    0.20625E+04    0.38896E+00    0.11685E-02   -0.86599E+01
    76    0.20902E+04    0.40280E+00    0.12000E-02   -0.91766E+01
    77    0.21182E+04    0.41684E+00    0.12320E-02   -0.97040E+01
    78    0.21465E+04    0.43109E+00    0.12643E-02   -0.10243E+02
    79    0.21750E+04    0.44549E+00    0.12971E-02   -0.10791E+02
    80    0.22038E+04    0.46003E+00    0.13304E-02   -0.11348E+02
    81    0.22328E+04    0.47465E+00    0.13640E-02   -0.11914E+02
    82    0.22620E+04    0.48938E+00    0.13981E-02   -0.12489E+02
    83    0.22916E+04    0.50419E+00    0.14326E-02   -0.13074E+02
    84    0.23213E+04    0.51909E+00    0.14676E-02   -0.13666E+02
    85    0.23513E+04    0.53404E+00    0.15029E-02   -0.14267E+02
    86    0.23814E+04    0.54906E+00    0.15388E-02   -0.14875E+02
    87    0.24120E+04    0.56412E+00    0.15750E-02   -0.15490E+02
    88    0.24426E+04    0.57923E+00    0.16117E-02   -0.16112E+02
    89    0.24736E+04    0.59438E+00    0.16488E-02   -0.16741E+02
    90    0.25048E+04    0.60953E+00    0.16864E-02   -0.17374E+02
    91    0.25361E+04    0.62467E+00    0.17244E-02   -0.18013E+02
    92    0.25678E+04    0.63979E+00    0.17629E-02   -0.18656E+02
    93    0.25997E+04    0.65488E+00    0.18018E-02   -0.19304E+02
    94    0.26317E+04    0.66990E+00    0.18412E-02   -0.19955E+02
    95    0.26640E+04    0.68486E+00    0.18810E-02   -0.20610E+02
    96    0.26962E+04    0.69974E+00    0.19213E-02   -0.21268E+02
    97    0.27290E+04    0.71453E+00    0.19620E-02   -0.21928E+02
    98    0.27619E+04    0.72922E+00    0.20032E-02   -0.22589E+02
    99    0.27949E+04    0.74377E+00    0.20449E-02   -0.23253E+02
   100    0.28281E+04    0.75818E+00    0.20871E-02   -0.23915E+02
   101    0.28616E+04    0.77252E+00    0.21297E-02   -0.24580E+02
   102    0.28955E+04    0.78664E+00    0.21728E-02   -0.25243E+02
   103    0.29293E+04    0.80060E+00    0.22163E-02   -0.25908E+02
   104    0.29634E+04    0.81440E+00    0.22604E-02   -0.26569E+02
   105    0.29976E+04    0.82799E+00    0.23049E-02   -0.27229E+02
   106    0.30320E+04    0.84142E+00    0.23500E-02   -0.27887E+02
   107    0.30663E+04    0.85454E+00    0.23955E-02   -0.28542E+02
   108    0.31010E+04    0.86745E+00    0.24415E-02   -0.29194E+02
   109    0.31359E+04    0.88005E+00    0.24880E-02   -0.29841E+02
   110    0.31708E+04    0.89235E+00    0.25351E-02   -0.30483E+02
   111    0.32058E+04    0.90442E+00    0.25826E-02   -0.31121E+02
   112    0.32410E+04    0.91619E+00    0.26307E-02   -0.31754E+02
   113    0.32764E+04    0.92765E+00    0.26792E-02   -0.32380E+02
   114    0.33119E+04    0.93874E+00    0.27283E-02   -0.32999E+02
   115    0.33476E+04    0.94961E+00    0.27779E-02   -0.33611E+02
   116    0.33833E+04    0.96002E+00    0.28281E-02   -0.34215E+02
   117    0.34193E+04    0.97006E+00    0.28788E-02   -0.34810E+02
