#    L    TT             EE             BB             TE          
     2    0.66709E+03    0.29209E-05    0.19606E-05    0.21529E-01
     3    0.66175E+03    0.84793E-05    0.39217E-05    0.48219E-01
     4    0.65166E+03    0.19704E-04    0.65372E-05    0.82056E-01
     5    0.64437E+03    0.39580E-04    0.98075E-05    0.12247E+00
     6    0.64059E+03    0.71660E-04    0.13734E-04    0.16895E+00
     7    0.63979E+03    0.12002E-03    0.18316E-04    0.22098E+00
     8    0.64099E+03    0.18916E-03    0.23556E-04    0.27793E+00
     9    0.64402E+03    0.28414E-03    0.29454E-04    0.33938E+00
    10    0.64836E+03    0.41014E-03    0.36011E-04    0.40463E+00
    11    0.65378E+03    0.57314E-03    0.43229E-04    0.47330E+00
    12    0.66048E+03    0.77907E-03    0.51108E-04    0.54521E+00
    13    0.66769E+03    0.10343E-02    0.59650E-04    0.61913E+00
    14    0.67542E+03    0.13449E-02    0.68857E-04    0.69469E+00
    15    0.68358E+03    0.17183E-02    0.78728E-04    0.77134E+00
    16    0.69244E+03    0.21618E-02    0.89267E-04    0.84933E+00
    17    0.70164E+03    0.26828E-02    0.10047E-03    0.92751E+00
    18    0.71088E+03    0.32872E-02    0.11235E-03    0.10050E+01
    19    0.72103E+03    0.39861E-02    0.12489E-03    0.10825E+01
    20    0.73122E+03    0.47832E-02    0.13811E-03    0.11588E+01
    21    0.74160E+03    0.56874E-02    0.15200E-03    0.12331E+01
    22    0.75215E+03    0.67068E-02    0.16657E-03    0.13054E+01
    23    0.76287E+03    0.78493E-02    0.18180E-03    0.13752E+01
    24    0.77373E+03    0.91218E-02    0.19772E-03    0.14413E+01
    25    0.78475E+03    0.10533E-01    0.21431E-03    0.15038E+01
    26    0.79593E+03    0.12090E-01    0.23158E-03    0.15629E+01
    27    0.80726E+03    0.13800E-01    0.24953E-03    0.16177E+01
    28    0.81862E+03    0.15672E-01    0.26816E-03    0.16673E+01
    29    0.83016E+03    0.17712E-01    0.28747E-03    0.17112E+01
    30    0.84181E+03    0.19928E-01    0.30746E-03    0.17501E+01
    31    0.85350E+03    0.22326E-01    0.32813E-03    0.17833E+01
    32    0.86531E+03    0.24915E-01    0.34948E-03    0.18099E+01
    33    0.87719E+03    0.27701E-01    0.37151E-03    0.18292E+01
    34    0.88919E+03    0.30688E-01    0.39423E-03    0.18415E+01
    35    0.90128E+03    0.33885E-01    0.41763E-03    0.18470E+01
    36    0.91339E+03    0.37298E-01    0.44171E-03    0.18448E+01
    37    0.92561E+03    0.40933E-01    0.46647E-03    0.18342E+01
    38    0.93795E+03    0.44795E-01    0.49192E-03    0.18153E+01
    39    0.95039E+03    0.48887E-01    0.51805E-03    0.17877E+01
