#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.427929E+06   0.427929E+06   0.570322E+06   0.570307E+06   0.502062E+06   0.428503E+06   0.427929E+06   0.432780E+06  -0.602348E+00   0.426617E+06   0.426617E+06   0.126043E+01
   0.798228E-04   0.427928E+06   0.427927E+06   0.570258E+06   0.570239E+06   0.502014E+06   0.428501E+06   0.427928E+06   0.432778E+06  -0.602344E+00   0.426615E+06   0.426615E+06   0.140854E+01
   0.892035E-04   0.427926E+06   0.427925E+06   0.570178E+06   0.570154E+06   0.501955E+06   0.428499E+06   0.427926E+06   0.432775E+06  -0.602340E+00   0.426613E+06   0.426613E+06   0.157406E+01
   0.996866E-04   0.427923E+06   0.427922E+06   0.570077E+06   0.570048E+06   0.501881E+06   0.428495E+06   0.427923E+06   0.432771E+06  -0.602334E+00   0.426611E+06   0.426610E+06   0.175902E+01
   0.111402E-03   0.427920E+06   0.427919E+06   0.569952E+06   0.569915E+06   0.501788E+06   0.428491E+06   0.427920E+06   0.432766E+06  -0.602327E+00   0.426607E+06   0.426607E+06   0.196570E+01
   0.124493E-03   0.427916E+06   0.427914E+06   0.569795E+06   0.569749E+06   0.501673E+06   0.428486E+06   0.427916E+06   0.432760E+06  -0.602318E+00   0.426603E+06   0.426603E+06   0.219667E+01
   0.139124E-03   0.427911E+06   0.427909E+06   0.569599E+06   0.569542E+06   0.501529E+06   0.428480E+06   0.427910E+06   0.432752E+06  -0.602306E+00   0.426598E+06   0.426598E+06   0.245476E+01
   0.155474E-03   0.427904E+06   0.427902E+06   0.569355E+06   0.569284E+06   0.501349E+06   0.428472E+06   0.427904E+06   0.432742E+06  -0.602292E+00   0.426592E+06   0.426591E+06   0.274316E+01
   0.173745E-03   0.427896E+06   0.427894E+06   0.569050E+06   0.568961E+06   0.501125E+06   0.428463E+06   0.427896E+06   0.432730E+06  -0.602275E+00   0.426584E+06   0.426583E+06   0.306541E+01
   0.194163E-03   0.427886E+06   0.427884E+06   0.568670E+06   0.568558E+06   0.500844E+06   0.428451E+06   0.427886E+06   0.432715E+06  -0.602253E+00   0.426574E+06   0.426573E+06   0.342549E+01
   0.216981E-03   0.427874E+06   0.427870E+06   0.568195E+06   0.568056E+06   0.500495E+06   0.428436E+06   0.427874E+06   0.432697E+06  -0.602225E+00   0.426561E+06   0.426561E+06   0.382783E+01
   0.242480E-03   0.427859E+06   0.427854E+06   0.567603E+06   0.567429E+06   0.500058E+06   0.428417E+06   0.427858E+06   0.432674E+06  -0.602191E+00   0.426546E+06   0.426545E+06   0.427735E+01
   0.270976E-03   0.427840E+06   0.427834E+06   0.566864E+06   0.566647E+06   0.499514E+06   0.428394E+06   0.427839E+06   0.432645E+06  -0.602148E+00   0.426526E+06   0.426525E+06   0.477958E+01
   0.302821E-03   0.427816E+06   0.427808E+06   0.565942E+06   0.565672E+06   0.498835E+06   0.428364E+06   0.427814E+06   0.432608E+06  -0.602095E+00   0.426502E+06   0.426501E+06   0.534065E+01
   0.338408E-03   0.427786E+06   0.427776E+06   0.564793E+06   0.564456E+06   0.497988E+06   0.428328E+06   0.427784E+06   0.432563E+06  -0.602028E+00   0.426472E+06   0.426470E+06   0.596742E+01
   0.378178E-03   0.427748E+06   0.427737E+06   0.563360E+06   0.562941E+06   0.496933E+06   0.428282E+06   0.427747E+06   0.432507E+06  -0.601945E+00   0.426434E+06   0.426432E+06   0.666751E+01
