#    L    TT             EE             TE             PP             TP          
     2    0.98167E+03    0.10098E-05    0.21821E-01    0.74125E+06    0.28660E+05
     3    0.91495E+03    0.47566E-05    0.50308E-01    0.11371E+07    0.33158E+05
     4    0.86200E+03    0.13667E-04    0.86252E-01    0.14853E+07    0.34925E+05
     5    0.82524E+03    0.30772E-04    0.12887E+00    0.17889E+07    0.35328E+05
     6    0.80099E+03    0.59657E-04    0.17756E+00    0.20531E+07    0.35017E+05
     7    0.78579E+03    0.10442E-03    0.23172E+00    0.22837E+07    0.34324E+05
     8    0.77683E+03    0.16956E-03    0.29062E+00    0.24857E+07    0.33425E+05
     9    0.77268E+03    0.26014E-03    0.35375E+00    0.26633E+07    0.32420E+05
    10    0.77221E+03    0.38131E-03    0.42039E+00    0.28193E+07    0.31365E+05
    11    0.77448E+03    0.53902E-03    0.49000E+00    0.29573E+07    0.30313E+05
    12    0.77943E+03    0.73918E-03    0.56240E+00    0.30783E+07    0.29267E+05
    13    0.78606E+03    0.98801E-03    0.63622E+00    0.31856E+07    0.28270E+05
    14    0.79416E+03    0.12916E-02    0.71111E+00    0.32796E+07    0.27298E+05
    15    0.80346E+03    0.16573E-02    0.78639E+00    0.33629E+07    0.26371E+05
    16    0.81416E+03    0.20924E-02    0.86230E+00    0.34361E+07    0.25477E+05
    17    0.82575E+03    0.26040E-02    0.93743E+00    0.34998E+07    0.24626E+05
    18    0.83786E+03    0.31980E-02    0.10109E+01    0.35558E+07    0.23818E+05
    19    0.85155E+03    0.38855E-02    0.10836E+01    0.36046E+07    0.23057E+05
    20    0.86566E+03    0.46702E-02    0.11541E+01    0.36465E+07    0.22325E+05
    21    0.88037E+03    0.55607E-02    0.12216E+01    0.36824E+07    0.21631E+05
    22    0.89562E+03    0.65650E-02    0.12859E+01    0.37131E+07    0.20973E+05
    23    0.91138E+03    0.76910E-02    0.13464E+01    0.37389E+07    0.20348E+05
    24    0.92770E+03    0.89456E-02    0.14021E+01    0.37599E+07    0.19756E+05
    25    0.94449E+03    0.10337E-01    0.14531E+01    0.37771E+07    0.19194E+05
    26    0.96170E+03    0.11873E-01    0.14993E+01    0.37906E+07    0.18657E+05
    27    0.97935E+03    0.13561E-01    0.15398E+01    0.38006E+07    0.18145E+05
    28    0.99734E+03    0.15408E-01    0.15737E+01    0.38075E+07    0.17660E+05
    29    0.10159E+04    0.17422E-01    0.16005E+01    0.38115E+07    0.17199E+05
    30    0.10346E+04    0.19610E-01    0.16211E+01    0.38130E+07    0.16757E+05
    31    0.10537E+04    0.21980E-01    0.16343E+01    0.38119E+07    0.16334E+05
    32    0.10732E+04    0.24538E-01    0.16393E+01    0.38087E+07    0.15932E+05
    33    0.10930E+04    0.27291E-01    0.16352E+01    0.38036E+07    0.15551E+05
    34    0.11131E+04    0.30244E-01    0.16233E+01    0.37966E+07    0.15184E+05
    35    0.11335E+04    0.33406E-01    0.16027E+01    0.37878E+07    0.14832E+05
    36    0.11541E+04    0.36783E-01    0.15724E+01    0.37775E+07    0.14495E+05
    37    0.11752E+04    0.40380E-01    0.15317E+01    0.37658E+07    0.14175E+05
    38    0.11965E+04    0.44204E-01    0.14816E+01    0.37528E+07    0.13867E+05
    39    0.12180E+04    0.48257E-01    0.14215E+01    0.37386E+07    0.13571E+05
    40    0.12397E+04    0.52543E-01    0.13505E+01    0.37232E+07    0.13287E+05
    41    0.12619E+04    0.57073E-01    0.12677E+01    0.37069E+07    0.13016E+05
    42    0.12842E+04    0.61851E-01    0.11740E+01    0.36897E+07    0.12755E+05
    43    0.13068E+04    0.66880E-01    0.10701E+01    0.36716E+07    0.12502E+05
    44    0.13294E+04    0.72156E-01    0.95434E+00    0.36528E+07    0.12259E+05
    45    0.13526E+04    0.77689E-01    0.82555E+00    0.36332E+07    0.12027E+05
    46    0.13760E+04    0.83491E-01    0.68476E+00    0.36130E+07    0.11804E+05
    47    0.13995E+04    0.89550E-01    0.53311E+00    0.35922E+07    0.11586E+05
    48    0.14231E+04    0.95876E-01    0.36892E+00    0.35709E+07    0.11377E+05
    49    0.14471E+04    0.10246E+00    0.19086E+00    0.35491E+07    0.11176E+05
    50    0.14715E+04    0.10933E+00    0.10302E-03    0.35269E+07    0.10983E+05
    51    0.14959E+04    0.11648E+00   -0.20200E+00    0.35043E+07    0.10795E+05
    52    0.15206E+04    0.12387E+00   -0.41698E+00    0.34814E+07    0.10612E+05
    53    0.15457E+04    0.13155E+00   -0.64647E+00    0.34582E+07    0.10438E+05
    54    0.15710E+04    0.13950E+00   -0.88910E+00    0.34347E+07    0.10269E+05
    55    0.15963E+04    0.14772E+00   -0.11435E+01    0.34109E+07    0.10104E+05
    56    0.16219E+04    0.15621E+00   -0.14110E+01    0.33869E+07    0.99447E+04
    57    0.16479E+04    0.16497E+00   -0.16929E+01    0.33628E+07    0.97915E+04
    58    0.16742E+04    0.17400E+00   -0.19884E+01    0.33386E+07    0.96431E+04
    59    0.17005E+04    0.18331E+00   -0.22959E+01    0.33142E+07    0.94978E+04
