#    L    TT             EE             TE             PP             TP          
     2    0.85139E+03    0.10457E-05    0.23108E-01    0.88094E+06    0.23478E+05
     3    0.82158E+03    0.49460E-05    0.52466E-01    0.13565E+07    0.27823E+05
     4    0.79316E+03    0.14253E-04    0.89602E-01    0.17800E+07    0.29839E+05
     5    0.77299E+03    0.32168E-04    0.13381E+00    0.21546E+07    0.30648E+05
     6    0.76025E+03    0.62486E-04    0.18448E+00    0.24857E+07    0.30796E+05
     7    0.75321E+03    0.10955E-03    0.24105E+00    0.27797E+07    0.30566E+05
     8    0.75008E+03    0.17817E-03    0.30278E+00    0.30419E+07    0.30113E+05
     9    0.75016E+03    0.27371E-03    0.36918E+00    0.32767E+07    0.29525E+05
    10    0.75267E+03    0.40169E-03    0.43951E+00    0.34874E+07    0.28857E+05
    11    0.75703E+03    0.56844E-03    0.51326E+00    0.36777E+07    0.28160E+05
    12    0.76337E+03    0.78029E-03    0.59028E+00    0.38484E+07    0.27436E+05
    13    0.77076E+03    0.10439E-02    0.66915E+00    0.40036E+07    0.26731E+05
    14    0.77912E+03    0.13658E-02    0.74953E+00    0.41433E+07    0.26023E+05
    15    0.78826E+03    0.17539E-02    0.83073E+00    0.42705E+07    0.25334E+05
    16    0.79847E+03    0.22159E-02    0.91305E+00    0.43858E+07    0.24654E+05
    17    0.80927E+03    0.27595E-02    0.99511E+00    0.44897E+07    0.23995E+05
    18    0.82031E+03    0.33910E-02    0.10760E+01    0.45844E+07    0.23359E+05
    19    0.83263E+03    0.41224E-02    0.11566E+01    0.46703E+07    0.22751E+05
    20    0.84515E+03    0.49573E-02    0.12354E+01    0.47476E+07    0.22157E+05
    21    0.85805E+03    0.59054E-02    0.13117E+01    0.48176E+07    0.21586E+05
    22    0.87128E+03    0.69750E-02    0.13852E+01    0.48809E+07    0.21036E+05
    23    0.88483E+03    0.81747E-02    0.14555E+01    0.49381E+07    0.20506E+05
    24    0.89872E+03    0.95118E-02    0.15214E+01    0.49891E+07    0.20000E+05
    25    0.91290E+03    0.10995E-01    0.15829E+01    0.50350E+07    0.19513E+05
    26    0.92735E+03    0.12633E-01    0.16402E+01    0.50761E+07    0.19041E+05
    27    0.94207E+03    0.14433E-01    0.16923E+01    0.51125E+07    0.18587E+05
    28    0.95696E+03    0.16404E-01    0.17382E+01    0.51447E+07    0.18151E+05
    29    0.97219E+03    0.18553E-01    0.17774E+01    0.51729E+07    0.17734E+05
    30    0.98758E+03    0.20887E-01    0.18108E+01    0.51975E+07    0.17329E+05
    31    0.10031E+04    0.23415E-01    0.18372E+01    0.52185E+07    0.16937E+05
    32    0.10189E+04    0.26145E-01    0.18561E+01    0.52365E+07    0.16561E+05
    33    0.10349E+04    0.29084E-01    0.18661E+01    0.52517E+07    0.16202E+05
    34    0.10510E+04    0.32236E-01    0.18685E+01    0.52640E+07    0.15853E+05
    35    0.10673E+04    0.35610E-01    0.18628E+01    0.52736E+07    0.15515E+05
    36    0.10838E+04    0.39214E-01    0.18479E+01    0.52810E+07    0.15188E+05
    37    0.11005E+04    0.43053E-01    0.18232E+01    0.52862E+07    0.14875E+05
    38    0.11173E+04    0.47134E-01    0.17891E+01    0.52892E+07    0.14572E+05
    39    0.11343E+04    0.51459E-01    0.17452E+01    0.52902E+07    0.14278E+05
    40    0.11514E+04    0.56033E-01    0.16908E+01    0.52895E+07    0.13995E+05
    41    0.11688E+04    0.60867E-01    0.16250E+01    0.52870E+07    0.13723E+05
    42    0.11862E+04    0.65963E-01    0.15488E+01    0.52830E+07    0.13459E+05
    43    0.12039E+04    0.71327E-01    0.14627E+01    0.52775E+07    0.13201E+05
    44    0.12215E+04    0.76953E-01    0.13651E+01    0.52705E+07    0.12952E+05
    45    0.12395E+04    0.82854E-01    0.12548E+01    0.52622E+07    0.12712E+05
    46    0.12576E+04    0.89039E-01    0.11327E+01    0.52527E+07    0.12480E+05
    47    0.12759E+04    0.95497E-01    0.99991E+00    0.52421E+07    0.12253E+05
    48    0.12942E+04    0.10224E+00    0.85496E+00    0.52304E+07    0.12034E+05
    49    0.13127E+04    0.10926E+00    0.69676E+00    0.52176E+07    0.11822E+05
    50    0.13316E+04    0.11657E+00    0.52609E+00    0.52039E+07    0.11616E+05
    51    0.13504E+04    0.12418E+00    0.34393E+00    0.51894E+07    0.11416E+05
    52    0.13696E+04    0.13205E+00    0.14918E+00    0.51741E+07    0.11222E+05
    53    0.13889E+04    0.14023E+00   -0.59387E-01    0.51580E+07    0.11034E+05
    54    0.14083E+04    0.14868E+00   -0.28078E+00    0.51412E+07    0.10851E+05
    55    0.14278E+04    0.15742E+00   -0.51403E+00    0.51237E+07    0.10673E+05
    56    0.14477E+04    0.16645E+00   -0.76010E+00    0.51056E+07    0.10499E+05
    57    0.14677E+04    0.17576E+00   -0.10200E+01    0.50869E+07    0.10332E+05
    58    0.14879E+04    0.18535E+00   -0.12932E+01    0.50677E+07    0.10169E+05
    59    0.15082E+04    0.19524E+00   -0.15787E+01    0.50480E+07    0.10010E+05
    60    0.15287E+04    0.20537E+00   -0.18753E+01    0.50278E+07    0.98540E+04
    61    0.15497E+04    0.21576E+00   -0.21826E+01    0.50072E+07    0.97027E+04
    62    0.15707E+04    0.22641E+00   -0.25018E+01    0.49862E+07    0.95557E+04
    63    0.15917E+04    0.23730E+00   -0.28345E+01    0.49648E+07    0.94129E+04
    64    0.16132E+04    0.24850E+00   -0.31827E+01    0.49431E+07    0.92739E+04
    65    0.16347E+04    0.26000E+00   -0.35475E+01    0.49210E+07    0.91387E+04
    66    0.16564E+04    0.27176E+00   -0.39275E+01    0.48987E+07    0.90069E+04
    67    0.16783E+04    0.28378E+00   -0.43205E+01    0.48762E+07    0.88783E+04
    68    0.17005E+04    0.29605E+00   -0.47248E+01    0.48534E+07    0.87528E+04
    69    0.17228E+04    0.30853E+00   -0.51377E+01    0.48303E+07    0.86303E+04
    70    0.17455E+04    0.32122E+00   -0.55596E+01    0.48071E+07    0.85107E+04
    71    0.17684E+04    0.33409E+00   -0.59917E+01    0.47838E+07    0.83938E+04
    72    0.17915E+04    0.34712E+00   -0.64353E+01    0.47602E+07    0.82796E+04
    73    0.18147E+04    0.36031E+00   -0.68912E+01    0.47365E+07    0.81680E+04
    74    0.18381E+04    0.37366E+00   -0.73585E+01    0.47127E+07    0.80590E+04
    75    0.18618E+04    0.38719E+00   -0.78363E+01    0.46888E+07    0.79523E+04
    76    0.18856E+04    0.40093E+00   -0.83245E+01    0.46648E+07    0.78480E+04
    77    0.19097E+04    0.41486E+00   -0.88232E+01    0.46407E+07    0.77460E+04
    78    0.19341E+04    0.42900E+00   -0.93336E+01    0.46165E+07    0.76463E+04
    79    0.19587E+04    0.44328E+00   -0.98516E+01    0.45922E+07    0.75489E+04
    80    0.19835E+04    0.45769E+00   -0.10378E+02    0.45680E+07    0.74535E+04
    81    0.20086E+04    0.47218E+00   -0.10915E+02    0.45437E+07    0.73603E+04
    82    0.20339E+04    0.48677E+00   -0.11460E+02    0.45193E+07    0.72692E+04
    83    0.20595E+04    0.50144E+00   -0.12014E+02    0.44950E+07    0.71801E+04
    84    0.20853E+04    0.51618E+00   -0.12575E+02    0.44707E+07    0.70929E+04
    85    0.21112E+04    0.53098E+00   -0.13144E+02    0.44464E+07    0.70075E+04
    86    0.21374E+04    0.54583E+00   -0.13721E+02    0.44221E+07    0.69240E+04
    87    0.21640E+04    0.56072E+00   -0.14304E+02    0.43978E+07    0.68421E+04
    88    0.21906E+04    0.57566E+00   -0.14894E+02    0.43735E+07    0.67620E+04
    89    0.22175E+04    0.59062E+00   -0.15491E+02    0.43493E+07    0.66834E+04
    90    0.22447E+04    0.60557E+00   -0.16092E+02    0.43251E+07    0.66063E+04
    91    0.22720E+04    0.62051E+00   -0.16698E+02    0.43010E+07    0.65307E+04
    92    0.22996E+04    0.63542E+00   -0.17309E+02    0.42770E+07    0.64565E+04
    93    0.23275E+04    0.65029E+00   -0.17924E+02    0.42530E+07    0.63837E+04
    94    0.23555E+04    0.66508E+00   -0.18542E+02    0.42291E+07    0.63123E+04
    95    0.23837E+04    0.67981E+00   -0.19164E+02    0.42053E+07    0.62422E+04
