#           k/h    P           
    0.10000E-03    0.35806E+00
    0.10202E-03    0.36507E+00
    0.10408E-03    0.37222E+00
    0.10618E-03    0.37951E+00
    0.10833E-03    0.38694E+00
    0.11052E-03    0.39452E+00
    0.11275E-03    0.40224E+00
    0.11503E-03    0.41012E+00
    0.11735E-03    0.41815E+00
    0.11972E-03    0.42634E+00
    0.12214E-03    0.43469E+00
    0.12461E-03    0.44320E+00
    0.12712E-03    0.45188E+00
    0.12969E-03    0.46073E+00
    0.13231E-03    0.46975E+00
    0.13499E-03    0.47895E+00
    0.13771E-03    0.48833E+00
    0.14049E-03    0.49789E+00
    0.14333E-03    0.50764E+00
    0.14623E-03    0.51758E+00
    0.14918E-03    0.52772E+00
    0.15220E-03    0.53805E+00
    0.15527E-03    0.54858E+00
    0.15841E-03    0.55932E+00
    0.16161E-03    0.57027E+00
    0.16487E-03    0.58144E+00
    0.16820E-03    0.59282E+00
    0.17160E-03    0.60443E+00
    0.17507E-03    0.61626E+00
    0.17860E-03    0.62832E+00
    0.18221E-03    0.64062E+00
    0.18589E-03    0.65316E+00
    0.18965E-03    0.66595E+00
    0.19348E-03    0.67898E+00
    0.19739E-03    0.69227E+00
    0.20138E-03    0.70582E+00
    0.20544E-03    0.71964E+00
    0.20959E-03    0.73372E+00
    0.21383E-03    0.74808E+00
    0.21815E-03    0.76272E+00
    0.22255E-03    0.77764E+00
    0.22705E-03    0.79286E+00
    0.23164E-03    0.80837E+00
    0.23632E-03    0.82419E+00
    0.24109E-03    0.84031E+00
    0.24596E-03    0.85675E+00
    0.25093E-03    0.87351E+00
    0.25600E-03    0.89060E+00
    0.26117E-03    0.90802E+00
    0.26645E-03    0.92578E+00
    0.27183E-03    0.94389E+00
    0.27732E-03    0.96235E+00
    0.28292E-03    0.98117E+00
    0.28864E-03    0.10004E+01
    0.29447E-03    0.10199E+01
    0.30042E-03    0.10399E+01
    0.30649E-03    0.10602E+01
    0.31268E-03    0.10809E+01
