#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.513769E+06   0.513768E+06   0.684670E+06   0.684650E+06   0.598925E+06   0.514579E+06   0.513769E+06   0.520767E+06  -0.602763E+00   0.511947E+06   0.511947E+06   0.154530E+01
   0.798228E-04   0.513766E+06   0.513765E+06   0.684578E+06   0.684553E+06   0.598859E+06   0.514576E+06   0.513766E+06   0.520762E+06  -0.602758E+00   0.511944E+06   0.511944E+06   0.172689E+01
   0.892035E-04   0.513763E+06   0.513762E+06   0.684463E+06   0.684431E+06   0.598776E+06   0.514572E+06   0.513762E+06   0.520757E+06  -0.602752E+00   0.511941E+06   0.511941E+06   0.192981E+01
   0.996866E-04   0.513758E+06   0.513757E+06   0.684320E+06   0.684280E+06   0.598673E+06   0.514567E+06   0.513758E+06   0.520751E+06  -0.602744E+00   0.511937E+06   0.511937E+06   0.215656E+01
   0.111402E-03   0.513753E+06   0.513752E+06   0.684141E+06   0.684092E+06   0.598544E+06   0.514560E+06   0.513753E+06   0.520743E+06  -0.602734E+00   0.511932E+06   0.511931E+06   0.240995E+01
   0.124493E-03   0.513747E+06   0.513745E+06   0.683917E+06   0.683856E+06   0.598382E+06   0.514552E+06   0.513746E+06   0.520733E+06  -0.602721E+00   0.511925E+06   0.511925E+06   0.269310E+01
   0.139124E-03   0.513739E+06   0.513737E+06   0.683638E+06   0.683562E+06   0.598181E+06   0.514542E+06   0.513738E+06   0.520720E+06  -0.602706E+00   0.511917E+06   0.511916E+06   0.300950E+01
   0.155474E-03   0.513728E+06   0.513726E+06   0.683290E+06   0.683194E+06   0.597930E+06   0.514529E+06   0.513728E+06   0.520704E+06  -0.602687E+00   0.511906E+06   0.511906E+06   0.336305E+01
   0.173745E-03   0.513716E+06   0.513713E+06   0.682855E+06   0.682736E+06   0.597616E+06   0.514514E+06   0.513715E+06   0.520685E+06  -0.602663E+00   0.511894E+06   0.511893E+06   0.375809E+01
   0.194163E-03   0.513700E+06   0.513696E+06   0.682312E+06   0.682164E+06   0.597225E+06   0.514494E+06   0.513699E+06   0.520660E+06  -0.602633E+00   0.511877E+06   0.511877E+06   0.419949E+01
   0.216981E-03   0.513680E+06   0.513675E+06   0.681635E+06   0.681450E+06   0.596737E+06   0.514470E+06   0.513679E+06   0.520630E+06  -0.602595E+00   0.511857E+06   0.511857E+06   0.469267E+01
   0.242480E-03   0.513655E+06   0.513649E+06   0.680791E+06   0.680560E+06   0.596127E+06   0.514439E+06   0.513654E+06   0.520592E+06  -0.602548E+00   0.511832E+06   0.511831E+06   0.524366E+01
   0.270976E-03   0.513625E+06   0.513617E+06   0.679737E+06   0.679449E+06   0.595367E+06   0.514401E+06   0.513623E+06   0.520544E+06  -0.602490E+00   0.511801E+06   0.511800E+06   0.585922E+01
   0.302821E-03   0.513586E+06   0.513577E+06   0.678423E+06   0.678065E+06   0.594419E+06   0.514354E+06   0.513584E+06   0.520485E+06  -0.602417E+00   0.511762E+06   0.511761E+06   0.654685E+01
   0.338408E-03   0.513538E+06   0.513526E+06   0.676786E+06   0.676339E+06   0.593238E+06   0.514295E+06   0.513536E+06   0.520411E+06  -0.602326E+00   0.511714E+06   0.511712E+06   0.731492E+01
   0.378178E-03   0.513478E+06   0.513463E+06   0.674746E+06   0.674190E+06   0.591766E+06   0.514221E+06   0.513476E+06   0.520319E+06  -0.602213E+00   0.511653E+06   0.511650E+06   0.817274E+01
   0.422621E-03   0.513403E+06   0.513385E+06   0.672206E+06   0.671515E+06   0.589932E+06   0.514128E+06   0.513400E+06   0.520203E+06  -0.602072E+00   0.511577E+06   0.511574E+06   0.913065E+01
   0.472287E-03   0.513310E+06   0.513287E+06   0.669045E+06   0.668187E+06   0.587651E+06   0.514014E+06   0.513306E+06   0.520060E+06  -0.601895E+00   0.511482E+06   0.511479E+06   0.102001E+02
   0.527790E-03   0.513193E+06   0.513165E+06   0.665117E+06   0.664053E+06   0.584815E+06   0.513870E+06   0.513188E+06   0.519881E+06  -0.601676E+00   0.511365E+06   0.511360E+06   0.113939E+02
   0.589815E-03   0.513048E+06   0.513012E+06   0.660241E+06   0.658923E+06   0.581292E+06   0.513692E+06   0.513042E+06   0.519658E+06  -0.601402E+00   0.511218E+06   0.511212E+06   0.127260E+02
   0.659130E-03   0.512867E+06   0.512822E+06   0.654195E+06   0.652567E+06   0.576924E+06   0.513469E+06   0.512859E+06   0.519381E+06  -0.601062E+00   0.511034E+06   0.511027E+06   0.142120E+02
   0.736590E-03   0.512641E+06   0.512586E+06   0.646714E+06   0.644708E+06   0.571516E+06   0.513192E+06   0.512632E+06   0.519037E+06  -0.600638E+00   0.510805E+06   0.510796E+06   0.158689E+02
