#    L    TT             EE             TE             PP             TP          
     2    0.84144E+03    0.99849E-06    0.22049E-01    0.83020E+06    0.23623E+05
     3    0.80763E+03    0.47193E-05    0.50182E-01    0.12784E+07    0.27899E+05
     4    0.77672E+03    0.13593E-04    0.85753E-01    0.16775E+07    0.29858E+05
     5    0.75485E+03    0.30666E-04    0.12807E+00    0.20302E+07    0.30620E+05
     6    0.74085E+03    0.59549E-04    0.17654E+00    0.23418E+07    0.30731E+05
     7    0.73282E+03    0.10437E-03    0.23062E+00    0.26182E+07    0.30470E+05
     8    0.72889E+03    0.16971E-03    0.28961E+00    0.28644E+07    0.29990E+05
     9    0.72829E+03    0.26066E-03    0.35302E+00    0.30848E+07    0.29380E+05
    10    0.73022E+03    0.38247E-03    0.42015E+00    0.32823E+07    0.28693E+05
    11    0.73406E+03    0.54115E-03    0.49051E+00    0.34605E+07    0.27977E+05
    12    0.73992E+03    0.74272E-03    0.56395E+00    0.36202E+07    0.27238E+05
    13    0.74688E+03    0.99352E-03    0.63912E+00    0.37651E+07    0.26519E+05
    14    0.75486E+03    0.12998E-02    0.71567E+00    0.38954E+07    0.25798E+05
    15    0.76365E+03    0.16689E-02    0.79296E+00    0.40138E+07    0.25097E+05
    16    0.77352E+03    0.21082E-02    0.87127E+00    0.41211E+07    0.24405E+05
    17    0.78399E+03    0.26252E-02    0.94927E+00    0.42175E+07    0.23736E+05
    18    0.79474E+03    0.32258E-02    0.10261E+01    0.43052E+07    0.23091E+05
    19    0.80677E+03    0.39212E-02    0.11025E+01    0.43845E+07    0.22474E+05
    20    0.81902E+03    0.47151E-02    0.11772E+01    0.44559E+07    0.21871E+05
    21    0.83166E+03    0.56165E-02    0.12495E+01    0.45202E+07    0.21293E+05
    22    0.84465E+03    0.66335E-02    0.13191E+01    0.45783E+07    0.20736E+05
    23    0.85798E+03    0.77741E-02    0.13854E+01    0.46305E+07    0.20200E+05
    24    0.87165E+03    0.90452E-02    0.14475E+01    0.46770E+07    0.19688E+05
    25    0.88562E+03    0.10455E-01    0.15054E+01    0.47186E+07    0.19195E+05
    26    0.89988E+03    0.12012E-01    0.15591E+01    0.47557E+07    0.18718E+05
    27    0.91442E+03    0.13724E-01    0.16078E+01    0.47883E+07    0.18259E+05
    28    0.92914E+03    0.15597E-01    0.16505E+01    0.48170E+07    0.17819E+05
    29    0.94421E+03    0.17640E-01    0.16868E+01    0.48420E+07    0.17398E+05
    30    0.95944E+03    0.19860E-01    0.17174E+01    0.48636E+07    0.16989E+05
    31    0.97484E+03    0.22263E-01    0.17412E+01    0.48817E+07    0.16594E+05
    32    0.99049E+03    0.24859E-01    0.17578E+01    0.48971E+07    0.16215E+05
    33    0.10063E+04    0.27653E-01    0.17658E+01    0.49098E+07    0.15852E+05
    34    0.10224E+04    0.30650E-01    0.17665E+01    0.49198E+07    0.15501E+05
    35    0.10386E+04    0.33858E-01    0.17593E+01    0.49274E+07    0.15160E+05
    36    0.10549E+04    0.37285E-01    0.17432E+01    0.49328E+07    0.14832E+05
    37    0.10715E+04    0.40935E-01    0.17177E+01    0.49361E+07    0.14517E+05
    38    0.10882E+04    0.44816E-01    0.16831E+01    0.49375E+07    0.14212E+05
    39    0.11052E+04    0.48929E-01    0.16392E+01    0.49369E+07    0.13917E+05
    40    0.11222E+04    0.53279E-01    0.15851E+01    0.49347E+07    0.13632E+05
    41    0.11395E+04    0.57877E-01    0.15200E+01    0.49310E+07    0.13359E+05
    42    0.11569E+04    0.62724E-01    0.14448E+01    0.49257E+07    0.13094E+05
    43    0.11744E+04    0.67826E-01    0.13601E+01    0.49191E+07    0.12835E+05
    44    0.11920E+04    0.73179E-01    0.12644E+01    0.49112E+07    0.12585E+05
    45    0.12099E+04    0.78792E-01    0.11564E+01    0.49020E+07    0.12345E+05
    46    0.12280E+04    0.84676E-01    0.10370E+01    0.48916E+07    0.12113E+05
    47    0.12462E+04    0.90821E-01    0.90737E+00    0.48803E+07    0.11886E+05
    48    0.12645E+04    0.97235E-01    0.76601E+00    0.48679E+07    0.11666E+05
    49    0.12830E+04    0.10391E+00    0.61181E+00    0.48546E+07    0.11454E+05
    50    0.13018E+04    0.11088E+00    0.44560E+00    0.48405E+07    0.11249E+05
    51    0.13206E+04    0.11812E+00    0.26842E+00    0.48255E+07    0.11049E+05
    52    0.13397E+04    0.12561E+00    0.79114E-01    0.48099E+07    0.10855E+05
    53    0.13590E+04    0.13339E+00   -0.12361E+00    0.47935E+07    0.10667E+05
    54    0.13784E+04    0.14144E+00   -0.33869E+00    0.47764E+07    0.10486E+05
    55    0.13978E+04    0.14976E+00   -0.56512E+00    0.47588E+07    0.10308E+05
    56    0.14176E+04    0.15836E+00   -0.80389E+00    0.47405E+07    0.10135E+05
    57    0.14376E+04    0.16723E+00   -0.10561E+01    0.47218E+07    0.99683E+04
    58    0.14578E+04    0.17637E+00   -0.13211E+01    0.47026E+07    0.98063E+04
    59    0.14781E+04    0.18578E+00   -0.15979E+01    0.46829E+07    0.96477E+04
    60    0.14985E+04    0.19543E+00   -0.18853E+01    0.46628E+07    0.94929E+04
    61    0.15194E+04    0.20533E+00   -0.21829E+01    0.46424E+07    0.93426E+04
    62    0.15403E+04    0.21548E+00   -0.24920E+01    0.46215E+07    0.91966E+04
    63    0.15613E+04    0.22586E+00   -0.28142E+01    0.46004E+07    0.90549E+04
    64    0.15827E+04    0.23654E+00   -0.31514E+01    0.45789E+07    0.89171E+04
    65    0.16041E+04    0.24750E+00   -0.35047E+01    0.45572E+07    0.87830E+04
    66    0.16258E+04    0.25872E+00   -0.38729E+01    0.45352E+07    0.86525E+04
    67    0.16476E+04    0.27018E+00   -0.42536E+01    0.45130E+07    0.85253E+04
    68    0.16697E+04    0.28189E+00   -0.46452E+01    0.44906E+07    0.84011E+04
    69    0.16920E+04    0.29380E+00   -0.50450E+01    0.44680E+07    0.82800E+04
    70    0.17146E+04    0.30590E+00   -0.54533E+01    0.44453E+07    0.81618E+04
    71    0.17374E+04    0.31818E+00   -0.58715E+01    0.44224E+07    0.80464E+04
    72    0.17604E+04    0.33063E+00   -0.63008E+01    0.43994E+07    0.79337E+04
    73    0.17835E+04    0.34321E+00   -0.67420E+01    0.43762E+07    0.78236E+04
    74    0.18068E+04    0.35595E+00   -0.71943E+01    0.43530E+07    0.77161E+04
    75    0.18304E+04    0.36887E+00   -0.76566E+01    0.43297E+07    0.76110E+04
    76    0.18541E+04    0.38200E+00   -0.81291E+01    0.43063E+07    0.75083E+04
    77    0.18781E+04    0.39530E+00   -0.86117E+01    0.42828E+07    0.74079E+04
    78    0.19023E+04    0.40881E+00   -0.91056E+01    0.42593E+07    0.73098E+04
    79    0.19268E+04    0.42246E+00   -0.96068E+01    0.42357E+07    0.72140E+04
    80    0.19515E+04    0.43624E+00   -0.10117E+02    0.42122E+07    0.71203E+04
    81    0.19764E+04    0.45010E+00   -0.10636E+02    0.41886E+07    0.70287E+04
    82    0.20015E+04    0.46406E+00   -0.11163E+02    0.41650E+07    0.69393E+04
    83    0.20269E+04    0.47809E+00   -0.11699E+02    0.41414E+07    0.68518E+04
    84    0.20525E+04    0.49219E+00   -0.12242E+02    0.41178E+07    0.67663E+04
    85    0.20783E+04    0.50635E+00   -0.12793E+02    0.40943E+07    0.66826E+04
    86    0.21043E+04    0.52057E+00   -0.13352E+02    0.40708E+07    0.66008E+04
    87    0.21307E+04    0.53483E+00   -0.13916E+02    0.40473E+07    0.65207E+04
    88    0.21571E+04    0.54914E+00   -0.14487E+02    0.40239E+07    0.64422E+04
    89    0.21838E+04    0.56348E+00   -0.15065E+02    0.40005E+07    0.63653E+04
    90    0.22108E+04    0.57781E+00   -0.15647E+02    0.39772E+07    0.62900E+04
    91    0.22379E+04    0.59213E+00   -0.16234E+02    0.39540E+07    0.62161E+04
    92    0.22652E+04    0.60643E+00   -0.16825E+02    0.39308E+07    0.61437E+04
    93    0.22929E+04    0.62070E+00   -0.17421E+02    0.39077E+07    0.60726E+04
    94    0.23206E+04    0.63490E+00   -0.18020E+02    0.38847E+07    0.60029E+04
    95    0.23486E+04    0.64903E+00   -0.18622E+02    0.38618E+07    0.59346E+04
    96    0.23766E+04    0.66309E+00   -0.19227E+02    0.38389E+07    0.58675E+04
    97    0.24049E+04    0.67705E+00   -0.19835E+02    0.38162E+07    0.58016E+04
    98    0.24335E+04    0.69092E+00   -0.20443E+02    0.37935E+07    0.57370E+04
    99    0.24622E+04    0.70466E+00   -0.21054E+02    0.37710E+07    0.56735E+04
   100    0.24911E+04    0.71826E+00   -0.21664E+02    0.37485E+07    0.56111E+04
   101    0.25202E+04    0.73178E+00   -0.22276E+02    0.37262E+07    0.55499E+04
   102    0.25497E+04    0.74509E+00   -0.22887E+02    0.37040E+07    0.54898E+04
   103    0.25792E+04    0.75824E+00   -0.23499E+02    0.36819E+07    0.54307E+04
   104    0.26089E+04    0.77125E+00   -0.24108E+02    0.36599E+07    0.53727E+04
   105    0.26387E+04    0.78404E+00   -0.24716E+02    0.36380E+07    0.53157E+04
   106    0.26687E+04    0.79669E+00   -0.25323E+02    0.36162E+07    0.52597E+04
   107    0.26986E+04    0.80904E+00   -0.25926E+02    0.35946E+07    0.52046E+04
   108    0.27289E+04    0.82117E+00   -0.26527E+02    0.35731E+07    0.51505E+04
   109    0.27593E+04    0.83301E+00   -0.27125E+02    0.35517E+07    0.50974E+04
   110    0.27898E+04    0.84456E+00   -0.27717E+02    0.35304E+07    0.50451E+04
   111    0.28205E+04    0.85589E+00   -0.28305E+02    0.35092E+07    0.49937E+04
   112    0.28512E+04    0.86692E+00   -0.28889E+02    0.34882E+07    0.49431E+04
   113    0.28822E+04    0.87767E+00   -0.29467E+02    0.34674E+07    0.48934E+04
   114    0.29132E+04    0.88805E+00   -0.30038E+02    0.34466E+07    0.48444E+04
   115    0.29445E+04    0.89822E+00   -0.30603E+02    0.34260E+07    0.47962E+04
   116    0.29757E+04    0.90795E+00   -0.31161E+02    0.34055E+07    0.47488E+04
   117    0.30073E+04    0.91731E+00   -0.31711E+02    0.33852E+07    0.47021E+04
   118    0.30390E+04    0.92647E+00   -0.32253E+02    0.33650E+07    0.46561E+04
   119    0.30706E+04    0.93526E+00   -0.32785E+02    0.33449E+07    0.46109E+04
   120    0.31024E+04    0.94354E+00   -0.33309E+02    0.33250E+07    0.45663E+04
