#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.15053E+04    0.32047E-01    0.19270E-02    0.32047E-01    0.14761E-05   -0.21167E-07    0.19270E-02   -0.21167E-07    0.86960E-08
     3    0.13951E+04    0.74072E-01    0.13179E-02    0.74072E-01    0.69456E-05   -0.25519E-07    0.13179E-02   -0.25519E-07    0.52714E-08
     4    0.13092E+04    0.12706E+00    0.97461E-03    0.12706E+00    0.19941E-04   -0.27787E-07    0.97461E-03   -0.27787E-07    0.36315E-08
     5    0.12497E+04    0.18985E+00    0.75648E-03    0.18985E+00    0.44872E-04   -0.29200E-07    0.75648E-03   -0.29200E-07    0.26874E-08
     6    0.12104E+04    0.26150E+00    0.60720E-03    0.26150E+00    0.86949E-04   -0.30110E-07    0.60720E-03   -0.30110E-07    0.20824E-08
     7    0.11855E+04    0.34113E+00    0.49964E-03    0.34113E+00    0.15212E-03   -0.30726E-07    0.49964E-03   -0.30726E-07    0.16671E-08
     8    0.11706E+04    0.42768E+00    0.41909E-03    0.42768E+00    0.24695E-03   -0.31187E-07    0.41909E-03   -0.31187E-07    0.13676E-08
     9    0.11633E+04    0.52036E+00    0.35694E-03    0.52036E+00    0.37875E-03   -0.31567E-07    0.35694E-03   -0.31567E-07    0.11435E-08
    10    0.11618E+04    0.61814E+00    0.30778E-03    0.61814E+00    0.55503E-03   -0.31840E-07    0.30778E-03   -0.31840E-07    0.97077E-09
    11    0.11646E+04    0.72018E+00    0.26831E-03    0.72018E+00    0.78441E-03   -0.32019E-07    0.26831E-03   -0.32019E-07    0.83468E-09
    12    0.11717E+04    0.82625E+00    0.23594E-03    0.82625E+00    0.10755E-02   -0.32082E-07    0.23594E-03   -0.32082E-07    0.72505E-09
    13    0.11814E+04    0.93431E+00    0.20925E-03    0.93431E+00    0.14373E-02   -0.32109E-07    0.20925E-03   -0.32109E-07    0.63562E-09
    14    0.11935E+04    0.10439E+01    0.18678E-03    0.10439E+01    0.18787E-02   -0.32105E-07    0.18678E-03   -0.32105E-07    0.56144E-09
    15    0.12075E+04    0.11539E+01    0.16777E-03    0.11539E+01    0.24102E-02   -0.32106E-07    0.16777E-03   -0.32106E-07    0.49933E-09
    16    0.12237E+04    0.12648E+01    0.15147E-03    0.12648E+01    0.30426E-02   -0.32092E-07    0.15147E-03   -0.32092E-07    0.44675E-09
    17    0.12412E+04    0.13743E+01    0.13742E-03    0.13743E+01    0.37862E-02   -0.32053E-07    0.13742E-03   -0.32053E-07    0.40174E-09
    18    0.12597E+04    0.14814E+01    0.12523E-03    0.14814E+01    0.46495E-02   -0.31991E-07    0.12523E-03   -0.31991E-07    0.36302E-09
    19    0.12806E+04    0.15873E+01    0.11461E-03    0.15873E+01    0.56486E-02   -0.31925E-07    0.11461E-03   -0.31925E-07    0.32942E-09
    20    0.13021E+04    0.16898E+01    0.10523E-03    0.16898E+01    0.67888E-02   -0.31826E-07    0.10523E-03   -0.31826E-07    0.30006E-09
    21    0.13246E+04    0.17879E+01    0.96953E-04    0.17879E+01    0.80828E-02   -0.31711E-07    0.96953E-04   -0.31711E-07    0.27428E-09
    22    0.13480E+04    0.18812E+01    0.89604E-04    0.18812E+01    0.95423E-02   -0.31591E-07    0.89604E-04   -0.31591E-07    0.25152E-09
    23    0.13722E+04    0.19687E+01    0.83051E-04    0.19687E+01    0.11179E-01   -0.31468E-07    0.83051E-04   -0.31468E-07    0.23133E-09
    24    0.13972E+04    0.20493E+01    0.77188E-04    0.20493E+01    0.13002E-01   -0.31327E-07    0.77188E-04   -0.31327E-07    0.21332E-09
    25    0.14230E+04    0.21228E+01    0.71916E-04    0.21228E+01    0.15024E-01   -0.31183E-07    0.71916E-04   -0.31183E-07    0.19722E-09
    26    0.14495E+04    0.21893E+01    0.67151E-04    0.21893E+01    0.17256E-01   -0.31031E-07    0.67151E-04   -0.31031E-07    0.18276E-09
    27    0.14766E+04    0.22471E+01    0.62836E-04    0.22471E+01    0.19709E-01   -0.30876E-07    0.62836E-04   -0.30876E-07    0.16972E-09
    28    0.15043E+04    0.22953E+01    0.58924E-04    0.22953E+01    0.22394E-01   -0.30718E-07    0.58924E-04   -0.30718E-07    0.15793E-09
    29    0.15328E+04    0.23331E+01    0.55366E-04    0.23331E+01    0.25322E-01   -0.30553E-07    0.55366E-04   -0.30553E-07    0.14724E-09
    30    0.15616E+04    0.23616E+01    0.52107E-04    0.23616E+01    0.28502E-01   -0.30383E-07    0.52107E-04   -0.30383E-07    0.13751E-09
    31    0.15910E+04    0.23792E+01    0.49119E-04    0.23792E+01    0.31947E-01   -0.30210E-07    0.49119E-04   -0.30210E-07    0.12864E-09
    32    0.16209E+04    0.23848E+01    0.46382E-04    0.23848E+01    0.35666E-01   -0.30037E-07    0.46382E-04   -0.30037E-07    0.12053E-09
    33    0.16514E+04    0.23768E+01    0.43872E-04    0.23768E+01    0.39669E-01   -0.29862E-07    0.43872E-04   -0.29862E-07    0.11310E-09
    34    0.16823E+04    0.23575E+01    0.41549E-04    0.23575E+01    0.43963E-01   -0.29680E-07    0.41549E-04   -0.29680E-07    0.10628E-09
    35    0.17136E+04    0.23254E+01    0.39400E-04    0.23254E+01    0.48562E-01   -0.29496E-07    0.39400E-04   -0.29496E-07    0.99996E-10
    36    0.17453E+04    0.22788E+01    0.37413E-04    0.22788E+01    0.53473E-01   -0.29315E-07    0.37413E-04   -0.29315E-07    0.94207E-10
    37    0.17776E+04    0.22170E+01    0.35576E-04    0.22170E+01    0.58705E-01   -0.29133E-07    0.35576E-04   -0.29133E-07    0.88859E-10
    38    0.18102E+04    0.21412E+01    0.33865E-04    0.21412E+01    0.64268E-01   -0.28947E-07    0.33865E-04   -0.28947E-07    0.83909E-10
    39    0.18432E+04    0.20509E+01    0.32270E-04    0.20509E+01    0.70165E-01   -0.28757E-07    0.32270E-04   -0.28757E-07    0.79320E-10
    40    0.18765E+04    0.19445E+01    0.30785E-04    0.19445E+01    0.76404E-01   -0.28568E-07    0.30785E-04   -0.28568E-07    0.75062E-10
    41    0.19105E+04    0.18207E+01    0.29403E-04    0.18207E+01    0.82998E-01   -0.28380E-07    0.29403E-04   -0.28380E-07    0.71102E-10
    42    0.19447E+04    0.16809E+01    0.28110E-04    0.16809E+01    0.89952E-01   -0.28191E-07    0.28110E-04   -0.28191E-07    0.67414E-10
    43    0.19792E+04    0.15260E+01    0.26894E-04    0.15260E+01    0.97272E-01   -0.28001E-07    0.26894E-04   -0.28001E-07    0.63976E-10
    44    0.20139E+04    0.13536E+01    0.25755E-04    0.13536E+01    0.10496E+00   -0.27809E-07    0.25755E-04   -0.27809E-07    0.60766E-10
    45    0.20493E+04    0.11621E+01    0.24689E-04    0.11621E+01    0.11302E+00   -0.27618E-07    0.24689E-04   -0.27618E-07    0.57764E-10
    46    0.20851E+04    0.95296E+00    0.23688E-04    0.95296E+00    0.12147E+00   -0.27427E-07    0.23688E-04   -0.27427E-07    0.54955E-10
    47    0.21210E+04    0.72780E+00    0.22741E-04    0.72780E+00    0.13029E+00   -0.27234E-07    0.22741E-04   -0.27234E-07    0.52323E-10
    48    0.21571E+04    0.48419E+00    0.21849E-04    0.48419E+00    0.13951E+00   -0.27042E-07    0.21849E-04   -0.27042E-07    0.49854E-10
    49    0.21939E+04    0.22003E+00    0.21011E-04    0.22003E+00    0.14912E+00   -0.26850E-07    0.21011E-04   -0.26850E-07    0.47535E-10
    50    0.22311E+04   -0.62772E-01    0.20221E-04   -0.62772E-01    0.15913E+00   -0.26658E-07    0.20221E-04   -0.26658E-07    0.45355E-10
    51    0.22682E+04   -0.36218E+00    0.19470E-04   -0.36218E+00    0.16954E+00   -0.26464E-07    0.19470E-04   -0.26464E-07    0.43304E-10
    52    0.23059E+04   -0.68058E+00    0.18759E-04   -0.68058E+00    0.18033E+00   -0.26272E-07    0.18759E-04   -0.26272E-07    0.41372E-10
