#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.576564E+06   0.576563E+06   0.768307E+06   0.768282E+06   0.599006E+06   0.577072E+06   0.576563E+06   0.584871E+06  -0.602904E+00   0.574508E+06   0.574508E+06   0.176406E+01
   0.798228E-04   0.576560E+06   0.576559E+06   0.768191E+06   0.768161E+06   0.598965E+06   0.577068E+06   0.576560E+06   0.584865E+06  -0.602898E+00   0.574504E+06   0.574504E+06   0.197135E+01
   0.892035E-04   0.576556E+06   0.576555E+06   0.768047E+06   0.768010E+06   0.598914E+06   0.577063E+06   0.576555E+06   0.584858E+06  -0.602891E+00   0.574499E+06   0.574499E+06   0.220299E+01
   0.996866E-04   0.576550E+06   0.576549E+06   0.767868E+06   0.767821E+06   0.598850E+06   0.577056E+06   0.576550E+06   0.584850E+06  -0.602881E+00   0.574493E+06   0.574493E+06   0.246184E+01
   0.111402E-03   0.576543E+06   0.576542E+06   0.767643E+06   0.767584E+06   0.598771E+06   0.577047E+06   0.576543E+06   0.584839E+06  -0.602870E+00   0.574486E+06   0.574486E+06   0.275110E+01
   0.124493E-03   0.576535E+06   0.576533E+06   0.767363E+06   0.767290E+06   0.598671E+06   0.577037E+06   0.576535E+06   0.584825E+06  -0.602855E+00   0.574477E+06   0.574477E+06   0.307432E+01
   0.139124E-03   0.576524E+06   0.576522E+06   0.767013E+06   0.766922E+06   0.598547E+06   0.577023E+06   0.576524E+06   0.584809E+06  -0.602837E+00   0.574466E+06   0.574465E+06   0.343549E+01
   0.155474E-03   0.576511E+06   0.576508E+06   0.766577E+06   0.766462E+06   0.598392E+06   0.577007E+06   0.576511E+06   0.584788E+06  -0.602814E+00   0.574451E+06   0.574451E+06   0.383906E+01
   0.173745E-03   0.576495E+06   0.576491E+06   0.766032E+06   0.765889E+06   0.598199E+06   0.576986E+06   0.576494E+06   0.584761E+06  -0.602786E+00   0.574434E+06   0.574433E+06   0.428998E+01
   0.194163E-03   0.576474E+06   0.576469E+06   0.765352E+06   0.765174E+06   0.597958E+06   0.576960E+06   0.576473E+06   0.584729E+06  -0.602750E+00   0.574411E+06   0.574411E+06   0.479382E+01
   0.216981E-03   0.576448E+06   0.576442E+06   0.764503E+06   0.764281E+06   0.597657E+06   0.576928E+06   0.576447E+06   0.584688E+06  -0.602706E+00   0.574384E+06   0.574383E+06   0.535673E+01
