#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10584E+04    0.29421E-01    0.12617E-02    0.29421E-01    0.13360E-05   -0.18655E-07    0.12617E-02   -0.18655E-07    0.89976E-08
     3    0.10242E+04    0.66710E-01    0.88692E-03    0.66710E-01    0.63226E-05   -0.22401E-07    0.88692E-03   -0.22401E-07    0.54687E-08
     4    0.99080E+03    0.11390E+00    0.66881E-03    0.11390E+00    0.18227E-04   -0.24364E-07    0.66881E-03   -0.24364E-07    0.37816E-08
     5    0.96708E+03    0.17009E+00    0.52732E-03    0.17009E+00    0.41147E-04   -0.25602E-07    0.52732E-03   -0.25602E-07    0.28106E-08
     6    0.95226E+03    0.23455E+00    0.42901E-03    0.23455E+00    0.79944E-04   -0.26408E-07    0.42901E-03   -0.26408E-07    0.21879E-08
     7    0.94431E+03    0.30652E+00    0.35724E-03    0.30652E+00    0.14018E-03   -0.26964E-07    0.35724E-03   -0.26964E-07    0.17598E-08
     8    0.94107E+03    0.38509E+00    0.30289E-03    0.38509E+00    0.22802E-03   -0.27389E-07    0.30289E-03   -0.27389E-07    0.14506E-08
     9    0.94171E+03    0.46964E+00    0.26050E-03    0.46964E+00    0.35034E-03   -0.27748E-07    0.26050E-03   -0.27748E-07    0.12187E-08
    10    0.94528E+03    0.55920E+00    0.22667E-03    0.55920E+00    0.51420E-03   -0.28014E-07    0.22667E-03   -0.28014E-07    0.10396E-08
    11    0.95109E+03    0.65317E+00    0.19926E-03    0.65317E+00    0.72772E-03   -0.28198E-07    0.19926E-03   -0.28198E-07    0.89812E-09
    12    0.95932E+03    0.75130E+00    0.17659E-03    0.75130E+00    0.99901E-03   -0.28278E-07    0.17659E-03   -0.28278E-07    0.78384E-09
    13    0.96880E+03    0.85183E+00    0.15777E-03    0.85183E+00    0.13366E-02   -0.28330E-07    0.15777E-03   -0.28330E-07    0.69038E-09
    14    0.97946E+03    0.95429E+00    0.14181E-03    0.95429E+00    0.17489E-02   -0.28354E-07    0.14181E-03   -0.28354E-07    0.61263E-09
    15    0.99106E+03    0.10578E+01    0.12821E-03    0.10578E+01    0.22459E-02   -0.28383E-07    0.12821E-03   -0.28383E-07    0.54736E-09
    16    0.10040E+04    0.11628E+01    0.11646E-03    0.11628E+01    0.28375E-02   -0.28398E-07    0.11646E-03   -0.28398E-07    0.49193E-09
    17    0.10176E+04    0.12674E+01    0.10627E-03    0.12674E+01    0.35338E-02   -0.28394E-07    0.10627E-03   -0.28394E-07    0.44435E-09
    18    0.10315E+04    0.13707E+01    0.97373E-04    0.13707E+01    0.43427E-02   -0.28366E-07    0.97373E-04   -0.28366E-07    0.40330E-09
