#    L    TT             EE             TE             PP             TP          
     2    0.10712E+04    0.12906E-05    0.28473E-01    0.10732E+07    0.29865E+05
     3    0.10301E+04    0.61018E-05    0.64747E-01    0.16520E+07    0.35291E+05
     4    0.99203E+03    0.17579E-04    0.11062E+00    0.21669E+07    0.37775E+05
     5    0.96510E+03    0.39663E-04    0.16521E+00    0.26219E+07    0.38738E+05
     6    0.94795E+03    0.77030E-04    0.22776E+00    0.30236E+07    0.38874E+05
     7    0.93825E+03    0.13503E-03    0.29755E+00    0.33798E+07    0.38540E+05
     8    0.93368E+03    0.21957E-03    0.37370E+00    0.36969E+07    0.37930E+05
     9    0.93326E+03    0.33727E-03    0.45557E+00    0.39807E+07    0.37156E+05
    10    0.93601E+03    0.49490E-03    0.54225E+00    0.42349E+07    0.36286E+05
    11    0.94115E+03    0.70027E-03    0.63313E+00    0.44642E+07    0.35382E+05
    12    0.94883E+03    0.96116E-03    0.72798E+00    0.46696E+07    0.34449E+05
    13    0.95789E+03    0.12858E-02    0.82508E+00    0.48560E+07    0.33543E+05
    14    0.96821E+03    0.16822E-02    0.92398E+00    0.50235E+07    0.32636E+05
    15    0.97956E+03    0.21599E-02    0.10239E+01    0.51758E+07    0.31755E+05
    16    0.99226E+03    0.27286E-02    0.11251E+01    0.53136E+07    0.30887E+05
    17    0.10057E+04    0.33978E-02    0.12259E+01    0.54375E+07    0.30048E+05
    18    0.10195E+04    0.41752E-02    0.13252E+01    0.55502E+07    0.29238E+05
    19    0.10350E+04    0.50754E-02    0.14240E+01    0.56522E+07    0.28466E+05
    20    0.10507E+04    0.61032E-02    0.15206E+01    0.57439E+07    0.27712E+05
    21    0.10668E+04    0.72700E-02    0.16141E+01    0.58265E+07    0.26988E+05
    22    0.10835E+04    0.85865E-02    0.17040E+01    0.59012E+07    0.26293E+05
    23    0.11005E+04    0.10063E-01    0.17900E+01    0.59684E+07    0.25623E+05
    24    0.11180E+04    0.11708E-01    0.18703E+01    0.60281E+07    0.24984E+05
    25    0.11359E+04    0.13534E-01    0.19453E+01    0.60816E+07    0.24369E+05
    26    0.11541E+04    0.15549E-01    0.20149E+01    0.61293E+07    0.23774E+05
