#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.70432E+03    0.20990E-01    0.79673E-03    0.20990E-01    0.95307E-06   -0.13175E-07    0.79673E-03   -0.13175E-07    0.65809E-08
     3    0.68871E+03    0.47364E-01    0.56517E-03    0.47364E-01    0.45170E-05   -0.15804E-07    0.56517E-03   -0.15804E-07    0.39996E-08
     4    0.67118E+03    0.80769E-01    0.42852E-03    0.80769E-01    0.13035E-04   -0.17184E-07    0.42852E-03   -0.17184E-07    0.27663E-08
     5    0.65867E+03    0.12061E+00    0.33914E-03    0.12061E+00    0.29449E-04   -0.18057E-07    0.33914E-03   -0.18057E-07    0.20567E-08
     6    0.65120E+03    0.16635E+00    0.27669E-03    0.16635E+00    0.57254E-04   -0.18627E-07    0.27669E-03   -0.18627E-07    0.16016E-08
     7    0.64773E+03    0.21750E+00    0.23091E-03    0.21750E+00    0.10045E-03   -0.19021E-07    0.23091E-03   -0.19021E-07    0.12888E-08
     8    0.64698E+03    0.27339E+00    0.19613E-03    0.27339E+00    0.16348E-03   -0.19324E-07    0.19613E-03   -0.19324E-07    0.10628E-08
     9    0.64857E+03    0.33361E+00    0.16892E-03    0.33361E+00    0.25127E-03   -0.19583E-07    0.16892E-03   -0.19583E-07    0.89330E-09
    10    0.65188E+03    0.39746E+00    0.14716E-03    0.39746E+00    0.36893E-03   -0.19776E-07    0.14716E-03   -0.19776E-07    0.76231E-09
    11    0.65654E+03    0.46455E+00    0.12949E-03    0.46455E+00    0.52231E-03   -0.19910E-07    0.12949E-03   -0.19910E-07    0.65884E-09
    12    0.66271E+03    0.53468E+00    0.11486E-03    0.53468E+00    0.71722E-03   -0.19970E-07    0.11486E-03   -0.19970E-07    0.57524E-09
    13    0.66958E+03    0.60662E+00    0.10270E-03    0.60662E+00    0.95985E-03   -0.20010E-07    0.10270E-03   -0.20010E-07    0.50686E-09
    14    0.67715E+03    0.68001E+00    0.92369E-04    0.68001E+00    0.12562E-02   -0.20033E-07    0.92369E-04   -0.20033E-07    0.44995E-09
    15    0.68527E+03    0.75429E+00    0.83561E-04    0.75429E+00    0.16136E-02   -0.20061E-07    0.83561E-04   -0.20061E-07    0.40217E-09
    16    0.69421E+03    0.82968E+00    0.75939E-04    0.82968E+00    0.20390E-02   -0.20077E-07    0.75939E-04   -0.20077E-07    0.36158E-09
    17    0.70358E+03    0.90502E+00    0.69325E-04    0.90502E+00    0.25398E-02   -0.20077E-07    0.69325E-04   -0.20077E-07    0.32673E-09
    18    0.71308E+03    0.97946E+00    0.63547E-04    0.97946E+00    0.31216E-02   -0.20061E-07    0.63547E-04   -0.20061E-07    0.29666E-09
    19    0.72359E+03    0.10537E+01    0.58486E-04    0.10537E+01    0.37955E-02   -0.20046E-07    0.58486E-04   -0.20046E-07    0.27049E-09
    20    0.73422E+03    0.11264E+01    0.53987E-04    0.11264E+01    0.45649E-02   -0.20009E-07    0.53987E-04   -0.20009E-07    0.24753E-09
    21    0.74512E+03    0.11970E+01    0.49991E-04    0.11970E+01    0.54385E-02   -0.19962E-07    0.49991E-04   -0.19962E-07    0.22731E-09
    22    0.75625E+03    0.12652E+01    0.46423E-04    0.12652E+01    0.64242E-02   -0.19909E-07    0.46423E-04   -0.19909E-07    0.20941E-09
    23    0.76763E+03    0.13307E+01    0.43220E-04    0.13307E+01    0.75298E-02   -0.19854E-07    0.43220E-04   -0.19854E-07    0.19348E-09
    24    0.77922E+03    0.13922E+01    0.40347E-04    0.13922E+01    0.87621E-02   -0.19789E-07    0.40347E-04   -0.19789E-07    0.17922E-09
    25    0.79103E+03    0.14500E+01    0.37752E-04    0.14500E+01    0.10129E-01   -0.19721E-07    0.37752E-04   -0.19721E-07    0.16643E-09
    26    0.80305E+03    0.15040E+01    0.35391E-04    0.15040E+01    0.11638E-01   -0.19647E-07    0.35391E-04   -0.19647E-07    0.15490E-09
    27    0.81529E+03    0.15535E+01    0.33243E-04    0.15535E+01    0.13297E-01   -0.19572E-07    0.33243E-04   -0.19572E-07    0.14448E-09
    28    0.82762E+03    0.15976E+01    0.31287E-04    0.15976E+01    0.15113E-01   -0.19493E-07    0.31287E-04   -0.19493E-07    0.13503E-09
    29    0.84020E+03    0.16356E+01    0.29503E-04    0.16356E+01    0.17093E-01   -0.19410E-07    0.29503E-04   -0.19410E-07    0.12642E-09
    30    0.85292E+03    0.16685E+01    0.27863E-04    0.16685E+01    0.19244E-01   -0.19323E-07    0.27863E-04   -0.19323E-07    0.11858E-09
    31    0.86575E+03    0.16952E+01    0.26351E-04    0.16952E+01    0.21573E-01   -0.19232E-07    0.26351E-04   -0.19232E-07    0.11139E-09
    32    0.87875E+03    0.17153E+01    0.24961E-04    0.17153E+01    0.24087E-01   -0.19142E-07    0.24961E-04   -0.19142E-07    0.10481E-09
    33    0.89188E+03    0.17276E+01    0.23681E-04    0.17276E+01    0.26793E-01   -0.19051E-07    0.23681E-04   -0.19051E-07    0.98754E-10
    34    0.90518E+03    0.17328E+01    0.22496E-04    0.17328E+01    0.29696E-01   -0.18954E-07    0.22496E-04   -0.18954E-07    0.93178E-10
    35    0.91860E+03    0.17309E+01    0.21394E-04    0.17309E+01    0.32803E-01   -0.18855E-07    0.21394E-04   -0.18855E-07    0.88029E-10
    36    0.93210E+03    0.17209E+01    0.20371E-04    0.17209E+01    0.36120E-01   -0.18757E-07    0.20371E-04   -0.18757E-07    0.83269E-10
    37    0.94576E+03    0.17023E+01    0.19421E-04    0.17023E+01    0.39654E-01   -0.18659E-07    0.19421E-04   -0.18659E-07    0.78859E-10
    38    0.95958E+03    0.16752E+01    0.18535E-04    0.16752E+01    0.43409E-01   -0.18557E-07    0.18535E-04   -0.18557E-07    0.74763E-10
    39    0.97355E+03    0.16392E+01    0.17708E-04    0.16392E+01    0.47388E-01   -0.18452E-07    0.17708E-04   -0.18452E-07    0.70956E-10
    40    0.98754E+03    0.15938E+01    0.16936E-04    0.15938E+01    0.51596E-01   -0.18347E-07    0.16936E-04   -0.18347E-07    0.67412E-10
    41    0.10018E+04    0.15384E+01    0.16215E-04    0.15384E+01    0.56041E-01   -0.18243E-07    0.16215E-04   -0.18243E-07    0.64106E-10
    42    0.10161E+04    0.14737E+01    0.15538E-04    0.14737E+01    0.60727E-01   -0.18138E-07    0.15538E-04   -0.18138E-07    0.61019E-10
    43    0.10306E+04    0.14001E+01    0.14900E-04    0.14001E+01    0.65657E-01   -0.18031E-07    0.14900E-04   -0.18031E-07    0.58131E-10
    44    0.10450E+04    0.13163E+01    0.14301E-04    0.13163E+01    0.70828E-01   -0.17922E-07    0.14301E-04   -0.17922E-07    0.55427E-10
    45    0.10597E+04    0.12212E+01    0.13739E-04    0.12212E+01    0.76248E-01   -0.17814E-07    0.13739E-04   -0.17814E-07    0.52891E-10
    46    0.10746E+04    0.11156E+01    0.13209E-04    0.11156E+01    0.81929E-01   -0.17705E-07    0.13209E-04   -0.17705E-07    0.50510E-10
    47    0.10895E+04    0.10002E+01    0.12709E-04    0.10002E+01    0.87860E-01   -0.17594E-07    0.12709E-04   -0.17594E-07    0.48274E-10
    48    0.11045E+04    0.87393E+00    0.12236E-04    0.87393E+00    0.94047E-01   -0.17483E-07    0.12236E-04   -0.17483E-07    0.46169E-10
    49    0.11197E+04    0.73615E+00    0.11789E-04    0.73615E+00    0.10049E+00   -0.17373E-07    0.11789E-04   -0.17373E-07    0.44187E-10
    50    0.11351E+04    0.58721E+00    0.11367E-04    0.58721E+00    0.10720E+00   -0.17262E-07    0.11367E-04   -0.17262E-07    0.42318E-10
    51    0.11505E+04    0.42770E+00    0.10967E-04    0.42770E+00    0.11417E+00   -0.17149E-07    0.10967E-04   -0.17149E-07    0.40554E-10
    52    0.11663E+04    0.25696E+00    0.10587E-04    0.25696E+00    0.12139E+00   -0.17036E-07    0.10587E-04   -0.17036E-07    0.38888E-10
    53    0.11821E+04    0.74192E-01    0.10228E-04    0.74192E-01    0.12888E+00   -0.16924E-07    0.10228E-04   -0.16924E-07    0.37313E-10
    54    0.11980E+04   -0.12001E+00    0.98862E-05   -0.12001E+00    0.13663E+00   -0.16812E-07    0.98862E-05   -0.16812E-07    0.35823E-10
    55    0.12140E+04   -0.32507E+00    0.95608E-05   -0.32507E+00    0.14463E+00   -0.16698E-07    0.95608E-05   -0.16698E-07    0.34411E-10
    56    0.12303E+04   -0.54151E+00    0.92513E-05   -0.54151E+00    0.15289E+00   -0.16584E-07    0.92513E-05   -0.16584E-07    0.33073E-10
    57    0.12467E+04   -0.76999E+00    0.89571E-05   -0.76999E+00    0.16141E+00   -0.16471E-07    0.89571E-05   -0.16471E-07    0.31804E-10
    58    0.12633E+04   -0.10103E+01    0.86770E-05   -0.10103E+01    0.17019E+00   -0.16358E-07    0.86770E-05   -0.16358E-07    0.30599E-10
    59    0.12800E+04   -0.12620E+01    0.84092E-05   -0.12620E+01    0.17923E+00   -0.16243E-07    0.84092E-05   -0.16243E-07    0.29455E-10
    60    0.12969E+04   -0.15236E+01    0.81534E-05   -0.15236E+01    0.18848E+00   -0.16128E-07    0.81534E-05   -0.16128E-07    0.28366E-10
    61    0.13142E+04   -0.17943E+01    0.79091E-05   -0.17943E+01    0.19797E+00   -0.16013E-07    0.79091E-05   -0.16013E-07    0.27330E-10
    62    0.13314E+04   -0.20754E+01    0.76757E-05   -0.20754E+01    0.20769E+00   -0.15898E-07    0.76757E-05   -0.15898E-07    0.26344E-10
    63    0.13488E+04   -0.23685E+01    0.74528E-05   -0.23685E+01    0.21763E+00   -0.15783E-07    0.74528E-05   -0.15783E-07    0.25405E-10
    64    0.13665E+04   -0.26755E+01    0.72397E-05   -0.26755E+01    0.22784E+00   -0.15668E-07    0.72397E-05   -0.15668E-07    0.24510E-10
    65    0.13841E+04   -0.29976E+01    0.70358E-05   -0.29976E+01    0.23833E+00   -0.15554E-07    0.70358E-05   -0.15554E-07    0.23657E-10
    66    0.14020E+04   -0.33335E+01    0.68405E-05   -0.33335E+01    0.24906E+00   -0.15439E-07    0.68405E-05   -0.15439E-07    0.22843E-10
    67    0.14200E+04   -0.36809E+01    0.66531E-05   -0.36809E+01    0.26000E+00   -0.15325E-07    0.66531E-05   -0.15325E-07    0.22066E-10
    68    0.14383E+04   -0.40383E+01    0.64733E-05   -0.40383E+01    0.27118E+00   -0.15210E-07    0.64733E-05   -0.15210E-07    0.21323E-10
