#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.96697E+03    0.28214E-01    0.11175E-02    0.28214E-01    0.12863E-05   -0.17770E-07    0.11175E-02   -0.17770E-07    0.87022E-08
     3    0.94193E+03    0.63781E-01    0.78948E-03    0.63781E-01    0.60941E-05   -0.21324E-07    0.78948E-03   -0.21324E-07    0.52860E-08
     4    0.91543E+03    0.10882E+00    0.59692E-03    0.10882E+00    0.17581E-04   -0.23189E-07    0.59692E-03   -0.23189E-07    0.36539E-08
     5    0.89656E+03    0.16250E+00    0.47138E-03    0.16250E+00    0.39712E-04   -0.24368E-07    0.47138E-03   -0.24368E-07    0.27150E-08
     6    0.88507E+03    0.22413E+00    0.38385E-03    0.22413E+00    0.77191E-04   -0.25137E-07    0.38385E-03   -0.25137E-07    0.21129E-08
     7    0.87938E+03    0.29301E+00    0.31979E-03    0.29301E+00    0.13541E-03   -0.25669E-07    0.31979E-03   -0.25669E-07    0.16991E-08
     8    0.87765E+03    0.36825E+00    0.27118E-03    0.36825E+00    0.22033E-03   -0.26078E-07    0.27118E-03   -0.26078E-07    0.14002E-08
     9    0.87925E+03    0.44930E+00    0.23321E-03    0.44930E+00    0.33862E-03   -0.26424E-07    0.23321E-03   -0.26424E-07    0.11762E-08
    10    0.88334E+03    0.53520E+00    0.20287E-03    0.53520E+00    0.49712E-03   -0.26682E-07    0.20287E-03   -0.26682E-07    0.10030E-08
    11    0.88936E+03    0.62540E+00    0.17828E-03    0.62540E+00    0.70371E-03   -0.26862E-07    0.17828E-03   -0.26862E-07    0.86632E-09
    12    0.89750E+03    0.71967E+00    0.15793E-03    0.71967E+00    0.96622E-03   -0.26943E-07    0.15793E-03   -0.26943E-07    0.75591E-09
    13    0.90668E+03    0.81632E+00    0.14102E-03    0.81632E+00    0.12930E-02   -0.26997E-07    0.14102E-03   -0.26997E-07    0.66562E-09
    14    0.91684E+03    0.91490E+00    0.12669E-03    0.91490E+00    0.16920E-02   -0.27024E-07    0.12669E-03   -0.27024E-07    0.59051E-09
    15    0.92780E+03    0.10146E+01    0.11447E-03    0.10146E+01    0.21732E-02   -0.27057E-07    0.11447E-03   -0.27057E-07    0.52747E-09
    16    0.93992E+03    0.11157E+01    0.10392E-03    0.11157E+01    0.27460E-02   -0.27076E-07    0.10392E-03   -0.27076E-07    0.47394E-09
