#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10687E+04    0.27497E-01    0.13241E-02    0.27497E-01    0.12464E-05   -0.17626E-07    0.13241E-02   -0.17626E-07    0.82468E-08
     3    0.10227E+04    0.62663E-01    0.92471E-03    0.62663E-01    0.58886E-05   -0.21187E-07    0.92471E-03   -0.21187E-07    0.50160E-08
     4    0.98158E+03    0.10712E+00    0.69485E-03    0.10712E+00    0.16956E-04   -0.23049E-07    0.69485E-03   -0.23049E-07    0.34699E-08
     5    0.95251E+03    0.15997E+00    0.54667E-03    0.15997E+00    0.38245E-04   -0.24219E-07    0.54667E-03   -0.24219E-07    0.25796E-08
     6    0.93380E+03    0.22051E+00    0.44409E-03    0.22051E+00    0.74254E-04   -0.24978E-07    0.44409E-03   -0.24978E-07    0.20083E-08
     7    0.92290E+03    0.28803E+00    0.36942E-03    0.28803E+00    0.13013E-03   -0.25499E-07    0.36942E-03   -0.25499E-07    0.16155E-08
     8    0.91738E+03    0.36165E+00    0.31297E-03    0.36165E+00    0.21156E-03   -0.25895E-07    0.31297E-03   -0.25895E-07    0.13316E-08
     9    0.91618E+03    0.44076E+00    0.26900E-03    0.44076E+00    0.32490E-03   -0.26227E-07    0.26900E-03   -0.26227E-07    0.11188E-08
    10    0.91829E+03    0.52450E+00    0.23394E-03    0.52450E+00    0.47667E-03   -0.26470E-07    0.23394E-03   -0.26470E-07    0.95433E-09
    11    0.92288E+03    0.61223E+00    0.20555E-03    0.61223E+00    0.67439E-03   -0.26637E-07    0.20555E-03   -0.26637E-07    0.82442E-09
    12    0.93007E+03    0.70377E+00    0.18208E-03    0.70377E+00    0.92551E-03   -0.26706E-07    0.18208E-03   -0.26706E-07    0.71947E-09
    13    0.93871E+03    0.79743E+00    0.16260E-03    0.79743E+00    0.12379E-02   -0.26747E-07    0.16260E-03   -0.26747E-07    0.63364E-09
    14    0.94867E+03    0.89279E+00    0.14607E-03    0.89279E+00    0.16194E-02   -0.26763E-07    0.14607E-03   -0.26763E-07    0.56223E-09
    15    0.95970E+03    0.98903E+00    0.13198E-03    0.98903E+00    0.20791E-02   -0.26783E-07    0.13198E-03   -0.26783E-07    0.50227E-09
    16    0.97210E+03    0.10865E+01    0.11981E-03    0.10865E+01    0.26263E-02   -0.26791E-07    0.11981E-03   -0.26791E-07    0.45136E-09
    17    0.98531E+03    0.11835E+01    0.10926E-03    0.11835E+01    0.32702E-02   -0.26779E-07    0.10926E-03   -0.26779E-07    0.40765E-09
    18    0.99888E+03    0.12791E+01    0.10004E-03    0.12791E+01    0.40182E-02   -0.26746E-07    0.10004E-03   -0.26746E-07    0.36994E-09
    19    0.10141E+04    0.13740E+01    0.91960E-04    0.13740E+01    0.48842E-02   -0.26712E-07    0.91960E-04   -0.26712E-07    0.33712E-09
