#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.65965E+03    0.19351E-01    0.75418E-03    0.19351E-01    0.87496E-06   -0.12170E-07    0.75418E-03   -0.12170E-07    0.60907E-08
     3    0.64401E+03    0.43698E-01    0.53449E-03    0.43698E-01    0.41452E-05   -0.14599E-07    0.53449E-03   -0.14599E-07    0.37042E-08
     4    0.62691E+03    0.74528E-01    0.40522E-03    0.74528E-01    0.11959E-04   -0.15874E-07    0.40522E-03   -0.15874E-07    0.25635E-08
     5    0.61471E+03    0.11128E+00    0.32080E-03    0.11128E+00    0.27013E-04   -0.16680E-07    0.32080E-03   -0.16680E-07    0.19070E-08
     6    0.60733E+03    0.15348E+00    0.26187E-03    0.15348E+00    0.52510E-04   -0.17206E-07    0.26187E-03   -0.17206E-07    0.14858E-08
     7    0.60379E+03    0.20064E+00    0.21870E-03    0.20064E+00    0.92116E-04   -0.17569E-07    0.21870E-03   -0.17569E-07    0.11962E-08
     8    0.60285E+03    0.25217E+00    0.18591E-03    0.25217E+00    0.14989E-03   -0.17848E-07    0.18591E-03   -0.17848E-07    0.98697E-09
     9    0.60414E+03    0.30767E+00    0.16026E-03    0.30767E+00    0.23038E-03   -0.18085E-07    0.16026E-03   -0.18085E-07    0.83000E-09
    10    0.60707E+03    0.36651E+00    0.13974E-03    0.36651E+00    0.33823E-03   -0.18262E-07    0.13974E-03   -0.18262E-07    0.70866E-09
    11    0.61128E+03    0.42831E+00    0.12308E-03    0.42831E+00    0.47881E-03   -0.18385E-07    0.12308E-03   -0.18385E-07    0.61278E-09
    12    0.61692E+03    0.49291E+00    0.10928E-03    0.49291E+00    0.65746E-03   -0.18439E-07    0.10928E-03   -0.18439E-07    0.53530E-09
    13    0.62325E+03    0.55915E+00    0.97804E-04    0.55915E+00    0.87984E-03   -0.18475E-07    0.97804E-04   -0.18475E-07    0.47190E-09
    14    0.63024E+03    0.62674E+00    0.88052E-04    0.62674E+00    0.11515E-02   -0.18494E-07    0.88052E-04   -0.18494E-07    0.41912E-09
    15    0.63776E+03    0.69511E+00    0.79730E-04    0.69511E+00    0.14790E-02   -0.18519E-07    0.79730E-04   -0.18519E-07    0.37480E-09
    16    0.64606E+03    0.76452E+00    0.72524E-04    0.76452E+00    0.18689E-02   -0.18533E-07    0.72524E-04   -0.18533E-07    0.33714E-09
    17    0.65477E+03    0.83385E+00    0.66266E-04    0.83385E+00    0.23278E-02   -0.18531E-07    0.66266E-04   -0.18531E-07    0.30479E-09
    18    0.66361E+03    0.90235E+00    0.60795E-04    0.90235E+00    0.28611E-02   -0.18515E-07    0.60795E-04   -0.18515E-07    0.27687E-09
    19    0.67341E+03    0.97062E+00    0.55998E-04    0.97062E+00    0.34786E-02   -0.18500E-07    0.55998E-04   -0.18500E-07    0.25256E-09
    20    0.68332E+03    0.10375E+01    0.51730E-04    0.10375E+01    0.41838E-02   -0.18465E-07    0.51730E-04   -0.18465E-07    0.23124E-09
    21    0.69348E+03    0.11025E+01    0.47937E-04    0.11025E+01    0.49845E-02   -0.18421E-07    0.47937E-04   -0.18421E-07    0.21244E-09
    22    0.70388E+03    0.11653E+01    0.44546E-04    0.11653E+01    0.58880E-02   -0.18372E-07    0.44546E-04   -0.18372E-07    0.19580E-09
    23    0.71450E+03    0.12256E+01    0.41500E-04    0.12256E+01    0.69014E-02   -0.18320E-07    0.41500E-04   -0.18320E-07    0.18098E-09
    24    0.72533E+03    0.12821E+01    0.38764E-04    0.12821E+01    0.80309E-02   -0.18259E-07    0.38764E-04   -0.18259E-07    0.16772E-09
    25    0.73637E+03    0.13353E+01    0.36290E-04    0.13353E+01    0.92840E-02   -0.18195E-07    0.36290E-04   -0.18195E-07    0.15581E-09
    26    0.74760E+03    0.13850E+01    0.34038E-04    0.13850E+01    0.10667E-01   -0.18127E-07    0.34038E-04   -0.18127E-07    0.14509E-09
    27    0.75903E+03    0.14306E+01    0.31987E-04    0.14306E+01    0.12188E-01   -0.18056E-07    0.31987E-04   -0.18056E-07    0.13538E-09
    28    0.77055E+03    0.14711E+01    0.30117E-04    0.14711E+01    0.13853E-01   -0.17984E-07    0.30117E-04   -0.17984E-07    0.12657E-09
    29    0.78231E+03    0.15061E+01    0.28410E-04    0.15061E+01    0.15668E-01   -0.17906E-07    0.28410E-04   -0.17906E-07    0.11856E-09
