#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.10042E+04    0.12112E-05    0.00000E+00    0.26755E-01    0.48836E-07    0.30002E-02   -0.41795E-07
     3    0.96631E+03    0.57266E-05    0.00000E+00    0.60823E-01    0.59415E-07    0.29740E-02   -0.71010E-07
     4    0.93101E+03    0.16498E-04    0.00000E+00    0.10391E+00    0.68521E-07    0.28919E-02   -0.99718E-07
     5    0.90600E+03    0.37227E-04    0.00000E+00    0.15517E+00    0.76432E-07    0.27915E-02   -0.12833E-06
     6    0.89008E+03    0.72300E-04    0.00000E+00    0.21393E+00    0.83337E-07    0.26872E-02   -0.15661E-06
     7    0.88109E+03    0.12674E-03    0.00000E+00    0.27949E+00    0.89417E-07    0.25844E-02   -0.18462E-06
     8    0.87688E+03    0.20610E-03    0.00000E+00    0.35102E+00    0.94803E-07    0.24855E-02   -0.21261E-06
     9    0.87654E+03    0.31658E-03    0.00000E+00    0.42793E+00    0.99603E-07    0.23909E-02   -0.24077E-06
    10    0.87915E+03    0.46456E-03    0.00000E+00    0.50937E+00    0.10388E-06    0.23009E-02   -0.26868E-06
    11    0.88400E+03    0.65736E-03    0.00000E+00    0.59476E+00    0.10773E-06    0.22166E-02   -0.29622E-06
    12    0.89121E+03    0.90227E-03    0.00000E+00    0.68390E+00    0.11116E-06    0.21364E-02   -0.32290E-06
    13    0.89972E+03    0.12070E-02    0.00000E+00    0.77516E+00    0.11426E-06    0.20623E-02   -0.34935E-06
    14    0.90940E+03    0.15792E-02    0.00000E+00    0.86813E+00    0.11702E-06    0.19916E-02   -0.37552E-06
    15    0.92003E+03    0.20277E-02    0.00000E+00    0.96203E+00    0.11953E-06    0.19252E-02   -0.40180E-06
    16    0.93193E+03    0.25616E-02    0.00000E+00    0.10572E+01    0.12178E-06    0.18619E-02   -0.42793E-06
    17    0.94454E+03    0.31900E-02    0.00000E+00    0.11520E+01    0.12378E-06    0.18021E-02   -0.45374E-06
    18    0.95746E+03    0.39199E-02    0.00000E+00    0.12455E+01    0.12560E-06    0.17456E-02   -0.47916E-06
    19    0.97190E+03    0.47651E-02    0.00000E+00    0.13384E+01    0.12722E-06    0.16925E-02   -0.50450E-06
    20    0.98659E+03    0.57300E-02    0.00000E+00    0.14293E+01    0.12866E-06    0.16415E-02   -0.52918E-06
    21    0.10017E+04    0.68256E-02    0.00000E+00    0.15173E+01    0.12995E-06    0.15932E-02   -0.55348E-06
