#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.66709E+03    0.21529E-01    0.67054E-03    0.21529E-01    0.96026E-06   -0.13329E-07    0.67054E-03   -0.13329E-07    0.72592E-08
     3    0.66175E+03    0.48219E-01    0.48624E-03    0.48219E-01    0.45576E-05   -0.15958E-07    0.48624E-03   -0.15958E-07    0.44246E-08
     4    0.65165E+03    0.82056E-01    0.37409E-03    0.82056E-01    0.13166E-04   -0.17340E-07    0.37409E-03   -0.17340E-07    0.30693E-08
     5    0.64435E+03    0.12247E+00    0.29944E-03    0.12247E+00    0.29773E-04   -0.18217E-07    0.29944E-03   -0.18217E-07    0.22888E-08
     6    0.64057E+03    0.16895E+00    0.24665E-03    0.16895E+00    0.57927E-04   -0.18791E-07    0.24665E-03   -0.18791E-07    0.17877E-08
     7    0.63976E+03    0.22098E+00    0.20758E-03    0.22098E+00    0.10170E-03   -0.19188E-07    0.20758E-03   -0.19188E-07    0.14428E-08
     8    0.64095E+03    0.27793E+00    0.17765E-03    0.27793E+00    0.16560E-03   -0.19497E-07    0.17765E-03   -0.19497E-07    0.11933E-08
     9    0.64398E+03    0.33939E+00    0.15404E-03    0.33939E+00    0.25468E-03   -0.19761E-07    0.15404E-03   -0.19761E-07    0.10059E-08
    10    0.64831E+03    0.40464E+00    0.13504E-03    0.40464E+00    0.37413E-03   -0.19959E-07    0.13504E-03   -0.19959E-07    0.86088E-09
    11    0.65372E+03    0.47331E+00    0.11952E-03    0.47331E+00    0.52991E-03   -0.20098E-07    0.11952E-03   -0.20098E-07    0.74613E-09
    12    0.66041E+03    0.54523E+00    0.10658E-03    0.54523E+00    0.72796E-03   -0.20161E-07    0.10658E-03   -0.20161E-07    0.65327E-09
    13    0.66761E+03    0.61915E+00    0.95780E-04    0.61915E+00    0.97461E-03   -0.20208E-07    0.95780E-04   -0.20208E-07    0.57718E-09
    14    0.67533E+03    0.69472E+00    0.86551E-04    0.69472E+00    0.12760E-02   -0.20236E-07    0.86551E-04   -0.20236E-07    0.51376E-09
    15    0.68347E+03    0.77138E+00    0.78640E-04    0.77138E+00    0.16396E-02   -0.20270E-07    0.78640E-04   -0.20270E-07    0.46042E-09
    16    0.69232E+03    0.84938E+00    0.71756E-04    0.84938E+00    0.20725E-02   -0.20289E-07    0.71756E-04   -0.20289E-07    0.41504E-09
    17    0.70151E+03    0.92757E+00    0.65755E-04    0.92757E+00    0.25823E-02   -0.20294E-07    0.65755E-04   -0.20294E-07    0.37600E-09
