#           k/h    P           
    0.10000E-03    0.17295E+00
    0.10202E-03    0.17634E+00
    0.10408E-03    0.17979E+00
    0.10618E-03    0.18331E+00
    0.10833E-03    0.18690E+00
    0.11052E-03    0.19057E+00
    0.11275E-03    0.19430E+00
    0.11503E-03    0.19810E+00
    0.11735E-03    0.20198E+00
    0.11972E-03    0.20594E+00
    0.12214E-03    0.20997E+00
    0.12461E-03    0.21409E+00
    0.12712E-03    0.21828E+00
    0.12969E-03    0.22255E+00
    0.13231E-03    0.22691E+00
    0.13499E-03    0.23136E+00
    0.13771E-03    0.23589E+00
    0.14049E-03    0.24051E+00
    0.14333E-03    0.24522E+00
    0.14623E-03    0.25002E+00
    0.14918E-03    0.25492E+00
    0.15220E-03    0.25991E+00
    0.15527E-03    0.26500E+00
    0.15841E-03    0.27019E+00
    0.16161E-03    0.27548E+00
    0.16487E-03    0.28087E+00
    0.16820E-03    0.28637E+00
    0.17160E-03    0.29198E+00
    0.17507E-03    0.29770E+00
    0.17860E-03    0.30353E+00
    0.18221E-03    0.30947E+00
    0.18589E-03    0.31553E+00
    0.18965E-03    0.32171E+00
    0.19348E-03    0.32801E+00
    0.19739E-03    0.33443E+00
    0.20138E-03    0.34098E+00
    0.20544E-03    0.34766E+00
    0.20959E-03    0.35446E+00
    0.21383E-03    0.36140E+00
    0.21815E-03    0.36848E+00
    0.22255E-03    0.37569E+00
    0.22705E-03    0.38305E+00
    0.23164E-03    0.39054E+00
    0.23632E-03    0.39819E+00
    0.24109E-03    0.40598E+00
    0.24596E-03    0.41393E+00
    0.25093E-03    0.42203E+00
    0.25600E-03    0.43029E+00
    0.26117E-03    0.43871E+00
    0.26645E-03    0.44730E+00
    0.27183E-03    0.45606E+00
    0.27732E-03    0.46498E+00
    0.28292E-03    0.47408E+00
    0.28864E-03    0.48336E+00
    0.29447E-03    0.49282E+00
    0.30042E-03    0.50246E+00
    0.30649E-03    0.51229E+00
    0.31268E-03    0.52231E+00
    0.31899E-03    0.53253E+00
    0.32544E-03    0.54295E+00
    0.33201E-03    0.55357E+00
    0.33872E-03    0.56440E+00
    0.34556E-03    0.57544E+00
    0.35254E-03    0.58669E+00
    0.35966E-03    0.59817E+00
    0.36693E-03    0.60986E+00
    0.37434E-03    0.62179E+00
    0.38190E-03    0.63395E+00
    0.38962E-03    0.64634E+00
    0.39749E-03    0.65898E+00
    0.40552E-03    0.67186E+00
    0.41371E-03    0.68499E+00
    0.42207E-03    0.69838E+00
    0.43060E-03    0.71203E+00
    0.43929E-03    0.72595E+00
    0.44817E-03    0.74013E+00
    0.45722E-03    0.75459E+00
    0.46646E-03    0.76933E+00
    0.47588E-03    0.78436E+00
    0.48550E-03    0.79968E+00
    0.49530E-03    0.81530E+00
    0.50531E-03    0.83122E+00
    0.51552E-03    0.84744E+00
    0.52593E-03    0.86399E+00
    0.53656E-03    0.88085E+00
    0.54739E-03    0.89804E+00
    0.55845E-03    0.91556E+00
    0.56973E-03    0.93342E+00
    0.58124E-03    0.95163E+00
    0.59299E-03    0.97019E+00
    0.60496E-03    0.98911E+00
    0.61719E-03    0.10084E+01
    0.62965E-03    0.10280E+01
