#    L    TT             EE             TE             PP             TP          
     2    0.11022E+04    0.12152E-05    0.26665E-01    0.96191E+06    0.31770E+05
     3    0.10437E+04    0.57340E-05    0.61049E-01    0.14792E+07    0.37152E+05
     4    0.99443E+03    0.16496E-04    0.10448E+00    0.19378E+07    0.39477E+05
     5    0.95988E+03    0.37178E-04    0.15606E+00    0.23412E+07    0.40250E+05
     6    0.93737E+03    0.72138E-04    0.21508E+00    0.26956E+07    0.40194E+05
     7    0.92375E+03    0.12635E-03    0.28082E+00    0.30084E+07    0.39678E+05
     8    0.91626E+03    0.20532E-03    0.35242E+00    0.32854E+07    0.38901E+05
     9    0.91360E+03    0.31519E-03    0.42929E+00    0.35320E+07    0.37977E+05
    10    0.91465E+03    0.46226E-03    0.51055E+00    0.37515E+07    0.36971E+05
    11    0.91847E+03    0.65377E-03    0.59558E+00    0.39484E+07    0.35946E+05
    12    0.92509E+03    0.89694E-03    0.68419E+00    0.41236E+07    0.34905E+05
    13    0.93338E+03    0.11994E-02    0.77473E+00    0.42816E+07    0.33902E+05
    14    0.94315E+03    0.15686E-02    0.86678E+00    0.44226E+07    0.32908E+05
    15    0.95413E+03    0.20134E-02    0.95953E+00    0.45497E+07    0.31950E+05
    16    0.96658E+03    0.25428E-02    0.10533E+01    0.46640E+07    0.31013E+05
    17    0.97993E+03    0.31655E-02    0.11465E+01    0.47657E+07    0.30113E+05
    18    0.99375E+03    0.38888E-02    0.12380E+01    0.48575E+07    0.29250E+05
    19    0.10093E+04    0.47261E-02    0.13287E+01    0.49397E+07    0.28430E+05
    20    0.10252E+04    0.56820E-02    0.14172E+01    0.50127E+07    0.27632E+05
    21    0.10417E+04    0.67671E-02    0.15024E+01    0.50777E+07    0.26870E+05
    22    0.10587E+04    0.79911E-02    0.15841E+01    0.51357E+07    0.26140E+05
    23    0.10762E+04    0.93637E-02    0.16616E+01    0.51870E+07    0.25440E+05
    24    0.10943E+04    0.10893E-01    0.17336E+01    0.52319E+07    0.24773E+05
    25    0.11128E+04    0.12590E-01    0.18004E+01    0.52713E+07    0.24134E+05
    26    0.11317E+04    0.14463E-01    0.18617E+01    0.53056E+07    0.23517E+05
    27    0.11510E+04    0.16522E-01    0.19166E+01    0.53349E+07    0.22925E+05
    28    0.11707E+04    0.18776E-01    0.19639E+01    0.53600E+07    0.22360E+05
    29    0.11908E+04    0.21234E-01    0.20031E+01    0.53808E+07    0.21820E+05
    30    0.12112E+04    0.23904E-01    0.20351E+01    0.53980E+07    0.21297E+05
    31    0.12318E+04    0.26795E-01    0.20587E+01    0.54113E+07    0.20793E+05
    32    0.12528E+04    0.29917E-01    0.20730E+01    0.54216E+07    0.20311E+05
    33    0.12741E+04    0.33278E-01    0.20765E+01    0.54290E+07    0.19851E+05
    34    0.12957E+04    0.36883E-01    0.20711E+01    0.54335E+07    0.19404E+05
    35    0.13175E+04    0.40743E-01    0.20557E+01    0.54353E+07    0.18973E+05
    36    0.13396E+04    0.44865E-01    0.20291E+01    0.54348E+07    0.18559E+05
    37    0.13620E+04    0.49257E-01    0.19906E+01    0.54321E+07    0.18162E+05
    38    0.13847E+04    0.53926E-01    0.19409E+01    0.54272E+07    0.17778E+05
    39    0.14075E+04    0.58874E-01    0.18796E+01    0.54204E+07    0.17407E+05
    40    0.14306E+04    0.64109E-01    0.18056E+01    0.54118E+07    0.17049E+05
    41    0.14540E+04    0.69641E-01    0.17178E+01    0.54015E+07    0.16706E+05
    42    0.14776E+04    0.75475E-01    0.16175E+01    0.53897E+07    0.16374E+05
    43    0.15014E+04    0.81615E-01    0.15053E+01    0.53765E+07    0.16051E+05
    44    0.15253E+04    0.88059E-01    0.13793E+01    0.53618E+07    0.15738E+05
    45    0.15497E+04    0.94817E-01    0.12380E+01    0.53459E+07    0.15438E+05
    46    0.15743E+04    0.10190E+00    0.10827E+01    0.53289E+07    0.15149E+05
    47    0.15990E+04    0.10930E+00    0.91462E+00    0.53108E+07    0.14866E+05
    48    0.16238E+04    0.11702E+00    0.73196E+00    0.52917E+07    0.14592E+05
    49    0.16490E+04    0.12507E+00    0.53314E+00    0.52716E+07    0.14328E+05
