#           k/h    P           
    0.10000E-03    0.15117E+02
    0.10202E-03    0.15413E+02
    0.10408E-03    0.15715E+02
    0.10618E-03    0.16023E+02
    0.10833E-03    0.16337E+02
    0.11052E-03    0.16656E+02
    0.11275E-03    0.16983E+02
    0.11503E-03    0.17315E+02
    0.11735E-03    0.17654E+02
    0.11972E-03    0.18000E+02
    0.12214E-03    0.18352E+02
    0.12461E-03    0.18712E+02
    0.12712E-03    0.19078E+02
    0.12969E-03    0.19452E+02
    0.13231E-03    0.19833E+02
    0.13499E-03    0.20221E+02
    0.13771E-03    0.20617E+02
    0.14049E-03    0.21021E+02
    0.14333E-03    0.21432E+02
    0.14623E-03    0.21852E+02
    0.14918E-03    0.22280E+02
    0.15220E-03    0.22716E+02
    0.15527E-03    0.23160E+02
    0.15841E-03    0.23614E+02
    0.16161E-03    0.24076E+02
    0.16487E-03    0.24547E+02
    0.16820E-03    0.25028E+02
    0.17160E-03    0.25518E+02
    0.17507E-03    0.26017E+02
    0.17860E-03    0.26527E+02
    0.18221E-03    0.27046E+02
    0.18589E-03    0.27575E+02
    0.18965E-03    0.28115E+02
    0.19348E-03    0.28665E+02
    0.19739E-03    0.29226E+02
    0.20138E-03    0.29798E+02
    0.20544E-03    0.30381E+02
    0.20959E-03    0.30975E+02
    0.21383E-03    0.31581E+02
    0.21815E-03    0.32199E+02
    0.22255E-03    0.32829E+02
    0.22705E-03    0.33471E+02
    0.23164E-03    0.34126E+02
    0.23632E-03    0.34794E+02
    0.24109E-03    0.35474E+02
    0.24596E-03    0.36168E+02
    0.25093E-03    0.36875E+02
    0.25600E-03    0.37597E+02
    0.26117E-03    0.38332E+02
    0.26645E-03    0.39081E+02
    0.27183E-03    0.39845E+02
    0.27732E-03    0.40624E+02
    0.28292E-03    0.41418E+02
    0.28864E-03    0.42228E+02
    0.29447E-03    0.43053E+02
    0.30042E-03    0.43895E+02
    0.30649E-03    0.44753E+02
    0.31268E-03    0.45627E+02
    0.31899E-03    0.46518E+02
    0.32544E-03    0.47427E+02
    0.33201E-03    0.48354E+02
    0.33872E-03    0.49298E+02
    0.34556E-03    0.50261E+02
    0.35254E-03    0.51242E+02
    0.35966E-03    0.52243E+02
    0.36693E-03    0.53262E+02
    0.37434E-03    0.54302E+02
