#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.418478E+06   0.418477E+06   0.557731E+06   0.557716E+06   0.457998E+06   0.418884E+06   0.418478E+06   0.422970E+06  -0.602283E+00   0.417242E+06   0.417242E+06   0.123108E+01
   0.798228E-04   0.418476E+06   0.418476E+06   0.557669E+06   0.557651E+06   0.457963E+06   0.418882E+06   0.418476E+06   0.422968E+06  -0.602280E+00   0.417241E+06   0.417241E+06   0.137574E+01
   0.892035E-04   0.418474E+06   0.418474E+06   0.557592E+06   0.557569E+06   0.457920E+06   0.418880E+06   0.418474E+06   0.422965E+06  -0.602275E+00   0.417239E+06   0.417239E+06   0.153740E+01
   0.996866E-04   0.418472E+06   0.418471E+06   0.557496E+06   0.557467E+06   0.457866E+06   0.418877E+06   0.418472E+06   0.422961E+06  -0.602270E+00   0.417236E+06   0.417236E+06   0.171806E+01
   0.111402E-03   0.418469E+06   0.418468E+06   0.557375E+06   0.557340E+06   0.457799E+06   0.418873E+06   0.418469E+06   0.422957E+06  -0.602263E+00   0.417233E+06   0.417233E+06   0.191993E+01
   0.124493E-03   0.418465E+06   0.418464E+06   0.557225E+06   0.557181E+06   0.457715E+06   0.418869E+06   0.418465E+06   0.422951E+06  -0.602254E+00   0.417229E+06   0.417229E+06   0.214552E+01
   0.139124E-03   0.418460E+06   0.418459E+06   0.557038E+06   0.556982E+06   0.457610E+06   0.418863E+06   0.418460E+06   0.422944E+06  -0.602243E+00   0.417224E+06   0.417224E+06   0.239760E+01
   0.155474E-03   0.418454E+06   0.418453E+06   0.556804E+06   0.556735E+06   0.457479E+06   0.418856E+06   0.418454E+06   0.422935E+06  -0.602230E+00   0.417218E+06   0.417218E+06   0.267929E+01
   0.173745E-03   0.418447E+06   0.418445E+06   0.556512E+06   0.556425E+06   0.457315E+06   0.418847E+06   0.418447E+06   0.422924E+06  -0.602213E+00   0.417210E+06   0.417210E+06   0.299405E+01
   0.194163E-03   0.418438E+06   0.418435E+06   0.556148E+06   0.556040E+06   0.457111E+06   0.418835E+06   0.418437E+06   0.422910E+06  -0.602192E+00   0.417201E+06   0.417200E+06   0.334575E+01
   0.216981E-03   0.418426E+06   0.418423E+06   0.555693E+06   0.555558E+06   0.456856E+06   0.418821E+06   0.418426E+06   0.422892E+06  -0.602165E+00   0.417189E+06   0.417188E+06   0.373872E+01
   0.242480E-03   0.418412E+06   0.418407E+06   0.555125E+06   0.554957E+06   0.456538E+06   0.418804E+06   0.418411E+06   0.422870E+06  -0.602132E+00   0.417174E+06   0.417173E+06   0.417779E+01
   0.270976E-03   0.418394E+06   0.418388E+06   0.554417E+06   0.554207E+06   0.456141E+06   0.418781E+06   0.418393E+06   0.422843E+06  -0.602091E+00   0.417155E+06   0.417154E+06   0.466834E+01
   0.302821E-03   0.418372E+06   0.418365E+06   0.553534E+06   0.553272E+06   0.455645E+06   0.418754E+06   0.418371E+06   0.422809E+06  -0.602040E+00   0.417132E+06   0.417131E+06   0.521637E+01
   0.338408E-03   0.418344E+06   0.418335E+06   0.552433E+06   0.552107E+06   0.455028E+06   0.418720E+06   0.418342E+06   0.422767E+06  -0.601976E+00   0.417103E+06   0.417102E+06   0.582857E+01
   0.378178E-03   0.418309E+06   0.418298E+06   0.551060E+06   0.550655E+06   0.454258E+06   0.418677E+06   0.418307E+06   0.422714E+06  -0.601896E+00   0.417067E+06   0.417065E+06   0.651240E+01
   0.422621E-03   0.418265E+06   0.418251E+06   0.549350E+06   0.548846E+06   0.453298E+06   0.418624E+06   0.418263E+06   0.422648E+06  -0.601797E+00   0.417022E+06   0.417020E+06   0.727614E+01
   0.472287E-03   0.418211E+06   0.418194E+06   0.547222E+06   0.546594E+06   0.452102E+06   0.418557E+06   0.418208E+06   0.422566E+06  -0.601673E+00   0.416965E+06   0.416963E+06   0.812900E+01
   0.527790E-03   0.418143E+06   0.418122E+06   0.544574E+06   0.543795E+06   0.450614E+06   0.418474E+06   0.418140E+06   0.422464E+06  -0.601518E+00   0.416895E+06   0.416892E+06   0.908122E+01
   0.589815E-03   0.418058E+06   0.418032E+06   0.541282E+06   0.540317E+06   0.448763E+06   0.418370E+06   0.418055E+06   0.422336E+06  -0.601325E+00   0.416807E+06   0.416803E+06   0.101441E+02
   0.659130E-03   0.417952E+06   0.417919E+06   0.537198E+06   0.536002E+06   0.446463E+06   0.418241E+06   0.417948E+06   0.422177E+06  -0.601085E+00   0.416698E+06   0.416692E+06   0.113303E+02
   0.736590E-03   0.417821E+06   0.417780E+06   0.532135E+06   0.530658E+06   0.443609E+06   0.418081E+06   0.417815E+06   0.421979E+06  -0.600786E+00   0.416561E+06   0.416554E+06   0.126534E+02
   0.823153E-03   0.417657E+06   0.417605E+06   0.525872E+06   0.524052E+06   0.440073E+06   0.417880E+06   0.417650E+06   0.421733E+06  -0.600414E+00   0.416391E+06   0.416383E+06   0.141288E+02
   0.919889E-03   0.417452E+06   0.417388E+06   0.518142E+06   0.515910E+06   0.435703E+06   0.417632E+06   0.417444E+06   0.421428E+06  -0.599952E+00   0.416180E+06   0.416169E+06   0.157731E+02
   0.102799E-02   0.417198E+06   0.417118E+06   0.508633E+06   0.505904E+06   0.430311E+06   0.417322E+06   0.417187E+06   0.421049E+06  -0.599379E+00   0.415916E+06   0.415903E+06   0.176043E+02
   0.114880E-02   0.416882E+06   0.416782E+06   0.496975E+06   0.493659E+06   0.423683E+06   0.416939E+06   0.416869E+06   0.420580E+06  -0.598669E+00   0.415588E+06   0.415572E+06   0.196421E+02
   0.128381E-02   0.416489E+06   0.416364E+06   0.482753E+06   0.478751E+06   0.415564E+06   0.416463E+06   0.416472E+06   0.420000E+06  -0.597791E+00   0.415181E+06   0.415161E+06   0.219074E+02
   0.143468E-02   0.416002E+06   0.415846E+06   0.465503E+06   0.460717E+06   0.405668E+06   0.415875E+06   0.415981E+06   0.419285E+06  -0.596707E+00   0.414675E+06   0.414650E+06   0.244226E+02
   0.160328E-02   0.415398E+06   0.415204E+06   0.444738E+06   0.439078E+06   0.393681E+06   0.415149E+06   0.415372E+06   0.418407E+06  -0.595374E+00   0.414048E+06   0.414017E+06   0.272109E+02
   0.179170E-02   0.414652E+06   0.414409E+06   0.419975E+06   0.413379E+06   0.379273E+06   0.414256E+06   0.414620E+06   0.417333E+06  -0.593741E+00   0.413273E+06   0.413234E+06   0.302964E+02
   0.200226E-02   0.413732E+06   0.413429E+06   0.390795E+06   0.383251E+06   0.362120E+06   0.413161E+06   0.413692E+06   0.416024E+06  -0.591749E+00   0.412316E+06   0.412267E+06   0.337032E+02
   0.223756E-02   0.412601E+06   0.412224E+06   0.356930E+06   0.348511E+06   0.341949E+06   0.411825E+06   0.412551E+06   0.414440E+06  -0.589332E+00   0.411138E+06   0.411078E+06   0.374548E+02
   0.250052E-02   0.411216E+06   0.410745E+06   0.318383E+06   0.309290E+06   0.318590E+06   0.410201E+06   0.411153E+06   0.412534E+06  -0.586419E+00   0.409694E+06   0.409619E+06   0.415736E+02
   0.279438E-02   0.409527E+06   0.408940E+06   0.275595E+06   0.266198E+06   0.292061E+06   0.408241E+06   0.409449E+06   0.410260E+06  -0.582936E+00   0.407930E+06   0.407838E+06   0.460792E+02
   0.312277E-02   0.407478E+06   0.406748E+06   0.229621E+06   0.220497E+06   0.262668E+06   0.405892E+06   0.407381E+06   0.407574E+06  -0.578813E+00   0.405789E+06   0.405674E+06   0.509883E+02
