#    L    TT             EE             BB             TE          
     2    0.14615E+04    0.34950E-05    0.19235E-05    0.33959E-01
     3    0.13715E+04    0.11258E-04    0.38478E-05    0.78058E-01
     4    0.12982E+04    0.27722E-04    0.64147E-05    0.13374E+00
     5    0.12472E+04    0.57627E-04    0.96252E-05    0.19982E+00
     6    0.12137E+04    0.10658E-03    0.13481E-04    0.27537E+00
     7    0.11930E+04    0.18100E-03    0.17982E-04    0.35947E+00
     8    0.11812E+04    0.28795E-03    0.23131E-04    0.45101E+00
     9    0.11761E+04    0.43533E-03    0.28930E-04    0.54919E+00
    10    0.11764E+04    0.63125E-03    0.35380E-04    0.65292E+00
    11    0.11805E+04    0.88499E-03    0.42483E-04    0.76135E+00
    12    0.11886E+04    0.12059E-02    0.50242E-04    0.87422E+00
    13    0.11990E+04    0.16036E-02    0.58658E-04    0.98941E+00
    14    0.12115E+04    0.20878E-02    0.67733E-04    0.11064E+01
    15    0.12257E+04    0.26698E-02    0.77471E-04    0.12240E+01
    16    0.12419E+04    0.33612E-02    0.87872E-04    0.13428E+01
    17    0.12594E+04    0.41731E-02    0.98941E-04    0.14605E+01
    18    0.12776E+04    0.51149E-02    0.11068E-03    0.15759E+01
    19    0.12982E+04    0.62037E-02    0.12309E-03    0.16900E+01
    20    0.13193E+04    0.74453E-02    0.13617E-03    0.18009E+01
    21    0.13413E+04    0.88534E-02    0.14992E-03    0.19073E+01
    22    0.13640E+04    0.10440E-01    0.16436E-03    0.20089E+01
    23    0.13875E+04    0.12219E-01    0.17947E-03    0.21047E+01
    24    0.14117E+04    0.14199E-01    0.19527E-03    0.21932E+01
    25    0.14366E+04    0.16395E-01    0.21174E-03    0.22746E+01
    26    0.14622E+04    0.18817E-01    0.22891E-03    0.23486E+01
    27    0.14883E+04    0.21478E-01    0.24676E-03    0.24139E+01
    28    0.15150E+04    0.24390E-01    0.26530E-03    0.24691E+01
    29    0.15423E+04    0.27563E-01    0.28453E-03    0.25135E+01
    30    0.15701E+04    0.31009E-01    0.30445E-03    0.25483E+01
    31    0.15983E+04    0.34740E-01    0.32506E-03    0.25717E+01
    32    0.16271E+04    0.38766E-01    0.34637E-03    0.25828E+01
    33    0.16563E+04    0.43099E-01    0.36837E-03    0.25796E+01
    34    0.16860E+04    0.47745E-01    0.39107E-03    0.25646E+01
    35    0.17161E+04    0.52719E-01    0.41447E-03    0.25361E+01
    36    0.17465E+04    0.58029E-01    0.43856E-03    0.24929E+01
    37    0.17775E+04    0.63684E-01    0.46336E-03    0.24337E+01
    38    0.18089E+04    0.69694E-01    0.48885E-03    0.23599E+01
    39    0.18406E+04    0.76062E-01    0.51504E-03    0.22707E+01
    40    0.18727E+04    0.82799E-01    0.54193E-03    0.21646E+01
    41    0.19053E+04    0.89915E-01    0.56952E-03    0.20405E+01
    42    0.19383E+04    0.97417E-01    0.59781E-03    0.18997E+01
    43    0.19715E+04    0.10531E+00    0.62680E-03    0.17431E+01
    44    0.20050E+04    0.11360E+00    0.65649E-03    0.15683E+01
    45    0.20390E+04    0.12228E+00    0.68687E-03    0.13734E+01
    46    0.20735E+04    0.13138E+00    0.71796E-03    0.11601E+01
    47    0.21082E+04    0.14089E+00    0.74975E-03    0.92987E+00
    48    0.21431E+04    0.15081E+00    0.78224E-03    0.68046E+00
    49    0.21785E+04    0.16115E+00    0.81542E-03    0.40975E+00
    50    0.22145E+04    0.17191E+00    0.84931E-03    0.11948E+00
    51    0.22504E+04    0.18310E+00    0.88389E-03   -0.18838E+00
