#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.12602E+04    0.29818E-01    0.15983E-02    0.29818E-01    0.13648E-05   -0.19371E-07    0.15983E-02   -0.19371E-07    0.84909E-08
     3    0.11883E+04    0.68396E-01    0.11039E-02    0.68396E-01    0.64371E-05   -0.23318E-07    0.11039E-02   -0.23318E-07    0.51540E-08
     4    0.11287E+04    0.11711E+00    0.82245E-03    0.11711E+00    0.18512E-04   -0.25379E-07    0.82245E-03   -0.25379E-07    0.35572E-08
     5    0.10871E+04    0.17495E+00    0.64241E-03    0.17495E+00    0.41713E-04   -0.26670E-07    0.64241E-03   -0.26670E-07    0.26379E-08
     6    0.10599E+04    0.24109E+00    0.51854E-03    0.24109E+00    0.80917E-04   -0.27505E-07    0.51854E-03   -0.27505E-07    0.20486E-08
     7    0.10433E+04    0.31474E+00    0.42885E-03    0.31474E+00    0.14170E-03   -0.28075E-07    0.42885E-03   -0.28075E-07    0.16437E-08
     8    0.10340E+04    0.39493E+00    0.36141E-03    0.39493E+00    0.23022E-03   -0.28505E-07    0.36141E-03   -0.28505E-07    0.13516E-08
     9    0.10303E+04    0.48097E+00    0.30914E-03    0.48097E+00    0.35336E-03   -0.28863E-07    0.30914E-03   -0.28863E-07    0.11327E-08
    10    0.10310E+04    0.57190E+00    0.26765E-03    0.57190E+00    0.51815E-03   -0.29124E-07    0.26765E-03   -0.29124E-07    0.96383E-09
    11    0.10350E+04    0.66700E+00    0.23421E-03    0.66700E+00    0.73272E-03   -0.29299E-07    0.23421E-03   -0.29299E-07    0.83061E-09
    12    0.10423E+04    0.76605E+00    0.20669E-03    0.76605E+00    0.10051E-02   -0.29367E-07    0.20669E-03   -0.29367E-07    0.72316E-09
    13    0.10515E+04    0.86719E+00    0.18393E-03    0.86719E+00    0.13439E-02   -0.29404E-07    0.18393E-03   -0.29404E-07    0.63539E-09
    14    0.10625E+04    0.96996E+00    0.16470E-03    0.96996E+00    0.17574E-02   -0.29412E-07    0.16470E-03   -0.29412E-07    0.56249E-09
    15    0.10749E+04    0.10734E+01    0.14839E-03    0.10734E+01    0.22556E-02   -0.29425E-07    0.14839E-03   -0.29425E-07    0.50137E-09
    16    0.10890E+04    0.11780E+01    0.13434E-03    0.11780E+01    0.28483E-02   -0.29424E-07    0.13434E-03   -0.29424E-07    0.44955E-09
    17    0.11042E+04    0.12817E+01    0.12220E-03    0.12817E+01    0.35456E-02   -0.29402E-07    0.12220E-03   -0.29402E-07    0.40513E-09
    18    0.11200E+04    0.13835E+01    0.11164E-03    0.13835E+01    0.43554E-02   -0.29356E-07    0.11164E-03   -0.29356E-07    0.36686E-09
    19    0.11377E+04    0.14843E+01    0.10241E-03    0.14843E+01    0.52927E-02   -0.29308E-07    0.10241E-03   -0.29308E-07    0.33362E-09
    20    0.11559E+04    0.15825E+01    0.94244E-04    0.15825E+01    0.63627E-02   -0.29229E-07    0.94244E-04   -0.29229E-07    0.30452E-09
    21    0.11748E+04    0.16769E+01    0.87011E-04    0.16769E+01    0.75772E-02   -0.29135E-07    0.87011E-04   -0.29135E-07    0.27892E-09
    22    0.11944E+04    0.17672E+01    0.80572E-04    0.17672E+01    0.89472E-02   -0.29037E-07    0.80572E-04   -0.29037E-07    0.25630E-09
    23    0.12145E+04    0.18527E+01    0.74816E-04    0.18527E+01    0.10484E-01   -0.28936E-07    0.74816E-04   -0.28936E-07    0.23620E-09
    24    0.12353E+04    0.19320E+01    0.69655E-04    0.19320E+01    0.12195E-01   -0.28818E-07    0.69655E-04   -0.28818E-07    0.21825E-09
    25    0.12566E+04    0.20052E+01    0.65005E-04    0.20052E+01    0.14094E-01   -0.28696E-07    0.65005E-04   -0.28696E-07    0.20217E-09
    26    0.12784E+04    0.20722E+01    0.60790E-04    0.20722E+01    0.16190E-01   -0.28567E-07    0.60790E-04   -0.28567E-07    0.18771E-09
    27    0.13007E+04    0.21318E+01    0.56965E-04    0.21318E+01    0.18494E-01   -0.28436E-07    0.56965E-04   -0.28436E-07    0.17465E-09
    28    0.13234E+04    0.21827E+01    0.53489E-04    0.21827E+01    0.21016E-01   -0.28302E-07    0.53489E-04   -0.28302E-07    0.16283E-09
    29    0.13467E+04    0.22245E+01    0.50322E-04    0.22245E+01    0.23766E-01   -0.28160E-07    0.50322E-04   -0.28160E-07    0.15209E-09
    30    0.13702E+04    0.22581E+01    0.47416E-04    0.22581E+01    0.26753E-01   -0.28013E-07    0.47416E-04   -0.28013E-07    0.14231E-09
    31    0.13941E+04    0.22821E+01    0.44746E-04    0.22821E+01    0.29988E-01   -0.27863E-07    0.44746E-04   -0.27863E-07    0.13337E-09
    32    0.14185E+04    0.22954E+01    0.42294E-04    0.22954E+01    0.33481E-01   -0.27713E-07    0.42294E-04   -0.27713E-07    0.12520E-09
    33    0.14432E+04    0.22966E+01    0.40043E-04    0.22966E+01    0.37241E-01   -0.27563E-07    0.40043E-04   -0.27563E-07    0.11769E-09
    34    0.14683E+04    0.22877E+01    0.37956E-04    0.22877E+01    0.41274E-01   -0.27404E-07    0.37956E-04   -0.27404E-07    0.11079E-09
    35    0.14936E+04    0.22673E+01    0.36022E-04    0.22673E+01    0.45592E-01   -0.27244E-07    0.36022E-04   -0.27244E-07    0.10443E-09
    36    0.15192E+04    0.22343E+01    0.34231E-04    0.22343E+01    0.50204E-01   -0.27085E-07    0.34231E-04   -0.27085E-07    0.98556E-10
    37    0.15453E+04    0.21876E+01    0.32572E-04    0.21876E+01    0.55117E-01   -0.26926E-07    0.32572E-04   -0.26926E-07    0.93124E-10
    38    0.15716E+04    0.21284E+01    0.31025E-04    0.21284E+01    0.60339E-01   -0.26763E-07    0.31025E-04   -0.26763E-07    0.88089E-10
    39    0.15983E+04    0.20560E+01    0.29582E-04    0.20560E+01    0.65875E-01   -0.26596E-07    0.29582E-04   -0.26596E-07    0.83415E-10
    40    0.16251E+04    0.19691E+01    0.28237E-04    0.19691E+01    0.71731E-01   -0.26429E-07    0.28237E-04   -0.26429E-07    0.79072E-10
    41    0.16524E+04    0.18668E+01    0.26982E-04    0.18668E+01    0.77919E-01   -0.26264E-07    0.26982E-04   -0.26264E-07    0.75027E-10
    42    0.16799E+04    0.17501E+01    0.25807E-04    0.17501E+01    0.84445E-01   -0.26097E-07    0.25807E-04   -0.26097E-07    0.71256E-10
    43    0.17076E+04    0.16200E+01    0.24702E-04    0.16200E+01    0.91312E-01   -0.25928E-07    0.24702E-04   -0.25928E-07    0.67735E-10
    44    0.17355E+04    0.14742E+01    0.23664E-04    0.14742E+01    0.98521E-01   -0.25758E-07    0.23664E-04   -0.25758E-07    0.64443E-10
    45    0.17639E+04    0.13112E+01    0.22692E-04    0.13112E+01    0.10608E+00   -0.25589E-07    0.22692E-04   -0.25589E-07    0.61360E-10
    46    0.17926E+04    0.11322E+01    0.21778E-04    0.11322E+01    0.11400E+00   -0.25419E-07    0.21778E-04   -0.25419E-07    0.58472E-10
    47    0.18214E+04    0.93887E+00    0.20914E-04    0.93887E+00    0.12228E+00   -0.25248E-07    0.20914E-04   -0.25248E-07    0.55762E-10
    48    0.18504E+04    0.72901E+00    0.20098E-04    0.72901E+00    0.13092E+00   -0.25075E-07    0.20098E-04   -0.25075E-07    0.53216E-10
    49    0.18798E+04    0.50082E+00    0.19332E-04    0.50082E+00    0.13992E+00   -0.24904E-07    0.19332E-04   -0.24904E-07    0.50822E-10
