#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.99058E+03    0.24691E-01    0.12407E-02    0.24691E-01    0.11225E-05   -0.15907E-07    0.12407E-02   -0.15907E-07    0.72729E-08
     3    0.94284E+03    0.56405E-01    0.86284E-03    0.56405E-01    0.52997E-05   -0.19131E-07    0.86284E-03   -0.19131E-07    0.44208E-08
     4    0.90149E+03    0.96479E-01    0.64636E-03    0.96479E-01    0.15253E-04   -0.20816E-07    0.64636E-03   -0.20816E-07    0.30560E-08
     5    0.87241E+03    0.14410E+00    0.50724E-03    0.14410E+00    0.34391E-04   -0.21874E-07    0.50724E-03   -0.21874E-07    0.22701E-08
     6    0.85356E+03    0.19861E+00    0.41118E-03    0.19861E+00    0.66749E-04   -0.22559E-07    0.41118E-03   -0.22559E-07    0.17659E-08
     7    0.84234E+03    0.25937E+00    0.34139E-03    0.25937E+00    0.11694E-03   -0.23028E-07    0.34139E-03   -0.23028E-07    0.14194E-08
     8    0.83639E+03    0.32558E+00    0.28875E-03    0.32558E+00    0.19008E-03   -0.23384E-07    0.28875E-03   -0.23384E-07    0.11691E-08
     9    0.83461E+03    0.39669E+00    0.24782E-03    0.39669E+00    0.29185E-03   -0.23682E-07    0.24782E-03   -0.23682E-07    0.98150E-09
    10    0.83604E+03    0.47192E+00    0.21524E-03    0.47192E+00    0.42810E-03   -0.23899E-07    0.21524E-03   -0.23899E-07    0.83658E-09
    11    0.83986E+03    0.55068E+00    0.18890E-03    0.55068E+00    0.60555E-03   -0.24047E-07    0.18890E-03   -0.24047E-07    0.72216E-09
    12    0.84616E+03    0.63280E+00    0.16716E-03    0.63280E+00    0.83092E-03   -0.24107E-07    0.16716E-03   -0.24107E-07    0.62977E-09
    13    0.85388E+03    0.71676E+00    0.14913E-03    0.71676E+00    0.11112E-02   -0.24142E-07    0.14913E-03   -0.24142E-07    0.55425E-09
    14    0.86288E+03    0.80219E+00    0.13385E-03    0.80219E+00    0.14535E-02   -0.24153E-07    0.13385E-03   -0.24153E-07    0.49144E-09
    15    0.87292E+03    0.88833E+00    0.12086E-03    0.88833E+00    0.18659E-02   -0.24169E-07    0.12086E-03   -0.24169E-07    0.43873E-09
    16    0.88426E+03    0.97550E+00    0.10964E-03    0.97550E+00    0.23567E-02   -0.24173E-07    0.10964E-03   -0.24173E-07    0.39400E-09
    17    0.89638E+03    0.10622E+01    0.99919E-04    0.10622E+01    0.29342E-02   -0.24160E-07    0.99919E-04   -0.24160E-07    0.35561E-09
    18    0.90887E+03    0.11474E+01    0.91440E-04    0.11474E+01    0.36049E-02   -0.24128E-07    0.91440E-04   -0.24128E-07    0.32250E-09
    19    0.92291E+03    0.12320E+01    0.84015E-04    0.12320E+01    0.43815E-02   -0.24093E-07    0.84015E-04   -0.24093E-07    0.29371E-09
    20    0.93725E+03    0.13146E+01    0.77425E-04    0.13146E+01    0.52680E-02   -0.24033E-07    0.77425E-04   -0.24033E-07    0.26848E-09
    21    0.95209E+03    0.13943E+01    0.71576E-04    0.13943E+01    0.62744E-02   -0.23961E-07    0.71576E-04   -0.23961E-07    0.24626E-09
    22    0.96738E+03    0.14708E+01    0.66359E-04    0.14708E+01    0.74098E-02   -0.23886E-07    0.66359E-04   -0.23886E-07    0.22661E-09
    23    0.98309E+03    0.15435E+01    0.61684E-04    0.15435E+01    0.86831E-02   -0.23808E-07    0.61684E-04   -0.23808E-07    0.20913E-09
    24    0.99925E+03    0.16113E+01    0.57486E-04    0.16113E+01    0.10102E-01   -0.23716E-07    0.57486E-04   -0.23716E-07    0.19349E-09
    25    0.10158E+04    0.16743E+01    0.53696E-04    0.16743E+01    0.11676E-01   -0.23621E-07    0.53696E-04   -0.23621E-07    0.17948E-09
    26    0.10327E+04    0.17324E+01    0.50253E-04    0.17324E+01    0.13414E-01   -0.23520E-07    0.50253E-04   -0.23520E-07    0.16686E-09
    27    0.10500E+04    0.17846E+01    0.47122E-04    0.17846E+01    0.15324E-01   -0.23417E-07    0.47122E-04   -0.23417E-07    0.15546E-09
    28    0.10675E+04    0.18299E+01    0.44273E-04    0.18299E+01    0.17415E-01   -0.23312E-07    0.44273E-04   -0.23312E-07    0.14512E-09
    29    0.10854E+04    0.18679E+01    0.41674E-04    0.18679E+01    0.19695E-01   -0.23200E-07    0.41674E-04   -0.23200E-07    0.13572E-09
    30    0.11036E+04    0.18993E+01    0.39285E-04    0.18993E+01    0.22172E-01   -0.23084E-07    0.39285E-04   -0.23084E-07    0.12715E-09
    31    0.11220E+04    0.19231E+01    0.37085E-04    0.19231E+01    0.24855E-01   -0.22965E-07    0.37085E-04   -0.22965E-07    0.11931E-09
    32    0.11407E+04    0.19383E+01    0.35064E-04    0.19383E+01    0.27751E-01   -0.22847E-07    0.35064E-04   -0.22847E-07    0.11213E-09
    33    0.11596E+04    0.19438E+01    0.33205E-04    0.19438E+01    0.30869E-01   -0.22728E-07    0.33205E-04   -0.22728E-07    0.10554E-09
    34    0.11788E+04    0.19410E+01    0.31480E-04    0.19410E+01    0.34214E-01   -0.22602E-07    0.31480E-04   -0.22602E-07    0.99467E-10
    35    0.11982E+04    0.19292E+01    0.29880E-04    0.19292E+01    0.37795E-01   -0.22474E-07    0.29880E-04   -0.22474E-07    0.93864E-10
    36    0.12178E+04    0.19071E+01    0.28396E-04    0.19071E+01    0.41620E-01   -0.22347E-07    0.28396E-04   -0.22347E-07    0.88688E-10
    37    0.12377E+04    0.18741E+01    0.27019E-04    0.18741E+01    0.45694E-01   -0.22221E-07    0.27019E-04   -0.22221E-07    0.83896E-10
    38    0.12578E+04    0.18309E+01    0.25735E-04    0.18309E+01    0.50026E-01   -0.22090E-07    0.25735E-04   -0.22090E-07    0.79449E-10
    39    0.12781E+04    0.17771E+01    0.24536E-04    0.17771E+01    0.54617E-01   -0.21957E-07    0.24536E-04   -0.21957E-07    0.75317E-10
