#    L    TT             EE             TE             PP             TP          
     2    0.11895E+04    0.12738E-05    0.27698E-01    0.96695E+06    0.34547E+05
     3    0.11178E+04    0.60063E-05    0.63627E-01    0.14846E+07    0.40164E+05
     4    0.10592E+04    0.17270E-04    0.10899E+00    0.19415E+07    0.42468E+05
     5    0.10184E+04    0.38906E-04    0.16283E+00    0.23414E+07    0.43105E+05
     6    0.99167E+03    0.75460E-04    0.22438E+00    0.26907E+07    0.42861E+05
     7    0.97518E+03    0.13213E-03    0.29291E+00    0.29972E+07    0.42138E+05
     8    0.96577E+03    0.21464E-03    0.36750E+00    0.32669E+07    0.41152E+05
     9    0.96187E+03    0.32940E-03    0.44750E+00    0.35053E+07    0.40024E+05
    10    0.96220E+03    0.48298E-03    0.53203E+00    0.37161E+07    0.38824E+05
    11    0.96568E+03    0.68291E-03    0.62040E+00    0.39036E+07    0.37618E+05
    12    0.97230E+03    0.93673E-03    0.71241E+00    0.40692E+07    0.36409E+05
    13    0.98083E+03    0.12523E-02    0.80632E+00    0.42172E+07    0.35252E+05
    14    0.99105E+03    0.16375E-02    0.90169E+00    0.43480E+07    0.34118E+05
    15    0.10026E+04    0.21015E-02    0.99765E+00    0.44648E+07    0.33033E+05
    16    0.10159E+04    0.26536E-02    0.10946E+01    0.45686E+07    0.31980E+05
    17    0.10301E+04    0.33030E-02    0.11906E+01    0.46600E+07    0.30975E+05
    18    0.10450E+04    0.40571E-02    0.12848E+01    0.47413E+07    0.30017E+05
    19    0.10617E+04    0.49299E-02    0.13781E+01    0.48131E+07    0.29112E+05
    20    0.10789E+04    0.59262E-02    0.14687E+01    0.48759E+07    0.28239E+05
    21    0.10967E+04    0.70570E-02    0.15558E+01    0.49308E+07    0.27408E+05
    22    0.11152E+04    0.83325E-02    0.16390E+01    0.49788E+07    0.26617E+05
    23    0.11343E+04    0.97627E-02    0.17176E+01    0.50203E+07    0.25864E+05
    24    0.11539E+04    0.11356E-01    0.17903E+01    0.50555E+07    0.25149E+05
    25    0.11742E+04    0.13124E-01    0.18572E+01    0.50854E+07    0.24467E+05
    26    0.11949E+04    0.15075E-01    0.19183E+01    0.51104E+07    0.23814E+05
    27    0.12161E+04    0.17219E-01    0.19723E+01    0.51307E+07    0.23190E+05
    28    0.12376E+04    0.19567E-01    0.20182E+01    0.51469E+07    0.22596E+05
    29    0.12598E+04    0.22126E-01    0.20555E+01    0.51590E+07    0.22031E+05
    30    0.12823E+04    0.24906E-01    0.20850E+01    0.51677E+07    0.21487E+05
    31    0.13051E+04    0.27917E-01    0.21054E+01    0.51729E+07    0.20965E+05
    32    0.13283E+04    0.31167E-01    0.21158E+01    0.51752E+07    0.20468E+05
    33    0.13519E+04    0.34665E-01    0.21147E+01    0.51748E+07    0.19995E+05
    34    0.13758E+04    0.38419E-01    0.21041E+01    0.51717E+07    0.19538E+05
    35    0.14001E+04    0.42437E-01    0.20827E+01    0.51662E+07    0.19099E+05
    36    0.14246E+04    0.46728E-01    0.20493E+01    0.51585E+07    0.18678E+05
    37    0.14496E+04    0.51299E-01    0.20031E+01    0.51489E+07    0.18276E+05
    38    0.14748E+04    0.56158E-01    0.19452E+01    0.51373E+07    0.17889E+05
    39    0.15003E+04    0.61308E-01    0.18748E+01    0.51240E+07    0.17515E+05
    40    0.15260E+04    0.66756E-01    0.17908E+01    0.51091E+07    0.17157E+05
    41    0.15522E+04    0.72513E-01    0.16922E+01    0.50927E+07    0.16814E+05
    42    0.15786E+04    0.78583E-01    0.15802E+01    0.50751E+07    0.16483E+05
    43    0.16053E+04    0.84973E-01    0.14555E+01    0.50561E+07    0.16162E+05
    44    0.16320E+04    0.91678E-01    0.13161E+01    0.50360E+07    0.15852E+05
    45    0.16593E+04    0.98710E-01    0.11605E+01    0.50148E+07    0.15556E+05
