#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.90917E+03    0.26405E-01    0.10464E-02    0.26405E-01    0.11907E-05   -0.16625E-07    0.10464E-02   -0.16625E-07    0.83390E-08
     3    0.88680E+03    0.59655E-01    0.74154E-03    0.59655E-01    0.56395E-05   -0.19946E-07    0.74154E-03   -0.19946E-07    0.50744E-08
     4    0.86266E+03    0.10175E+00    0.56239E-03    0.10175E+00    0.16267E-04   -0.21688E-07    0.56239E-03   -0.21688E-07    0.35135E-08
     5    0.84542E+03    0.15193E+00    0.44549E-03    0.15193E+00    0.36741E-04   -0.22788E-07    0.44549E-03   -0.22788E-07    0.26149E-08
     6    0.83492E+03    0.20952E+00    0.36391E-03    0.20952E+00    0.71414E-04   -0.23506E-07    0.36391E-03   -0.23506E-07    0.20383E-08
     7    0.82977E+03    0.27388E+00    0.30414E-03    0.27388E+00    0.12527E-03   -0.24001E-07    0.30414E-03   -0.24001E-07    0.16418E-08
     8    0.82826E+03    0.34418E+00    0.25873E-03    0.34418E+00    0.20383E-03   -0.24381E-07    0.25873E-03   -0.24381E-07    0.13551E-08
     9    0.82983E+03    0.41991E+00    0.22321E-03    0.41991E+00    0.31326E-03   -0.24703E-07    0.22321E-03   -0.24703E-07    0.11401E-08
    10    0.83371E+03    0.50017E+00    0.19477E-03    0.50017E+00    0.45990E-03   -0.24944E-07    0.19477E-03   -0.24944E-07    0.97383E-09
    11    0.83936E+03    0.58446E+00    0.17167E-03    0.58446E+00    0.65104E-03   -0.25111E-07    0.17167E-03   -0.25111E-07    0.84241E-09
    12    0.84701E+03    0.67257E+00    0.15252E-03    0.67257E+00    0.89393E-03   -0.25184E-07    0.15252E-03   -0.25184E-07    0.73618E-09
    13    0.85562E+03    0.76293E+00    0.13659E-03    0.76293E+00    0.11963E-02   -0.25231E-07    0.13659E-03   -0.25231E-07    0.64924E-09
    14    0.86515E+03    0.85510E+00    0.12304E-03    0.85510E+00    0.15656E-02   -0.25257E-07    0.12304E-03   -0.25257E-07    0.57685E-09
    15    0.87543E+03    0.94836E+00    0.11147E-03    0.94836E+00    0.20108E-02   -0.25290E-07    0.11147E-03   -0.25290E-07    0.51604E-09
    16    0.88678E+03    0.10430E+01    0.10144E-03    0.10430E+01    0.25409E-02   -0.25308E-07    0.10144E-03   -0.25308E-07    0.46435E-09
    17    0.89870E+03    0.11376E+01    0.92724E-04    0.11376E+01    0.31649E-02   -0.25306E-07    0.92724E-04   -0.25306E-07    0.41995E-09
    18    0.91080E+03    0.12310E+01    0.85099E-04    0.12310E+01    0.38899E-02   -0.25282E-07    0.85099E-04   -0.25282E-07    0.38161E-09
    19    0.92423E+03    0.13242E+01    0.78408E-04    0.13242E+01    0.47295E-02   -0.25261E-07    0.78408E-04   -0.25261E-07    0.34822E-09
    20    0.93782E+03    0.14154E+01    0.72450E-04    0.14154E+01    0.56883E-02   -0.25213E-07    0.72450E-04   -0.25213E-07    0.31893E-09
    21    0.95176E+03    0.15041E+01    0.67150E-04    0.15041E+01    0.67770E-02   -0.25152E-07    0.67150E-04   -0.25152E-07    0.29310E-09
    22    0.96602E+03    0.15898E+01    0.62409E-04    0.15898E+01    0.80054E-02   -0.25085E-07    0.62409E-04   -0.25085E-07    0.27022E-09
    23    0.98058E+03    0.16721E+01    0.58147E-04    0.16721E+01    0.93833E-02   -0.25014E-07    0.58147E-04   -0.25014E-07    0.24985E-09
    24    0.99544E+03    0.17493E+01    0.54316E-04    0.17493E+01    0.10919E-01   -0.24929E-07    0.54316E-04   -0.24929E-07    0.23161E-09
    25    0.10106E+04    0.18219E+01    0.50850E-04    0.18219E+01    0.12623E-01   -0.24842E-07    0.50850E-04   -0.24842E-07    0.21523E-09
    26    0.10260E+04    0.18898E+01    0.47693E-04    0.18898E+01    0.14504E-01   -0.24749E-07    0.47693E-04   -0.24749E-07    0.20047E-09
    27    0.10417E+04    0.19521E+01    0.44815E-04    0.19521E+01    0.16572E-01   -0.24653E-07    0.44815E-04   -0.24653E-07    0.18711E-09
    28    0.10575E+04    0.20075E+01    0.42191E-04    0.20075E+01    0.18836E-01   -0.24554E-07    0.42191E-04   -0.24554E-07    0.17499E-09
    29    0.10736E+04    0.20555E+01    0.39793E-04    0.20555E+01    0.21305E-01   -0.24448E-07    0.39793E-04   -0.24448E-07    0.16395E-09
    30    0.10899E+04    0.20970E+01    0.37585E-04    0.20970E+01    0.23987E-01   -0.24337E-07    0.37585E-04   -0.24337E-07    0.15387E-09
    31    0.11063E+04    0.21309E+01    0.35548E-04    0.21309E+01    0.26891E-01   -0.24222E-07    0.35548E-04   -0.24222E-07    0.14464E-09
    32    0.11229E+04    0.21563E+01    0.33672E-04    0.21563E+01    0.30027E-01   -0.24108E-07    0.33672E-04   -0.24108E-07    0.13618E-09
    33    0.11397E+04    0.21721E+01    0.31943E-04    0.21721E+01    0.33402E-01   -0.23993E-07    0.31943E-04   -0.23993E-07    0.12839E-09
    34    0.11567E+04    0.21791E+01    0.30338E-04    0.21791E+01    0.37023E-01   -0.23871E-07    0.30338E-04   -0.23871E-07    0.12122E-09
    35    0.11739E+04    0.21772E+01    0.28846E-04    0.21772E+01    0.40899E-01   -0.23746E-07    0.28846E-04   -0.23746E-07    0.11459E-09
    36    0.11911E+04    0.21651E+01    0.27458E-04    0.21651E+01    0.45039E-01   -0.23622E-07    0.27458E-04   -0.23622E-07    0.10846E-09
    37    0.12086E+04    0.21422E+01    0.26169E-04    0.21422E+01    0.49448E-01   -0.23498E-07    0.26169E-04   -0.23498E-07    0.10277E-09
    38    0.12262E+04    0.21088E+01    0.24965E-04    0.21088E+01    0.54135E-01   -0.23370E-07    0.24965E-04   -0.23370E-07    0.97488E-10
    39    0.12440E+04    0.20643E+01    0.23840E-04    0.20643E+01    0.59101E-01   -0.23238E-07    0.23840E-04   -0.23238E-07    0.92575E-10
    40    0.12619E+04    0.20080E+01    0.22788E-04    0.20080E+01    0.64354E-01   -0.23106E-07    0.22788E-04   -0.23106E-07    0.87998E-10
    41    0.12800E+04    0.19392E+01    0.21805E-04    0.19392E+01    0.69904E-01   -0.22975E-07    0.21805E-04   -0.22975E-07    0.83728E-10
    42    0.12982E+04    0.18587E+01    0.20881E-04    0.18587E+01    0.75756E-01   -0.22843E-07    0.20881E-04   -0.22843E-07    0.79737E-10
    43    0.13166E+04    0.17671E+01    0.20011E-04    0.17671E+01    0.81912E-01   -0.22708E-07    0.20011E-04   -0.22708E-07    0.76003E-10
    44    0.13350E+04    0.16627E+01    0.19192E-04    0.16627E+01    0.88372E-01   -0.22571E-07    0.19192E-04   -0.22571E-07    0.72504E-10
    45    0.13537E+04    0.15443E+01    0.18424E-04    0.15443E+01    0.95145E-01   -0.22435E-07    0.18424E-04   -0.22435E-07    0.69222E-10
    46    0.13726E+04    0.14126E+01    0.17700E-04    0.14126E+01    0.10224E+00   -0.22299E-07    0.17700E-04   -0.22299E-07    0.66139E-10
    47    0.13916E+04    0.12687E+01    0.17014E-04    0.12687E+01    0.10965E+00   -0.22160E-07    0.17014E-04   -0.22160E-07    0.63240E-10
    48    0.14107E+04    0.11113E+01    0.16366E-04    0.11113E+01    0.11739E+00   -0.22020E-07    0.16366E-04   -0.22020E-07    0.60512E-10
    49    0.14300E+04    0.93926E+00    0.15755E-04    0.93926E+00    0.12544E+00   -0.21882E-07    0.15755E-04   -0.21882E-07    0.57940E-10
    50    0.14496E+04    0.75328E+00    0.15177E-04    0.75328E+00    0.13383E+00   -0.21743E-07    0.15177E-04   -0.21743E-07    0.55515E-10
    51    0.14691E+04    0.55421E+00    0.14628E-04    0.55421E+00    0.14255E+00   -0.21601E-07    0.14628E-04   -0.21601E-07    0.53226E-10
    52    0.14890E+04    0.34105E+00    0.14107E-04    0.34105E+00    0.15158E+00   -0.21460E-07    0.14107E-04   -0.21460E-07    0.51062E-10
    53    0.15091E+04    0.11266E+00    0.13614E-04    0.11266E+00    0.16095E+00   -0.21320E-07    0.13614E-04   -0.21320E-07    0.49015E-10
    54    0.15293E+04   -0.13006E+00    0.13146E-04   -0.13006E+00    0.17064E+00   -0.21179E-07    0.13146E-04   -0.21179E-07    0.47078E-10
    55    0.15496E+04   -0.38625E+00    0.12699E-04   -0.38625E+00    0.18066E+00   -0.21036E-07    0.12699E-04   -0.21036E-07    0.45241E-10
    56    0.15702E+04   -0.65678E+00    0.12274E-04   -0.65678E+00    0.19101E+00   -0.20893E-07    0.12274E-04   -0.20893E-07    0.43500E-10
    57    0.15910E+04   -0.94260E+00    0.11871E-04   -0.94260E+00    0.20168E+00   -0.20752E-07    0.11871E-04   -0.20752E-07    0.41848E-10
    58    0.16120E+04   -0.12432E+01    0.11486E-04   -0.12432E+01    0.21267E+00   -0.20610E-07    0.11486E-04   -0.20610E-07    0.40279E-10
    59    0.16331E+04   -0.15578E+01    0.11119E-04   -0.15578E+01    0.22399E+00   -0.20466E-07    0.11119E-04   -0.20466E-07    0.38788E-10
    60    0.16544E+04   -0.18851E+01    0.10767E-04   -0.18851E+01    0.23559E+00   -0.20322E-07    0.10767E-04   -0.20322E-07    0.37369E-10
    61    0.16763E+04   -0.22246E+01    0.10432E-04   -0.22246E+01    0.24749E+00   -0.20177E-07    0.10432E-04   -0.20177E-07    0.36018E-10
    62    0.16981E+04   -0.25775E+01    0.10112E-04   -0.25775E+01    0.25968E+00   -0.20033E-07    0.10112E-04   -0.20033E-07    0.34732E-10
    63    0.17200E+04   -0.29454E+01    0.98062E-05   -0.29454E+01    0.27216E+00   -0.19890E-07    0.98062E-05   -0.19890E-07    0.33506E-10
    64    0.17423E+04   -0.33302E+01    0.95139E-05   -0.33302E+01    0.28497E+00   -0.19746E-07    0.95139E-05   -0.19746E-07    0.32338E-10
    65    0.17647E+04   -0.37331E+01    0.92344E-05   -0.37331E+01    0.29813E+00   -0.19603E-07    0.92344E-05   -0.19603E-07    0.31223E-10
    66    0.17873E+04   -0.41526E+01    0.89667E-05   -0.41526E+01    0.31157E+00   -0.19460E-07    0.89667E-05   -0.19460E-07    0.30160E-10
    67    0.18100E+04   -0.45866E+01    0.87100E-05   -0.45866E+01    0.32530E+00   -0.19316E-07    0.87100E-05   -0.19316E-07    0.29144E-10
    68    0.18332E+04   -0.50333E+01    0.84637E-05   -0.50333E+01    0.33932E+00   -0.19173E-07    0.84637E-05   -0.19173E-07    0.28173E-10
    69    0.18564E+04   -0.54900E+01    0.82271E-05   -0.54900E+01    0.35357E+00   -0.19029E-07    0.82271E-05   -0.19029E-07    0.27243E-10
    70    0.18801E+04   -0.59570E+01    0.79999E-05   -0.59570E+01    0.36805E+00   -0.18886E-07    0.79999E-05   -0.18886E-07    0.26354E-10
    71    0.19039E+04   -0.64356E+01    0.77816E-05   -0.64356E+01    0.38275E+00   -0.18742E-07    0.77816E-05   -0.18742E-07    0.25503E-10
    72    0.19280E+04   -0.69271E+01    0.75718E-05   -0.69271E+01    0.39764E+00   -0.18598E-07    0.75718E-05   -0.18598E-07    0.24688E-10
    73    0.19523E+04   -0.74321E+01    0.73700E-05   -0.74321E+01    0.41270E+00   -0.18454E-07    0.73700E-05   -0.18454E-07    0.23907E-10
    74    0.19767E+04   -0.79499E+01    0.71758E-05   -0.79499E+01    0.42795E+00   -0.18310E-07    0.71758E-05   -0.18310E-07    0.23158E-10
    75    0.20014E+04   -0.84793E+01    0.69888E-05   -0.84793E+01    0.44340E+00   -0.18166E-07    0.69888E-05   -0.18166E-07    0.22440E-10
    76    0.20263E+04   -0.90204E+01    0.68087E-05   -0.90204E+01    0.45907E+00   -0.18022E-07    0.68087E-05   -0.18022E-07    0.21751E-10
    77    0.20515E+04   -0.95731E+01    0.66353E-05   -0.95731E+01    0.47496E+00   -0.17877E-07    0.66353E-05   -0.17877E-07    0.21089E-10
    78    0.20771E+04   -0.10139E+02    0.64681E-05   -0.10139E+02    0.49106E+00   -0.17733E-07    0.64681E-05   -0.17733E-07    0.20453E-10
    79    0.21028E+04   -0.10713E+02    0.63070E-05   -0.10713E+02    0.50732E+00   -0.17589E-07    0.63070E-05   -0.17589E-07    0.19843E-10
    80    0.21288E+04   -0.11297E+02    0.61516E-05   -0.11297E+02    0.52372E+00   -0.17445E-07    0.61516E-05   -0.17445E-07    0.19256E-10
    81    0.21550E+04   -0.11891E+02    0.60017E-05   -0.11891E+02    0.54022E+00   -0.17301E-07    0.60017E-05   -0.17301E-07    0.18692E-10
    82    0.21816E+04   -0.12496E+02    0.58570E-05   -0.12496E+02    0.55682E+00   -0.17158E-07    0.58570E-05   -0.17158E-07    0.18149E-10
    83    0.22084E+04   -0.13110E+02    0.57173E-05   -0.13110E+02    0.57350E+00   -0.17014E-07    0.57173E-05   -0.17014E-07    0.17627E-10
    84    0.22355E+04   -0.13732E+02    0.55824E-05   -0.13732E+02    0.59026E+00   -0.16871E-07    0.55824E-05   -0.16871E-07    0.17124E-10
    85    0.22627E+04   -0.14363E+02    0.54521E-05   -0.14363E+02    0.60708E+00   -0.16727E-07    0.54521E-05   -0.16727E-07    0.16640E-10
    86    0.22902E+04   -0.15003E+02    0.53261E-05   -0.15003E+02    0.62395E+00   -0.16584E-07    0.53261E-05   -0.16584E-07    0.16174E-10
    87    0.23181E+04   -0.15650E+02    0.52043E-05   -0.15650E+02    0.64086E+00   -0.16441E-07    0.52043E-05   -0.16441E-07    0.15724E-10
    88    0.23460E+04   -0.16303E+02    0.50865E-05   -0.16303E+02    0.65781E+00   -0.16298E-07    0.50865E-05   -0.16298E-07    0.15291E-10
    89    0.23744E+04   -0.16964E+02    0.49725E-05   -0.16964E+02    0.67478E+00   -0.16156E-07    0.49725E-05   -0.16156E-07    0.14874E-10
    90    0.24030E+04   -0.17631E+02    0.48621E-05   -0.17631E+02    0.69174E+00   -0.16013E-07    0.48621E-05   -0.16013E-07    0.14471E-10
    91    0.24317E+04   -0.18303E+02    0.47551E-05   -0.18303E+02    0.70866E+00   -0.15871E-07    0.47551E-05   -0.15871E-07    0.14082E-10
    92    0.24608E+04   -0.18979E+02    0.46514E-05   -0.18979E+02    0.72554E+00   -0.15728E-07    0.46514E-05   -0.15728E-07    0.13707E-10
    93    0.24902E+04   -0.19661E+02    0.45509E-05   -0.19661E+02    0.74237E+00   -0.15586E-07    0.45509E-05   -0.15586E-07    0.13345E-10
    94    0.25196E+04   -0.20346E+02    0.44534E-05   -0.20346E+02    0.75911E+00   -0.15444E-07    0.44534E-05   -0.15444E-07    0.12995E-10
    95    0.25494E+04   -0.21034E+02    0.43589E-05   -0.21034E+02    0.77576E+00   -0.15302E-07    0.43589E-05   -0.15302E-07    0.12657E-10
