#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.92921E+03    0.10753E-05    0.00000E+00    0.23740E-01    0.42758E-07    0.28294E-02   -0.37307E-07
     3    0.88843E+03    0.50797E-05    0.00000E+00    0.54120E-01    0.52032E-07    0.27945E-02   -0.63422E-07
     4    0.85208E+03    0.14626E-04    0.00000E+00    0.92518E-01    0.60007E-07    0.27112E-02   -0.89076E-07
     5    0.82640E+03    0.32986E-04    0.00000E+00    0.13817E+00    0.66930E-07    0.26126E-02   -0.11463E-06
     6    0.80983E+03    0.64041E-04    0.00000E+00    0.19046E+00    0.72964E-07    0.25112E-02   -0.13988E-06
     7    0.80011E+03    0.11223E-03    0.00000E+00    0.24876E+00    0.78272E-07    0.24120E-02   -0.16489E-06
     8    0.79512E+03    0.18245E-03    0.00000E+00    0.31234E+00    0.82967E-07    0.23168E-02   -0.18987E-06
     9    0.79392E+03    0.28018E-03    0.00000E+00    0.38065E+00    0.87146E-07    0.22260E-02   -0.21499E-06
    10    0.79562E+03    0.41106E-03    0.00000E+00    0.45296E+00    0.90865E-07    0.21398E-02   -0.23988E-06
    11    0.79949E+03    0.58154E-03    0.00000E+00    0.52871E+00    0.94204E-07    0.20591E-02   -0.26443E-06
    12    0.80563E+03    0.79807E-03    0.00000E+00    0.60775E+00    0.97170E-07    0.19823E-02   -0.28821E-06
    13    0.81305E+03    0.10675E-02    0.00000E+00    0.68862E+00    0.99849E-07    0.19115E-02   -0.31178E-06
    14    0.82163E+03    0.13964E-02    0.00000E+00    0.77096E+00    0.10223E-06    0.18440E-02   -0.33509E-06
    15    0.83114E+03    0.17928E-02    0.00000E+00    0.85405E+00    0.10439E-06    0.17806E-02   -0.35849E-06
    16    0.84185E+03    0.22646E-02    0.00000E+00    0.93821E+00    0.10632E-06    0.17202E-02   -0.38176E-06
    17    0.85325E+03    0.28198E-02    0.00000E+00    0.10220E+01    0.10803E-06    0.16632E-02   -0.40473E-06
    18    0.86499E+03    0.34647E-02    0.00000E+00    0.11045E+01    0.10958E-06    0.16094E-02   -0.42735E-06
    19    0.87815E+03    0.42114E-02    0.00000E+00    0.11864E+01    0.11096E-06    0.15588E-02   -0.44988E-06
    20    0.89156E+03    0.50639E-02    0.00000E+00    0.12665E+01    0.11217E-06    0.15103E-02   -0.47183E-06
    21    0.90543E+03    0.60317E-02    0.00000E+00    0.13439E+01    0.11325E-06    0.14644E-02   -0.49344E-06
    22    0.91970E+03    0.71236E-02    0.00000E+00    0.14184E+01    0.11421E-06    0.14207E-02   -0.51483E-06
    23    0.93434E+03    0.83482E-02    0.00000E+00    0.14893E+01    0.11505E-06    0.13792E-02   -0.53603E-06
    24    0.94939E+03    0.97131E-02    0.00000E+00    0.15556E+01    0.11578E-06    0.13399E-02   -0.55674E-06
    25    0.96478E+03    0.11227E-01    0.00000E+00    0.16174E+01    0.11641E-06    0.13024E-02   -0.57722E-06
    26    0.98050E+03    0.12899E-01    0.00000E+00    0.16746E+01    0.11696E-06    0.12664E-02   -0.59737E-06
    27    0.99654E+03    0.14736E-01    0.00000E+00    0.17263E+01    0.11741E-06    0.12320E-02   -0.61728E-06
    28    0.10128E+04    0.16748E-01    0.00000E+00    0.17714E+01    0.11779E-06    0.11993E-02   -0.63692E-06
    29    0.10294E+04    0.18941E-01    0.00000E+00    0.18096E+01    0.11809E-06    0.11682E-02   -0.65618E-06
    30    0.10463E+04    0.21324E-01    0.00000E+00    0.18417E+01    0.11833E-06    0.11382E-02   -0.67509E-06
    31    0.10633E+04    0.23905E-01    0.00000E+00    0.18664E+01    0.11850E-06    0.11093E-02   -0.69371E-06
    32    0.10806E+04    0.26692E-01    0.00000E+00    0.18831E+01    0.11861E-06    0.10818E-02   -0.71213E-06
    33    0.10981E+04    0.29691E-01    0.00000E+00    0.18906E+01    0.11868E-06    0.10556E-02   -0.73029E-06
    34    0.11159E+04    0.32909E-01    0.00000E+00    0.18903E+01    0.11869E-06    0.10302E-02   -0.74800E-06
    35    0.11338E+04    0.36355E-01    0.00000E+00    0.18813E+01    0.11865E-06    0.10058E-02   -0.76540E-06
    36    0.11519E+04    0.40034E-01    0.00000E+00    0.18627E+01    0.11857E-06    0.98239E-03   -0.78260E-06
    37    0.11703E+04    0.43955E-01    0.00000E+00    0.18337E+01    0.11845E-06    0.95997E-03   -0.79956E-06
    38    0.11888E+04    0.48122E-01    0.00000E+00    0.17951E+01    0.11830E-06    0.93833E-03   -0.81615E-06
    39    0.12076E+04    0.52539E-01    0.00000E+00    0.17463E+01    0.11810E-06    0.91746E-03   -0.83239E-06
    40    0.12265E+04    0.57211E-01    0.00000E+00    0.16863E+01    0.11788E-06    0.89741E-03   -0.84835E-06
    41    0.12456E+04    0.62149E-01    0.00000E+00    0.16146E+01    0.11762E-06    0.87818E-03   -0.86410E-06
    42    0.12649E+04    0.67355E-01    0.00000E+00    0.15319E+01    0.11734E-06    0.85961E-03   -0.87956E-06
    43    0.12844E+04    0.72835E-01    0.00000E+00    0.14389E+01    0.11703E-06    0.84157E-03   -0.89467E-06
    44    0.13040E+04    0.78585E-01    0.00000E+00    0.13338E+01    0.11669E-06    0.82414E-03   -0.90949E-06
    45    0.13238E+04    0.84615E-01    0.00000E+00    0.12155E+01    0.11633E-06    0.80744E-03   -0.92409E-06
    46    0.13440E+04    0.90936E-01    0.00000E+00    0.10849E+01    0.11595E-06    0.79132E-03   -0.93838E-06
    47    0.13641E+04    0.97539E-01    0.00000E+00    0.94322E+00    0.11556E-06    0.77563E-03   -0.95232E-06
    48    0.13844E+04    0.10443E+00    0.00000E+00    0.78880E+00    0.11514E-06    0.76045E-03   -0.96598E-06
    49    0.14050E+04    0.11161E+00    0.00000E+00    0.62039E+00    0.11470E-06    0.74586E-03   -0.97943E-06
    50    0.14259E+04    0.11909E+00    0.00000E+00    0.43898E+00    0.11425E-06    0.73175E-03   -0.99261E-06
    51    0.14467E+04    0.12687E+00    0.00000E+00    0.24576E+00    0.11379E-06    0.71801E-03   -0.10055E-05
    52    0.14679E+04    0.13492E+00    0.00000E+00    0.39382E-01    0.11331E-06    0.70470E-03   -0.10180E-05
    53    0.14894E+04    0.14329E+00    0.00000E+00   -0.18160E+00    0.11282E-06    0.69189E-03   -0.10304E-05
