#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10065E+04    0.27090E-01    0.12231E-02    0.27090E-01    0.12336E-05   -0.17262E-07    0.12231E-02   -0.17262E-07    0.81455E-08
     3    0.96881E+03    0.61576E-01    0.85602E-03    0.61576E-01    0.58341E-05   -0.20739E-07    0.85602E-03   -0.20739E-07    0.49488E-08
     4    0.93364E+03    0.10520E+00    0.64360E-03    0.10520E+00    0.16811E-04   -0.22561E-07    0.64360E-03   -0.22561E-07    0.34204E-08
     5    0.90877E+03    0.15712E+00    0.50628E-03    0.15712E+00    0.37936E-04   -0.23707E-07    0.50628E-03   -0.23707E-07    0.25408E-08
     6    0.89301E+03    0.21663E+00    0.41108E-03    0.21663E+00    0.73684E-04   -0.24454E-07    0.41108E-03   -0.24454E-07    0.19767E-08
     7    0.88419E+03    0.28305E+00    0.34172E-03    0.28305E+00    0.12917E-03   -0.24967E-07    0.34172E-03   -0.24967E-07    0.15890E-08
     8    0.88015E+03    0.35552E+00    0.28928E-03    0.35552E+00    0.21007E-03   -0.25359E-07    0.28928E-03   -0.25359E-07    0.13090E-08
     9    0.87998E+03    0.43346E+00    0.24844E-03    0.43346E+00    0.32268E-03   -0.25688E-07    0.24844E-03   -0.25688E-07    0.10991E-08
    10    0.88276E+03    0.51598E+00    0.21589E-03    0.51598E+00    0.47352E-03   -0.25931E-07    0.21589E-03   -0.25931E-07    0.93697E-09
    11    0.88776E+03    0.60251E+00    0.18956E-03    0.60251E+00    0.67005E-03   -0.26099E-07    0.18956E-03   -0.26099E-07    0.80897E-09
    12    0.89515E+03    0.69282E+00    0.16780E-03    0.69282E+00    0.91970E-03   -0.26171E-07    0.16780E-03   -0.26171E-07    0.70561E-09
    13    0.90380E+03    0.78527E+00    0.14976E-03    0.78527E+00    0.12303E-02   -0.26216E-07    0.14976E-03   -0.26216E-07    0.62111E-09
    14    0.91363E+03    0.87944E+00    0.13447E-03    0.87944E+00    0.16096E-02   -0.26235E-07    0.13447E-03   -0.26235E-07    0.55083E-09
    15    0.92441E+03    0.97452E+00    0.12146E-03    0.97452E+00    0.20668E-02   -0.26259E-07    0.12146E-03   -0.26259E-07    0.49186E-09
    16    0.93646E+03    0.10708E+01    0.11023E-03    0.10708E+01    0.26110E-02   -0.26271E-07    0.11023E-03   -0.26271E-07    0.44180E-09
    17    0.94923E+03    0.11668E+01    0.10050E-03    0.11668E+01    0.32514E-02   -0.26263E-07    0.10050E-03   -0.26263E-07    0.39884E-09
    18    0.96231E+03    0.12614E+01    0.92007E-04    0.12614E+01    0.39953E-02   -0.26234E-07    0.92007E-04   -0.26234E-07    0.36179E-09
    19    0.97692E+03    0.13553E+01    0.84576E-04    0.13553E+01    0.48566E-02   -0.26204E-07    0.84576E-04   -0.26204E-07    0.32957E-09
    20    0.99178E+03    0.14472E+01    0.77981E-04    0.14472E+01    0.58400E-02   -0.26145E-07    0.77981E-04   -0.26145E-07    0.30133E-09
    21    0.10071E+04    0.15360E+01    0.72131E-04    0.15360E+01    0.69564E-02   -0.26073E-07    0.72131E-04   -0.26073E-07    0.27646E-09
    22    0.10229E+04    0.16216E+01    0.66914E-04    0.16216E+01    0.82159E-02   -0.25997E-07    0.66914E-04   -0.25997E-07    0.25446E-09
    23    0.10390E+04    0.17032E+01    0.62237E-04    0.17032E+01    0.96285E-02   -0.25917E-07    0.62237E-04   -0.25917E-07    0.23489E-09
    24    0.10556E+04    0.17794E+01    0.58041E-04    0.17794E+01    0.11203E-01   -0.25823E-07    0.58041E-04   -0.25823E-07    0.21739E-09
    25    0.10725E+04    0.18506E+01    0.54253E-04    0.18506E+01    0.12949E-01   -0.25726E-07    0.54253E-04   -0.25726E-07    0.20170E-09
    26    0.10897E+04    0.19165E+01    0.50813E-04    0.19165E+01    0.14877E-01   -0.25621E-07    0.50813E-04   -0.25621E-07    0.18757E-09
    27    0.11074E+04    0.19762E+01    0.47685E-04    0.19762E+01    0.16996E-01   -0.25514E-07    0.47685E-04   -0.25514E-07    0.17480E-09
    28    0.11252E+04    0.20286E+01    0.44839E-04    0.20286E+01    0.19316E-01   -0.25404E-07    0.44839E-04   -0.25404E-07    0.16322E-09
    29    0.11434E+04    0.20730E+01    0.42243E-04    0.20730E+01    0.21845E-01   -0.25287E-07    0.42243E-04   -0.25287E-07    0.15269E-09
    30    0.11619E+04    0.21103E+01    0.39858E-04    0.21103E+01    0.24593E-01   -0.25165E-07    0.39858E-04   -0.25165E-07    0.14310E-09
    31    0.11805E+04    0.21394E+01    0.37661E-04    0.21394E+01    0.27568E-01   -0.25041E-07    0.37661E-04   -0.25041E-07    0.13431E-09
