#           k/h    P           
    0.10000E-03    0.20724E+00
    0.10202E-03    0.21130E+00
    0.10408E-03    0.21543E+00
    0.10618E-03    0.21965E+00
    0.10833E-03    0.22395E+00
    0.11052E-03    0.22834E+00
    0.11275E-03    0.23281E+00
    0.11503E-03    0.23737E+00
    0.11735E-03    0.24202E+00
    0.11972E-03    0.24676E+00
    0.12214E-03    0.25159E+00
    0.12461E-03    0.25652E+00
    0.12712E-03    0.26154E+00
    0.12969E-03    0.26667E+00
    0.13231E-03    0.27189E+00
    0.13499E-03    0.27721E+00
    0.13771E-03    0.28264E+00
    0.14049E-03    0.28818E+00
    0.14333E-03    0.29382E+00
    0.14623E-03    0.29957E+00
    0.14918E-03    0.30544E+00
    0.15220E-03    0.31142E+00
    0.15527E-03    0.31752E+00
    0.15841E-03    0.32373E+00
    0.16161E-03    0.33007E+00
    0.16487E-03    0.33653E+00
    0.16820E-03    0.34312E+00
    0.17160E-03    0.34984E+00
    0.17507E-03    0.35669E+00
    0.17860E-03    0.36367E+00
    0.18221E-03    0.37079E+00
    0.18589E-03    0.37805E+00
    0.18965E-03    0.38545E+00
    0.19348E-03    0.39300E+00
    0.19739E-03    0.40069E+00
    0.20138E-03    0.40853E+00
    0.20544E-03    0.41653E+00
    0.20959E-03    0.42468E+00
    0.21383E-03    0.43300E+00
    0.21815E-03    0.44147E+00
    0.22255E-03    0.45011E+00
    0.22705E-03    0.45892E+00
    0.23164E-03    0.46790E+00
    0.23632E-03    0.47706E+00
    0.24109E-03    0.48639E+00
    0.24596E-03    0.49591E+00
    0.25093E-03    0.50561E+00
    0.25600E-03    0.51550E+00
    0.26117E-03    0.52559E+00
    0.26645E-03    0.53587E+00
    0.27183E-03    0.54636E+00
    0.27732E-03    0.55704E+00
    0.28292E-03    0.56794E+00
    0.28864E-03    0.57905E+00
    0.29447E-03    0.59037E+00
    0.30042E-03    0.60192E+00
    0.30649E-03    0.61369E+00
    0.31268E-03    0.62569E+00
    0.31899E-03    0.63792E+00
    0.32544E-03    0.65039E+00
    0.33201E-03    0.66311E+00
    0.33872E-03    0.67607E+00
    0.34556E-03    0.68928E+00
    0.35254E-03    0.70275E+00
    0.35966E-03    0.71648E+00
    0.36693E-03    0.73048E+00
    0.37434E-03    0.74476E+00
    0.38190E-03    0.75931E+00
    0.38962E-03    0.77414E+00
    0.39749E-03    0.78926E+00
    0.40552E-03    0.80467E+00
    0.41371E-03    0.82038E+00
    0.42207E-03    0.83640E+00
    0.43060E-03    0.85273E+00
    0.43929E-03    0.86937E+00
    0.44817E-03    0.88634E+00
    0.45722E-03    0.90363E+00
    0.46646E-03    0.92126E+00
    0.47588E-03    0.93923E+00
    0.48550E-03    0.95755E+00
    0.49530E-03    0.97622E+00
    0.50531E-03    0.99525E+00
    0.51552E-03    0.10147E+01
    0.52593E-03    0.10344E+01
    0.53656E-03    0.10546E+01
    0.54739E-03    0.10751E+01
    0.55845E-03    0.10961E+01
    0.56973E-03    0.11174E+01
    0.58124E-03    0.11391E+01
    0.59299E-03    0.11613E+01
    0.60496E-03    0.11839E+01
    0.61719E-03    0.12069E+01
    0.62965E-03    0.12304E+01
    0.64237E-03    0.12543E+01
    0.65535E-03    0.12787E+01
    0.66859E-03    0.13035E+01
    0.68210E-03    0.13288E+01
    0.69588E-03    0.13546E+01
    0.70993E-03    0.13809E+01
    0.72427E-03    0.14077E+01
    0.73891E-03    0.14350E+01
    0.75383E-03    0.14628E+01
    0.76906E-03    0.14912E+01
    0.78460E-03    0.15200E+01
    0.80045E-03    0.15495E+01
    0.81662E-03    0.15794E+01
    0.83311E-03    0.16100E+01
    0.84994E-03    0.16411E+01
    0.86711E-03    0.16728E+01
    0.88463E-03    0.17051E+01
    0.90250E-03    0.17380E+01
    0.92073E-03    0.17715E+01
    0.93933E-03    0.18056E+01
    0.95831E-03    0.18404E+01
    0.97767E-03    0.18758E+01
    0.99742E-03    0.19119E+01
    0.10176E-02    0.19486E+01
    0.10381E-02    0.19860E+01
    0.10591E-02    0.20241E+01
    0.10805E-02    0.20629E+01
    0.11023E-02    0.21024E+01
    0.11246E-02    0.21427E+01
    0.11473E-02    0.21836E+01
    0.11705E-02    0.22253E+01
    0.11941E-02    0.22678E+01
    0.12182E-02    0.23110E+01
    0.12429E-02    0.23550E+01
    0.12680E-02    0.23997E+01
    0.12936E-02    0.24453E+01
    0.13197E-02    0.24917E+01
    0.13464E-02    0.25389E+01
    0.13736E-02    0.25869E+01
    0.14013E-02    0.26358E+01
    0.14296E-02    0.26855E+01
    0.14585E-02    0.27361E+01
    0.14880E-02    0.27876E+01
    0.15180E-02    0.28399E+01
    0.15487E-02    0.28931E+01
    0.15800E-02    0.29473E+01
    0.16119E-02    0.30023E+01
    0.16445E-02    0.30583E+01
    0.16777E-02    0.31152E+01
    0.17116E-02    0.31730E+01
    0.17462E-02    0.32318E+01
    0.17814E-02    0.32915E+01
    0.18174E-02    0.33523E+01
    0.18541E-02    0.34139E+01
    0.18916E-02    0.34766E+01
    0.19298E-02    0.35403E+01
    0.19688E-02    0.36049E+01
    0.20086E-02    0.36706E+01
    0.20491E-02    0.37372E+01
    0.20905E-02    0.38049E+01
    0.21328E-02    0.38736E+01
    0.21758E-02    0.39433E+01
    0.22198E-02    0.40140E+01
    0.22646E-02    0.40858E+01
    0.23104E-02    0.41585E+01
    0.23571E-02    0.42323E+01
    0.24047E-02    0.43072E+01
    0.24533E-02    0.43830E+01
    0.25028E-02    0.44599E+01
    0.25534E-02    0.45378E+01
    0.26050E-02    0.46167E+01
    0.26576E-02    0.46966E+01
    0.27113E-02    0.47775E+01
    0.27660E-02    0.48595E+01
    0.28219E-02    0.49424E+01
    0.28789E-02    0.50263E+01
    0.29371E-02    0.51112E+01
    0.29964E-02    0.51970E+01
    0.30569E-02    0.52838E+01
    0.31187E-02    0.53715E+01
    0.31817E-02    0.54602E+01
    0.32460E-02    0.55497E+01
    0.33115E-02    0.56402E+01
    0.33784E-02    0.57315E+01
    0.34467E-02    0.58236E+01
    0.35163E-02    0.59166E+01
    0.35874E-02    0.60104E+01
    0.36598E-02    0.61050E+01
    0.37338E-02    0.62003E+01
    0.38092E-02    0.62964E+01
    0.38861E-02    0.63931E+01
    0.39646E-02    0.64906E+01
    0.40447E-02    0.65886E+01
    0.41264E-02    0.66873E+01
    0.42098E-02    0.67866E+01
    0.42948E-02    0.68864E+01
    0.43816E-02    0.69868E+01
    0.44701E-02    0.70876E+01
    0.45604E-02    0.71889E+01
    0.46525E-02    0.72905E+01
    0.47465E-02    0.73926E+01
    0.48424E-02    0.74949E+01
    0.49402E-02    0.75976E+01
    0.50400E-02    0.77005E+01
    0.51419E-02    0.78036E+01
    0.52457E-02    0.79069E+01
    0.53517E-02    0.80103E+01
    0.54598E-02    0.81138E+01
    0.55701E-02    0.82173E+01
    0.56826E-02    0.83209E+01
    0.57974E-02    0.84243E+01
    0.59145E-02    0.85277E+01
    0.60340E-02    0.86309E+01
    0.61559E-02    0.87339E+01
    0.62803E-02    0.88366E+01
    0.64072E-02    0.89390E+01
    0.65366E-02    0.90410E+01
    0.66686E-02    0.91426E+01
    0.68033E-02    0.92437E+01
    0.69408E-02    0.93443E+01
    0.70810E-02    0.94442E+01
    0.72240E-02    0.95435E+01
    0.73700E-02    0.96419E+01
    0.75189E-02    0.97396E+01
    0.76708E-02    0.98363E+01
    0.78257E-02    0.99320E+01
    0.79838E-02    0.10027E+02
    0.81451E-02    0.10120E+02
    0.83096E-02    0.10212E+02
    0.84775E-02    0.10303E+02
    0.86488E-02    0.10392E+02
    0.88235E-02    0.10480E+02
    0.90017E-02    0.10566E+02
    0.91836E-02    0.10650E+02
    0.93691E-02    0.10733E+02
    0.95583E-02    0.10813E+02
