#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11637E+04    0.32002E-01    0.13942E-02    0.32002E-01    0.14457E-05   -0.20310E-07    0.13942E-02   -0.20310E-07    0.98855E-08
     3    0.11255E+04    0.72581E-01    0.98124E-03    0.72581E-01    0.68400E-05   -0.24388E-07    0.98124E-03   -0.24388E-07    0.60153E-08
     4    0.10884E+04    0.12392E+00    0.74110E-03    0.12392E+00    0.19715E-04   -0.26524E-07    0.74110E-03   -0.26524E-07    0.41639E-08
     5    0.10619E+04    0.18505E+00    0.58531E-03    0.18505E+00    0.44501E-04   -0.27869E-07    0.58531E-03   -0.27869E-07    0.30979E-08
     6    0.10453E+04    0.25514E+00    0.47701E-03    0.25514E+00    0.86455E-04   -0.28745E-07    0.47701E-03   -0.28745E-07    0.24138E-08
     7    0.10363E+04    0.33339E+00    0.39789E-03    0.33339E+00    0.15159E-03   -0.29347E-07    0.39789E-03   -0.29347E-07    0.19434E-08
     8    0.10324E+04    0.41882E+00    0.33790E-03    0.41882E+00    0.24657E-03   -0.29808E-07    0.33790E-03   -0.29808E-07    0.16033E-08
     9    0.10329E+04    0.51073E+00    0.29106E-03    0.51073E+00    0.37882E-03   -0.30196E-07    0.29106E-03   -0.30196E-07    0.13483E-08
    10    0.10366E+04    0.60809E+00    0.25362E-03    0.60809E+00    0.55599E-03   -0.30483E-07    0.25362E-03   -0.30483E-07    0.11511E-08
    11    0.10428E+04    0.71024E+00    0.22325E-03    0.71024E+00    0.78686E-03   -0.30681E-07    0.22325E-03   -0.30681E-07    0.99526E-09
    12    0.10516E+04    0.81692E+00    0.19810E-03    0.81692E+00    0.10802E-02   -0.30767E-07    0.19810E-03   -0.30767E-07    0.86933E-09
    13    0.10619E+04    0.92622E+00    0.17718E-03    0.92622E+00    0.14452E-02   -0.30822E-07    0.17718E-03   -0.30822E-07    0.76628E-09
    14    0.10734E+04    0.10376E+01    0.15941E-03    0.10376E+01    0.18910E-02   -0.30846E-07    0.15941E-03   -0.30846E-07    0.68051E-09
    15    0.10861E+04    0.11502E+01    0.14425E-03    0.11502E+01    0.24284E-02   -0.30876E-07    0.14425E-03   -0.30876E-07    0.60847E-09
    16    0.11001E+04    0.12644E+01    0.13113E-03    0.12644E+01    0.30681E-02   -0.30892E-07    0.13113E-03   -0.30892E-07    0.54725E-09
    17    0.11149E+04    0.13783E+01    0.11973E-03    0.13783E+01    0.38210E-02   -0.30886E-07    0.11973E-03   -0.30886E-07    0.49468E-09
    18    0.11300E+04    0.14907E+01    0.10976E-03    0.14907E+01    0.46957E-02   -0.30855E-07    0.10976E-03   -0.30855E-07    0.44929E-09
    19    0.11469E+04    0.16026E+01    0.10102E-03    0.16026E+01    0.57086E-02   -0.30823E-07    0.10102E-03   -0.30823E-07    0.40978E-09
