#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.204055E+07   0.204054E+07   0.271420E+07   0.271411E+07   0.204377E+07   0.204061E+07   0.204055E+07   0.204523E+07  -0.600277E+00   0.203741E+07   0.203741E+07   0.340643E+00
   0.798228E-04   0.204053E+07   0.204053E+07   0.271256E+07   0.271244E+07   0.204369E+07   0.204059E+07   0.204053E+07   0.204522E+07  -0.600271E+00   0.203739E+07   0.203739E+07   0.380661E+00
   0.892035E-04   0.204051E+07   0.204051E+07   0.271051E+07   0.271037E+07   0.204358E+07   0.204057E+07   0.204051E+07   0.204519E+07  -0.600264E+00   0.203737E+07   0.203737E+07   0.425375E+00
   0.996866E-04   0.204049E+07   0.204049E+07   0.270795E+07   0.270778E+07   0.204344E+07   0.204055E+07   0.204049E+07   0.204516E+07  -0.600255E+00   0.203735E+07   0.203735E+07   0.475337E+00
   0.111402E-03   0.204046E+07   0.204046E+07   0.270476E+07   0.270454E+07   0.204328E+07   0.204052E+07   0.204046E+07   0.204513E+07  -0.600244E+00   0.203732E+07   0.203732E+07   0.531158E+00
   0.124493E-03   0.204043E+07   0.204043E+07   0.270078E+07   0.270051E+07   0.204307E+07   0.204048E+07   0.204043E+07   0.204508E+07  -0.600231E+00   0.203728E+07   0.203728E+07   0.593524E+00
   0.139124E-03   0.204039E+07   0.204038E+07   0.269582E+07   0.269549E+07   0.204281E+07   0.204043E+07   0.204038E+07   0.204503E+07  -0.600214E+00   0.203724E+07   0.203724E+07   0.663197E+00
   0.155474E-03   0.204033E+07   0.204033E+07   0.268964E+07   0.268922E+07   0.204248E+07   0.204037E+07   0.204033E+07   0.204496E+07  -0.600192E+00   0.203718E+07   0.203718E+07   0.741029E+00
   0.173745E-03   0.204026E+07   0.204026E+07   0.268193E+07   0.268141E+07   0.204207E+07   0.204030E+07   0.204026E+07   0.204487E+07  -0.600166E+00   0.203711E+07   0.203711E+07   0.827964E+00
   0.194163E-03   0.204018E+07   0.204018E+07   0.267234E+07   0.267170E+07   0.204157E+07   0.204020E+07   0.204018E+07   0.204476E+07  -0.600133E+00   0.203702E+07   0.203702E+07   0.925057E+00
   0.216981E-03   0.204007E+07   0.204007E+07   0.266040E+07   0.265960E+07   0.204093E+07   0.204009E+07   0.204007E+07   0.204463E+07  -0.600091E+00   0.203691E+07   0.203691E+07   0.103348E+01
   0.242480E-03   0.203994E+07   0.203994E+07   0.264557E+07   0.264458E+07   0.204014E+07   0.203995E+07   0.203994E+07   0.204446E+07  -0.600040E+00   0.203677E+07   0.203677E+07   0.115453E+01
   0.270976E-03   0.203978E+07   0.203977E+07   0.262715E+07   0.262592E+07   0.203916E+07   0.203977E+07   0.203978E+07   0.204425E+07  -0.599975E+00   0.203660E+07   0.203660E+07   0.128964E+01
   0.302821E-03   0.203957E+07   0.203957E+07   0.260431E+07   0.260279E+07   0.203793E+07   0.203954E+07   0.203957E+07   0.204398E+07  -0.599895E+00   0.203639E+07   0.203639E+07   0.144041E+01
   0.338408E-03   0.203932E+07   0.203931E+07   0.257605E+07   0.257418E+07   0.203639E+07   0.203926E+07   0.203932E+07   0.204366E+07  -0.599795E+00   0.203612E+07   0.203612E+07   0.160860E+01
   0.378178E-03   0.203900E+07   0.203899E+07   0.254115E+07   0.253887E+07   0.203448E+07   0.203892E+07   0.203900E+07   0.204325E+07  -0.599670E+00   0.203579E+07   0.203579E+07   0.179612E+01
   0.422621E-03   0.203861E+07   0.203859E+07   0.249820E+07   0.249540E+07   0.203210E+07   0.203848E+07   0.203860E+07   0.204274E+07  -0.599515E+00   0.203537E+07   0.203537E+07   0.200509E+01
   0.472287E-03   0.203811E+07   0.203809E+07   0.244550E+07   0.244210E+07   0.202914E+07   0.203794E+07   0.203811E+07   0.204211E+07  -0.599323E+00   0.203486E+07   0.203485E+07   0.223781E+01
   0.527790E-03   0.203750E+07   0.203747E+07   0.238114E+07   0.237704E+07   0.202546E+07   0.203727E+07   0.203750E+07   0.204133E+07  -0.599084E+00   0.203421E+07   0.203421E+07   0.249676E+01
   0.589815E-03   0.203674E+07   0.203670E+07   0.230299E+07   0.229808E+07   0.202088E+07   0.203643E+07   0.203673E+07   0.204036E+07  -0.598787E+00   0.203341E+07   0.203341E+07   0.278460E+01
   0.659130E-03   0.203579E+07   0.203574E+07   0.220876E+07   0.220296E+07   0.201520E+07   0.203539E+07   0.203578E+07   0.203916E+07  -0.598420E+00   0.203241E+07   0.203241E+07   0.310415E+01
   0.736590E-03   0.203461E+07   0.203456E+07   0.209616E+07   0.208940E+07   0.200817E+07   0.203411E+07   0.203460E+07   0.203768E+07  -0.597967E+00   0.203118E+07   0.203117E+07   0.345840E+01
   0.823153E-03   0.203315E+07   0.203308E+07   0.196314E+07   0.195541E+07   0.199947E+07   0.203251E+07   0.203314E+07   0.203586E+07  -0.597409E+00   0.202964E+07   0.202964E+07   0.385040E+01
   0.919889E-03   0.203135E+07   0.203126E+07   0.180825E+07   0.179962E+07   0.198875E+07   0.203053E+07   0.203133E+07   0.203362E+07  -0.596723E+00   0.202774E+07   0.202773E+07   0.428325E+01
   0.102799E-02   0.202912E+07   0.202902E+07   0.163115E+07   0.162184E+07   0.197557E+07   0.202810E+07   0.202911E+07   0.203088E+07  -0.595884E+00   0.202539E+07   0.202538E+07   0.476004E+01
   0.114880E-02   0.202638E+07   0.202625E+07   0.143340E+07   0.142379E+07   0.195943E+07   0.202510E+07   0.202636E+07   0.202755E+07  -0.594862E+00   0.202250E+07   0.202249E+07   0.528376E+01
   0.128381E-02   0.202302E+07   0.202286E+07   0.121921E+07   0.120989E+07   0.193975E+07   0.202143E+07   0.202300E+07   0.202351E+07  -0.593624E+00   0.201894E+07   0.201893E+07   0.585722E+01
   0.143468E-02   0.201891E+07   0.201871E+07   0.996217E+06   0.988006E+06   0.191605E+07   0.201695E+07   0.201888E+07   0.201865E+07  -0.592134E+00   0.201460E+07   0.201458E+07   0.648307E+01
   0.160328E-02   0.201392E+07   0.201367E+07   0.775949E+06   0.769775E+06   0.188744E+07   0.201151E+07   0.201388E+07   0.201283E+07  -0.590350E+00   0.200930E+07   0.200928E+07   0.716377E+01
   0.179170E-02   0.200788E+07   0.200756E+07   0.573227E+06   0.569942E+06   0.185334E+07   0.200493E+07   0.200783E+07   0.200591E+07  -0.588232E+00   0.200288E+07   0.200286E+07   0.790181E+01
   0.200226E-02   0.200061E+07   0.200022E+07   0.404042E+06   0.404068E+06   0.181313E+07   0.199703E+07   0.200056E+07   0.199772E+07  -0.585736E+00   0.199515E+07   0.199512E+07   0.869995E+01
   0.223756E-02   0.199193E+07   0.199144E+07   0.281326E+06   0.284227E+06   0.176636E+07   0.198762E+07   0.199186E+07   0.198810E+07  -0.582816E+00   0.198592E+07   0.198588E+07   0.956169E+01
   0.250052E-02   0.198164E+07   0.198103E+07   0.209142E+06   0.213361E+06   0.171278E+07   0.197650E+07   0.198155E+07   0.197686E+07  -0.579424E+00   0.197497E+07   0.197493E+07   0.104917E+02
   0.279438E-02   0.196952E+07   0.196877E+07   0.177783E+06   0.180962E+06   0.165252E+07   0.196346E+07   0.196941E+07   0.196376E+07  -0.575503E+00   0.196212E+07   0.196207E+07   0.114960E+02
   0.312277E-02   0.195536E+07   0.195443E+07   0.164516E+06   0.164735E+06   0.158615E+07   0.194829E+07   0.195523E+07   0.194857E+07  -0.570991E+00   0.194717E+07   0.194711E+07   0.125819E+02
   0.348976E-02   0.193895E+07   0.193778E+07   0.144432E+06   0.141948E+06   0.151474E+07   0.193081E+07   0.193878E+07   0.193106E+07  -0.565820E+00   0.192992E+07   0.192985E+07   0.137571E+02
   0.389987E-02   0.192005E+07   0.191861E+07   0.108490E+06   0.106201E+06   0.143971E+07   0.191083E+07   0.191985E+07   0.191101E+07  -0.559921E+00   0.191020E+07   0.191010E+07   0.150284E+02
   0.435818E-02   0.189847E+07   0.189668E+07   0.722361E+05   0.728819E+05   0.136265E+07   0.188815E+07   0.189822E+07   0.188828E+07  -0.553235E+00   0.188781E+07   0.188769E+07   0.164014E+02
   0.487035E-02   0.187400E+07   0.187179E+07   0.562122E+05   0.582747E+05   0.128484E+07   0.186262E+07   0.187369E+07   0.186272E+07  -0.545717E+00   0.186257E+07   0.186243E+07   0.178809E+02
   0.492476E-02   0.187139E+07   0.186913E+07   0.557580E+05   0.577173E+05   0.127706E+07   0.185990E+07   0.187107E+07   0.186000E+07  -0.544918E+00   0.185988E+07   0.185974E+07   0.180349E+02
   0.497979E-02   0.186874E+07   0.186643E+07   0.554297E+05   0.572396E+05   0.126927E+07   0.185716E+07   0.186842E+07   0.185725E+07  -0.544110E+00   0.185716E+07   0.185702E+07   0.181900E+02
   0.503543E-02   0.186607E+07   0.186371E+07   0.551966E+05   0.568139E+05   0.126148E+07   0.185438E+07   0.186573E+07   0.185447E+07  -0.543293E+00   0.185441E+07   0.185427E+07   0.183463E+02
   0.509169E-02   0.186336E+07   0.186095E+07   0.550261E+05   0.564124E+05   0.125369E+07   0.185157E+07   0.186302E+07   0.185166E+07  -0.542468E+00   0.185163E+07   0.185148E+07   0.185037E+02
   0.514858E-02   0.186063E+07   0.185816E+07   0.548853E+05   0.560075E+05   0.124590E+07   0.184873E+07   0.186028E+07   0.184883E+07  -0.541633E+00   0.184882E+07   0.184867E+07   0.186622E+02
   0.520610E-02   0.185786E+07   0.185534E+07   0.547411E+05   0.555728E+05   0.123811E+07   0.184586E+07   0.185750E+07   0.184596E+07  -0.540789E+00   0.184598E+07   0.184583E+07   0.188219E+02
   0.526427E-02   0.185506E+07   0.185249E+07   0.545614E+05   0.550840E+05   0.123032E+07   0.184296E+07   0.185469E+07   0.184305E+07  -0.539937E+00   0.184311E+07   0.184296E+07   0.189827E+02
   0.532309E-02   0.185223E+07   0.184960E+07   0.543161E+05   0.545191E+05   0.122253E+07   0.184003E+07   0.185185E+07   0.184012E+07  -0.539075E+00   0.184021E+07   0.184005E+07   0.191446E+02
   0.538256E-02   0.184936E+07   0.184668E+07   0.539776E+05   0.538595E+05   0.121474E+07   0.183706E+07   0.184898E+07   0.183716E+07  -0.538204E+00   0.183728E+07   0.183711E+07   0.193077E+02
   0.544270E-02   0.184647E+07   0.184373E+07   0.535220E+05   0.530906E+05   0.120695E+07   0.183407E+07   0.184608E+07   0.183416E+07  -0.537324E+00   0.183431E+07   0.183414E+07   0.194720E+02
   0.550352E-02   0.184354E+07   0.184074E+07   0.529297E+05   0.522021E+05   0.119916E+07   0.183104E+07   0.184314E+07   0.183113E+07  -0.536435E+00   0.183132E+07   0.183114E+07   0.196374E+02
   0.556501E-02   0.184058E+07   0.183772E+07   0.521861E+05   0.511885E+05   0.119136E+07   0.182798E+07   0.184017E+07   0.182807E+07  -0.535537E+00   0.182829E+07   0.182811E+07   0.198041E+02
   0.562719E-02   0.183758E+07   0.183467E+07   0.512820E+05   0.500492E+05   0.118356E+07   0.182489E+07   0.183717E+07   0.182497E+07  -0.534629E+00   0.182523E+07   0.182505E+07   0.199718E+02
   0.569006E-02   0.183456E+07   0.183158E+07   0.502143E+05   0.487888E+05   0.117576E+07   0.182176E+07   0.183413E+07   0.182185E+07  -0.533711E+00   0.182213E+07   0.182195E+07   0.201408E+02
   0.575363E-02   0.183150E+07   0.182846E+07   0.489858E+05   0.474169E+05   0.116795E+07   0.181861E+07   0.183107E+07   0.181869E+07  -0.532785E+00   0.181901E+07   0.181882E+07   0.203109E+02
   0.581792E-02   0.182841E+07   0.182530E+07   0.476056E+05   0.459478E+05   0.116014E+07   0.181542E+07   0.182796E+07   0.181550E+07  -0.531848E+00   0.181585E+07   0.181566E+07   0.204821E+02
