#           k/h    P           
    0.10000E-03    0.20584E+00
    0.10202E-03    0.20987E+00
    0.10408E-03    0.21398E+00
    0.10618E-03    0.21817E+00
    0.10833E-03    0.22244E+00
    0.11052E-03    0.22680E+00
    0.11275E-03    0.23124E+00
    0.11503E-03    0.23577E+00
    0.11735E-03    0.24039E+00
    0.11972E-03    0.24509E+00
    0.12214E-03    0.24990E+00
    0.12461E-03    0.25479E+00
    0.12712E-03    0.25978E+00
    0.12969E-03    0.26487E+00
    0.13231E-03    0.27005E+00
    0.13499E-03    0.27534E+00
    0.13771E-03    0.28074E+00
    0.14049E-03    0.28623E+00
    0.14333E-03    0.29184E+00
    0.14623E-03    0.29755E+00
    0.14918E-03    0.30338E+00
    0.15220E-03    0.30932E+00
    0.15527E-03    0.31538E+00
    0.15841E-03    0.32155E+00
    0.16161E-03    0.32785E+00
    0.16487E-03    0.33427E+00
    0.16820E-03    0.34082E+00
    0.17160E-03    0.34749E+00
    0.17507E-03    0.35429E+00
    0.17860E-03    0.36123E+00
    0.18221E-03    0.36830E+00
    0.18589E-03    0.37552E+00
    0.18965E-03    0.38287E+00
    0.19348E-03    0.39036E+00
    0.19739E-03    0.39801E+00
    0.20138E-03    0.40580E+00
    0.20544E-03    0.41374E+00
    0.20959E-03    0.42184E+00
    0.21383E-03    0.43010E+00
    0.21815E-03    0.43852E+00
    0.22255E-03    0.44710E+00
    0.22705E-03    0.45586E+00
    0.23164E-03    0.46478E+00
    0.23632E-03    0.47388E+00
    0.24109E-03    0.48315E+00
    0.24596E-03    0.49261E+00
    0.25093E-03    0.50225E+00
    0.25600E-03    0.51208E+00
    0.26117E-03    0.52210E+00
    0.26645E-03    0.53232E+00
    0.27183E-03    0.54273E+00
    0.27732E-03    0.55335E+00
    0.28292E-03    0.56418E+00
    0.28864E-03    0.57522E+00
    0.29447E-03    0.58647E+00
    0.30042E-03    0.59795E+00
    0.30649E-03    0.60964E+00
    0.31268E-03    0.62157E+00
    0.31899E-03    0.63373E+00
    0.32544E-03    0.64612E+00
    0.33201E-03    0.65876E+00
    0.33872E-03    0.67164E+00
    0.34556E-03    0.68478E+00
    0.35254E-03    0.69817E+00
    0.35966E-03    0.71182E+00
    0.36693E-03    0.72573E+00
    0.37434E-03    0.73992E+00
    0.38190E-03    0.75438E+00
    0.38962E-03    0.76913E+00
    0.39749E-03    0.78416E+00
    0.40552E-03    0.79949E+00
    0.41371E-03    0.81511E+00
    0.42207E-03    0.83103E+00
    0.43060E-03    0.84727E+00
    0.43929E-03    0.86382E+00
    0.44817E-03    0.88069E+00
