#    L    TT             EE             TE             PP             TP          
     2    0.91292E+03    0.10433E-05    0.23004E-01    0.85215E+06    0.26029E+05
     3    0.87083E+03    0.49273E-05    0.52500E-01    0.13120E+07    0.30616E+05
     4    0.83387E+03    0.14184E-04    0.89774E-01    0.17209E+07    0.32678E+05
     5    0.80781E+03    0.31984E-04    0.13408E+00    0.20819E+07    0.33443E+05
     6    0.79095E+03    0.62085E-04    0.18480E+00    0.24002E+07    0.33506E+05
     7    0.78097E+03    0.10879E-03    0.24135E+00    0.26823E+07    0.33172E+05
     8    0.77574E+03    0.17684E-03    0.30299E+00    0.29331E+07    0.32607E+05
     9    0.77430E+03    0.27154E-03    0.36921E+00    0.31572E+07    0.31905E+05
    10    0.77577E+03    0.39834E-03    0.43928E+00    0.33577E+07    0.31124E+05
    11    0.77941E+03    0.56350E-03    0.51267E+00    0.35382E+07    0.30317E+05
    12    0.78530E+03    0.77326E-03    0.58921E+00    0.36997E+07    0.29488E+05
    13    0.79249E+03    0.10342E-02    0.66751E+00    0.38459E+07    0.28682E+05
    14    0.80082E+03    0.13528E-02    0.74719E+00    0.39771E+07    0.27878E+05
    15    0.81010E+03    0.17367E-02    0.82758E+00    0.40960E+07    0.27098E+05
    16    0.82057E+03    0.21937E-02    0.90896E+00    0.42034E+07    0.26331E+05
    17    0.83173E+03    0.27314E-02    0.98993E+00    0.42997E+07    0.25589E+05
    18    0.84323E+03    0.33559E-02    0.10696E+01    0.43870E+07    0.24875E+05
    19    0.85614E+03    0.40790E-02    0.11488E+01    0.44658E+07    0.24194E+05
    20    0.86932E+03    0.49045E-02    0.12260E+01    0.45364E+07    0.23529E+05
    21    0.88295E+03    0.58417E-02    0.13007E+01    0.45997E+07    0.22891E+05
    22    0.89697E+03    0.68990E-02    0.13724E+01    0.46567E+07    0.22278E+05
    23    0.91138E+03    0.80847E-02    0.14407E+01    0.47077E+07    0.21689E+05
    24    0.92620E+03    0.94062E-02    0.15044E+01    0.47528E+07    0.21126E+05
    25    0.94136E+03    0.10872E-01    0.15638E+01    0.47930E+07    0.20585E+05
    26    0.95685E+03    0.12491E-01    0.16186E+01    0.48285E+07    0.20062E+05
    27    0.97265E+03    0.14270E-01    0.16680E+01    0.48594E+07    0.19558E+05
    28    0.98867E+03    0.16217E-01    0.17111E+01    0.48865E+07    0.19077E+05
    29    0.10051E+04    0.18341E-01    0.17473E+01    0.49096E+07    0.18616E+05
    30    0.10217E+04    0.20648E-01    0.17776E+01    0.49294E+07    0.18169E+05
    31    0.10385E+04    0.23147E-01    0.18007E+01    0.49457E+07    0.17737E+05
    32    0.10556E+04    0.25845E-01    0.18160E+01    0.49592E+07    0.17323E+05
    33    0.10729E+04    0.28749E-01    0.18223E+01    0.49699E+07    0.16928E+05
    34    0.10904E+04    0.31865E-01    0.18209E+01    0.49779E+07    0.16544E+05
    35    0.11082E+04    0.35201E-01    0.18111E+01    0.49834E+07    0.16173E+05
    36    0.11260E+04    0.38763E-01    0.17919E+01    0.49868E+07    0.15816E+05
    37    0.11442E+04    0.42559E-01    0.17626E+01    0.49881E+07    0.15473E+05
    38    0.11626E+04    0.46594E-01    0.17239E+01    0.49874E+07    0.15141E+05
    39    0.11811E+04    0.50870E-01    0.16753E+01    0.49848E+07    0.14820E+05
    40    0.11997E+04    0.55394E-01    0.16159E+01    0.49805E+07    0.14511E+05
    41    0.12187E+04    0.60174E-01    0.15449E+01    0.49747E+07    0.14214E+05
    42    0.12378E+04    0.65215E-01    0.14633E+01    0.49674E+07    0.13926E+05
    43    0.12571E+04    0.70522E-01    0.13716E+01    0.49587E+07    0.13646E+05
    44    0.12764E+04    0.76089E-01    0.12682E+01    0.49487E+07    0.13375E+05
    45    0.12961E+04    0.81927E-01    0.11519E+01    0.49374E+07    0.13115E+05
    46    0.13160E+04    0.88049E-01    0.10236E+01    0.49251E+07    0.12863E+05
    47    0.13359E+04    0.94442E-01    0.88447E+00    0.49117E+07    0.12617E+05
    48    0.13560E+04    0.10111E+00    0.73298E+00    0.48973E+07    0.12379E+05
    49    0.13764E+04    0.10806E+00    0.56785E+00    0.48820E+07    0.12151E+05
    50    0.13970E+04    0.11531E+00    0.39005E+00    0.48658E+07    0.11929E+05
    51    0.14176E+04    0.12284E+00    0.20079E+00    0.48489E+07    0.11712E+05
    52    0.14386E+04    0.13064E+00   -0.12816E-02    0.48313E+07    0.11502E+05
    53    0.14599E+04    0.13874E+00   -0.21761E+00    0.48130E+07    0.11300E+05
    54    0.14812E+04    0.14712E+00   -0.44699E+00    0.47940E+07    0.11104E+05
    55    0.15026E+04    0.15578E+00   -0.68826E+00    0.47744E+07    0.10912E+05
    56    0.15243E+04    0.16474E+00   -0.94256E+00    0.47543E+07    0.10726E+05
    57    0.15462E+04    0.17397E+00   -0.12112E+01    0.47337E+07    0.10546E+05
    58    0.15684E+04    0.18349E+00   -0.14932E+01    0.47126E+07    0.10372E+05
    59    0.15907E+04    0.19330E+00   -0.17876E+01    0.46911E+07    0.10201E+05
    60    0.16131E+04    0.20335E+00   -0.20932E+01    0.46692E+07    0.10034E+05
    61    0.16361E+04    0.21367E+00   -0.24097E+01    0.46470E+07    0.98721E+04
    62    0.16590E+04    0.22424E+00   -0.27385E+01    0.46244E+07    0.97150E+04
    63    0.16821E+04    0.23506E+00   -0.30811E+01    0.46015E+07    0.95626E+04
    64    0.17056E+04    0.24619E+00   -0.34394E+01    0.45783E+07    0.94145E+04
    65    0.17291E+04    0.25762E+00   -0.38146E+01    0.45549E+07    0.92705E+04
    66    0.17529E+04    0.26931E+00   -0.42053E+01    0.45313E+07    0.91303E+04
    67    0.17768E+04    0.28126E+00   -0.46092E+01    0.45074E+07    0.89938E+04
    68    0.18011E+04    0.29347E+00   -0.50247E+01    0.44834E+07    0.88606E+04
    69    0.18255E+04    0.30588E+00   -0.54490E+01    0.44592E+07    0.87307E+04
    70    0.18503E+04    0.31851E+00   -0.58825E+01    0.44349E+07    0.86039E+04
    71    0.18753E+04    0.33133E+00   -0.63264E+01    0.44105E+07    0.84802E+04
    72    0.19005E+04    0.34431E+00   -0.67821E+01    0.43859E+07    0.83595E+04
    73    0.19259E+04    0.35746E+00   -0.72503E+01    0.43613E+07    0.82416E+04
    74    0.19514E+04    0.37076E+00   -0.77303E+01    0.43365E+07    0.81264E+04
    75    0.19772E+04    0.38426E+00   -0.82208E+01    0.43117E+07    0.80139E+04
    76    0.20032E+04    0.39797E+00   -0.87222E+01    0.42869E+07    0.79040E+04
    77    0.20294E+04    0.41187E+00   -0.92341E+01    0.42620E+07    0.77966E+04
    78    0.20560E+04    0.42599E+00   -0.97580E+01    0.42371E+07    0.76917E+04
    79    0.20827E+04    0.44025E+00   -0.10290E+02    0.42122E+07    0.75892E+04
    80    0.21097E+04    0.45465E+00   -0.10831E+02    0.41873E+07    0.74891E+04
    81    0.21370E+04    0.46914E+00   -0.11381E+02    0.41624E+07    0.73913E+04
    82    0.21645E+04    0.48374E+00   -0.11941E+02    0.41375E+07    0.72958E+04
    83    0.21922E+04    0.49842E+00   -0.12510E+02    0.41126E+07    0.72024E+04
    84    0.22202E+04    0.51318E+00   -0.13086E+02    0.40878E+07    0.71111E+04
    85    0.22484E+04    0.52800E+00   -0.13670E+02    0.40630E+07    0.70218E+04
    86    0.22768E+04    0.54289E+00   -0.14263E+02    0.40383E+07    0.69345E+04
    87    0.23056E+04    0.55782E+00   -0.14862E+02    0.40136E+07    0.68490E+04
    88    0.23344E+04    0.57281E+00   -0.15467E+02    0.39890E+07    0.67653E+04
    89    0.23636E+04    0.58783E+00   -0.16080E+02    0.39645E+07    0.66834E+04
    90    0.23930E+04    0.60286E+00   -0.16698E+02    0.39401E+07    0.66031E+04
    91    0.24225E+04    0.61788E+00   -0.17321E+02    0.39157E+07    0.65244E+04
    92    0.24524E+04    0.63287E+00   -0.17948E+02    0.38914E+07    0.64472E+04
    93    0.24825E+04    0.64784E+00   -0.18581E+02    0.38673E+07    0.63715E+04
    94    0.25127E+04    0.66275E+00   -0.19216E+02    0.38432E+07    0.62973E+04
    95    0.25432E+04    0.67759E+00   -0.19855E+02    0.38192E+07    0.62245E+04
    96    0.25737E+04    0.69236E+00   -0.20498E+02    0.37954E+07    0.61531E+04
    97    0.26046E+04    0.70704E+00   -0.21143E+02    0.37717E+07    0.60831E+04
    98    0.26357E+04    0.72162E+00   -0.21789E+02    0.37480E+07    0.60143E+04
    99    0.26669E+04    0.73607E+00   -0.22438E+02    0.37245E+07    0.59468E+04
   100    0.26984E+04    0.75038E+00   -0.23086E+02    0.37012E+07    0.58805E+04
   101    0.27301E+04    0.76462E+00   -0.23736E+02    0.36779E+07    0.58154E+04
   102    0.27622E+04    0.77864E+00   -0.24386E+02    0.36548E+07    0.57515E+04
   103    0.27943E+04    0.79251E+00   -0.25036E+02    0.36318E+07    0.56888E+04
   104    0.28265E+04    0.80623E+00   -0.25684E+02    0.36089E+07    0.56272E+04
   105    0.28589E+04    0.81972E+00   -0.26331E+02    0.35862E+07    0.55667E+04
   106    0.28916E+04    0.83307E+00   -0.26976E+02    0.35636E+07    0.55072E+04
   107    0.29241E+04    0.84612E+00   -0.27618E+02    0.35412E+07    0.54488E+04
   108    0.29571E+04    0.85894E+00   -0.28257E+02    0.35188E+07    0.53914E+04
   109    0.29901E+04    0.87147E+00   -0.28893E+02    0.34967E+07    0.53351E+04
   110    0.30233E+04    0.88370E+00   -0.29523E+02    0.34746E+07    0.52796E+04
   111    0.30566E+04    0.89570E+00   -0.30149E+02    0.34527E+07    0.52251E+04
   112    0.30900E+04    0.90741E+00   -0.30771E+02    0.34310E+07    0.51715E+04
   113    0.31237E+04    0.91882E+00   -0.31387E+02    0.34094E+07    0.51188E+04
   114    0.31574E+04    0.92986E+00   -0.31996E+02    0.33880E+07    0.50670E+04
   115    0.31913E+04    0.94067E+00   -0.32598E+02    0.33667E+07    0.50159E+04
   116    0.32253E+04    0.95103E+00   -0.33192E+02    0.33455E+07    0.49657E+04
   117    0.32595E+04    0.96102E+00   -0.33779E+02    0.33245E+07    0.49163E+04
   118    0.32939E+04    0.97079E+00   -0.34357E+02    0.33037E+07    0.48676E+04
   119    0.33283E+04    0.98019E+00   -0.34926E+02    0.32830E+07    0.48197E+04
   120    0.33629E+04    0.98907E+00   -0.35485E+02    0.32625E+07    0.47726E+04
   121    0.33974E+04    0.99773E+00   -0.36034E+02    0.32421E+07    0.47261E+04
   122    0.34320E+04    0.10059E+01   -0.36572E+02    0.32219E+07    0.46804E+04
   123    0.34667E+04    0.10136E+01   -0.37099E+02    0.32018E+07    0.46353E+04
   124    0.35015E+04    0.10209E+01   -0.37613E+02    0.31818E+07    0.45909E+04
   125    0.35362E+04    0.10278E+01   -0.38115E+02    0.31621E+07    0.45472E+04
   126    0.35710E+04    0.10343E+01   -0.38604E+02    0.31424E+07    0.45040E+04
   127    0.36059E+04    0.10403E+01   -0.39081E+02    0.31229E+07    0.44615E+04
   128    0.36407E+04    0.10459E+01   -0.39543E+02    0.31036E+07    0.44196E+04
   129    0.36755E+04    0.10510E+01   -0.39991E+02    0.30844E+07    0.43783E+04
   130    0.37104E+04    0.10556E+01   -0.40423E+02    0.30654E+07    0.43375E+04
   131    0.37453E+04    0.10599E+01   -0.40842E+02    0.30465E+07    0.42973E+04
   132    0.37802E+04    0.10636E+01   -0.41243E+02    0.30278E+07    0.42576E+04
   133    0.38151E+04    0.10669E+01   -0.41630E+02    0.30092E+07    0.42184E+04
   134    0.38499E+04    0.10697E+01   -0.41997E+02    0.29908E+07    0.41798E+04
   135    0.38848E+04    0.10720E+01   -0.42348E+02    0.29725E+07    0.41416E+04
   136    0.39195E+04    0.10738E+01   -0.42679E+02    0.29544E+07    0.41039E+04
   137    0.39542E+04    0.10752E+01   -0.42993E+02    0.29364E+07    0.40667E+04
   138    0.39888E+04    0.10761E+01   -0.43288E+02    0.29186E+07    0.40300E+04
   139    0.40232E+04    0.10766E+01   -0.43563E+02    0.29009E+07    0.39937E+04
   140    0.40577E+04    0.10765E+01   -0.43819E+02    0.28833E+07    0.39579E+04
   141    0.40919E+04    0.10759E+01   -0.44054E+02    0.28659E+07    0.39226E+04
   142    0.41262E+04    0.10748E+01   -0.44268E+02    0.28487E+07    0.38876E+04
   143    0.41604E+04    0.10733E+01   -0.44462E+02    0.28316E+07    0.38531E+04
   144    0.41944E+04    0.10713E+01   -0.44635E+02    0.28146E+07    0.38191E+04
   145    0.42283E+04    0.10690E+01   -0.44787E+02    0.27977E+07    0.37854E+04
   146    0.42622E+04    0.10660E+01   -0.44916E+02    0.27810E+07    0.37522E+04
   147    0.42958E+04    0.10627E+01   -0.45023E+02    0.27645E+07    0.37193E+04
   148    0.43292E+04    0.10589E+01   -0.45108E+02    0.27481E+07    0.36868E+04
   149    0.43626E+04    0.10546E+01   -0.45169E+02    0.27318E+07    0.36547E+04
   150    0.43957E+04    0.10500E+01   -0.45206E+02    0.27156E+07    0.36230E+04
   151    0.44286E+04    0.10449E+01   -0.45220E+02    0.26996E+07    0.35916E+04
   152    0.44613E+04    0.10393E+01   -0.45210E+02    0.26838E+07    0.35606E+04
   153    0.44938E+04    0.10334E+01   -0.45174E+02    0.26680E+07    0.35300E+04
   154    0.45261E+04    0.10271E+01   -0.45114E+02    0.26524E+07    0.34996E+04
   155    0.45582E+04    0.10204E+01   -0.45029E+02    0.26369E+07    0.34697E+04
   156    0.45898E+04    0.10134E+01   -0.44919E+02    0.26216E+07    0.34400E+04
   157    0.46214E+04    0.10060E+01   -0.44783E+02    0.26064E+07    0.34107E+04
   158    0.46527E+04    0.99833E+00   -0.44622E+02    0.25913E+07    0.33817E+04
   159    0.46837E+04    0.99024E+00   -0.44434E+02    0.25763E+07    0.33531E+04
   160    0.47144E+04    0.98187E+00   -0.44220E+02    0.25615E+07    0.33247E+04
   161    0.47449E+04    0.97329E+00   -0.43980E+02    0.25468E+07    0.32966E+04
   162    0.47751E+04    0.96436E+00   -0.43714E+02    0.25322E+07    0.32689E+04
   163    0.48051E+04    0.95516E+00   -0.43421E+02    0.25178E+07    0.32414E+04
   164    0.48346E+04    0.94575E+00   -0.43102E+02    0.25035E+07    0.32142E+04
   165    0.48639E+04    0.93606E+00   -0.42755E+02    0.24893E+07    0.31873E+04
   166    0.48929E+04    0.92625E+00   -0.42381E+02    0.24752E+07    0.31606E+04
   167    0.49217E+04    0.91610E+00   -0.41982E+02    0.24612E+07    0.31342E+04
   168    0.49499E+04    0.90596E+00   -0.41554E+02    0.24474E+07    0.31081E+04
   169    0.49779E+04    0.89555E+00   -0.41098E+02    0.24336E+07    0.30823E+04
   170    0.50055E+04    0.88509E+00   -0.40616E+02    0.24200E+07    0.30567E+04
   171    0.50326E+04    0.87458E+00   -0.40105E+02    0.24065E+07    0.30313E+04
   172    0.50593E+04    0.86395E+00   -0.39566E+02    0.23931E+07    0.30062E+04
   173    0.50855E+04    0.85319E+00   -0.39001E+02    0.23799E+07    0.29813E+04
   174    0.51115E+04    0.84260E+00   -0.38408E+02    0.23667E+07    0.29567E+04
   175    0.51370E+04    0.83189E+00   -0.37787E+02    0.23537E+07    0.29323E+04
   176    0.51619E+04    0.82129E+00   -0.37138E+02    0.23407E+07    0.29082E+04
   177    0.51865E+04    0.81070E+00   -0.36462E+02    0.23279E+07    0.28842E+04
   178    0.52106E+04    0.80037E+00   -0.35759E+02    0.23152E+07    0.28605E+04
   179    0.52342E+04    0.78998E+00   -0.35028E+02    0.23026E+07    0.28370E+04
   180    0.52575E+04    0.77977E+00   -0.34270E+02    0.22901E+07    0.28138E+04
   181    0.52803E+04    0.76974E+00   -0.33486E+02    0.22777E+07    0.27907E+04
   182    0.53026E+04    0.75996E+00   -0.32673E+02    0.22654E+07    0.27678E+04
   183    0.53244E+04    0.75035E+00   -0.31835E+02    0.22532E+07    0.27452E+04
   184    0.53457E+04    0.74099E+00   -0.30969E+02    0.22411E+07    0.27227E+04
   185    0.53666E+04    0.73203E+00   -0.30079E+02    0.22291E+07    0.27004E+04
   186    0.53867E+04    0.72334E+00   -0.29160E+02    0.22172E+07    0.26784E+04
   187    0.54066E+04    0.71504E+00   -0.28215E+02    0.22054E+07    0.26565E+04
   188    0.54260E+04    0.70713E+00   -0.27246E+02    0.21937E+07    0.26348E+04
   189    0.54447E+04    0.69964E+00   -0.26250E+02    0.21821E+07    0.26133E+04
   190    0.54633E+04    0.69263E+00   -0.25230E+02    0.21706E+07    0.25920E+04
   191    0.54809E+04    0.68612E+00   -0.24183E+02    0.21592E+07    0.25709E+04
   192    0.54982E+04    0.68014E+00   -0.23111E+02    0.21479E+07    0.25499E+04
   193    0.55148E+04    0.67472E+00   -0.22015E+02    0.21367E+07    0.25292E+04
   194    0.55311E+04    0.66991E+00   -0.20895E+02    0.21255E+07    0.25086E+04
   195    0.55467E+04    0.66573E+00   -0.19750E+02    0.21145E+07    0.24882E+04
   196    0.55617E+04    0.66222E+00   -0.18582E+02    0.21036E+07    0.24680E+04
   197    0.55762E+04    0.65943E+00   -0.17392E+02    0.20927E+07    0.24479E+04
   198    0.55902E+04    0.65739E+00   -0.16178E+02    0.20820E+07    0.24280E+04
   199    0.56037E+04    0.65612E+00   -0.14941E+02    0.20713E+07    0.24083E+04
   200    0.56166E+04    0.65567E+00   -0.13683E+02    0.20607E+07    0.23887E+04
   201    0.56288E+04    0.65609E+00   -0.12402E+02    0.20502E+07    0.23693E+04
   202    0.56406E+04    0.65739E+00   -0.11101E+02    0.20398E+07    0.23501E+04
   203    0.56517E+04    0.65962E+00   -0.97773E+01    0.20295E+07    0.23310E+04
   204    0.56621E+04    0.66282E+00   -0.84352E+01    0.20193E+07    0.23121E+04
   205    0.56720E+04    0.66702E+00   -0.70722E+01    0.20091E+07    0.22934E+04
   206    0.56812E+04    0.67227E+00   -0.56895E+01    0.19990E+07    0.22748E+04
   207    0.56899E+04    0.67858E+00   -0.42876E+01    0.19891E+07    0.22563E+04
   208    0.56977E+04    0.68601E+00   -0.28671E+01    0.19791E+07    0.22380E+04
   209    0.57050E+04    0.69459E+00   -0.14283E+01    0.19693E+07    0.22198E+04
   210    0.57117E+04    0.70436E+00    0.27837E-01    0.19596E+07    0.22018E+04
   211    0.57178E+04    0.71535E+00    0.15013E+01    0.19499E+07    0.21840E+04
   212    0.57231E+04    0.72760E+00    0.29910E+01    0.19403E+07    0.21662E+04
   213    0.57279E+04    0.74114E+00    0.44971E+01    0.19308E+07    0.21486E+04
   214    0.57319E+04    0.75598E+00    0.60184E+01    0.19214E+07    0.21312E+04
   215    0.57354E+04    0.77231E+00    0.75540E+01    0.19120E+07    0.21139E+04
   216    0.57382E+04    0.78994E+00    0.91045E+01    0.19027E+07    0.20967E+04
   217    0.57405E+04    0.80902E+00    0.10668E+02    0.18935E+07    0.20796E+04
   218    0.57421E+04    0.82956E+00    0.12244E+02    0.18843E+07    0.20627E+04
   219    0.57431E+04    0.85156E+00    0.13835E+02    0.18753E+07    0.20459E+04
   220    0.57435E+04    0.87517E+00    0.15435E+02    0.18663E+07    0.20293E+04
   221    0.57433E+04    0.90031E+00    0.17047E+02    0.18573E+07    0.20127E+04
   222    0.57425E+04    0.92713E+00    0.18669E+02    0.18484E+07    0.19963E+04
   223    0.57410E+04    0.95556E+00    0.20302E+02    0.18396E+07    0.19800E+04
   224    0.57390E+04    0.98560E+00    0.21943E+02    0.18309E+07    0.19638E+04
   225    0.57363E+04    0.10174E+01    0.23594E+02    0.18222E+07    0.19478E+04
   226    0.57330E+04    0.10509E+01    0.25251E+02    0.18136E+07    0.19319E+04
   227    0.57291E+04    0.10863E+01    0.26917E+02    0.18051E+07    0.19161E+04
   228    0.57246E+04    0.11233E+01    0.28589E+02    0.17967E+07    0.19004E+04
   229    0.57195E+04    0.11622E+01    0.30266E+02    0.17882E+07    0.18848E+04
   230    0.57138E+04    0.12029E+01    0.31949E+02    0.17799E+07    0.18694E+04
   231    0.57074E+04    0.12456E+01    0.33637E+02    0.17716E+07    0.18541E+04
   232    0.57005E+04    0.12900E+01    0.35328E+02    0.17634E+07    0.18388E+04
   233    0.56930E+04    0.13366E+01    0.37022E+02    0.17553E+07    0.18237E+04
   234    0.56847E+04    0.13850E+01    0.38719E+02    0.17472E+07    0.18088E+04
   235    0.56759E+04    0.14354E+01    0.40416E+02    0.17392E+07    0.17939E+04
   236    0.56665E+04    0.14878E+01    0.42116E+02    0.17312E+07    0.17791E+04
   237    0.56564E+04    0.15423E+01    0.43814E+02    0.17233E+07    0.17645E+04
   238    0.56458E+04    0.15988E+01    0.45513E+02    0.17155E+07    0.17499E+04
   239    0.56346E+04    0.16574E+01    0.47211E+02    0.17077E+07    0.17355E+04
