#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.91195E+03    0.26292E-01    0.10572E-02    0.26292E-01    0.11882E-05   -0.16576E-07    0.10572E-02   -0.16576E-07    0.82340E-08
     3    0.88814E+03    0.59441E-01    0.74769E-03    0.59441E-01    0.56272E-05   -0.19890E-07    0.74769E-03   -0.19890E-07    0.50083E-08
     4    0.86304E+03    0.10141E+00    0.56620E-03    0.10141E+00    0.16230E-04   -0.21629E-07    0.56620E-03   -0.21629E-07    0.34662E-08
     5    0.84514E+03    0.15142E+00    0.44794E-03    0.15142E+00    0.36655E-04   -0.22726E-07    0.44794E-03   -0.22726E-07    0.25786E-08
     6    0.83419E+03    0.20882E+00    0.36548E-03    0.20882E+00    0.71240E-04   -0.23443E-07    0.36548E-03   -0.23443E-07    0.20091E-08
     7    0.82871E+03    0.27296E+00    0.30513E-03    0.27296E+00    0.12496E-03   -0.23937E-07    0.30513E-03   -0.23937E-07    0.16176E-08
     8    0.82696E+03    0.34301E+00    0.25933E-03    0.34301E+00    0.20331E-03   -0.24315E-07    0.25933E-03   -0.24315E-07    0.13346E-08
     9    0.82835E+03    0.41845E+00    0.22352E-03    0.41845E+00    0.31244E-03   -0.24636E-07    0.22352E-03   -0.24636E-07    0.11223E-08
    10    0.83210E+03    0.49840E+00    0.19488E-03    0.49840E+00    0.45868E-03   -0.24876E-07    0.19488E-03   -0.24876E-07    0.95827E-09
    11    0.83766E+03    0.58235E+00    0.17164E-03    0.58235E+00    0.64927E-03   -0.25043E-07    0.17164E-03   -0.25043E-07    0.82862E-09
    12    0.84523E+03    0.67008E+00    0.15238E-03    0.67008E+00    0.89147E-03   -0.25114E-07    0.15238E-03   -0.25114E-07    0.72384E-09
    13    0.85380E+03    0.76002E+00    0.13638E-03    0.76002E+00    0.11929E-02   -0.25161E-07    0.13638E-03   -0.25161E-07    0.63811E-09
    14    0.86330E+03    0.85176E+00    0.12277E-03    0.85176E+00    0.15611E-02   -0.25186E-07    0.12277E-03   -0.25186E-07    0.56675E-09
