#    L    TT             EE             BB             TE          
     2    0.83494E+03    0.22323E-05    0.12297E-05    0.21987E-01
     3    0.80079E+03    0.71996E-05    0.24598E-05    0.50057E-01
     4    0.76978E+03    0.17754E-04    0.41005E-05    0.85554E-01
     5    0.74791E+03    0.36956E-04    0.61523E-05    0.12778E+00
     6    0.73394E+03    0.68433E-04    0.86157E-05    0.17617E+00
     7    0.72596E+03    0.11634E-03    0.11492E-04    0.23015E+00
     8    0.72209E+03    0.18526E-03    0.14781E-04    0.28903E+00
     9    0.72154E+03    0.28032E-03    0.18484E-04    0.35233E+00
    10    0.72352E+03    0.40678E-03    0.22602E-04    0.41933E+00
    11    0.72740E+03    0.57071E-03    0.27135E-04    0.48955E+00
    12    0.73329E+03    0.77811E-03    0.32086E-04    0.56281E+00
    13    0.74029E+03    0.10354E-02    0.37455E-04    0.63778E+00
    14    0.74828E+03    0.13487E-02    0.43243E-04    0.71410E+00
    15    0.75710E+03    0.17256E-02    0.49451E-04    0.79112E+00
    16    0.76699E+03    0.21734E-02    0.56080E-04    0.86911E+00
    17    0.77750E+03    0.26995E-02    0.63132E-04    0.94676E+00
    18    0.78828E+03    0.33100E-02    0.70607E-04    0.10232E+01
    19    0.80035E+03    0.40161E-02    0.78508E-04    0.10991E+01
    20    0.81264E+03    0.48215E-02    0.86834E-04    0.11733E+01
    21    0.82533E+03    0.57351E-02    0.95587E-04    0.12450E+01
    22    0.83838E+03    0.67651E-02    0.10477E-03    0.13139E+01
    23    0.85178E+03    0.79195E-02    0.11438E-03    0.13795E+01
    24    0.86553E+03    0.92054E-02    0.12442E-03    0.14408E+01
    25    0.87960E+03    0.10631E-01    0.13489E-03    0.14978E+01
    26    0.89397E+03    0.12204E-01    0.14579E-03    0.15506E+01
    27    0.90862E+03    0.13933E-01    0.15713E-03    0.15982E+01
    28    0.92347E+03    0.15825E-01    0.16890E-03    0.16398E+01
    29    0.93868E+03    0.17886E-01    0.18110E-03    0.16748E+01
    30    0.95406E+03    0.20126E-01    0.19374E-03    0.17041E+01
    31    0.96963E+03    0.22550E-01    0.20681E-03    0.17266E+01
    32    0.98545E+03    0.25166E-01    0.22032E-03    0.17416E+01
    33    0.10015E+04    0.27982E-01    0.23427E-03    0.17481E+01
