#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.484077E+06   0.484077E+06   0.645117E+06   0.645098E+06   0.492686E+06   0.484322E+06   0.484077E+06   0.489795E+06  -0.602345E+00   0.482681E+06   0.482681E+06   0.146537E+01
   0.798228E-04   0.484075E+06   0.484074E+06   0.645035E+06   0.645012E+06   0.492667E+06   0.484319E+06   0.484075E+06   0.489792E+06  -0.602341E+00   0.482679E+06   0.482678E+06   0.163756E+01
   0.892035E-04   0.484072E+06   0.484071E+06   0.644932E+06   0.644903E+06   0.492643E+06   0.484316E+06   0.484072E+06   0.489787E+06  -0.602335E+00   0.482676E+06   0.482675E+06   0.182999E+01
   0.996866E-04   0.484069E+06   0.484068E+06   0.644804E+06   0.644768E+06   0.492613E+06   0.484312E+06   0.484069E+06   0.489782E+06  -0.602328E+00   0.482672E+06   0.482672E+06   0.204502E+01
   0.111402E-03   0.484065E+06   0.484063E+06   0.644644E+06   0.644598E+06   0.492576E+06   0.484306E+06   0.484064E+06   0.489776E+06  -0.602320E+00   0.482667E+06   0.482667E+06   0.228530E+01
   0.124493E-03   0.484059E+06   0.484058E+06   0.644444E+06   0.644387E+06   0.492529E+06   0.484300E+06   0.484059E+06   0.489767E+06  -0.602309E+00   0.482662E+06   0.482661E+06   0.255381E+01
   0.139124E-03   0.484053E+06   0.484051E+06   0.644194E+06   0.644124E+06   0.492471E+06   0.484292E+06   0.484052E+06   0.489757E+06  -0.602296E+00   0.482654E+06   0.482654E+06   0.285385E+01
   0.155474E-03   0.484044E+06   0.484042E+06   0.643882E+06   0.643794E+06   0.492399E+06   0.484282E+06   0.484044E+06   0.489744E+06  -0.602280E+00   0.482645E+06   0.482645E+06   0.318912E+01
   0.173745E-03   0.484034E+06   0.484031E+06   0.643493E+06   0.643383E+06   0.492309E+06   0.484269E+06   0.484034E+06   0.489728E+06  -0.602259E+00   0.482634E+06   0.482634E+06   0.356375E+01
   0.194163E-03   0.484021E+06   0.484018E+06   0.643008E+06   0.642871E+06   0.492196E+06   0.484253E+06   0.484021E+06   0.489708E+06  -0.602233E+00   0.482620E+06   0.482619E+06   0.398234E+01
