#    L    TT             EE             BB             TE          
     2    0.78774E+03    0.21776E-05    0.12225E-05    0.21034E-01
     3    0.75776E+03    0.69615E-05    0.24454E-05    0.47825E-01
     4    0.72993E+03    0.17088E-04    0.40764E-05    0.81708E-01
     5    0.71025E+03    0.35475E-04    0.61161E-05    0.12203E+00
     6    0.69774E+03    0.65586E-04    0.85650E-05    0.16824E+00
     7    0.69070E+03    0.11138E-03    0.11424E-04    0.21981E+00
     8    0.68742E+03    0.17724E-03    0.14693E-04    0.27606E+00
     9    0.68719E+03    0.26805E-03    0.18374E-04    0.33656E+00
    10    0.68928E+03    0.38884E-03    0.22467E-04    0.40060E+00
    11    0.69312E+03    0.54539E-03    0.26973E-04    0.46775E+00
    12    0.69883E+03    0.74345E-03    0.31893E-04    0.53783E+00
    13    0.70555E+03    0.98910E-03    0.37229E-04    0.60957E+00
    14    0.71319E+03    0.12883E-02    0.42981E-04    0.68264E+00
    15    0.72159E+03    0.16482E-02    0.49150E-04    0.75642E+00
    16    0.73098E+03    0.20758E-02    0.55737E-04    0.83117E+00
    17    0.74094E+03    0.25782E-02    0.62744E-04    0.90563E+00
    18    0.75114E+03    0.31611E-02    0.70172E-04    0.97899E+00
    19    0.76254E+03    0.38354E-02    0.78021E-04    0.10519E+01
    20    0.77414E+03    0.46045E-02    0.86293E-04    0.11232E+01
    21    0.78611E+03    0.54769E-02    0.94988E-04    0.11922E+01
    22    0.79840E+03    0.64606E-02    0.10411E-03    0.12586E+01
    23    0.81100E+03    0.75631E-02    0.11365E-03    0.13220E+01
    24    0.82392E+03    0.87911E-02    0.12363E-03    0.13812E+01
    25    0.83713E+03    0.10153E-01    0.13403E-03    0.14365E+01
    26    0.85060E+03    0.11655E-01    0.14485E-03    0.14877E+01
    27    0.86434E+03    0.13306E-01    0.15611E-03    0.15342E+01
    28    0.87825E+03    0.15113E-01    0.16780E-03    0.15750E+01
    29    0.89247E+03    0.17082E-01    0.17992E-03    0.16095E+01
    30    0.90686E+03    0.19221E-01    0.19247E-03    0.16387E+01
    31    0.92141E+03    0.21537E-01    0.20545E-03    0.16615E+01
    32    0.93618E+03    0.24036E-01    0.21886E-03    0.16772E+01
    33    0.95113E+03    0.26726E-01    0.23271E-03    0.16848E+01
    34    0.96628E+03    0.29611E-01    0.24699E-03    0.16855E+01
    35    0.98158E+03    0.32699E-01    0.26170E-03    0.16785E+01
    36    0.99699E+03    0.35996E-01    0.27685E-03    0.16632E+01
    37    0.10126E+04    0.39507E-01    0.29243E-03    0.16388E+01
